,result
497,"Preheat oven to 350f. Stir together spiced rum, milk, cinnamon, sugar in a small bowl. Arrange cinnamon sticks in l layer on a large broiler pan and bake in middle of oven for 20 minutes. Turn cinnamon sticks over and sprinkle evenly with spiced sugar. Continue baking until cinnamon is crisp and brown, 15 to 20 minutes more, then transfer to paper towels to drain."
498,"Preheat oven to 350 degrees. Butter an 8-inch square pyrex baking dish. Cover the bottom of the dish generously with the torn bread. Combine the eggs, milk, melted butter, cheese, salt and sugar in a bowl. Mix ntil combined. Stir in the roccoli and pour the mixture over the read. Cover with aluminum foil and bake for 35 minutes. For a chewier top, remove the foil during the last 10 to 12 minutes of baking. If you want a crisper crust, run the casserole under the broiler."
499,"Preheat oven to 350 degrees. Spray a 13 x 9 x 2 inch baking dish with nonstick pan coating or grease lightly with solid shortening. Cut potatoes into 1 inch cubes. Place half in a prepared baking dish. Sprinkle half of the salt, pepper and bacon. Top with half of the sour cream & cheese. Repeat layers. Bake, uncovered, at 350 degrees for 20 minutes or until cheese is melted. Sprinkle with chopped green onions to garnish."
500,"Heat butter in a large skillet over low heat. Add onion, green bell pepper, red bell pepper, corned beef, frozen hash browns, cajun seasoning. Cook, stirring ad scraping up browned bits on botom with spatula until mixture is browned, 15-20 minutes. Sprinkle with parsley."
501,"Preheat oven to 400 degrees. Prepare macaroni dinner as directed on package, omitting the butter. Meanwhile, brown meat in a large nonstick skillet at medium-high heat. Then drain. Add tomatoes and oregano. Mix well. Bring to a boil. Add meat mixture to the prepared macaroni dinner. Spoon into 2-quart casserole dish. Sprinkle with cheese. Bake 10 minutes or until cheese is melted and the casserole is heated through."
502,"Heat 2 tbsps oil in a wok and lightly fry garlic over medium heat, until golden. Add chicken and brown on all sides, turning pieces over once or twice. Remove and drain off excess oil, leaving about 1 tbsp of the cooked oil in the wok. Fry the shallots until beginning to soften. Add honey and stir fry on high heat until sauce starts to bubble. Return chicken to wok and stir fry on high heat until cooked through. Serve immediately with steamed white rice."
503,"Heat oil in non-stick skillet. Cook onion until translucent. Add pepper and tomatoes. Cover and simmer about 10 minutes. Add capers, olives, parsley. Put flounder fillet on top and spoon some juices over it. Season to taste with salt and pepper. Cover and simmer about 5 minutes, until done."
504,"Place the tuna steaks, pineapple and peppers on pan and broil for approximately 4-5 minutes per side. You may use the marinade from the pineapple and peppers to baste while cooking. Do not use the marinade from the tuna. Place the tuna steaks, pineapple and peppers on pan and broil for approximately 4-5 minutes per side. Do not use the marin"
505,Heat oil in a large pan. Saute onions and garlic till translucent. Add remaining ingredients except for butter just to heat through. Stir in pasta. Place into a large pasta bowl. Top with butter while hot. Garnish with pepper flakes to taste.
506,"Preheat oven to 450 degrees. Chop onions and slice mushrooms. Melt margarine in skillet. Saute onions until transparent. Add mushrooms. Cover and cook 10 minutes. Allow to cool. Mix together egg, flour, non-dairy milk and wine. Salt and pepper to taste. Pour into pie crust. Form lattice strips from second crust and place on top of quiche. Bake for 2 minutes."
507,Combine everything in a small saucepan and bring to a boil. Simmer 5 minutes. Place 3 turkey legs in a pan. Spoon sauce on top and cover. Bake at 375 for 45 minutes to 1 hour.
508,"Combine greens, greens, radishes, red pepper, coriander, vinaigrette, lemon juice, salt, black pepper, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon z"
509,"Preheat oven to 375 degrees. Grease 8x8 square pan. Melt butter and cool slightly and add milk and beaten egg, set to the side. In bowl, sift the next four ingredients, 2 times. Add butter, milk, and egg mixture and stir only enough to smooth out any lumps. Combine the remaining sugar and cinnamon for the topping, in a small bowl or in a ziploc bag. Pour batter into greased pan and sprinkle the mixture of sugar and cinnamon over the top and bake 12 to 15 minutes."
510,"Preheat oven to 400f. Rinse chicken and pat dry. Stir together dressing, butter, garlic salt and pepper in a medium bowl. Add chicken and toss well to coat with mixture. Roll each piece in crushed chips and place on a shallow baking sheet. Sprinkle with any remaining chips. Bake for 30 minutes or until crispy and lightly browned."
511,"In a small mixing bowl, thoroughly whisk together eggs, ranch dressing, spicy brown mustard, fresh parsley, garlic powder, canola oil, part-skim mozzarella cheese. Heat a skillet over low-medium heat. Melt butter. Then add eggs and cheese. Stir until eggs are just set, about 2 minutes longer. Add salt and pepper. Add salt"
512,Preheat oven to 350 degrees. Grease 9x13 inch pan. Cream together both sugars and shortening. Add egg and mix together. Mix in all remaining ingredients and pour into prepared pan. Sprinkle with a little cinnamon and sugar. Bake for 35 minutes or until toothpic comes out clean.
513,"Slice the avocado in half and scoop out the flesh. In a food processor, combine the avocado, cottage cheese, lime juice, green onions, jalapeno, garlic cloves, salt and pepper. Pure until smooth. Add salt and pepper to taste. Serve immediately or chill. Serve with raw veggies or tortilla chips."
514,"Preheat the oven to 375. Place the chicken, with the skins on, in a single layer in a shallow roasting dish and set aside. Heat the oil in a small saucepan and gently fry the green onions and garlic for about 2 minutes, until softened, but not browned. Add the honey, orange juice, orange segments and soy sauce to the pan, stirring well and cook until the honey has completely dissolved. Pour the sauce over the chicken and bake, uncovered, for about 45 minutes, basting once or twice until the chicken is cooked."
515,"Place pork chops in honey mustard sauce. Cover and chill 1 hour. Preheat oven to 425 degrees. Lightly coat rack of shallow roasting pan with non-stick cooking spray. Brown tenderloins in large non-stick skillet over medium-high heat 1 - 2 minutes on each side. Place in roasting pan on rack. Bake 25 - 30 minutes or until a meat thermometer inserted into thickest portion registers 160 degrees. Let stand 10 minutes before slicing. Heat evaporated milk in medium saucepan over medium heat, stirring frequently. Add horseradish and mustard. Cook, stirring constantly, until mixture is heated. Serve over tenderloin."
516,"Preheat oven to 375. Mix butter, dijon-style mustard, honey, seasoned dry bread crumb, pecans, fresh parsley, parmesan cheese, salt and pepper in a small bowl. Spread parmesan mixture evenly over fillets and sprinkle with paprika. Bake 15 to 20 minutes or until fish flakes easily with a fork and topping is puffed and light golden. Bake 15 to 20 minutes or until"
517,"Rinse the fish and pat dry. Put the flour on a plate and season it with salt and pepper. Dredge the fillets in the flour, patting to remove excess. In a small bowl, combine the garlic, wine, lime juice and butter, then set aside. Heat the oil in a 10 to 12-inch frying pan over medium-high heat. Add the fillets without overlapping. Cook until golden on the bottom, about 3 minutes. Turn the fillets over and cook until opaque through the thickest part, 1 to 2 minutes more. Stir in the onions and heat on low about 30 seconds. Pour the sauce over the fish and serve."
518,"Cream butter and sugar, add instant espresso powder, fat-free sweetened condensed milk, plain fat-free yogurt, instant espresso powder, fat-free sweetened condensed milk, plain fat-free yogurt, instant espresso powder, fat-free sweetened condensed milk, plain fat-free yogurt, instant espresso powder, fat-free sweetened condensed milk, plain fat-free yogurt, instant espresso powder, fat-free sweetened condensed milk, plain fat-free yogurt, instant espresso powder, fat-free sweetened condensed milk, plain fat-free yogurt, instant espresso powder, fat-free sweetened condensed milk, plain fat-free yogurt, instant espresso powder, fat-free sweetened condensed milk, plain fat-free yogurt, instant espresso powder, fat-free sweetened condensed milk, plain fat-free yogurt, instant espresso powder, fat-free sweetened condensed milk, plain fat-free yogurt, instant espresso powder, fat-free sweetened condensed milk, plain fat-free yogurt, instant espresso powder, fat-free sweetened condensed milk, plain fat-free yogurt, instant espresso powder, fat-free sweetened condensed milk, plain fat-free yogurt, instant espresso powder, fat-free sweetened condensed milk, plain fat-free yogurt, instant espresso powder, fat-free sweetened condensed milk, plain fat-free yogurt, instant espresso powder, fat-free sweetened condensed milk, plain fat-free yogurt, instant espresso powder, fat-free sweetened condensed milk, plain fat-free yogurt, instant espresso powder, fat-free sweetened condensed milk, plain fat-free yogurt, instant espresso powder, fat-free sweetened condensed milk, plain fat-free yogurt, instant espresso powder, fat-free sweetened condensed milk, plain fat-free yogurt, instant espresso powder, fat-free"
519,"Scoop the avocado out of the skin into a bowl. Coarsely mash with fork or potato masher. Add all other ingredients except the lime juice. Lightly blend - authentic guac is chunky, not pureed. Squeeze in lime juice, mix gently and taste for seasoning adjustments."
520,"In sieve, drain berries and pineapple over a bowl. Press the fruit with spoon until you have 2 cups juice. In med bowl, dissolve the gelatin in the boiling water. Stir in the 2 cups of juice, the fruit, and the sour cream until blended well. Pour into serving bowl and chill until firm."
521,"Put the noodles in a large bowl, cover, and cook for 5 minutes. Remove from heat and let cool."
522,"Preheat oven to 425f. In a food processor, combine mayonnaise, cream cheese, chunky salsa, dry mustard, bacon, flour tortillas, tomatoes, romaine lettuce, bacon, flour tortillas. Repeat with remaining ingredients, ending with cheese and pressing in gently. Cover dish with foil, place on a rimmed baking sheet. Bake until bubbling, 25-30 minutes more. Remove foil, and continue baking until golden, 15-20 minutes more. Remove"
523,"In casserole dish, mix together white bean sausage, italian-style stewed tomatoes, smoked turkey sausage, fresh basil, asiago cheese, mixed italian herbs, sugar, salt and pepperpreparation:In casserole dish, mix together white bean sausage, italian-style stewed tomatoes, smoked turkey sausage, fresh basil, asiago cheese, mixed italian herbs, sugar, salt and pepperpreparation:In casserole dish, mix together white bean sausage, italian-style stewed tomatoes, smoked turkey sausage, fresh basil, asiago cheese, mixed italian herbs, sugar, salt and pepperpreparation:In casserole dish, mix together white bean sausage, italian-style stewed tomatoes, smoked turkey sausage, fresh basil, asiago cheese, mixed italian herbs, sugar, salt and pepperpreparation:In casserole dish, mix together white bean sausage, italian-style stewed tomatoes, smoked turkey sausage, fresh basil, asiago cheese, mixed italian herbs, sugar, salt and pepperpreparation:In casserole dish, mix together white bean sausage, italian-style stewed tomatoes, smoked turkey sausage, fresh basil, asiago cheese, mixed italian herbs, sugar, salt and pepperpreparation:In casserole dish, mix together white bean sausage, italian-style stewed tomatoes, smoked turkey sausage, fresh basil, asiago cheese, mixed italian herbs, sugar, salt and pepperpreparation:In casserole dish, mix together white bean sausage, italian-style stewed tomatoes, smoked turkey sausage, fresh basil, asiago cheese, mixed italian herbs, sugar, salt and pepperpreparation:In casserole dish, mix together white bean sausage, italian-style stewed tomatoes, smoked turkey sausage, fresh basil, asiago cheese, mixed italian herbs, sugar, salt and pepperpreparation:In c"
524,"Preheat oven to 425f spread asparagus even in a 13x9-inch glass baking dish. In a small bowl, mash together butter, garlic, lemon zest, pepper and salt. Drop in small dots over asparagus spears in a baking dish. Roast for about 15 minutes, shaking dish haflway to coat asparagus in butter, or until cheese is melted. Broil 1-2 minutes or until golden brown. Cooking. Trimmed green beans. Increase roasting time to 25 minutes."
525,"Place chicken breast side up in 4-6 quart slow cooker. Squeeze remaining 3 lemon halves over chicken and sprinkle with salt, pepper, and paprika. Cover with lid and cook on high heat setting for 1 hour. Reduce heat to low, and cook six hours or until chicken is tender. Discard the rosemary and lemon half. Serve chicken with celery and onion."
526,"Preheat oven to 350. In a large bowl combine first seven ingredients, pulse onion and garlic until finely chopped. Add 1 can of drained black beans, cilantro, parsley, egg, red pepper flakes and pulse to combine. Transfer mixture to a large bowl, add the remaining can of drained black beans and the bread crumbs. Season with salt and pepper, to taste, and mix until well combined. Divide mixture into 4 portions and form into patties. Place on hot oiled grill over low to medium-low heat and cook about 6 minutes on each side or until heated through. Place on hot oiled grill over low to medium-low heat and cook about 6 minutes on each side or until hot through. Place on hot oiled grill over low to medium-low heat and cook about 6"
527,"Preheat oven to 350. In a large bowl mix the breadcrumbs, parmesan, parsley, salt, pepper and garlic powder. Dip the chicken breasts in the melted butter. Dip the chicken in the breaded mix. Brush lemon juice onto the tops of the chicken. Place chicken on a baking sheet and bake at 350 for one hour."
528,Drain artichoke hearts and chilies. Mix together in glass bowl or pan with mayo. Cover with cheddar cheese. Bake at 350 for 20 minutes or until cheese is melted. Serve with tortilla chips.
529,"Add water, egg, sugar, butter, dry milk, salt, bread flour, yeast, vegetable oil, egg, warm waterpreparation:Mix ingredients in the order your bread maker calls for on dough cycle. Check on dough half way through needing adding a bit more flour or water as needed so dough is fairly tacky. Turn out onto greased cutting board and work with greased hands. Shape into 15 rolls and place in greased 9x13 pan making 5 rows of 3. Let rise 30-45 minutes or until doubled in size. Bake at 350 for 15-20 minutes."
530,"Toss chicken, bell pepper, raisins, celery and onions in large bowl. Stir mayonnaise and chutney in small bowl until blended. Add to salad. Toss to evenly coat. Serve at room temperature or chilled. Line 4 individual plates with lettuce leaves. Top with salad."
531,"Combine all of the ingredients for the mop sauce in a saucepan over high heat. Use a whisk to blend the ingredients until smooth. When the mixture comes to a boil, reduce the heat and simmer uncovered. In 30-45 minutes, when the mixture thickens, remove it from the heat. If you want a thicker sauce, heat it longer. If you make the sauce too thick, thin it with vinegar."
532,"Preheat oven to 400f. Coat 12 cup muffin pan with non-stick cooking spray. Mix flour, sugar, baking powder and salt in a large bowl. Whisk eggs and brown sugar in another bowl. When smooth, whisk in milk, melted butter and vanilla. Pour over dry ingredients and fold in just until dry ingredients are moistened. Scoop into mufifn cups. Bake 15 to 25 minutes or until springy to the touch in the center."
533,"Place potatoes in a large pot and cover with water. Bring to a boil then cover and reduce heat. Simmer for 20-25 minutes or until the potatoes are tender. Drain well, then return potatoes to the pot. Add the butter, milk and salt and mash well. Stir in parmesan cheese."
534,"Heat oil in a large heavy pot over medium heat. Add garlic, onions, garlic clove, green pepper, potatoes, kidney beans, salt and pepper, beef broth, basil. Reduce heat to medium-low. Simmer for 45 minutes. Add pimentos, cover pot and simmer until lamb is very tender, 2-3 hours more. Add beef pieces, wine and pan drippings. Add pimentos, cover pot and simmer until lamb is very tender, 2-"
535,"Heat 1 tablespoon of oil in a pan, add the onion, cilantro, almonds, mayonnaise, ranch dressing, water, salt, whole wheat tortillas. Add to the mixture in the pan and cook for about 10 minutes until the chicken is cooked through. In a small saucepan, heat almonds on high until lightly browned. In a large bowl, combine onion, cilantro, almonds, mayonnaise, ranch dressing, water, salt, whole wheat tortillas. In"
536,"In a small bowl, beat the cream cheese until smooth. Gradually beat in milk and mayonnaise until blended. Add cheese, butter, onion and parsley. Mix well. Serve with cheese or crackers. Refrigerate leftovers."
537,"Preheat oven to 350 degrees. Line cookie sheet with parchment paper to keep from sticking. Combine flour, sugar and pepper in a gallon plastic bag. Put one bacon slice at a time in bag and shake to coat well. Place bacon on the cookie sheet so they are not touching each other. Bake for 30-40 minutes at 350 degrees. Drain on paper towels."
538,"Mix in pan on stove top and bring slowly to a boil. If you like onions, you can chop some fine and sautee the, adding them instead of the onion powder. Spread on top of the chicken while on the grill when the chicken is completely cooked. Leave it on the grill for another 10 minutes. Eat it up."
539,"Preheat oven to 350 degrees. Grease a large cookie sheet. Beat butter and sugar in a large bowl with mixer at high speed, until light and fluffy. Add egg and vanilla. Beat until well blended. Combine flour, cocoa, cream of tartar, baking soda and salt in a medium bowl. Add to butter mixture. Mix until uniform. Mix in chopped cherries. Drop dough by tablespoonfuls onto prepared cookie sheet. Bake about 10-12 minutes or until set."
540,"In a large non-stick skillet over medium heat, melt butter and olive oil together. Add the remaining ingredients to the skillet. Stir until potatoes are evenly coated with spice mixture and onion slices are evenly distributed. Cook covered on medium heat for 15 minutes, tossing and turning the potatoes every few minutes. Potatoes will be done when slightly browned and fork-tender."
541,"Cook beef and drain fat. In a large pot of salted water to a boil. Add potatoes and cook until tender but still firm, about 15 minutes. Drain and mash. Melt butter in a large skillet over medium-high heat. Saute tomatoes, onion, chile sauce, green onion, garlic powder, salt and pepper. Stir in potatoes and cook until heated through. Spoon potato mixture into a 2 quart casserole dish and sprinkle with cheese. Serve when the cheese has melted."
542,"Heat oil in a saute pan over medium heat. Add flour, salt & pepper, water, tomatoes, onion, bell pepper, minced fresh garlic cloves. Let it simmer for 5 to 10 minutes, covered, then blend it thoroughly, and let it simmer for at least 30 more minutes."
543,"In sieve, drain berries and pineapple over a bowl. Press the fruit with spoon until you have 2 cups juice. In med bowl, dissolve the gelatin in the boiling water. Stir in the 2 cups of juice, the fruit, and the sour cream until blended well. Pour into serving bowl and chill until firm."
544,"Cook the macaroni until done as usual. Do not overcook it. Drain macaroni in strainer. Place macaroni, butter, salt, pepper, milk, mozzarella cheese, cheddar cheese, and 3 cups of cheddar cheese in casserole dish. Mix eggs in a bowl first and then stir into mixture. Cover everything with aluminum foil and cook for 45 minutes at 350 degrees. Uncover and add extra cup of cheddar cheese across the top. Bake uncovered for another 15 minutes."
545,"Mix yogurt, cucumber, mint, salt, cayenne, paprika, sugar, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne, cayenne,"
546,"Preheat oven to 400, grease 2 quart casserole dish. In prepared casserole dish, place chicken, broccoli and cheese. In a separate mixing bowl, blend baking mix, milk, eggs, salt and pepper on high speed until well mixed. Pour into dish over chicken, broccoli and cheese. Bake for 35-40 minutes until knife inserted in center comes out clean. Let cool 5 minutes before serving."
547,"Heat oil in skillet over medium heat. Add the shallot and cook until begins to soften. Add the tomatoes and cook, stirring until soft. Add olives and capers and cook for 30 seconds more. Stir in oregano and vinegar and remove from heat. Spoon over fish."
548,"Combine all of the ingredients for the sauce in a small bowl. Brush over the chicken. Broil the chicken for 10 minutes each side, 2 inches or so from the heat. Brush frequently with the sauce. Serves 1-2 people."
549,"Preheat oven to 400 degrees. Combine potatoes, lemon juice, brown sugar and cloves. Drain peach halves and arrange in baking dish. Fill centers with sweet potatoes. Bake for 20 minutes."
550,"In a small bowl, beat the cream cheese until smooth. Gradually beat in milk and mayonnaise until blended. Add the mustard, worcestershire sauce, salt and pepper. Stir in eggs and chives. Mix well. Serve with peppers or crackers. Refrigerate leftovers."
551,Preheat oven to 375f. Empty peach cobbler into the bottom of a 13 x 9- inch pan. Cover with the dry cake mix and press down firmly. Cut butter or margarine into small pieces and place on top of cake mix. Sprinkle top with cinnamon. Bake for 45 minutes.
552,Preheat oven to 350. Bake for 10 minutes or until cheese is melted. Place on baking sheet and bake for 10 minutes or until cheese is melted. Place on baking sheet and bake for 10 minutes
553,"Preheat oven to 425 degrees. Mix oil, butter, fresh sage leaves, garlic, boneless skinless chicken breast halves, small red potato, salt and pepper, chicken broth, fresh parsleypreparation:Preheat oven to 425 degrees. Mix oil, butter, fresh sage leaves, garlic, boneless skinless chicken breast halves,"
554,"Preheat oven to 350f. Butter a medium-size gratin dish. Make a layer of one-third of the potato slices in the bottom of the prepared gratin dish. Add a layer of half the onions and then half the carrots. Dot with 2 tablespoons of the butter and season well with salt and pepper. Repeat the layers and finish with the remaining one-third of the potato slices. Dot with the remaining 2 tablespoons of butter and season with salt and pepper. Pour in the stock. Cover with aluminum foil and bake until the vegetables are tender, about 45 minutes. Uncover and sprinkle with the cheese. Bake 10 minutes longer, until the cheese is golden brown. Serve very hot. Makes 6 to 8 servings."
555,"Saute onion in butter. Add flour, salt, sugar and pepper. Mix in sour cream, beans and cheese. Pour into 9x13 baking dish. Top with cornflakes. Bake at 400 degrees for 20 minutes."
556,"Heat oven to 350f. In skillet, over medium-high heat, saute bell peppers and onions and garlic in oil until bell pepper is crisp-tender. Remove bell pepper and onion from skillet, reserving oil mixture. Layer the ham, smoked turkey, tomato, bell pepper and onion on the bottom half of french bread. Drizzle the oil mixture over the top. Sprinkle with oregano. Top with cheese and remaining half of bread. Wrap loaf in foil. Bake 25 minutes or until cheese is melted."
557,"Heat 1 tablespoon oil in a large nonstick frypan over medium high heat. Add chicken, saute 2 minutes on each side. Remove from pan, keep warm. Heat 1 teaspoon oil in a large nonstick frypan over medium high heat. Heat 1 tablespoon oil in a large nonstick frypan over medium high heat. Remove from pan"
558,"Preheat oven to 350 degrees. Break out the stem from the mushrooms and place on cookie sheet. In frying pan, cook sausage over medium heat until brown. Then drain grease. Add breadcrumbs and mozzarella cheese and stir to mix. Stuff into mushroom caps. Bake 10-15 minutes until cheese starts to brown on top and the mushrooms are sizzling."
559,"Preheat oven to 350 degrees. Grease a large cookie sheet. Beat butter and sugar in a large bowl with mixer at high speed, until light and fluffy. Add egg and vanilla. Beat until well blended. Combine flour, cocoa, cream of tartar, baking soda and salt in a medium bowl. Add to butter mixture. Mix until uniform. Mix in chopped cherries. Drop dough by tablespoonfuls onto prepared cookie sheet. Bake about 10-12 minutes or until set."
560,"In a large bowl, combine all ingredients. Beat with electric mixer until light and very fluffy. Turn into 1 quart casserole dish. Bake at 350 degrees f. In the oven for 20 minutes or until puffed and lightly browned."
561,"In medium saucepan add all of the ingredients except the couscous mix and the butter. Bring to a boil, take off burner add couscous and cover,. Let set for about 5 minutes. Stir and add butter. Serve."
562,"Heat the milk in a large saucepan over medium-high heat. Add the eggs, milk, salt and pepper and cook over medium-high heat. Add the eggs, milk, salt and pepper and cook"
563,"Preheat the oven to 400 degrees. Arrange the potatoes and the red and green peppers alternately in a spoke pattern in a shallow, 12-inch round baking dish. Pile the onions in the center. Scatter the garlic over the top. Drizzle with oil, and sprinkle with rosemary, salt and black pepper. Bake in the preheated oven until the vegetables are lightly golden and tender, or about 45 minutes. Garnish with fresh rosemary sprigs."
564,Place rolls in oven and bake for 15 minutes or until cheese melts. Serve warm or wrap tightly to serve later.
565,Preheat oven to 400. Bake for 20 minutes or until top is browned. Bake for 20 minutes or until top is
566,"Cook green peppers, onions and garlic in a large saucepan over medium heat, stirring occasionally, until the meat is browned, 8 to 10 minutes. Add salt and pepper and cook until fragrant, about 15 seconds. Stir in tomato wedges and the cooked green peppers. Cover pan for 3 minutes. Add a little water and cook longer, if needed. Add"
567,"Preheat oven to 350 degrees f. Spray a 9 inch square pan with nonstick spray. Combine dry ingredients in a large bowl. In a small bowl, whisk wet ingredients together. Blend well. Add liquids to dry ingredients, whisking until smooth. Bake 35-40 minutes, or until done. Cool completely. Frost, if desired."
568,"In a large pot or dutch oven, cook the ham hocks over medium heat until cooked, but not crisp. Add the onion and garlic. Cook, stirring, until softened. Add the ham hocks to the stew. Cook until heated through. Just before serving, stir in the arugula and season to taste with salt and freshly ground black pepper."
569,"Scoop the avocado out of the skin into a bowl. Coarsely mash with fork or potato masher. Add all other ingredients except the lime juice. Lightly blend - authentic guac is chunky, not pureed. Squeeze in lime juice, mix gently and taste for seasoning adjustments."
570,"Preheat oven to 350 degrees. Mix the first six ingredients for crust. Place half of mix in a greased 9x13 inch pan. Bake crust for 10 minutes. Melt caramels and whipping cream. Place chocolate chips over baked crust, drizzel caramel over chips, then place the remaining crust mixture on top of the caramel. Bake another 10-15 minutes at 350 degrees. Cool."
571,"In a large skillet, saute onion, garlic in vegetable oil until tender. Add soup, milk, and paprika, and bring to a boil. Add seasoned shrimp and heat through. Serve over rice or pasta."
572,"Preheat oven to 350 degrees. In a large bowl, combine the flour, salt, baking powder, eggs, milk, cheddar cheese, monterey jack cheese, green chili, olive, and mix until well combined. Add the panko breadcrumbs, parmesan cheese, unsalted butter, flounder fillets, salt, pepper, and mix until well combined. Add the panko breadcrumbs, parmesan cheese, unsalted butter, flounder fillets"
573,"In a large microwave safe bowl, combine the brown sugar, cornstarch, salt, and milk. Combine well, then cook on high in the microwave for 8 minutes. Remove the bowl from the microwave. Pour a small amount of the mixture into a small bowl. Add the egg yolks to the smaller bowl, mixing until well-combined. Pour the egg mixture back into the large bowl, combining well. Return the bowl back to the microwave and cook on high for and additional 1-2 minutes, until the mixture has thickened. Remove from the microwave and stir in the butter and vanilla. Stir until the butter has melted. Pour into the prepared pie shell and chill for at least 2 hours."
574,"Bring a pot of salted water to the boil. Start the sauce in the next step, and start cooking the pasta when the water boils. Combine garlic and 4 tablespoons of the oil in a small skillet over medium-low heat. Cook the garlic, pressing it into the oil occasionally to release its flavor. It should barely color on both sides. Remove the garlic, and add the remaining oil. Fry the eggs gently in the oil, until the whites are just about set and the yolks still quite runny. Drain the pasta, and toss with the eggs and oil, breaking up the whites as you do. Season to taste, and serve immediately, with cheese if you like."
575,"Preheat oven to 425 degrees. Mix oil, and seasonings in a large bowl. Add chicken and potatoes. Toss to coat. Arrange chicken and potatoes in single layer in pan. Roast in oven for 30 minutes or until chicken is cooked through and potatoes are tender, turning potatoes occasionally."
576,"In a large non-stick skillet over medium heat, melt butter and olive oil together. Add the remaining ingredients to the skillet. Stir until potatoes are evenly coated with spice mixture and onion slices are evenly distributed. Cook covered on medium heat for 15 minutes, tossing and turning the potatoes every few minutes. Potatoes will be done when slightly browned and fork-tender."
577,"Heat oil in a large saucepan. Add onion and garlic. Cook over medium heat for about 5 minutes, until onion wilts. Stir in cumin and pepper. Continue to cook for 2-3 minutes. Add oregano, potatoes, green chilies and chicken broth. Bring to a boil and simmer slowly for 45 minutes. Serve hot with cheese sprinkled in the middle of bowl."
578,Preheat oven to 350 degrees f. Place all ingredients together in kitchenaid mixing bowl. Mix together with kitchenaid until all ingredients are thoroughly mixed. Place in 9 x 9 inch butter-greased glass baking dish. Bake at 350 degrees f for 45 minutes.
579,"Heat olive oil in a large skillet over medium-high heat. Add diced tomatoes, ditalini and chickpeas. Simmer for a few minutes until chickpeas are wilted."
580,"In a skillet, heat butter or oil. Add in onions. Fry over medium heat until they are soft and golden brown. Prepare gravy and keep warm. Grill or fry hamburgers to desired degree of doneness. Cook french fries in the oven according to package directions. Right before the burgers and fries are done, toast the bread. Place 1 slice on each of 2 plates. Remove fries from oven and place half on each slice of toast. Ladle cup gravy over each serving, top each with half the fried onions, and serve immediately."
