,result
182,"Add all ingredients except flour to your best white bread machine machine in the order listed. Use dough cycle only. Remove dough from white bread machine and shape into loaf. Sprinkle with flour. Let rise until double, about 1 hour. Bake at 450 degrees for 15-20 minutes or until the top is golden brown."
183,Combine all the ingredients except the pork chops and whisk together. Pour into a re-sealable bag or a covered glass dish. Add the pork chops and whisk together. Pour into a
184,"Preheat oven to 350 degrees fahrenheit or 175 degrees celsius. Mix the flour, baking powder, baking soda, butter, sugar, egg, vanilla extract, cornmeal, baking powder, salt, flour. Add to the creamed mixture. Bake in a preheated 350 degree oven about 15 minutes or until lightly brown."
185,Place beef on top of vegetables. Mix corn starch with 2 t cold water and then add to juices. Bring to a boil while stirring constantly until thickened. Remove 2 cups of juices from crock pot and put into small sauce pan. Remove 2 cups of juices from crock pot and put into small
186,"Preheat oven to 375 degrees f. In a mixing bowl, beat your butter, sugar, egg, vanilla, salt and milk until light and fluffy. In another bowl combine flour and finely ground walnuts. Mix until thoroughly combined. Cover your dough and refrigerate it for at least 1 hour. Take a quarter of your dough at a time out of your refrigerator, and roll it out to a quarter inch thickness. With a lightly floured glass rim, or any other desired shape you wish to use, and cut your cookies out and place on an parchment lined cookie sheet and bake in preheated oven for 8-10 minutes until they are just lightly browned. Remove the tray from the oven and immediately remove the cookies to a wire rack to cool completely. Remove the tray from the oven and immediately place on an parchment lined cookie sheet and bake in preheated oven for 8-10 minutes until they are just lightly browned. Remove the tray from the oven and immediately place"
187,"Heat oil in a large skillet over medium-high heat. Add shrimp and saut briskly, cooking through, for approximately 4-5 minutes. Season with salt and pepper to taste. In a bowl, toss lettuce with dressing. To assemble sandwich, place cooked shrimp on one half of toasted bread, then top with dressed lettuce and grated parmesan cheese. Top with other half of bread and slice into 4 to 6 portions."
188,"Preheat the oven to 400. Cover a glass baking dish with aluminum foil and place the chicken breasts on top. Zest all 3 of the lemons into a small bowl, and then add the juice of 2 of the lemons. Add the pepper and all the other ingredients into the bowl. Mix the combine and pour over all the chicken breasts. Bake for 1 hour. Remove from the oven and drizzle with the lemon juice of the last lemon, and a few more grinds from pepper mill."
189,"Preheat oven to 350 degrees. Grease a 12-cup muffin tin with butter and set aside. In a large mixing bowl, whisk together the flour, sugar, baking powder, salt and baking soda. Add the butter and rub it into the flour with your finger. Add the buttermilk and stir until the dough is slightly firm. Spoon the mixture into the prepared muffin tin and bake in the center of the oven till brown and crusty, 40-45 minutes."
190,"Place beef on top of vegetables. Mix horseradish, salt, pepper and 1 cup water. Pour over top of beef. Cover and cook on low for 8-10 hours or until beef and vegetables are tender. Remove 2 cups of juices from crock pot and put into small sauce pan. Mix corn starch with 2 t cold water and then add to juices. Bring to a boil while stirring constantly until thickened. Serve gravy over meat and vegetables."
191,"Preheat oven to 375 degrees. In a large mixing bowl stir together flour, baking soda, and salt. Set aside. In a large mixing bowl with an electric mixer on medium speed cream butter and sugars until fluffy. Beat in eggs, one at a time, then vanilla. On low speed gradually add flour mixture and mix just until blended. Stir in chocolate chips and walnuts. Drop dough by rounded tablespoonfuls 2 inches apart on ungreased baking sheets. Bake for 9 to 12 minutes. Transfer cookies to cooling racks to cool."
192,"Preheat oven to 350 degrees. Grease four 9 x 5-in loaf pans. Cream butter, sugar and eggs. Mix sour cream and soda in a separate bowl. Let stand until foamy. Add vanilla, bananas, salt and flour. Mix well. Place in 4 prepared loaf pans. Bake for 50 minutes or until cake tests done."
193,Preheat oven to 400f. Mix first 4 ingredients with hand or stand mixer on medium until softened and well mixed. Add next two ingredients and mix on med-low until just incorporated. Transfer mixture to a small ovenproof dish and sprinkling cayenne on top to taste. Top with cheddar. Bake for 15 - 18 minutes or until bubbling around the edges. Remove from oven and allow to set for 5 - 7 minutes before serving. Serve with fried or baked pita wedges and tortilla chips.
194,"Preheat oven to 450 degrees. In foil lined roasting pan, toss carrots with oil and cayenne and season with salt. Arrange in single layer, using two pans if needed. Roast tossing one halfway through for 30-40 minutes, or until tender. In a small bowl, whisk together honey, zest and lemon juice. Season with salt. Drizzled over carrots and toss to coat."
195,"Heat oven to 350. In a large saucepan, melt the butter and peanut butter. Remove from the heat. Add sugar and flour. Stir in the eggs and vanilla. Spread into a greased 13-in. X 9-in x 2-in baking pan. Bake at 350 for 28-32 minutes or until lightly browned and edges start to pull away from sides of pan."
196,"Preheat the oven to 375. Place the chicken, with the skins on, in a single layer in a shallow roasting dish and set aside. Heat the oil in a large non-stick skillet over medium high heat. Add chicken and cook until golden brown on all sides, about 6 to 10 minutes. Drain excess liquid before adding sauce ingredients. Mix remaining ingredients and add to skillet, stirring to coat chicken well. Cook on medium heat until chicken is well coated and sauce thickens, about 8 to 10 minutes. You can also cook them in a crock pot, on low setting. The meat just falls off the bone."
197,"In a large pot, bring stock to a boil. Add barley and cook on medium heat 40 minutes. Drain and rinse until cool. In a large bowl place all the vegetables, mix in the vinaigrette along with salt and pepper to taste. Combine with the barley. Salad can be prepared up to this point and stored, covered in fridge for 2 days. Sprinkle with toasted nuts just before serving."
198,Place brisket in crock pot. Cover and cook for about 10 hours or until meat shreds easily. Remove pork and shred with two forks. Stir the meat with barbecue sauce in a hot skillet on the stove and serve on hamburger buns.
199,"Preheat oven to 350 degrees. In a large mixing bowl, combine the first 4 ingredients. In a 2-quart saucepan, heat the honey, oil and vanilla until syrupy. Add to the dry ingredients and mix well. Spread on a jellyroll pan. Bake for 20 minutes, stirring every 5 minutes. Store in a covered container."
200,"Preheat oven to 350f. Butter a 15 x 10-inch jellyroll pan. Cream butter with sugar and beat until light and fluffy. Add peanut butter and beat until combined well. Beat in egg, vanilla and salt. Add flour and beat until combined. Stir in coconut. Spread mixture evenly in prepared pan. Sprinkle peanuts over, pressing them in lightly. Bake for 20-25 minutes, or until a tester comes out clean. Let cool, cut into 24 bars and then the bar on the diagonal, making 48 cookies."
201,"Mix together the dry ingredients. Set aside for 10 minutes. Mix together the dry ingredients. Lightly beat the blueberries, then add them, the yogurt, the milk mixture, and the vanilla to the dry ingredients. Fold in the blueberries. Pour batter into greased 9 x 5-inch loaf pan. Bake at 350 degrees for 50 to 60 minutes."
202,"Preheat oven at 350 degrees. Spread stuffed strawberries in a well greased 13x9 baking dish. Blend flour, sugar, baking powder and salt. Add milk, beating until a batter forms. Pour over stuffed strawberries. Drizzle margarine over top of mixture. Bake at 350 degrees for 40 minutes. Let cool and refrigerate about 4 hours prior to serving."
203,"In a large skillet, cook the beef, seasoned salt, garlic powder, carrots and onions until beef is browned and veggies are crisp tender. Drain and return to skillet. Add water, cabbage, green peppers, soy sauce and seasoning packet from the noodles. Break noodles into small pieces, add to pan and stir well to cover noodles with liquid. Cover and simmer for 15 minutes or until liquid is absorbed and noodles are tender."
204,"For meat, combine all but the salt in a large plastic zipper bag. Marinate in refrigerator, turning the bag occasionally, for 2 hours. Remove pork and discard marinade. Sprinkle pork evenly with salt. Grill pork over indirect heat for about 20 minutes, or until internal temperature reaches 155. Let stand 10 minutes. Slice crosswise. For salsa, combine all ingredients in a large plastic zipper bag"
205,Mix all ingredients in a large serving bowl. Place the salad in the bottom of 9x12 inch cake pan. Top with grated cheese. Cover and refrigerate for 8 to 10 hours. Bacon bits can be used for bacon.
206,"Heat the oil in a large saucepan over medium heat. Add the onion and saut for about 3 minutes, until translucent. Add the garlic and saut one minute longer. Add the carrots, broth and salt. Bring to a boil, then reduce the heat to medium-low. Simmer, partially covered for about 20 minutes, or until carrots are tender. Stir in the chiles, lime juice and rice. Cool and pure the soup with a food processor, blender or immersion blender. The easiest way to puree is to add the solid ingredients to your food processor with just enough liquid to puree and then mix this thick pureed mixture back into the broth. Reheat, if necessary and serve warm."
207,"Preheat oven to 400f. Place squash, seeds still in, cut side up on a cookie sheet and bake for 45 minutes or until soft. Remove from oven and scoop out the seeds and fibers. Mix remaining ingredients and distribute evenly into the cavity of each squash. Return to oven for apprx 10 minutes."
208,"In a large skillet sprayed with butter-flavored cooking spray, brown meat and onion. Add meat and saute until browned, about 3 minutes. Heat remaining butter in a separate skillet. Add meat and saute until browned, 3-4 minutes. Add consomme, vinegar and sour cream. Bring to a boil, then immediately reduce heat to low. Add meat to mushroom mixture, cover, and simmer for 30 minutes, or until meat is tender."
209,"Preheat oven to 450 degrees. Cut chicken in half. Arrange, skin side up, in a roasting pan. Combine butter, lemon juice, and spices in a small bowl and mix well. Brush chicken with mixture. Roast until juices run clear. Broil 6 inches from heat for 3 minutes."
210,"Heat oil in nonstick sauce pan. Add rice and saute until rice kernels are opaque. Add water, grated lemon rind, lemon juice, turmeric and salt. Cover, reduce heat and simmer 15 minutes. Simmer uncovered over low heat for about 40 minutes, or until the liquid has absorbed and rice in tender. Remove from heat. Add lemon zest, pepper, and the broth. Add chicken broth and lemon juice and stir. Let stand 5 minutes. Garnish with lemon slices to serve."
211,"Preheat oven to 325 degrees f. In a large, heavy skillet over medium-high heat, brown ground beef, and drain fat. Mix in dry taco seasoning. Spoon browned meat into a 9x13 inch glass baking dish. Spoon a layer of refried beans over meat, then salsa. Top with shredded cheese. Bake about 20 to 25 minutes in the preheated oven."
212,"Preheat oven to 375 degrees. Grease 8x8 square pan. Melt butter and cool slightly and add milk and beaten egg, set to the side. In bowl, sift the next four ingredients, 2 times. Add butter, milk, and egg mixture and stir only enough to smooth out any lumps. Combine the remaining sugar and cinnamon for the topping, in a small bowl or in a ziploc bag. Pour batter into greased pan and sprinkle the mixture of sugar and cinnamon over the top and bake 12 to 15 minutes."
213,"Preheat oven to 425 degrees. Spray a small baking dish with non-stick spray. Take the stems out of the mushrooms by twisting them until they come loose. Mince the stems and place them in a small dish. Add the cheese, parsley, oil and cayenne pepper to the dish and mix well. Place the caps in the dish stem side up. Spoon the mixture into the caps. Bake 12-15 minutes or until tender. Let cool slightly before serving."
214,"Preheat oven to 350-degrees f. Place tuna in 8-inch baking dish and set aside. In a small cup or bowl mix together next 3 ingredients and pour over tuna. Bake for 20 - 25 minutes or until cooked through. Sprinkle with salt, parsley and green onion."
215,"In a large saucepan on medium heat, warm the vinegar and sugar together until the sugar dissolves. Set liquid aside to cool. Chop the dill. Slice the cucumber very thinly and arrange in layers on a shallow, non-reactive platter with sloped edges. Sprinkle with salt and pepper and garnish with the fresh dill. Pour the dressing over the cucumbers. Let marinate at least 1 hour or overnight. Yield is estimated."
216,"Place all ingredients in a heavy saucepan. Bring to a boil over medium heat, then reduce heat to a simmer. Cover and cook, stirring occasionally, until reduced to a chunky sauce, about 10 minutes. Remove from the heat, cool, and refrigerate until needed. You can also freeze in ice cube trays. Keep frozen cubes in a plastic bag so you can remove one portion at a time."
217,Preheat oven to 375 degrees. Mix all dry ingredients in large bowl. Combine wet ingredients in a bowl. Mix dry and wet ingredients together. Pour into prepared muffin pans and bake at 375 for 20 to 25 minutes.
218,"Preheat oven to 400 degrees f. In a food processor, combine the cheese and butter. Process until the mixture is smooth. Add the scallions and pulse until combined. Season with salt and pepper, to taste. Spread the cheese mixture on the cut sides of the bread. Place on a baking sheet and bake for 10 to 12 minutes until golden. Remove from oven and serve immediately."
219,"Preheat oven to 400 degrees. Spray 9x12 casserole dish with non-stick cooking spray. Prepare stuffing as directed. Let sit. Cut chicken into bite-sized pieces. Combine soup, veggies and chicken into 9x13 casserole dish. Stir until everything is mixed thoroughly. Add stuffing on top of casserole. Bake for 30 minutes, or until chicken is thoroughly cooked."
220,"Preheat oven to 350f. Lightly spray a baking sheet with vegetable oil spray and set aside. Sprinkle crumbs onto an ungreased baking sheet and set aside. Bake for 5-7 minutes or until lightly browned. Combine bread crumbs, black pepper and parsley in a shallow pan and set aside. Raise oven temperature to 400f. Combine mayonnaise, water and hot pepper sauce in shallow bowl, mixing well. Dip fish in mayonnaise mixture and then dredge in bread crumbs. Place fish on greased baking sheet and bake in oven 17-18 or until fish flakes easily. Serve with lemon wedges."
221,"Preheat oven to 325- 350 degrees. Spread simple roasted pears in an 8-inch square glass baking dish. Whisk the apple juice and sugar in a small heavy saucepan over medium-high heat until the sugar dissolves. Whisk in the butter. Pour the sauce over the pears. Bake until the pears are crisp-tender and beginning to brown, basting occasionally with the juices, about 35 minutes. Spoon the pears onto plates. Top with ice cream. Drizzle with any juices and serve. The pears can also be served frozen. To do so, cool the pears, then place them in the freezer until frozen solid, about 8 hours."
222,"Cook sausage and onion until sausage is browned and onion is tender. Drain. Combine biscuit mix, milk, and 1 egg. Mix well. Spread mixture in a greased 13x9 baking dish. Sprinkle with caraway seeds. Top with sausage mixture. Combine sour cream, salt, and 1 egg. Blend well. Pour over sausage mixture and sprinkle with paprika. Bake at 350 degrees for 25-30 minutes. Cut into squares."
223,"Preheat oven to 400 degrees f. Heat 1 t oil in a ovenproof skillet until it just shimmers. Add the salmon skin side down and cook until the skin begins to crisp, about 2-3 minutes. Mound the salt around and over each piece, trying to get it to really make a cohesive crust on each one. Roast in oven for 5 minutes per inch of thickness. Remove the salmon from the oven and let sit for 2 minutes in the crust. Carefully brush away the salt. Transfer to a clean work surface and finish removing salt with a pastry brush. Season with a drizzle of extra-virgin olive oil, fresh ground black pepper, and serve with a little lemon. The salmon will seem a little dry but will not be overcooked. This really brings out the flavor of the salmon."
224,"Preheat oven to 450 degrees. In a small saucepan over medium heat, combine the butter, white wine, lemon juice, garlic, and parsley. When the butter melts completely, remove from heat. Arrange shrimp in a shallow baking dish. Pour the butter mixture over the shrimp. Bake in preheated oven for 10 minutes or until the shrimp are pink and opaque. Serve over rice or pasta."
225,"Preheat oven to 425 degrees. In a saucepan over medium heat, melt the butter. Add flour and stir thoroughly. Add chicken broth and cook until thickened. To the saucepan, add chicken, leeks, eggs, flour, nutmeg, milk, paprika, salt, black pepper. Heat to boiling. Pour into a 1. 5 liter casserole. Top with uncooked biscuits. Bake at 425 8-10 minutes or until the biscuits are done."
226,"Heat the sesame oil in a large skillet over medium heat. Add the ginger root, rice vinegar, sugar, salt, and pepper, and stir fry for 5 - 10 seconds, or until the ginger root is well browned. Remove the skillet from the heat and let the oil cool to room termperature. Pour the gari over the ginger root, rice vinegar, sugar, salt, and pepper, and stir fry for 5 - 10 seconds, or until the ginger root is well browned. Pour the gari over the ginger root"
227,Preheat oven to 375 degrees. Mix all dry ingredients in a large bowl. Mix dry and wet ingredients together. Pour into prepared muffin pans and bake at 375 for 20 to 25 minutes.
228,"In a heavy saucepan, saute onion in butter until tender. Add rice and orzo and cook, stirring, for 2 minutes. Add chicken broth and lemon juice and bring to a boil. Reduce heat, cover, and simmer for 20 minutes or until rice is tender and liquid has been absorbed. Fluff pilaf up with fork and stir in chopped parsley."
229,Heat oil in a large skillet over medium-high heat. Add in spinach and chopped garlic. Saute stirring for about 10-12 minutes or until all the liquid from the spinach evaporates. Add in the breadcrumbs and parmesan cheese. Mix to combine and heat through. Season with salt and fresh ground pepper to taste.
230,"Preheat oven to 400f. Cut off the ends of the brussels sprouts and pull off any yellow outer leaves. Mix them in a bowl with the olive oil, salt, and lemon-pepper seasoning. Transfer them to a sheet pan and roast for 35 to 40 minutes, until crisp outside and tender inside. Shake the pan from time to time to brown the brussels sprouts evenly. Sprinkle with more kosher salt, if you like, and serve hot."
231,Preheat oven to 350 degrees fahrenheit. Place all ingredients in a bowl and beat together until mixture is smooth. Beat in the buttermilk and then the baking soda and mix well. Sift in the dry ingredients mixing as you add. Make sure the batter is smooth. Add in the melted butter and mix well. Beat the egg whites in another bowl until stiff. Fold into the batter until no bits of white are visible. Let batter stand about 20 minutes before making pancakes. Make sure your griddle is really hot. Ladle batter onto griddle. Turn when bubbles form across the cakes and allow to lightly brown on the second side. Serve with warm maple syrup and sweet butter.
232,"Preheat oven to 350f. Place entire bag of popcorn kernels into a large roaster. In a large saucepan, cook together butter, brown sugar and corn syrup for 2 minutes after butter has melted and it starts to gently boil. Add baking soda to mixture. This will cause mixture to foam - that is why you need a large saucepaan. Allow to foam to cook down slightly. Pour caramel mixture over popcorn kernels and stir until mixed. Place in oven for 35-45 minutes,, stirring at least every 10-15 minutes. Remove from oven and pour on wax paper. Allow to cool slightly and break apart."
233,"Preheat oven to 350 degrees. Spray a 9-inch pie pan with cooking spray. Mix together the milk, eggs, flour, salt, pepper, green onion. Arrange the cheese evenly over the bottom of the pie pan. Top with the crab meat. Pour the egg mixture evenly over the cheese and crab. Bake for 35 to 40 minutes, until a knife inserted in the center comes out clean. Let stand for 10 minutes before serving."
234,"Place all ingredients in a sauce pot. Cook on high heat until mixture starts to boil. Stirring occasionally until cranberries pop. Lower heat to medium and using the back of a large wooden spoon, squeeze the grapes against the side of pot or use a potato masher to pop grapes, leaving some whole. The pectin from the grapes and sugar will thicken the sauce as well as the heat the reducing the mixture."
235,"In a large wok, heat oil with red pepper flakes over medium-high heat. Stir in green beans. Cook, stirring frequently, for 1 to 2 minutes. Stir in garlic and ginger. Cook, stirring frequently, for 3 to 4 minutes. Season with salt and pepper, and then stir in black bean sauce. Cover and continue cooking until green beans are tender, about 10 minutes. Sprinkle with sesame seeds before serving."
236,"Heat oil in a large skillet over medium-high heat. Add pork chops and saute until pork is tender, about 5 minutes. Remove chops from pan and set aside to cool."
237,"In a large pot filled with boiling water, blanch potatoes for 10 seconds. With a slotted spoon, transfer potatoes to colander to cool. Peel, seed and quarter potatoes. In a medium frying pan, melt butter over medium heat. Add onion and cook, stirring occasionally, until golden, 4-5 minutes. In a blender or food processor, puree potatoes, onion, pumpkin and broth until smooth. Transfer to a large saucepan. Add sherry, salt, pepper and tarragon. Cover and simmer, stirring occasionally, 5 minutes. Add cream and heat through, about 3 minutes. Serve hot."
238,Heat oven to 350 degrees f. Add corn tortillas to baking dish. Bake at 350 degrees f. for 15 minutes or until cheese is melted
239,"In a medium bowl, beat together eggs, milk, sugar, vanilla, cinnamon, ground nutmeg. Dip bread slices into egg mixture, coating both sides. In a skillet or on a griddle, melt 1 tablespoon of the butter over medium heat. Add half of the bread slices and cook for 2 to 3 minutes on each side or until golden brown. Repeat with remaining butter and bread slices. Serve warm. If desired, serve with maple syrup."
240,"Heat olive oil in a large skillet over medium high heat. Add olives and thyme. Cook over medium-low heat, stirring occasionally, 3 to 4 minutes. Add tomatoes, cook over medium-low heat until juices thicken a bit and flavors are combined, 5 to 8 minutes. Season to taste with pepper. Serve this colorful an. Just before serving, stir in the parsley."
241,"Preheat oven to 350f. Butter a 15 x 10-inch jellyroll pan. Cream butter with sugar and beat until light and fluffy. Add peanut butter and beat until combined well. Beat in egg, vanilla and salt. Spread mixture evenly in prepared pan. Sprinkle peanuts over, pressing them in lightly. Bake for 20-25 minutes, or until a tester comes out clean. Let cool, cut into 24 bars and then the bar on the diagonal, making 48 cookies."
242,"Preheat oven to 350 degrees f. Melt half the butter with the olive oil in a saute pan, and gently fry the onions until soft and lightly golden, about 15 minutes. Spread half the onions in the bottom of a casserole. Lay a layer of sliced potatoes on top, season with salt and pepper, and scatter with thyme leaves. Build another layer of onions, then a final one of potatoes, and finally pour over the stock. Cover the pan with foil, and bake until all the liquid has been absorbed, 2 to 3 hours, removing the foil for the last hour if you like a crisp top. Bake until all the liquid has been absorbed, 2 to 3 hours, removing the foil for the last hour if you like a crisp top. Bake until all the liquid has been absorbed, 2 to 3 hours, removing the foil for the last hour if you like a"
243,"Preheat oven to 400 degrees f. In a food processor, combine the cheese and butter. Process until the mixture is smooth. Add the scallions and pulse until combined. Season with salt and pepper, to taste. Spread the cheese mixture on the cut sides of the bread. Place on a baking sheet and bake for 10 to 12 minutes until golden. Remove from oven and serve immediately."
244,"Heat oil in large skillet over high heat. Add green beans and saute till beans are just tender, about 5 minutes. In a large wok, heat oil with red pepper flakes over medium-high heat. Stir in green beans. Cook, stirring frequently, for 1 to 2 minutes. Stir in garlic and ginger. Cook, stirring frequently, for 3 to 4 minutes. Season with salt and pepper, and then stir in black bean sauce. Cover and continue cooking until green beans are tender, about 10 minutes. Sprinkle with sesame seeds before serving."
245,"Place chicken breast halves in a resealable plastic bag set in a shallow dish. For marinade, stir together lime peel, lime juice, cooking oil, dried thyme, black pepper, salt, garlic cloves, salsa, lime wedgepreparation:Place chicken breast halves in a resealable plastic bag set in a shallow dish. For marinade, stir together lime peel, lime juice, cooking oil, dried thyme, black pepper, salt, garlic cloves, salsa, lime"
246,Mix all of the ingredients in a saucepan. Pour margarita punch over cake.
247,Heat oven to 400f. Saut salmon and chive in butter until tender. Add salt to taste. Beat eggs and milk together in small bowl. Sprinkle parmesan in bottom of well greased muffin trays or pie dish. Layer salmon and chive in bottom of well greased muffin trays or pie dish. Layer salmon and chive in bottom of well greased muffin tr
248,Mix all ingredients except the cream cheese together and pour over the bread. Stuff randomly with chunks of the cream cheese. Refrigerate overnight and bake at 350 for 45-60 minutes. Dust with powdered sugar and serve with assorted warm syrups.
249,"Preheat oven to 350 degrees. In a glass baking dish, melt the butter in the oven. Remove the dish from the oven and add the salt, garlic and black pepper. Meanwhile, wash the shrimp, leaving the shells on. Add the shrimp to the butter mixture and stir well to coat. Bake for 15-18 minutes."
250,Preheat oven to 400 degrees f. Line 9 inch pie pan with pastry. In large bowl combine all filling ingredients except butter and toss lightly. Spoon filling into crust lined pan. Cut 4 slits in top of crust. Bake for 40 to 45 minutes or until crust is golden brown. Cover edge of crust with strips of foil after 20 minutes of baking to prevent excessive browning. Cover edge of crust with strips of foil after 20 minutes
251,Preheat oven to 350f. Spray an 11 x 17-inch pan with pam non stick cooking spray. Combine flour and baking soda in bowl and set aside. Cream butter with sugar. Add eggs one at a time. Alternately stir in raisins and flour mixture. Fold in remaining ingredients. Spread evenly in prepared pan. Bake for 30 minutes or until toothpick inserted in center comes out clean. Cool and then cut into bars.
252,"Mix all ingredients except shrimp in a mixing bowl to make batter. Dust shrimp in flour. Dip shrimp into batter. Fry shrimp in deep fryer set at 375 degrees or in a skillet with 2 inches of vegetable oil, until golden brown. Drain shrimp on paper towels or on brown grocery bags from the market. Serve with french fries and cole slaw or creamy cucumber salad. Also serve with cocktail sauce and tartar sauce."
253,"In a large saucepan combine butter, sugar, egg, self rising flour, vanilla, orange, zest of, orange juice, cocoa powder, water. Bring to a boil over medium heat and continue. Stirring until thick. Remove from heat and add margarine and vanilla."
254,"Preheat oven to 350f. In a large mixing bowl, cream butter and sugar. Add eggs and vanilla, mix well. Gradually beat in the flour mixture then add chocolate chips. Drop the dough by rounded tablespoonfuls onto greased baking sheets. Bake 10-12 minutes. Let cookies rest on baking sheets for 2 minutes before removing with a spatula to wire racks to cool completely."
255,"Preheat oven to 375f. Grease a baking sheet. Heat molasses in saucepan, until it boils. Put the butter into large mixing bowl, combine hot molasses. Sift together salt, baking soda and flour. Blend in ginger. Blend mixture well. Let mixture chill in refrigerator, just until cold. Take out, roll batter very thin. Cut with cookie cutter. Using the spatula, put on baking sheet. Bake for approximately 5 minutes, or until golden."
256,"Preheat oven to 350 degrees. In a large saucepan, over medium heat, bring 2 cups of the milk and the corn to a boil. In a small bowl, whisk together the remaining milk and the cornmeal. Whisk together the remaining milk and the cornmeal. Reduce heat and simmer gently, stirring frequently, for 3 minutes. Remove from heat. Stir in the butter, thyme, salt, pepper and eggs. Transfer to a buttered casserole or cast-iron skillet. Bake until golden and set, about 30 minutes."
257,"Place all ingredients in a food processor and blend until very smooth. Chill at least a few hours before tasting. Can serve with chips, crackers, or as a veggie dip. Keeps well in fridge. Cooking time listed is for chilling time."
258,"Preheat oven to 350 degrees and line large cookie sheets with parchment paper. In a large bowl, add the ice cream mixture and mix until smooth. Stir in the raisins and nuts. Drop by teaspoonfuls about 2 inches apart on baking sheets and bake for 12 to 15 minutes or until edges are browned. Remove to wire racks to cool."
259,"Place all ingredients in a food processor fitted with a metal blade and process just until mixture is powdery -- about 30 seconds. Be careful not to overprocess. Store in an airtight container for up to 6 months. To make aztec hot chocolate, combine 1 cup of milk and 2 tablespoons of the mix in a small saucepan and bring to a simmer over medium-low heat, stirring constantly. Place all ingredients in a food processor fitted with a metal blade and process just until mixture is powdery -- about 30 seconds. Place all ingredients in a food processor fitted"
260,"In a large saucepan, cook chicken and onions until chicken is no longer pink. Add taco seasoning mix, tomatoes, corn, and chiles. Cook over medium heat until chicken is no longer pink."
261,Preheat oven to 350f. In a large mixing bowl combine all ingredients until well combined. Spoon into a 1 quart glass casserole dish. Bake for 28-32 minutes until dip is hot bubbly and slightly browning on the top. Serve warm with chips. Bake for 28-32 minutes until dip is hot bubbly and slightly browning on the
262,"Preheat oven to 400. Brush a 13 x 9 inch baking dish with olive oil. Layer the sliced pork chops, mushrooms, and onions, in the dish. Sprinkle with the salt and sage leaves. Pour the cream over evenly. Brush the pork chops with olive oil, and rub the breadcrumbs onto both sides of each pork chop. Place pork chops on top of the vegetables. Bake, uncovered, for 45 minutes to 1 hour, or just until the pork chops are cooked through and the potatoes are tender."
263,"Preheat oven to 400 degrees. Sautee onions in butter, margarine or oil over medium heat, until soft. Place chicken breasts in casserole dish and season with salt, pepper and garlic. Pour mushrooms and sauteed onions over chicken. Cover dish with lid or aluminum foil. Bake for 1 hour."
264,"Heat oil in a large saucepan over medium-low heat. Add in onion and saute until golden. Add in sliced cabbage, cider vinegar, sugar, celery seeds and black pepper. Mix to combine and cook until the cabbage if crisp-tender and the liquid is reduced to a glaze. Season with salt and pepper."
265,"Heat oil in a large skillet over medium heat. Stir in the onion, garlic, and bay leaf, and saute until onion is lightly browned. Mix tomatoes, curry powder, and salt into the skillet, and continue cooking about 5 minutes. Mix in the chicken, and cook 15 to 20 minutes, until no longer pink and juices run clear. Reduce skillet heat to low. Stirring constantly, gradually blend in the coconut milk over a period of about 10 minutes. Stirring constantly, gradually blend in the coconut milk over a period of about 10"
266,"Boil potatoes in skins and cool, peel and grate. Combine with 4 tblsp butter, melted. Stir in cheese until almost melted. Blend with rest of the ingredients. Put in a 2 quart pan sprayed with cooking oil. Dot the top with 2 tblsp butter. Cover and bake at 300 about 25 minutes."
267,"Spray nonstick skillet with cooking spray. Heat over med. Heat. Add flour tortillas, enchilada sauce, onion. Cook until desired doneness. Stir in beans, chilis, and cilantro. Cook and stir 7 minutes. Spoon mixture on tortillas. Top with cheese. Garnish with salsa, sour cream."
268,"Place all ingredients in a food processor and blend until very smooth. Chill at least a few hours before tasting. Can serve with chips, crackers, or as a veggie dip. Keeps well in fridge. Cooking time listed is for chilling time."
269,"Preheat oven to 375 degrees f. Melt the butter in a skillet over medium heat. Stir in the mushrooms and onion, and cook until tender. Sprinkle with parmesan and salt and pepper. Reduce heat to low, and continue cooking 5 minutes. Mix in sour cream and lemon juice, and season with salt and pepper transfer to a small casserole dish, and top with parmesan cheese. Bake 15 minutes in the preheated oven, until bubbly."
270,"Melt lemon juice and lemon zest in a small saucepan over medium low heat. Add lemon juice, zest and vanilla and stir until smooth. Pour into pie crust and chill for at least 2 hours before serving. Garnish with whipped topping if desired."
271,"Heat a nonstick frying pan on medium-high heat. Add the scallops and cook for 1 minute each side to brown. Remove the scallops from the pan to a plate and tent with tin foil to keep warm. Turn heat to medium and to the pan, add the butter, mirin, seasoned rice vinegar, soy sauce, miso water, mustard and water. Stir well and when the sauce begins to bubble, add the browned scallops back into the pan to finish cooking for 1-2 minutes. Garnish with toasted sesame seeds and scallion greens."
272,"Preheat oven to 325f. In a large bowl, beat together the eggs and sugar until very thick. The batter should fall from the beaters in a thick ribbon. Beat in the vanilla. While youre beating the eggs and sugar, heat the hot chocolate and butter in a small saucepan to just simmering. Add the hot chocolate mixture to the egg mixture in a slow, steady stream as you continue beating. In a separate bowl, whisk together the flour, baking powder, and salt. Fold the dry ingredients into the wet ingredients, stirring until theyre just combined. Pour the batter into a lightly greased 9 inch cake round. Bake for 50 minutes, or until the cake is a deep golden brown and starting to pull away from the sides of the pan. Remove the cake from the oven and cool it in the pan for 10"
