,result
287,"Preheat oven to 375f. In a large skillet over medium heat melt butter. Add the pecans - saute until lightly browned, about 3 minutes. Add the brown sugar and cook until caramelized. Stir in the paprika, chile powder and cumin. Add the vinegar and cook until all the liquid has evaporated. Season with salt. Spread mixture on a cookie sheet and bake in an oven until crisp, about 3 to 5 minutes."
288,"Preheat oven to 350 degrees fahrenheit. Stir together salt, pepper, chili powder, cumin and cinnamon. Coat pork with the spice rub. Heat 1 tablespoon of oil in a 12 inch skillet, over relatively high heat, and brown pork, turning every 30 seconds for 4 minutes. Stir together brown sugar, garlic, and tabasco and pat onto top of the tenderloin. Place pork in roasting pan and cook for 20 minutes."
289,"Place bread in a skillet on medium heat. Add butter to pan to prevent sticking. Lightly toast bread on both sides. Put cheese directly in pan to slightly melt. After cheese is slightly melted, place cheese on bread using a spatula. Fold bread over onto instelf. Place grilled cheese on plate and eat."
290,"Preheat oven to 350 degrees. Spray a 13 x 9 x 2 inch baking dish with nonstick pan coating or grease lightly with solid shortening. Cut baked potatoes into 1 inch cubes. Place half in a prepared baking dish. Sprinkle half of the salt, pepper and bacon. Top with half of the sour cream & cheese. Repeat layers. Bake, uncovered, at 350 degrees for 20 minutes or until cheese is melted. Sprinkle with chopped green onions to garnish."
291,Heat oil on medium high heat in large skillet or frying pan. Preheat oil on medium high heat in large skillet or frying pan. Preheat oil on medium high heat in large skillet
292,"Place meatballs in crock pot. In a medium sized bowl mix together all remaining ingredients. Microwave on high for approximately 3 minutes or until boiling. Pour over meatballs in crock pot. Cook on low for 3 hours, stirring every half hour. Cook on low"
293,"Preheat oven to 325 degrees f. Place chicken in baking dish. Combine mustard, honey and curry powder. Spread over chicken pieces. Bake uncovered for 45 minutes. Baste while baking and be careful that sauce does not burn."
294,"Preheat oven to 400 degrees f. Put the potatoes and the red and green peppers alternately in a spoke pattern in a shallow, 12-inch round baking dish. Pile the onions in a large baking dish. Arrange the potatoes and the red and green peppers alternately in a spoke pattern in a shallow, 12-inch round baking dish. Pile the onions in the center. Scatter the garlic over the top. Drizzle with oil, and sprinkle with rosemary, salt and black pepper. Bake in the preheated oven until the vegetables are lightly golden and tender, or about 45 minutes. Garnish with fresh rosemary sprigs."
295,"Place plum jam in a non-reactive saucepan and bring to a boil, stirring constantly. Boil hard for 2 minutes, stirring constantly. Take off the heat, stir in the pectin and ladle into hot sterilized jars. Seal and process in a hot water bath for 10 minutes. Place hot jars on a towel on your counter and let cool overnight. Check seals."
296,Preheat over to 350 degrees. Cream together the butter and salted peanuts. Add the peanut butter and salted peanuts. Stir until melted. Add peanut butter and salted peanuts. Add peanut butter and salted
297,"Preheat oven to 350 degrees. In a bowl, toss the nuts with the maple syrup, olive oil, herbs and cayenne. Spread the nuts on a rimmed baking sheet and bake for 15 minutes., stirring occasionally, until browned. Season the nuts with salt and pepper and toss frequently until cooled."
298,"In a saucepan over medium low heat, melt the butter. Add the garlic and cook, stirring about 15 seconds. Stir in the flour using wire whisk until the flour is absorbed. Add the broth and half and half. Continue to cook and stir with whisk until no lumps remain. Add a pinch of nutmeg then the chopped spinach and salt. Cook, stirring occasionally just until the spinach is wilted about 3 minutes. Serve with a smile."
299,"Preheat oven to 350 degrees. Prepare cake mix according to package directions, using the eggs, water, and oil. Spoon batter into 24 paper-lined muffin pan cups, filling two-thirds full. Remove 24 cherries from cherry pie filling and set aside. Spoon generous teaspoon of remaining cherry filling onto center of each cupcake. Bake in preheated 350 degree oven for 20-25 minutes. Cool in pans on wire racks for 10 minutes, then remove from pan and let cool completely. Frost cupcakes with vanilla frosting, and garnish each one with a reserved cherry."
300,"Heat oven to 400. Place the peppers in a large roasting pan and cover with aluminum foil. Bake for 15 to 30 minutes, or until the peppers are cooked through. Serve hot."
301,"Preheat oven to 350 degrees f. Mix all ingredients, except salmon, together. Pour a small amount of the mix into the bottom of a baking pan - just enough to lightly cover the bottom. Add the salmon, and pour the remaining mix over top. Bake for about 20 minutes, or to your own preference. Bake for about"
302,"Cover crock pot with aluminum foil, leaving enough to overlap potatoes when finished. Layer half of the potatoes, onions, potatoes and cheese in crock pot. Cover and cook on low setting for 8 to 9 hours."
303,Preheat oven to 350 degrees celcious for about an hour. Bake in the middle of the oven at 150 degrees celcious for about an hour. Let cool on a grill. Bake in
304,"Boil potatoes in skins and cool, peel and grate. Combine with 4 tblsp butter, melted. Stir in cheese until almost melted. Blend with rest of the ingredients. Put in a 2 quart pan sprayed with cooking oil. Dot the top with 2 tblsp butter. Cover and bake at 400 about 25 minutes."
305,"Place peas, onion, and cheese in a large salad bowl. In a small mixing bowl, stir together the sour cream and sugar until well blended. Add the sour cream mixture to the salad, then season with salt and pepper. Toss thoroughly with a large spoon. Place in refrigerator for several hours. Add the cashews just before serving, and toss well to thoroughly blend all ingredients."
306,"Preheat oven to 350f. Combine cream cheese and cream, stirring until smooth. Stir in onion, horseradish, cottage cheese, mayonnaise, crabmeat, green onion, horseradish, triscuit crackers. Add crabmeat with liquid and fold in gently. Place in a small baking dish, bake 8-10 minutes or until hot."
307,"In a small saucepan, combine first 5 ingredients and simmer over medium-high heat for 10-15 minutes until berries pop, stirring often. Reduce heat to medium low, stir in marmalade and cook for 5 more minutes. Set aside to cool, stirring occasionally."
308,"In a large saucepan, bring the water and sugar to a light boil. Cook and stir for 2 mins. Pour into a large container. Add pineapple juice, concentrates and extract. Cover and freeze. Remove from freezer 1-2 hours before serving. Just before serving, mash the mixture with a potato masher and stir in lemon-lime soda."
309,"Heat oil in a saute pan over medium high heat. Add onion, garlic and herbs marinated artichokes and season with salt and pepper. Saute garlic and herb marinated artichokes 3-5 minutes, add remaining ingredients and lower heat to medium low. Simmer about 10 minutes. Serve hot."
310,"Preheat oven to 350-degrees f. Grease a 9 x 13 inch pan. Place bread in the bottom and sprinkle with sausage and cheese. Beat eggs, milk, salt and pepper with a whisk. Pour over the bread mixture. Bake 40-45 minutes or until eggs are set in the center and lightly browned."
311,"Preheat oven to 350 degrees celsius. In the microwave or in a pan, melt the butter and dark chocolate together until liquid. Add the biscuit crumbs, mix well to combine and spoon into a 22cm fluted round, loose-bottomed tin. Press up the side to form the lip first, then press into the base, making sure there are no gaps where they join then put into the fridge to chill. Using a fork or a hand whisk, mix together the cream, eggs, orange zest and orange curd and pour into the crust in the tin. Bake in the oven for 30-35 minutes until just set. Leave to cool completely. Remove from the tin and drizzle with the melted chocolate. Chill in the fridge before serving."
312,"Heat grill to medium-high heat. Mix mayo and basil. Refrigerate until ready to use. Combine meat and garlic. Shape into 8 thin patties. Top 4 patties with cheese. Cover with remaining patties. Pinch edges together to seal. Grill 7 to 9 minute on each side or until burgers are done. Spread buns with mayo mixture. Fill with lettuce, tomatoes, burgers and peppers."
313,Heat oil and butter in a large skillet. Add garlic and shrimp. Sprinkle with salt and pepper. Saute 2-3 minutes or until shrimp turn pink. Turn shrimp with spatula. Cook shrimp 2 minutes longer on other side. Remove shrimp to serving platter. Garnish with lemon wedges.
314,"Heat oven to 425 degrees. Stir together honey, butter and crumbled bacon in a small bowl until smooth and set aside. Place carrots and water into an ungreased 9-by-9-inch baking dish, cover with foil and bake 30 minutes. Remove foil and stir in butter mixture. Bake another 15 minutes, stirring occasionally."
315,"Heat oil in large skillet over medium heat. Add onion and cook until softened. Add tomatoes with juice, sausage and pepper flakes. Cook over medium high heat, until sauce is thickened. Cook pasta according to package directions. Drain and toss with tomato in large bowl. Toss with mozzarella. Sprinkle with parmesan cheese and chopped parsley. Serve hot."
316,"Preheat oven to 400. Butter a shallow baking dish. Break cauliflower into bite size pieces and cook for about 10 minutes or til still slightly firm. Drain and rinse under cold water. Prepare the sauce by melting butter in a small saucepan. Add garlic& cook over med-low heat, stirring often, for 2 minutes. Stir in breadcrumbs, pepper and nutmeg. Stir constantly until mixture thickens, about 3 minutes. Spoon over cauliflower. Sprinkle with cheese. Bake in preheated oven for 15 minutes or til cheese is melted and bubbly."
317,"Heat oven to 350 degrees. Brush the onion powder with 1 teaspoon of the oil, reserving the remaining oil. Roast the onion powder in a pan until golden and soft, about 10 to 15 minutes. Watch carefully so garlic does not get over-brown or burn. Carefully remove pan from oven and cool. When cool enough to handle, squeeze out the garlic pulp. Combine the pulp with the reserved olive oil and rest of the ingredients in a blender. Blend until smooth and use the dressing on any mixed garden salad. Refrigerate leftover."
318,"In a large saucepan, heat olive oil and saute garlic. Add chicken stock and bring to a boil. Add pasta and cook until desired tenderness. Add seasonings. Ladle into bowls and sprinkle with parmesan cheese."
319,"In a small saucepan, heat butter and oil over medium-high heat. Saute onion until softened, about 5 minutes. Add couscous, curry powder, cumin, cayenne pepper, couscous, chicken broth, salt, pepper and cook 1 minute, stirring constantly. Add chicken broth, stir to incorporate, and bring to boiling point. Cover pan, remove from heat and let stand 5 minutes. Fluff with fork, season with salt if needed, and serve hot."
320,"Preheat oven to 350 degrees. Place salmon in 8-inch baking dish and set aside. In a small cup or bowl mix together next 3 ingredients and pour over salmon. Bake for 20 - 25 minutes or until cooked through. Sprinkle with salt, parsley and green onion."
321,"In a food processor or blender, puree the melon with the honeydews, lime juice and 1 tbsp. Of the sugar. Pour into a pitcher and refrigerate until chilled, about 1 hour. Rinse out the blender. Add the orange melon, lemon juice and the remaining 1 tbsp. Of sugar and puree. At the same time, pour both soups from opposite sides into shallow bowls, taking care to keep them from mixing, and serve. The soups can be refrigerated overnight."
322,Preheat oven to 400f degrees. Place fish in baking pan. Mix orange juice and butter. Pour half this mixture over the fish. Sprinkle the rind over. Bake for 10 minutes. Pour remaining orange mixture over. Bake another 10 minutes. Sprinkle with parsley.
323,"Preheat oven to 400 degrees. Brush a large baking dish with 2 tablespoons of the olive oil. Put green beans, onion, and garlic in dish, drizzle with remaining oil and sprinkle with salt. Bake for 25 minutes, stirring beans at least 3 times. When tender, remove beans from oven and transfer to bowl. Immediately drizzle with vinegar. Add hearts of palm, tomatoes, pine nits and pepper to taste and toss. Serve warm or room temperature."
324,"Preheat over to 375f. Dredge filets in butter. Dredge filets in bread crumbs. Dredge filets in minced garlic. Sprinkle with seasoning salt. Spay small casserole dish add filets and bake covered with foil for 25 minutes. Uncover and broil for 3 or more minutes, depending on if ya want them crispier. Good served with rice and veggie of your choice."
325,"Preheat oven to 350 degrees. Place all ingredients into a large mixing bowl and mix until just moistened. Spoon into lined or nonstick, sprayed muffin pan. Bake at 350 degrees for 15 minutes. Remove muffins from the tray and cool on a wire rack."
326,"Preheat oven to 375 degrees f. Melt the butter in a skillet over medium heat. Stir in the mushrooms and onion, and cook until tender. Sprinkle with the flour. Reduce heat to low, and continue cooking 5 minutes. Mix in sour cream and lemon juice, and season with salt and pepper transfer to a small casserole dish, and top with parmesan cheese. Bake 15 minutes in the preheated oven, until bubbly."
327,"In a large saucepan, stir together the cocoa and sugar. Add water. Bring to a boil, stirring constantly. Allow to boil for two minutes, still stirring. Add milk and orange peel and heat to serving temperature. Add vanilla and serve."
328,"Preheat oven to 375 degrees. Grease 12-cup muffin pan. Set aside. In a large bowl, combine spaghetti, eggs, parmesan cheese, and pepper. Evenly press mixture into muffin cups to form a crust. Evenly top each cup with pasta sauce, then mozzarella cheese. Bake 15 minutes or until bubbling. Let stand 5 minutes before serving."
329,"Heat oven to 350f. Grease a 13x9-inch baking pan. Place bread in the bottom and sprinkle with sausage and cheese. Beat eggs, milk, salt and pepper with a whisk. Pour over the bread mixture. Bake 40-45 minutes or until eggs are set in the center and lightly browned."
330,"Preheat broiler to high. Arrange the baby peppers in a single layer on a foil-lined jelly roll pan, and broil peppers for 4 minutes on each side or until blackened and tender. Cool, combine peppers, olive oil, garlic cloves, lemon rind, red pepper, salt, and mozzarella balls, and toss. Cover, and refrigerate overnight, tossing after 6 hours. Let stand at room temperature for 30 minutes. Stir in basil leaves, and lemon juice before serving. Serve with a slotted spoon."
331,"Preheat oven to 350 degrees. Place all ingredients into a large mixing bowl and mix until just moistened. Spoon into lined or nonstick, sprayed mini muffin pan. Bake at 350 degrees for 15 minutes. Remove muffins from the tray and cool on a wire rack."
332,"Place a steamer basket in a saucepan filled with one-inch of water. Bring to a gentle boil. Add potatoes. Cover and cook just until tender, 15-20 minutes. Toss occasionally. Add oil and parsley to cooled potato mixture. Season with salt and pepper. Add hot cooked potatoes. Toss. Let cool, tossing occasionally. Season with salt"
333,"Preheat oven to 350f. In a large mixing bowl, cream butter and sugar. Add eggs and vanilla, mix well. Gradually beat in the flour mixture then add chocolate chips. Drop the dough by rounded tablespoonfuls onto greased baking sheets. Bake 10-12 minutes. Let cookies rest on baking sheets for 2 minutes before removing with a spatula to wire racks to cool completely."
334,"Heat oil in a large skillet over medium heat. Add the onion, the garlic and the curry powder. Saute for 2-3 minutes, then add the rest of the ingredients, plus a cup of water. Simmer for 30 minutes. Serve over basmati rice with a squirt of lime juice."
335,Preheat oven to 375f. Place rolls on baking sheet try to flatten rolls so they resemble flat circles. Take a spoonful of sauce and spread ontop of each rolls. Bake for about 15 min of until rolls are golden.
336,"Preheat oven to 350 degrees f. Spread almonds onto a baking sheet in a single layer. Roast about 10 to 15 minutes, until slightly browned, tossing a couple of times for even browning. Let cool to touch. In a blender, mix or pulse the almonds with the walnut oil and salt. This can take about 10 minutes or so. Once smooth, spoon in honey and blend for 30 seconds to mix thoroughly. Spread on an ungreased baking sheet. Bake 30 minutes, until slightly browned, tossing a couple of times for even browning. Spread on an un"
337,"In a large nonstick saut pan over medium heat, combine cooked rice and whole milk. Heat until mixture begins to boil. Decrease heat to low and cook to a simmer, stirring frequently, until mixture begins to thicken, approximately 5 minutes. Increase heat to medium, add heavy cream, coconut milk, sugar, and cardamom. Continue to cook until mixture just begins to thicken again, approximately 5-10 minutes. Use a whisk to prevent the cardamom from clumping. Once mixture begins to thicken, remove from heat and stir in raisins and pistachios. Transfer the mixture to individual serving dishes or a glass bowl and place plastic wrap directly on the surface of the pudding. Serve chilled or at room temperature. I like my rice pudding a little sweet, so i also added a little bit more sugar than the 2 oz. Called for in the recipe to suit my personal taste."
338,"Preheat oven to 375 degrees. Grease 12-cup muffin pan. Set aside. In a large bowl, combine spaghetti, eggs, parmesan cheese, and pepper. Evenly press mixture into muffin cups to form a crust. Evenly top each cup with pasta sauce, then mozzarella cheese. Bake 15 minutes or until bubbling. Let stand 5 minutes before serving."
339,"In large, resealable plastic bag, or shallow glass container, combine the first seven ingredients and mix well. Add steak, turn to coat. Seal bag, or cover container, and refrigerate for 8 hours or overnight, turning occasionally. Drain and discard marinade. Grill, covered, over medium-hot coals for 6-8 minutes on each side, or until meat reaches desired doneness."
340,"Preheat oven to 375 dgrees. Lightly beat 1 egg white with 1 tablespoon water. Brush top of loaves with egg wash and then sprinkle with fresh parmesan. Bake a 375 deghrees for 30-45 minutes, depending on the size of the loaves."
341,"Preheat oven to 350 degrees f. Spread almonds onto a baking sheet in a single layer. Roast about 10 to 15 minutes, until slightly browned, tossing a couple of times for even browning. Let cool to touch. In a blender, mix or pulse the almonds with the walnut oil and salt. This can take about 10 minutes or so. Once smooth, spoon in honey and blend for 30 seconds to mix thoroughly. Spread on an ungreased baking sheet. Bake 30 minutes, until slightly browned, tossing a couple of times for even browning. Spread on an un"
342,"Preheat oven to 425. Spread the vegetables in a single layer in one or more large shallow roasting pans. Do not crowd them or they will not brown. Drizzle with the oil and sprinkle with salt and pepper to taste. Stir well. Roast the vegetables, stirring once or twice, for 45 minutes. Pierce each sausage in two or three places with a fork. Place the sausages on top of the vegetables. Bake for 15 to 30 minutes, or until the sausages and vegetables are cooked through. Serve hot."
343,"Heat oil over medium heat in a large skillet. Add minced garlic and lightly saute just until fragrant. Stir in the flour and stir for about one minute. This will be thick. Slowly pour in the milk. Add salt, pepper, oregano and nutmeg. Stir until creamy and thick. Turn off the heat and stir in nutritional yeast. Serve over your choice of pasta."
344,"Cover chicken with water in a large pot. Cook 1 hour and remove chicken. Meanwhile, prepare remaining ingredients, and add to pot after removing chicken, and cook for 1 hour. Meanwhile, place chicken in baking dish and roast it in a 350 f oven for 30 minutes. After roasting, let chicken cool for 10 minutes before removing meat from the carcass and adding the meat to the soup pot. Simmer until the meat is heated through, and serve."
345,"Preheat oven to 300 degrees f. Heat refried beans in a pan over medium heat until hot. Spread chips out evenly on large oval oven-proof dish. Spread beans on top of chips, sprinkle cheeses over beans, and scatter jalapenos over cheese. Bake until cheese is completely melted, about 5 minutes. Garnish with dollops of sour cream then scatter pimentos over nachos. Serve immediately."
346,"Preheat oven to 425 degrees f. In a large skillet over medium-high heat, saut pork chops, pork loin, mushroom, onion, cracked black pepper, salt, red wine, parsley. Remove the pork from the pan, without draining oil. Add the pork strips and brown on all sides. Add the sauerkraut and saute about 10 minutes, until the sauerkraut starts to brown and wilt a bit. Sprinkle the sugar over the sauerkraut and mix in. Mix the paprika into the beer, and add to the pan. Cook until most of the beer has evaporated. Season with salt and pepper to taste. Serve with reserved bacon crumbled on top."
347,"In a large skillet over medium heat, melt butter or margarine. Add garlic and onion and cook until onion is re-hydtrated. Add tomatoes, green chili, salt and cilantro. Add water. Simmer for 30 minutes. This can also be made in a crock pot. Add okra, turnip greens, okra, onion, garlic cloves, fresh ginger, green chilies, ground cumin, ground coriander, water, oil, lemon, juice ofpreparation:In a large skillet over medium heat, melt butter or margarine. Add okra, turnip greens, okra, onion, garlic cloves, fresh ginger, green chilies, ground cumin, ground coriander"
348,"Preheat oven to 375 degrees f. In a bowl, mix the graham cracker crumbs, sugar, and butter with your hands. Press the mixture firmly into a 9-inch pie pan, and bake until brown, about 20 minutes. Remove from the oven and allow to cool to room temperature before filling. Lower the oven temperature to 325 degrees f. In a separate bowl, combine the condensed milk, lime juice, and eggs. Whisk until well blended and place the filling in the cooled pie shell. Bake in the oven for 15 minutes and allow to chill in the refrigerator for at least 2 hours. Once chilled, combine the sour cream and powdered sugar and spread over the top of the pie using a spatula. Sprinkle the lime zest as a garnish on top of the sour cream and serve chilled."
349,"Preheat oven to 375 degrees fahrenheit. Grease 9x13 baking dish. Combine rhubarb with sugar and place in greased baking dish. Combine brown sugar, oatmeal, butter, shortening and flour and mix to pebble-like consistency. Mixture will be crumbly. Sprinkle crumbly mixture over rhubarb. Bake uncovered for 40 minutes."
350,"Preheat oven to 375 degrees. In a medium mixing bowl stir together flour, baking soda, and salt. Set aside. In a large mixing bowl with an electric mixer on medium speed cream butter and sugars until fluffy. Beat in eggs, one at a time, then vanilla. On low speed gradually add flour mixture and mix just until blended. Stir in chocolate chips and walnuts. Drop dough by rounded tablespoonfuls 2 inches apart on ungreased baking sheets. Bake for 9 to 12 minutes."
351,"Preheat oven to 350 degree f. In a large pot cook macaroni according to package directions. Drain and pou into lasagna glass casserole dish. Whisk eggs and stir into pasta, also mix in butter. Add in all cheeses and pour in milk stir around good. Cook for 1 hour in 350 degree oven until it looks like it getting crispy on top."
352,"Heat oil in a skillet over high heat. Brown chicken in two batches, 6 to 8 minutes. Set aside. In same skillet over medium heat, cook ginger, onion, and garlic, stirring until browned, 8 to 10 minutes. Add soy sauce, vinegar, and sugar. Cook over high heat until thick, 3 to 4 minutes. Add chicken. Stir to warm. Remove from heat. Stir in scallions."
353,Heat oven to 350 degrees. Combine all ingredients and mix well. Press mixture evenly into a loaf pan. Bake uncovered 1 to 1 hour. Let stand 5 to 10 minutes before serving.
354,"Preheat oven to 375 degrees. Blend dry ingredients and set aside. Combine flour, baking powder, cinnamon, butter, baking powder, egg, milk, vanilla extract, fresh blueberries. Spoon batter into muffin tins lightly sprayed with vegetable oil. Bake until golden brown and a wooden pick inserted into center of a muffin comes out clean, 25 to 30 minutes."
355,"Bring vinegar, water and spices to a boil. Add garlic and bring back to a boil. Pour into clean, sterilized jars. Seal tight and store in cool place. Keep sealed for 3 weeks before using to get best flavor. Separating garlic into cloves and soaking them for 2 or 3 hours makes the outer skin easier to remove."
356,"Preheat oven to 350f. In large bowl whisk together flour, cornmeal, brown sugar blend, baking powder, pumpkin pie spice, pumpkin puree, fat free greek yogurt, egg whitepreparation:Preheat oven to 350f. In another bowl whisk together flour, cornmeal, brown sugar blend, baking powder, pumpkin pie spice, pumpkin puree, fat free greek yogurt, egg whitepreparation:Preheat oven to 350f. In another bowl whisk together flour, cornmeal, brown sugar blend, baking powder, pumpkin pie spice, pumpkin pure"
357,Preheat oven to 400f. Mix all ingredients in lg bowl. Mix well. Pour into crust. Bake for 15 minutes. Reduce the oven temperature to 350f and bake another 35 to 40 minutes or until a knife inserted 1-inch from the edge comes out clean. Cool before cutting. Garnish with whipped cream. Refrigerate leftovers.
358,"Sprinkle chicken breasts evenly with salt and pepper and place in a lightly greased 11x7 inch baking dish. Combine cheese and next 3 ingredients, and pour over chicken. Sprinkle with chilies. Bake, uncovered at 350 for 35 minutes. Serve over rice."
359,"Spray a nonstick frypan with veggies cooking spray and heat to medium. Spray veggie cooking spray over both sides of the cod fillets. Sprinkle parsley, italian seasoning, salt and pepper over both sides of the cod fillets. Place cod into medium hot frypan, cook for about 5 minutes, carefully turn and cook a further 5 minutes or until fish flakes easily with a fork. Serve hot with the other 2 lemon sections for garnish."
360,"Preheat oven to 180c. In a medium bowl cream butter until fluffy. Add sugars and egg, mix well. In another bowl sift dry ingredients, add to wet ingredients. Once the dry and wet ingredients are well mixed add cup of rolled oats and cup of chocolate chips. Spoon a bit of the batter at a time onto a greased pan. Cook from 12 to 15 minute until the cookies are golden and have risen."
361,"Heat oil in cast iron skillet until it reaches 350 or flour bubbles immediately upon being sprinkled in it. Place the soy sauce, vinegar and oil in a screw-top jar and shake until well combined. Place the oysters on a large serving platter. Drizzle over the soy and sesame dressing. Sprinkle with the green shallots."
362,"Preheat oven to 450 degrees f. Heat 2 large roasting pans in the oven for 5 minutes. Meanwhile, in a large bowl, toss the zucchini with the olive oil and crushed red pepper. Season generously with salt and pepper. Spread the zucchini on the hot pans and roast for 30 minutes without stirring, until the rounds are tender and their bottom are golden. Transfer to a platter, garnish with mint and serve."
363,"In a large saucepan over medium heat, add the cream, onion, lemon juice, sour cream, fresh parsley, radishes, cooking oil, tortilla chips. Bring to a boil over high heat, reduce temperature to simmer, cover and cook for 40 to 50 minutes or until beans are tender but not mushy. Check often and add from 1 to 2 cups additional water if beans start to cook dry. Drain beans, remove the bay leaves and fresh thyme springs, season with salt and pepper to taste. When cool, divide into 1 cup servings and freeze in rigid container or vacuum pack in small bags."
364,"Preheat oven to 350f. In a large mixing bowl, with electric mixer at medium speed, beat together butter and shortening until light and fluffy. Add sugar and cream together until very light. Add eggs one at a time, beating well after each egg. Gradually fold in flour until a soft, workable dough forms. Shape into balls and place on cookie sheets. Dip the bottom of a flat bottomed glass in sugar and use it to mash down the balls of dough. Bake in preheated oven until done. Immediately remove from pan to cool."
365,"In a large saucepan heat butter and olive oil over medium-low heat. Add onion and cook for three minutes. Add apple and cabbage, and cook for five minutes. Stir in vinegar, salt, pepper, and honey. Cover and cook for 20 minutes, stirring occasionally, until cabbage is soft."
366,"In a large skillet, melt butter over medium-low heat. Add bacon, red potatoes, onion, green pepper, eggs, milk, salt, pepper, cheddar cheese. Cook and stir until eggs are completely set. Sprinkle with cheese and let stand until cheese has melted. Remove from heat and cover with water. Bring water to a quick boil. Remove from heat and cover for 20 minute. Let eggs cool."
367,"Preheat oven to 400f degrees. Place halibut fillets in a greased 9x13 dish. Sprinkle with salt and pepper. Combine butter, onion, fish, paprika, salt and pepper, water, sour cream and parsley, stir well. Pour over halibut fillets. Sprinkle with lime rind. Bake at 400 for 20 minutes till flakes easy with fork."
368,Heat oil and butter in a large skillet. Add garlic and shrimp. Sprinkle with salt and pepper. Saute 2-3 minutes or until shrimp turn pink. Turn shrimp with spatula. Cook shrimp 2 minutes longer on other side. Remove shrimp to serving platter. Garnish with lemon wedges.
369,"Heat oil in a wok or large skillet over medium high heat. Add rice, stock and wine, bring to boil. Simmer, covered 10 minutes, stirring midway through cooking. Remove from heat. Let stand, covered 10 minutes. Stir in cashew nut and green pepper risotto. Cover for 1 minute and serve."
370,"Preheat oven to 350-degrees f. Place salmon in 8-inch baking dish and set aside. In a small cup or bowl mix together next 3 ingredients and pour over salmon. Bake for 20 - 25 minutes or until cooked through. Sprinkle with salt and pepper. In a small bowl, combine the honey mustard and 1 teaspoon of the thyme. In another small bowl, mix the panko with the remaining 1 teaspoon of thyme, 4 teaspoons of olive oil, parsley, and paprika. Add salt and pepper. Using a small spoon, spread the mustard mixture on the salmon. Top with the bread crumb mixture. Roast the salmon for 12-14 minutes or until it is almost completely firm to the touch and flakes when poked with a fork. Serve at once."
371,"Wash, core and dice apples. Place apples in large bowl & toss with lemon juice. Add cooked brown rice, celery, nuts & raisins, & toss to combine. In medium bowl, combine mayonnaise & yogurt, blending well. Fold into rice mixture. If desired, serve over salad greens."
372,Preheat oven to 375 degrees. Coat 8 muffin cups with pam. Mix sugar and cinnamon in small bowl. Dip each marshmallow in melted margarine and roll in sugar mix. Separate dough into triangles. Wrap one triangle around each marshmallow and pinch dough together. Place each one in a muffin cup. Drizzle extra margarine over rolls. Bake 8-12 minutes.
373,"Preheat oven to 400 degrees f. Arrange sweet potatoes in an even layer in a 9-by-13-inch glass baking dish. Combine maple syrup, butter, lemon juice, salt and pepper in a small bowl. Pour the mixture over the sweet potatoes. Toss to coat. Cover and bake the sweet potatoes for 15 minutes. Uncover, stir and cook, stirring every 15 minutes, until tender and starting to turn brown, 45 to 50 minutes more."
374,"Heat oil in a five to six quart pot over medium-high heat. Add garlic and pepper flake, saute until golden. Be careful not to burn the garlic. Stir in tomatoes and salt. Simmer uncovered for 35 minutes. Serve with pasta."
375,"Heat olive oil in a large skillet over medium high heat. Add olives and cook, stirring occasionally, until mixture is thickened. Add pimento and cook, stirring occasionally, until mixture is thickened. Add"
376,"In a large saute pan, heat the oil until hot but not smoking, add the onion, and cook over medium heat, stirring occasionally, for an additional 8 minutes, or until the onions are a bit soft on the exterior. Remove from heat and set aside to cool. Meanwhile, combine the chipotles and vinegar in a blender or food processor and puree. Transfer to a medium-sized bowl, add the cumin, lemon juice, molasses, oregano, salt, and pepper. Mix well. Add the apples and onions to the chipotle mixture and stir well. Allow to sit in the refrigerator, covered, overnight or for at least 2 hours."
377,"Cook tuna in water with a dash of salt. Combine all other ingredients in a large bowl with a lid. When pasta is cooked through, drain and rinse in cold water. Add tuna to other ingredients & mix thoroughly. Let sit in fridge for several hours before serving. May be served over a garden salad, baked potato, with crackers. This recipe is versatile & can be tweaked to your taste. Could be made gluten free if use gluten free pasta."
378,"Heat oven to 400 degrees. Brush a large baking dish with 2 tablespoons of the olive oil. Put green beans, onion, and garlic in dish, drizzle with remaining oil and sprinkle with salt. Bake for 25 minutes, stirring beans at least 3 times. When tender, remove beans from oven and transfer to bowl. Immediately drizzle with vinegar. Add hearts of palm, tomatoes, pine nits and pepper to taste and toss. Serve warm or room temperature."
379,"Preheat oven to 350 degrees F. Spray the chicken breasts with olive oil spray and sprinkle with salt and pepper. Broil the chicken breasts for 7 minutes on each side or until cooked through. Chop chicken breasts and put in refrigerator to cool. While oven is still hot, spread your almond flakes on a cookie sheet and toast on the broiling rack. Please keep an eye on them because they toast quickly, and you dont want burnt almonds. Once the chicken is cooled, mix in the almonds, celery, onion, mustard and mayo. You can either put the salad straight onto your choice of bread and add whatever you like on your sandwiches or can be eaten out of iceburg lettuce leaves for a no carb version."
380,"Heat oil in medium saute pan or saucepan over medium-high heat. Fry onion until crisp and reddish-brown, about 10 minutes, then drain on paper towels. Put garlic and chile in saucepan and fry for 20 seconds or until just beginning to brown. Add lentils and water. Partially cover and cook for 30-35 minutes, or until lentils are soft. Serve lentils with onions on top."
