,result
619,"Preheat oven to 375 degrees f. Line a greased 9x9 pan with bread. Combine broccoli with margarine, cheese, salt, tobasco, and onion. Spoon over bread. Beat eggs, add milk powder and water, mix well, pour over broccoli. Bake at for 20-25 minutes."
620,"Heat oil and butter in a large skillet. Add onion and garlic and cook, stirring frequently, for about 4 minutes or until onions turn pink and are thoroughly cooked. Add the shrimp, onion and garlic and cook, stirring frequently, for about 4 minutes or until onions turn pink and are thoroughly cooked"
621,"Put chicken pieces of choice in a gallon ziplock bag. Add the sauce mixture. Place in a freezer. To cook the chicken, thaw completely in the refrigerator. Dump into a 9x13 pan. Bake at 350 degrees fahrenheit until done, 50 to 60 minutes."
622,"Drain and reserve liquid from fruit. Add enough water to make two cups of liquid. Pour pudding mix & liquid into a pan. Cook until thickened, stir in dry jello. Mix in pineapple and oranges. Chill until mixture mounds slightly when dropped from a spoon. Fold in three-fourths of the cool whip. Pour into a 13x9 inch pan. Chill for 4 hours or until firm. Cut into squares. Garnish with remaining cool whip."
623,"In a large mixing bowl, dissolve sugar and jell-o in 2 cups boiling water. Add to the jell-o mixture the juice of both oranges, the zest of one orange, chopped nuts, and the entire can of crushed pineapple. Shred apples and cranberries. Add to jell-o. Mix well. Chill overnight or until set."
624,"Preheat oven to 400 degrees. Mix spaghetti sauce, tomatoes and water. Spoon 1 cup onto bottom of 13 x 9 inch baking dish. Layer half the ravioli and 1 cup shredded cheese over sauce mixture. Top with remaining ravioli and sauce mixture. Sprinkle with remaining shredded cheese. Cover. Bake 30 minutes. Uncover. Bake 15 minutes or until ravioli is tender and heated through. Sprinkle with parmesan cheese. Let stand 10 minutes."
625,"Preheat oven to 350 degrees. In a large bowl, combine tuna, celery, onion, cheese, olives, mayonnaise, pepper, hamburger buns. Wrap sandwiches loosely in aluminum foil. Place tuna mixture evenly among 4 buns. Bake 15-20 minutes or until heated through."
626,"Heat olive oil over medium heat. Add sesame seeds, dashi, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce, soy sauce,"
627,Preheat oven to 350 degrees f. Butter a casserole dish or baking pan enough to hold the ingredients. Mix all ingredients together adjust salt and pepper to taste. Transfer to a buttered casserole dish. Bake for 40-45 minutes.
628,"Preheat oven to 375 degrees f. In a mixing bowl, beat your butter, sugar, egg, vanilla, salt until light and fluffy. In another bowl combine flour and finely ground walnuts. Mix until thoroughly combined. Cover your dough and refrigerate it for at least 1 hour. Take a quarter of your dough at a time out of your refrigerator, and roll it out to a quarter inch thickness. With a lightly floured glass rim, or any other desired shape you wish to use, and cut your cookies out and place on an parchment lined cookie sheet and bake in preheated oven for 8-10 minutes until they are just lightly browned. Remove the tray from the oven and immediately remove the cookies to a wire rack to cool completely."
629,"Preheat oven to 400 degrees. Combine turkey meat, chilies, onion, and soup. If desired, spread tortillas with butter. Cut each tortilla in half and arrange 6 halves over bottom of a 13- x 9-inch baking dish. Spread a third of the turkey mixture over tortillas, top with a third of the cheese. Reapeat layers of tortillas, turkey, and cheese two more times. Carefully pour the chicken broth over all. Cover and bake for 25-30 minutes or until heated throughout and bubbly. Remove from oven and let stand 5 minutes. Cut in squares with sharp knife and use a spatula to remove each serving."
630,"Combine poppy seeds, honey, rice wine vinegar, poppy seeds, fuji apples, cooked chicken, dried cranberries in a large bowl. Cover and chill for 15 minutes or until ready to serve."
631,"Preheat oven to 350 degrees fahrenheit or 175 degrees celsius. Mix the flour, baking powder, baking soda, butter, sugar, egg, vanilla extract, cornmeal, baking powder, salt, flour. Add to the creamed mixture. Drop by teaspoonfuls onto a greased cookie sheet. Bake in a preheated 350 degree oven about 15 minutes or until lightly brown."
632,"Preheat oven to 450 degrees f or grill to medium-high. Sprinkle both sides of steak with garlic powder and pepper. Cut in thin strips. Combine steak strips and pepper strips with teriyaki sauce. Center one-fourth of the steak mixture on each sheet of foil. Bring up foil sides. Double fold top and ends to seal packet, leaving room for heat circulation inside. Repeat to make four packets. Bake 12 to 15 minutes on a cookie sheet in oven or grill 7 to 9 minutes in covered grill. Serve immediately over rice. Makes 4 servings."
633,"Preheat oven to 350 degrees. Line a large glass baking dish with foil,. Put the ground beef in a large bowl and add the onion and garlic, knead together, add bread crumbs and italian seasoning -- mix all together. Add the egg and milk -- knead together well with hands --. Form pieces of meat into 1 inch balls, place in baking dish -- bake for about 20-30 minutes --. I usually put them in a large pan on the stove and cover with spaghetti sauce for a few minutes at medium heat, but thats optional."
634,"Preheat oven to 350 degrees. Grease an 8x8 inch baking dish. Combine the sugar, flour and butter, using a pastry blender. Pour cranberry kissel into prepared dish and cover with the flour mixture. Bake 30-40 minutes. Cut into 9 pieces and serve warm or cold."
635,"In a large microwave safe bowl, combine the brown sugar, cornstarch, salt, and milk. Combine well, then cook on high in the microwave for 8 minutes. Remove the bowl from the microwave. Pour a small amount of the mixture into a small bowl. Add the egg yolks to the smaller bowl, mixing until well-combined. Pour the egg mixture back into the large bowl, combining well. Return the bowl back to the microwave and cook on high for and additional 1-2 minutes, until the mixture has thickened. Remove from the microwave and stir in the butter and vanilla. Stir until the butter has melted. Pour into the prepared pie shell and chill for at least 2 hours."
636,"Heat oil in a large skillet over medium-high heat. Lightly season mustard seeds with salt and pepper, then, two to four at a time, depending on the size of your skillet, brown well on each side, removing to warm oven. Deglaze the skillet with the wine, scraping up brown bits, reduce heat to medium and stir in the mustard, then add the cherries. Season to taste with salt and pepper. When the sauce begins to bubble, add all the chicken thighs back into the skillet, spooning sauce over them to coat, cover and reduce heat to medium low. Cook over medium low about 5 minutes, then rearrange thighs so those on the bottom are now on the top, and spoon sauce over. Cover and cook an additional 5 minutes or more, until chops are cooked through, but still very slightly pink inside. Remove chops to serving platter or individual plates. Melt butter into remaining sauce in skillet, heat and spoon over chops."
637,"Preheat oven to 350f. In small saucepan, melt butter and choc in saucepan over low heat. When melted ans smooth, set aside to cool. Beat eggs and sugar in large bowl till thick and creamy. Stir n cooled chocolate and golden syrup. Then add flour, cocoa, salt and nuts. Pour into tin, bake 30 minutes. Remove from oven, cool in tin then cut into squares."
638,Preheat oven to 350. Mix the first 4 ingredients together in a mixing bowl. Add the vanilla and oil until all dry ingredients are moistened. Add the water and mix well. Pour into a greased 9 inch pan and bake for 30 minutes or until a toothpick comes out of the center clean.
639,"Preheat oven to 375f and butter and flour a 9-inch cake pan with high sides, line bottom with parchment paper. Finely grind almonds with 2 tablespoons of sugar in food processor. Mix yolks, 2 tablespoons sugar, lemon zest, cinnamon and a pinch of salt in a bowl until thick and smooth. Add almond mixture, stir. Separately beat egg whites until soft peaks form, then gradually add 4 tablespoons sugar, beating until egg whites are stiff but not dry. Fold half of egg whites gently into almond mixture, then add other half and finish folding in gently. Transfer to prepared pan. Bake until toothpick inserted in center comes out clean, about 30-35 minutes. Cool on rack, turn out onto serving platter."
640,"Heat water in a large nonstick saucepan over medium-high heat. Add the cauliflower, water, leeks, butter, salt and pepper, parmesan cheese, nutmeg, parsley, chives and cook until softened, not browned, about 5 minutes. Add the parmesan and cook, stirring occasionally, until softened, not browned, about 5 minutes. Remove from heat. In batches or with a blender stick, puree to desired texture. You may want to spoon out and reserve some cauliflower pieces for added texture. Stir in half & half and nutmeg and blend. Top with grated cheddar cheese."
641,"In a stock pot, place chicken parts, onion, carrot, celery ribs, garlic cloves, parsley, whole cloves, dried thyme, salt and pepper, long grain white rice. Cover with water. Boil for thirty to forty minutes, remove chicken from pot. Allow chicken to cool remove skin and bones, then chop chicken into bite-size pieces. Add chicken back to soup, add parsley, pasta, salt and pepper. Allow to simmer until noodles are cooked. You may need to add water to keep soup soupy after pasta has cooked. Use your own judgment."
642,Preheat oven to 450 degrees f or grill to medium-high. Sprinkle both sides of beef with teriyaki sauce. Bake 12 to 15 minutes on a cookie sheet in oven or grill 7 to 9 minutes in covered grill. Serve immediately over rice. Makes 4 servings.
643,"Heat oil in a large skillet over medium heat. Stir in the onion, garlic, and bay leaf, and saute until onion is lightly browned. Mix tomatoes, curry powder, and salt into the skillet, and continue cooking about 5 minutes. Mix in the chicken, and cook 15 to 20 minutes, until no longer pink and juices run clear. Reduce skillet heat to low. Stirring constantly, gradually blend in the coconut milk over a period of about 10 minutes. Mix in the chicken, and cook 15 to 20"
644,"Preheat oven to 375 degrees fahrenheit. In large skillet, brown beef and onion then drain. Return meat to pan. Add spaghetti sauce. Meanwhile, in a medium bowl combine mozzarella cheese and sour cream. Pour hot meat into an ungreased 12 x 8 inch dish. Spoon cheese mixture over meat. Unroll crescent roll dough over the top of the mixture. Mix parmesan cheese and butter together, then spread over the top of the dough. Bake 18-25 minutes or until golden brown."
645,"In a large pot of boiling salted water, heat the cream in a large pot of boiling salted water until al dente. Bring to boiling. Reduce heat. Simmer covered for 15 minutes. Stir in cooked sausage, kale or spinach simmer for about 5 minutes more or until kale is tender. Season to taste with pepper."
646,"Preheat oven to 375 degrees f. In a mixing bowl, beat your powdered sugar, flour, walnuts, salt, cinnamon, butter, vanilla, and salt until light and fluffy. In another bowl combine powdered sugar, flour, walnuts, salt, cinnamon, butter, vanilla, and salt. Mix until thoroughly combined. Cover your dough and refrigerate it for at least 1 hour. Take a quarter of your dough at a time out of your refrigerator, and roll it out to a quarter inch thickness. With a lightly floured glass rim, or any other desired shape you wish to use, and cut your cookies out and place on an parchment lined cookie sheet and bake in preheated oven for 8-10 minutes until they are just lightly browned. Remove the tray from the oven and immediately remove the cookies to a wire rack to cool completely. Remove the tray from the oven and immediately"
647,"Preheat oven to 400 degrees. Sautee onions in butter, margarine or oil over medium heat, until soft. Place chicken breasts in casserole dish and season with salt, pepper and garlic. Pour mushrooms and sauteed onions over chicken. Cover dish with bbq sauce. Cover dish with lid or aluminum foil. Bake for 1 hour."
648,"Heat oil in a large cast-iron skillet over medium heat. Add flour, whisking constantly until bubbly, about 1 minute. Slowly whisk in milk until thickened, about 3 minutes. Stir in black pepper, cheese, chipotle peppers, and adobo sauce. Divide steaks and pepper-and-onion mixture among 4 baguette slices. Top with cheese sauce and remaining 4 bread slices."
649,"Preheat oven to 400f. Combine flour and sugar in a large bowl or food processor. Add margarine and process, or mix together with your fingers, until mixture resembles coarse meal. Add cold water, one tablespoon at a time, and process, or mix, until a manageable dough forms. Turn dough out onto a lightly floured surface and roll into a 12-inch circle. Press dough into the bottom and up the sides of a 9-inch pie pan or removable-bottom tart pan. Prick the bottom all over with a fork, cover dough with foil and fill with dried beans or rice. Bake 10 minutes. Remove beans and foil and bake until crust is golden brown, about 20 minutes more. Remove from oven and cool completely on a wire rack. Yields 8 slices per crust."
650,"Preheat oven to 325. In a large mixing bowl, combine all the ingredients in a medium size sauce pan and bring to a boil. Reduce heat slightly and let boil for 5 minutes. Pour frosting on cake as soon as it comes out of the oven. Serve cake cool or warm. Top with whipped cream if desired."
651,"Preheat oven to 450 degrees. In a small saucepan over medium heat, combine the butter, white wine, lemon juice, garlic, and parsley. When the butter melts completely, remove from heat. Arrange shrimp in a shallow baking dish. Pour the butter mixture over the shrimp. Bake in preheated oven for 10 minutes or until the shrimp are pink and opaque, reduce heat. Add shrimp back into sauce, add parsley, and season to taste with salt and pepper. Sprinkle with grated parmesan cheese."
652,"Preheat oven to 400f and lightly grease baking sheet. Unfold puff pastry on lightly floured surface, roll out into 12-inch square. Crimp edges. Spread pesto evenly over top, sprinkle with cheese. Top with thin tomato slices, top with rest of cheese. Bake 17 to 20 minutes or until golden brown."
653,"In a large nonstick skillet, melt the butter over medium-high heat. Cook the onion, stirring, about 15 seconds. Add in the beaten eggs, salt and pepper to taste, and cook, stirring, until barely set. Stir in the bacon. Remove the pan from the heat. Put the tortillas on a flat surface and spoon half of the eggs on each tortilla. Top with equally with cheese. Fold tortillas in half. Brush lightly with oil. Wipe out the skillet and heat over medium-high heat. Toast the quesadillas until lightly browned on both sides, about 1 minute per side. Serve hot."
654,"Preheat oven to 350f. Line an 8-inch pie pan or heatproof baking dish with the pie dough. Prick the dough with the tines of a fork. In a second bowl, mix together the apples, cup of the sugar, and the unsalted butter. Work these ingredients together with a fork until you have a crumbly mixture. Fill the pie crust with the apple mixture and smooth over the surface. Spoon the crumble over the apple mixture so that the apples are completely covered. Sprinkle the remaining tablespoon of sugar and teaspoon of cinnamon over the crumble. Bake for 25 minutes."
655,"Preheat oven to 400f and lightly grease baking sheet. Unfold puff pastry on lightly floured surface, roll out into 12-inch square. Crimp edges. Spread pesto evenly over top, sprinkle with cheese. Top with thin tomato slices, top with rest of cheese. Bake 17 to 20 minutes or until golden brown."
656,"Preheat oven to 375 degrees fahrenheit. Unroll squares into 4 rectangles and place in a 13 x 9 inch baking dish. Press up sides slightly and press perforations together. Layer cooked sausage, cooked bacon, hash browns, and cheese. At this point you can make it ahead and refrigerate for up to 24 hours. Mix together eggs, milk, salt and pepper. Pour mixture over the dish. Bake for 20 to 25 minutes."
657,Heat the oil in a large skillet over medium-high heat. Add the mushrooms and sauté for about 5 minutes. Add the butter and sauté for another 5 minutes. Add the zucchini and cook for another 5 minutes. Add
658,"Drain and reserve liquid from fruit. Add enough water to make two cups of liquid. Pour pudding mix & liquid into a pan. Cook until thickened, stir in dry jello. Mix in pineapple and oranges. Chill."
659,"Heat the sesame oil in a heavy-bottomed pot. Brown the ground beef, separating while stir-frying. Add the green onion, garlic, soy sauce, salt and pepper and stir-fry for 30 seconds. Add the water, then the spinach. Bring the soup to a boil, then lower the flame. Place a tight-fitting lid on the pot and simmer for 10 minutes."
660,Heat the oil in a large skillet over medium-high heat. Add the mushrooms and sauté for about 5 minutes. Add the butter and sauté for another 5 minutes. Add the zucchini and cook for another 5 minutes. Add
661,"Preheat oven to 350 degrees. Lightly spray the pie plate with cooking spray. Combine flour, baking powder, salt and brown sugar in a medium bowl. Add the butter, eggs, and vanilla. Stir well. Stir in the chocolate morsels and nuts. Spoon into a greased 9-inch pieplate. Bake at 350 for 35 to 40 minutes or until a knife inserted in the center comes out clean. Cool on a wire rack"
662,"Heat oil in a large skillet over medium-high heat. Add shrimp and saut briskly, cooking through, for approximately 4-5 minutes. Season with salt and pepper to taste. In a bowl, toss lettuce with dressing. To assemble sandwich, place cooked shrimp on one half of toasted bread, then top with dressed lettuce and grated parmesan cheese. Top with other half of bread and slice into 4 to 6 portions."
663,"Wtih processor running, drop garlic through feed tube and mince. Scrape down sides of work bowl. Add chickpeas, tahini and lemon juice. Process until mixture is smooth. Add roasted peppers. Process until peppers are finely chopped. Season with salt and pepper. Transfer hummus to small bowl."
664,"Place your prepared rava in a serving dish. In a pot add the sugar, lemongrass and sugar. Heat gently, no boiling until the sugar is completely dissolved. Do not use juice until it is completely cooled. Strain the juice and pour over the mango wedges. Sprinkle with the lime rind, cover, chill for at least 3 hours. Serve in small bowls with a scoop of ice cream or sherbert and garnish with the sprigs of mint."
665,"Heat the vegetable oil in a large frying pan. Add the chicken breasts and brown on both sides. Add the shallots, chicken stock and vinegar. Cover and simmer on low heat until the chicken is no longer pink inside, about 30 minutes. Remove the chicken from the pan and keep warm. Blend together the cream and cornstarch. Stir into the cooking liquid in the frying pan. Cook until thickened, stirring the sauce to keep it smooth. Stir in the mustard, tarragon, salt and pepper. Arrange the chicken on a serving platter and pour the sauce over it."
666,"Preheat oven to 350 degrees. In a large skillet over medium high heat, saute the beef and onion for 5 to 10 minutes, or until meat is browned and onion is tender. Drain fat. Add the celery, chili, tomatoes, taco sauce and corn. Heat thoroughly, reduce heat to low and allow to simmer. Meanwhile, prepare the noodles according to package directions. When cooked, place them in a 9x13 inch baking dish. Pour the meat mixture over the noodles, stirring well. Top with the cheese. Bake at 350 degrees f for 25 minutes, or until cheese is completely melted and bubbly."
667,"Preheat oven to 400f place pear halves cut-side up in 2 large baking dishes. Spoon 1 teaspoon jam in center of each pear half. Top with goat cheese rounds, and lightly drizzle with oil. Bake pears 30 minutes, or until cheese begins to brown. Whisk together remaining 2 tbs. Fig jam, lemon juice, and mustard in bowl. Whisk in 1 tbs. Olive oil. Divide watercress among 8 serving plates. Sprinkle with onion and walnuts. Top each with pear half, and drizzle with dressing."
668,"Preheat oven to 325 degrees f. In a large mixing bowl, beat eggs and egg whites. Beat in milk, honey and vanilla. Stir in bread cubes. Pour into 8 inch baking dish, sprayed with a non-stick spray. Bake for 35 to 40 minutes, or until a toothpick comes out clean. Serve hot."
669,"Heat oven to 350 degrees. Using solid shortening, grease and flour bottom only of 9 x 5 inch loaf pan. In large bowl, blend all ingredients at low speed until moistened. Beat 2 minutes at medium speed. Pour batter into prepared pan. Bake at 350 degrees for 50 to 60 minutes or until toothpick inserted in center comes out clean. Cool 15 minutes. Remove from pan. Wrap tightly and store in refrigerator."
670,"Place all ingredients in a bowl. It may be easier to warm the honey, as it is easier to blend with the other ingredients. Make sure the cucumber is drained well, otherwise your raita will be too watery. Mix well, and add to serving bowl. Sprinkle cumin over the top. Serve on top or on the side of your favorite indian dish, or serve as a dipping sauce with naan bread."
671,"Preheat oven to 350 degrees. Line a large glass baking dish with foil,. Put the ground beef in a large bowl and add the onion and garlic, knead together, add bread crumbs and italian seasoning -- mix all together. Add the egg and milk -- knead together well with hands --. Form pieces of meat into 1 inch balls, place in baking dish -- bake for about 20-30 minutes --. I usually put them in a large pan on the stove and cover with spaghetti sauce for a few minutes at medium heat, but thats optional."
672,"Preheat oven to 375 degrees f. In medium bowl, combine eggs, butter or margarine, flour, garlic salt, parsley flakes, onion salt, refrigerated crescent dinner rolls, french-fried onionspreparation:Preheat oven to 375 degrees f. In medium bowl, combine eggs, butter or marg"
673,Preheat oven to 350f. In a large mixing bowl combine all ingredients until well combined. Spoon into a 1 quart glass casserole dish. Bake for 28-32 minutes until dip is hot bubbly and slightly browning on the top. Serve warm with chips.
674,"In a large pot, bring stock to a boil. Add all the vegetables, mix in the vinaigrette along with salt and pepper to taste. Combine everything in bowl. Squeeze half the lemon in bowl. Squeeze the whole lime in bowl. Mix everything together. Combine everything together."
675,"Heat oil in a large saucepan over medium heat. Add onion, celery, red pepper flakes and garlic. Cook 5 minutes or until tender. Sprinkle flour over mixture. Stirring constantly, cook one minute until well blended. Whisking constantly, add chicken broth, peanut butter and soy sauce. Reduce heat to medium-low. Whisking frequently, simmer about 15 minutes. Garnish with peanuts and serve hot."
676,"Place brisket on top of brisket and cook on low for 2 hours or on high for 4 hours. Check for doneness because each crock pot cooks at a different heat setting. Before serving, stir in toasted pecans."
677,"Preheat oven to 400f. In a mixing bowl, combine pumpkin, egg, flour, baking powder, salt, butter, sugar, cinnamon, lemon slice. Combine streusel ingredients. Sprinkle over muffins. Bake at 400f for 15 minutes or until golden brown. Serve warm."
678,"Preheat oven to 375f mix cream cheese and 2 tablespoons of the tomato. Stir in almonds. Unroll crescent roll dough. Separate into 8 triangles. Spread 1 rounded tablespoon cream cheese mixture onto each triangle. Roll up each loosely, starting at shortest side of triangle, rolling to opposite point. Place rolls on ungreased baking sheet. Curve each into crescent shape. Sprinkle with cinnamon. Bale 12 to 14 minute or until golden brown. Serve rolls warm, drizzled with remaining honey."
679,"Mix all ingredients except the butter, caster sugar, eggs, self raising flour, gingerroot, orange, juice and zest of, ground ginger, fresh cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cran"
680,"Preheat oven to 400f. Rinse chicken and pat dry. Stir together dressing, butter, garlic salt and pepper in a medium bowl. Add chicken and toss well to coat with mixture. Roll each piece in crushed chips and place on a shallow baking sheet. Sprinkle with any remaining chips. Bake for 30 minutes or until crispy and lightly browned."
681,"Preheat oven to 350. In a large bowl combine first seven ingredients, stir well. Lightly spray pam in a medium size casserole dish and pour in bean mixture. Place slices of bacon over top of beans. Cover and bake 30 minutes. Uncover and bake extra 15 minutes."
682,"In a large saucepan combine cranberries, dried apricot, dried cranberries, orange zest, dark chocolate. Cook stirring until berries are popped and mixture is thickened. Let cool. In a heavy saucepan over medium heat, melt butter. Stir in cocoa then condensed milk. Stir until mixture thickens. Stir in cooled cranberries. Refrigerate 3 to 4 hours or until well chilled. Shape into one inch balls. Roll in powdered sugar. Store in refrigerator."
683,"In small dish, mix the chili powder, cumin, garlic salt, and the cayenne pepper. Rub the mixture on each chicken breast half. In frypan, place the oil and heat to medium temperature. Cook the chicken in pan, turning. Cook the chicken until juices are clear when pierced with a fork. Remove the chicken and keep warm. Combine the juices and jelly in the frying pan. Bring to a boil and cook for 2 min or so. Spoon sauce over the chicken."
684,"Heat water in a large nonstick saucepan over medium-high heat. Add the leeks, butter, salt and pepper, parmesan cheese, nutmeg, parsley, chives and cook until softened, not browned, about 5 minutes. Add the parmesan and cook, stirring occasionally, until softened, not browned, about 5 minutes. Remove from heat. In batches or with a blender stick, puree to desired texture. You may want to spoon out and reserve some leeks for added texture. Stir in half & half and nutmeg and blend. Top with grated cheddar cheese."
685,"Cook noodles according to package directions, or until of desired consistency, drain. Meanwhile, in a large pot combine all remaining ingredients. Stir in the cooked noodles. Bring to a full boil over high heat, stirring occasionally. Boil for about 10 minutes. Sprinkle each serving with chopped green onions if desired."
686,"In a large bowl, dissolve gelatin and sugar in water. Stir in the apricot nectar, pineapple juice and lemon juice. Freeze in two 2-qt. Freezer containers. Remove from the freezer 2-3 hours before serving. Place contents of one container in a punch bowl. Mash with potato masher. Stir in ginger ale just before serving. Repeat."
687,"In a small saucepan over low heat, melt margarine. Add chili powder, garlic salt, and onion powder. Stir to mix well. In a large bowl, pour margarine mixture over popped popcorn. Sprinkle with parmesan cheese and toss to coat well."
688,"Preheat oven to 350 degrees fahrenheit or 175 degrees celsius. Mix the flour, baking powder, and baking soda together in a bowl. Set the mixture aside. Cream the butter and sugar. Beat in the egg and vanilla extract. Once combined, slowly blend in the dry ingredients until evenly mixed. Searate dough into tablespoon-sized balls. Place onto an ungreased cookie sheet. Place on center rack and bake for 5 to 7 minutes. Let the cookies sit for 2 minutes before cooling on wire racks."
689,"In a large resealable plastic bag, combine the first seven ingredients. Add the kielbasa. Seal bag and turn to coat. Refrigerate for 1 hour. Drain and discard marinade. On each of 12 metal or soaked wooden appetizer skewers, thread two shrimp and any veggies you want to add. Grill kabobs, covered, over medium heat or broil 4 inches from the heat for 5-8 minutes or until shrimp turn pink, turning once."
690,"Combine all of the ingredients, except the coconut, together in a blender. Cover and blend on low speed for 3 minutes. Pour into a greased 9-inch pie pan. Let stand about 5 minutes then sprinkle with coconut. Bake at 350 degrees for 40 minutes. Serve warm or cool."
691,"Preheat oven to 180c. Cut potatoes into large wedges. Place on greased oven trays, bake for about 30 minutes or until golden brown, turning potatoes when necessary. Combine oil, garlic, herbs, mustard and juice in a bowl. Add potatoes and toss until potatoes are well coated with mixture. Return potatoes to oven trays and drizzle with melted butter. Cook under hot grill until golden brown, turning potatoes when necessary. Serve sprinkled with salt if desired."
692,"Place mushrooms, butter, garlic, monterey jack cheese, dry white wine, soy sauce, fine cracker crumb in a large saucepan over medium heat. Bring to a boil, then reduce heat to low. Reduce heat to low and simmer for 5 minutes. Remove from heat and let cool."
693,"Preheat oven to 350f. Cut jalapenos in half lengthwise and scrape out seeds. In a bowl, combine cheeses and onion and mix well. Wrap bacon slices around each half, cover as much of the surface as possible. Brush bacon surface with bbq sauce. Secure with toothpicks and pop into oven for 1 hr."
694,"Preheat oven to 400 degrees. Brush a large baking dish with 2 tablespoons of the olive oil. Put green beans, onion, and garlic in dish, drizzle with remaining oil and sprinkle with salt. Bake for 25 minutes, stirring beans at least 3 times. When tender, remove beans from oven and transfer to bowl. Immediately drizzle with vinegar. Add hearts of palm, tomatoes, pine nits and pepper to taste and toss. Serve warm or room temperature."
695,"Add 1 tablespoon oil to pan. Add the finely minced garlic and lightly brown. Be very careful not to burn the garlic. Add 3 tablespoons honey. Dissolve 1 tablespoon corn starch in 1 tablespoon water to thicken sauce. Thicken and stir til nice and shiny. I often make ahead, refrigerate and warm in micro wave just before using. Keeps well at least a week."
696,"Heat oven to 425. Place chicken breasts in ungreased baking pan, 9 x 9 x 2. Spread 1 tsp butter on each of the four chicken breasts. Sprinkle salt and paprika on the breasts. Drizzle all with the lemon juice. Bake uncovered 35- 45 minutes or until tender. Sprinkle with snipped parsley and serve."
697,"In a small saucepan combine water and sugar. Bring to a boil over medium-high heat. Stir in berries. Cook until the berries have mostly broken down, approximately 10-15 minutes. Remove from heat. Stir in vanilla and lemon juice. Enjoy."
698,"Preheat oven to 350 degrees. In a large skillet, cook and stir bacon and onion until bacon is crisp. Drain off fat. Stir in remaining ingredients. Pour into ungreased 1-quart casserole. Bake uncovered until hot and bubbly, about 45 minutes."
699,"Heat oven to 350. In large bowl, beat sugar, butter, egg and vanilla until creamy. Add flour, baking powder and soda. Beat on low until well mixed. Stir in toffee bits with a spoon. Shape into 1-inch balls. Roll in sugar. Put 2-inches apart on ungreased baking sheet. Flatten slightly with bottom af glass. Bake for 9 minutes or until edges are just lightly brown. While warm, sprinkle with more sugar."
700,"In a saucepan, melt butter over medium heat. Add flour and salt, blending well. Slowly add milk, stirring constantly. Cook until mixture boils and thickens. Set aside press tomatoes through"
