,result
452,Season chicken breasts with salt and pepper and place chicken breasts in crock pot. Pour chicken broth over breasts. Put one slice of swiss cheese on each breast. Combine both cans of soup and milk. Cover chicken breasts with soup mixture. Sprinkle stuffing mix over all. Drizzle melted butter on top. Cook on low for 6 hours or high for 3.
453,"Preheat oven to 350c. Line a large baking tray with baking parchment. Place bread in a blender or food processor and blend to make fine breadcrumbs. Mix the breadcrumbs with the grated cheese and. Place the egg white and flour in 2 separate shallow bowls. Dip the chicken pieces in the flour first to lightly dust then dip into the egg whites and finally into the cheesy breadcrumbs, turning to evenly coat. Place on prepared baking tray. Bake for 25-30 minutes, until the chicken is thoroughly cooked, there is no pink meat and the juices run clear when pierced with a sharp knife. Serve the chicken dippers with tomato sauce or mayonnaise."
454,"Preheat oven to 350 degrees f. In a small bowl, soak the apples in brandy for 5 minutes. Blend flour, brown sugar, salt and butter until mixture resembles coarse meal. Add oats and almonds and toss. In a 9 inch glass pie dish, toss together apples, apricots and brandy. Sprinkle oat mixture evenly over top and bake for 30-35 minutes, or until apples are tender and topping is browned."
455,"Heat oil on medium high heat in large skillet or frying pan. Preheat oven to 300 degrees. Combine dry ingredients. Moisten chicken pieces with water. Dredge chicken in flour and crumb mixture. Quickly fry chicken on all sides until browned and crisp. Place in covered baking dish and bake additional 20-30 minutes to re-crisp chicken, serve."
456,"Place pasta, tomatoes, basil, in a large stock pot. Pour in vegetable broth. Sprinkle on top the pepper flakes and oregano. Drizzle top with oil. Cover pot and bring to a boil. Reduce to a low simmer and keep covered and cook for about 10 minutes, stirring every 2 minutes or so. Cook until almost all liquid has evaporated i left about an inch of liquid in the bottom of the pot but you can reduce as desired. Season to taste with salt and pepper, stirring pasta several times to distribute the liquid in the bottom of the pot. Serve garnished with parmesan cheese."
457,"Heat oil in nonstick saucepan. Add rice and saute until rice kernels are opaque. Add water, grated lemon rind, lemon juice, turmeric and salt. Cover, reduce heat and simmer 15 minutes. Simmer uncovered over low heat for about 40 minutes, or until the liquid has absorbed and rice in tender. Remove from heat. Simmer uncovered over low heat for about 40 minutes, or until the liquid has"
458,"Cook pasta in boiling water for 10-12 minutes, till tender. Drain and serve. Over medium heat, melt butter in saute pan, add garlic and remaining seasonings, stir. Add shrimp and scallops, saute just until shrimp are no longer translucent, do not overcook. Serve over spaghetti topped with parmesan cheese and additional butter if desired."
459,"Preheat oven to 400 degrees. Coat 9x10 baking dish with cooking spray. Cook macaroni in a large pot of boiling water until just tender. Drain macaroni and transfer to a large pot. Add soup, maonnaise, cheese, pepper and pimentos. Mix well to combine with pasta. Transfer mixture to prepared baking dish and top with cracker crumbs. Bake, uncovered, until top is golden, about 20 to 25 minutes."
460,Heat oil in a large skillet over medium-high heat. Add eggs and sauté for 5 minutes. Add mayonnaise and sauté for another 5 minutes. Add more salt and pepper and cook for another 5 minutes. Add more
461,"Heat oil and butter in a large skillet. Add garlic and shrimp. Sprinkle with salt and pepper. Saute 2-3 minutes or until shrimp turn pink. Turn shrimp with spatula. Cook shrimp 2 minutes longer on other side. Remove shrimp to a serving platter, leaving the garlic cloves in the pan."
462,"Preheat oven to 325 degrees f. In a large mixing bowl, beat eggs and egg whites. Beat in milk, honey and vanilla. Stir in bread cubes. Pour into 8 inch baking dish, sprayed with a non-stick spray. Bake for 35 to 40 minutes, or until a toothpick comes out clean. Serve hot."
463,"Preheat oven to 425. Cut each potato lengthwise into 8 wedges. Line a large rimmed baking sheet with parchment paper. Toss potatoes with oil, sugar, chili powder, salt, eggs, oil, maple syrup, maple syrup, cinnamon, chipotle chile in adobo, walnutspreparation:Preheat oven to 400 degrees. In a large mixing bowl, mash the sweet potatoes. Add the remaining ingredients and blend until smooth and creamy. Spread mixture into a greased 9x9 inch casserole. Bake for 20 minutes or until set. While puff is baking, combine ingredients for topping. After 20 minutes, or once puff has set, spread topping over puff and bake for ten more minutes."
464,"Heat oil in a large nonstick skillet over medium-high heat. Add leeks. Saut 3 minutes. Add garlic. Saut 2-3 minutes. Add tomato, salt, and pepper. Add wine and salmon. Sprinkle with dill, and bring to a boil. Cover, reduce heat, and simmer 8 minutes or until fish flakes easily when tested with a fork."
465,"Place pineapple florets, cheddar cheese, pineapple tidbits, raisins, red onions, mayonnaise, sugar, white wine vinegar, shredded cheddar cheese in a large mixing bowl. Pour dressing over salad mixture, stirring well. Cover and refrigerate at least 2 hours to allow flavors to blend."
466,"In a medium-size pot, bring water to a boil. Stir in the spices, cover, and simmer over low heat for 5 minutes. Stir in the pre-brewed coffee. Meanwhile, in a saucepan, heat milk until almost boiling. Strain the coffee through a fine mesh strainer covered with cheesecloth into the milk. Add sweetener, stir, and serve in mugs."
467,"In a small mixing bowl, cream butter and sugar until light and fluffy. Beat in milk, cinnamon and salt. Spread entire top of lightly toasted bread with butter mixture. Place on a cookie sheet and broil briefly until mixture bubbles. Cool slightly on a rack. Cut into triangles, and serve warm for breakfast toast. Cover and refrigerate remaining butter mixture for future use."
468,"Heat oil on medium high heat in large skillet or frying pan. Preheat oven to 300 degrees. Combine dry ingredients. Moisten chicken pieces with water. Dredge chicken in flour and crumb mixture. Quickly fry chicken on all sides until browned and crisp. Place in covered baking dish and bake additional 20-30 minutes to re-crisp chicken, serve."
469,"Preheat oven to 350 degrees fahrenheit. In a large mixing bowl, beat butter and sugar together until creamy. Beat in egg and vanilla. Add flour gradually and beat well. Stir in 1 cup morsels. Press on bottom of ungreased 9x13 baking pan. Bake for 30-33 minutes or until the top is lightly browned. Immediately sprinkle with the remaining chocolate chips and let sit for 5 minutes or so until the chips become shiny. Then spread evenly over top. Cool completely in the pan and then cut into squares."
470,"In a medium skillet, melt butter over medium-low heat. Add carrots, onions, and ginger, cover and cook, stirring, for about 7 to 10 minutes, until just tender. Stir in the orange juice, jelly, and salt. Cook, uncovered, for about 4 minutes, stirring frequently, until vegetables are tender and nicely glazed with the apple cider mixture. Sprinkle with fresh chopped parsley just before serving."
471,"Heat oil and butter in a 12-inch skillet over medium-high heat. When butter has melted, add half of the asparagus to the skillet with. Using tongs, distribute spears in an even layer. Cover skillet. Cook until asparagus is bright green and still crisp, about 5 minutes. Uncover, increase heat to high and season asparagus with salt and pepper to taste. Cook until spears are tender and well-browned along one side, 5 - 7 minutes, using tongs to occasionally move spears from the center of the pan to the edge of the pan to ensure all are browned. Transfer to serving dish, adjust seasonings as needed and, if desired, squeeze lemon over spears. Serve immediately."
472,"Preheat oven to 350 degrees. Grease a large cookie sheet. Beat butter and sugar in a large bowl with mixer at high speed, until light and fluffy. Add egg and vanilla. Beat until well blended. Combine flour, cocoa, cream of tartar, baking soda and salt in a medium bowl. Add to butter mixture. Mix until uniform. Mix in chopped cherries. Drop dough by tablespoonfuls onto prepared cookie sheet. Bake about 10-12 minutes or until set."
473,"Preheat oven to 350f. In a large bowl, whisk the sugar, buttermilk, oil, egg, and vanilla together until smooth. In a medium bowl, sift the flour, cocoa and baking soda together and add to the buttermilk mixture, stir until the ingredients are just combined. Be careful not to overework the batter, if there are lumps, they will disappear during baking baking. The less you work the batter, the more tender the pies will be. Fill 6 nonstick muffin top cups with the batter. Bake for 10 minutes in the center of the oven. To prevent the pies from getting soggy after baking, remove the cooked muffins from their cups and cool them on a rack. Serve warm."
474,"Preheat oven to 350 degrees f. Rub salmon with salt and pepper. Place salmon in 2-quart shallow baking dish. Drizzle with olive oil. Bake for 15 minutes or until fish flakes easily with fork. Whisk balsamic vinegar, cornstarch, orange juice and brown sugar in medium saucepan. Add chicken broth and heat to a boil. Reduce heat to a simmer, stirring until the mixture thickens. Arrange salmon on serving platter and serve."
475,"Preheat oven to 350. Line 12 muffin tins with paper or foil liners. In a nonstick skillet, melt the butter with the brown sugar over moderately high heat. Add the banana slices and cook, turning once, until caramelized, about 3 minutes. The bananas shold be softened and sticky. Remove from the heat and let cool. In a large bowl, whisk together the milk, eggs, and vanilla. Stack the toasted bread, slice off the crusts and cut the bread into 4 triangles. Add the bread to the custard and let soack unti the custard is absorbed, about 10 minutes. Stir in the cooled caramelized bananas and the chocolate. Spoon the mixture into the prepared muffin cups. Bake the puddings until puffy and golden, about 25 minutes."
476,"Preheat oven to 350 degrees. Lightly spray a 9x13 inch pan with cooking spray. Quarter biscuits, and place at bottom of pan. Layer with cooked bacon and shredded cheese. In a mixing bowl, whisk together eggs, sour cream, salt, and pepper and pour over cheese and biscuits. Bake for 30-40 minutes or until golden brown. Allow to cool 5-10 minutes before serving. Garnish with onions, if desired."
477,"Preheat oven to 275f. Cut jalapenos in half lengthwise and scrape out seeds. In a bowl, combine cheeses and onion and mix well. Wrap bacon slices around each half, cover as much of the surface as possible. Brush bacon surface with bbq sauce. Secure with toothpicks and pop into oven for 1 hr."
478,"Preheat oven to 400f. Spray an 8-inch pie plate with vegetable cooking spray. In a large bowl combine egg with melted butter. Whisk until well combined. Sift together flour, sugar, baking soda, baking powder and salt in a small bowl. Combine with egg mixture. Pour in buttermilk and mix well. Beat the yolks until pale and smooth. Beat in the buttermilk and then the baking soda and mix well. Beat in the dry ingredients mixing as you add. Make sure the batter is smooth. Add in the melted butter and mix well. Beat the egg whites in another bowl until stiff. Fold into the batter until no bits of white are visible. Let batter stand about 20 minutes before making pancakes. Make sure your griddle is really hot. Ladle batter onto griddle. Turn when bubbles form across the cakes and allow to lightly brown on the second side. Serve with warm maple syrup and sweet butter."
479,"Melt butter in a saucepan. Add mushrooms, onion and garlic. Saute until golden, about 5 minutes. Stir in broth, tomato paste and black pepper. Bring to the boiling point. Reduce heat and simmer, covered, for 10 minutes. Blend cornstarch with water. Mix some of the hot mushroom sauce into cornstarch mixture and return to saucepan. Cook and stir until golden, about 5 minutes. Stir in broth,"
480,"In a large skillet, melt butter over medium-low heat. Add eggs, milk, salt & freshly ground black pepper, butter, cheddar cheese, bread. Beat with wire whisk until smooth. Pour over the egg mixture and top with a pat of butter if you wish. As an option, put chunked ham or bacon in the eggs while cooking. Great as well with a small spoon of cheez whiz mixed in after it is done cooking."
481,"Preheat oven to 400c. Line a baking tray with baking paper. Cut tops from rolls. Scoop out centres, leaving a shell. Combine veggies and mayonnaise and spoon into rolls and shape a hollow. Carefully break an egg into each roll. Season with black pepper and sprinkle with chives, then cheese. Bake for 20-25 minutes or until the eggs are set. Sprinkle with extra chives and serve."
482,"In a large saucepan over low heat, bring the rhubarb, sugar, and 2 cups of water to a boil. Simmer until rhubarb is soft. Mash the berries and add to the rhubarb. Add the rest of the water. Bring to a boil again and remove from heat. Mix the cornstarch and a bit of water separately. Add to the saucepan and let simmer for a few minutes. Remove from heat and let cool. Serve with a bit of granulated sugar sprinkled on top."
483,"Preheat oven to 400 degrees. Place the sweet sage in a roasting pan or casserole dish. Combine the remaining ingredients together and stir. Spoon the apple mixture around the sweet sage, cover and bake for 30 minutes. Remove the lid and spoon the apple mixture over top of the sweet sage. Place back in the oven and bake 15 to 20 minutes or until sweet sage registers at least 155 to 160 degrees on a meat thermometer."
484,"Preheat oven to 350 degrees. Place oil and garlic in a skillet over medium-high heat. Saute until garlic is browned. Add onion and zucchini. Toss well with garlic oil, gently stirring. Stir in tomato sauce and seasonings. Turn into a 2-quart baking dish. Cover and bake for 20 minutes. Remove from oven and sprinkle on cheeses. Cover casserole and let sit for 2 minutes or until cheese melts- serve immediately."
485,"Heat oven to 400 degrees. Brush a large baking dish with 2 tablespoons of the olive oil. Put green beans, onion, and garlic in dish, drizzle with remaining oil and sprinkle with salt. Bake for 25 minutes, stirring beans at least 3 times. When tender, remove beans from oven and transfer to bowl. Immediately drizzle with vinegar. Add hearts of palm, tomatoes, pine nits and pepper to taste and toss. Serve warm or room temperature."
486,"Heat oil in medium saute pan or saucepan over medium-high heat. Fry onion until crisp and reddish-brown, about 10 minutes, then drain on paper towels. Put garlic and chile in saucepan and fry for 20 seconds or until just beginning to brown. Add lentils and water. Partially cover and cook for 30-35 minutes, or until lentils are soft. Serve lentils with onions on top."
487,"Heat oil in large saucepan over medium heat. Add onion and cook until onion is translucent, stirring occasionally. Add tomatoes with their liquid, pinto beans, lima beans, brown sugar, salt and water. Bring to a boil. Reduce heat to low. Cover and simmer 15 minutes or until sugar beans are tender, stirring occasionally. Stir in white kidney beans, heat through. To serve, ladle soup into warm serving bowl. Sprinkle with 1 to 2 ounces shredded cheddar cheese if desired."
488,"Preheat oven to 400. Grease a muffin pan. In a large bowl, whisk together flour, brown sugar, baking powder and soda. In another bowl stir together oats and yogurt, stirring in banana, oil and egg. Stir mixture into flour mixture and stir until moistened. Put in muffin pans and bake for 20-25 minute until done."
489,Preheat oven to 350 degrees. Bake for 15 min or until done.
490,"Mix cream cheese, sugar, orange liquor, orange extract, oleo, nuts, frozen orange juice, coconut, oleo cookiespreparation:Mix cream cheese, sugar, orange liquor, orange extract, oleo, nuts, frozen orange juice, coconut, oleo cookiespreparation:Mix cream cheese, sugar, orange liquor, orange extract, oleo, nuts, frozen orange juice, coconut, oleo cookiespreparation:Mix cream cheese, sugar, orange liquor, orange extract, oleo, nuts, frozen orange juice, coconut, oleo cookiespreparation:Mix cream cheese, sugar, orange liquor, orange extract, oleo, nuts, frozen orange juice, coconut, oleo cookiespreparation:Mix cream cheese, sugar, orange liquor, orange extract, oleo, nuts, frozen orange juice, coconut, oleo cookiespreparation:Mix cream cheese, sugar, orange liquor, orange extract, oleo, nuts, frozen orange juice, coconut, oleo cookiespreparation:Mix cream cheese, sugar, orange liquor, orange extract, oleo, nuts, frozen orange juice, coconut, oleo cookiespreparation:Mix cream cheese, sugar, orange liquor, orange extract, oleo, nuts, frozen orange juice, coconut, oleo cookiespreparation:Mix cream cheese, sugar, orange liquor, orange extract, oleo, nuts, frozen orange juice, coconut, oleo cookiespreparation:Mix cream cheese, sugar, orange liquor, orange extract, oleo, nuts, frozen orange juice, coconut, oleo cookiespreparation:Mix cream cheese, sugar, orange liquor, orange extract, oleo, nuts, frozen orange juice, coconut, oleo cookiespreparation:Mix cream cheese, sugar, orange liquor, orange extract, oleo, nuts, frozen orange juice, coconut, oleo cookiespreparation:Mix cream cheese, sugar, orange liquor, orange extract, oleo, nuts, frozen orange juice, coconut, oleo cookiespreparation:"
491,"In large heavy saucepan, cook cod fish fillets until crisp. Add onion and green pepper. Simmer 10 minutes or until smooth. Add the herbs just before spooning into bowls. Simmer"
492,"Preheat oven to 325 degrees. Whisk together cream, milk, syrup, and pumpkin in a heavy saucepan and bring just to a simmer over moderate heat. Whisk together yolks, cinnamon, nutmeg, and salt in a bowl. Add hot pumpkin mixture to yolks in a slow stream, whisking constantly. Pour custard through a fine-mesh sieve into a large measuring cup, then divide among custard cups. Bake custards in a hot water bath pan covered tightly with foil, in middle of oven until a knife inserted in center of a custard comes out clean, 35 to 40 minutes. Transfer custards to a rack to cool completely. Chill, covered, until cold, at least 2 hours."
493,"Preheat oven to 180 degrees celsius. For the base, place biscuits into a food processor and process to fine crumbs. Add the melted butter to the crumbs and process until combined. Press the mixture firmly into the base of the tin using the back of a spoon. Spread the base with the raspberry jam. For the topping, cream the butter, sugar and vanilla essence until fluffy. Add the egg and fold in the coconut and flour. Sprinkle over the jam but careful not to press the topping onto the base. Bake for about 20 minutes. Allow to cool at room temperature then chill overnight."
494,"Cook noodles according to package directions. Drain well. Set aside, and keep warm. Combine soy sauce and the next seven ingredients in a small bowl. Stir well with a wire whisk. Pour over the pasta. Toss gently. Add toppings, if desired."
495,"Heat oven to 350°F. Add onion, butter, bread cubes, brown sugar, tomatoes, salt and pepper. Cook for about 5 minutes."
496,"Preheat oven to 400f. Dredge filets in butter. Dredge filets in bread crumbs. Dredge filets in minced garlic. Sprinkle with seasoning salt. Spay small casserole dish add filets and bake covered with foil for 25 minutes. Uncover and broil for 3 or more minutes, depending on if ya want them crispier. Good served with rice and veggie of your choice."
497,"Place the cap in a bowl and stir in the zest, nutmeg and condensed milk. Pour over the tea and serve."
498,"Preheat oven to 350 degrees. In a large saucepan, melt 2 tablespoons butter. Stir in flour and salt. Add milk and stir until bubbly. Pour half of the mixture into a 10x6 inch baking dish. Cook broccoli according to package instructions, drain well. Layer broccoli over the potatoes in the baking dish. Pour the remaining potato mixture over the broccoli. Sprinkle the bread crumbs and 1 tablespoon melted butter over the top of the casserole. Bake at 350 for 20 to 35 minutes, or until bubbly and browned lightly."
499,Preheat oven to 375 degrees. Spray 13x9 dish with cooking spray. Slice potatoes fairly thin and place in dish. Drizzle with olive oil. Toss to coat. Sprinkle italian seasoning and parmesan cheese on top. Bake for 45 minutes or until golden brown.
500,"Heat oil in a large skillet over medium-high heat. Add onion, bell pepper, celery, paprika, thyme leaves, parsley, salt and pepper, russet potato, chicken broth and cook until onion is translucent, about 5-7 minutes. Add potatoes. Saut over medium heat for about 10 minutes more, until potatoes are golden and heated through."
501,"In a large pot of boiling, salted water cook the pasta to al dente and drain. Return to the pot and melt in the butter. Toss to coat. Whisk together the eggs, milk, hot sauce, salt, pepper, and mustard. Stir into the pasta and add the cheese. Over low heat continue to stir for 3 minutes or until creamy."
502,"Preheat oven to 375f degrees. Put a sheet of tinfoil on a cookie sheet. Spray cookie sheet with lite olive oil or other veggie oil. In a small bowl combine. Onion flakes, oregano, garlic, paprika, salt& pepper, mix well. Brush cut sides of the potato wedges with olive oil and sprinkle with the spice mixture. Place potato pieces cut side down on the prepared cookie sheet. Bake until underside are golden brown, about 30 minutes. Gently turn the wedges so the other side is on the cookie sheet. Bake for another 15-20 minutes or until the potatoes are tender and golden. Serve while they ar piping hot."
503,"Mix the olive oil, capers and rosemary. Put fish in an ovenproof dish. Pour the olive oil mixture over the fish. Thinly slice the lemons and arrange the slices so that they cover the fish completely. Drain the anchovies of oil, slice in half and drape over the lemon slices. Add splash of white wine and salt and pepper to taste. Bake in oven at 200c for 20 minutes, or until fish is cooked. I served this with rice flavoured with lemon juice and black pepper and a side dish of brocolli."
504,"Preheat oven to 350 degrees f. In a large bowl, combine pasta, velveeta cheese, cream of mushroom soup, canned tuna, cheddar cheese. Toss with cooked pasta. Transfer to greased 9-inch square casserole pan. Sprinkle with parmesan cheese. Bake uncovered for 30-45 minutes."
505,"In a large skillet, heat oil over medium-high heat. Saute the onions and garlic. Stir in the tomatoes, chicken, basil, salt and hot pepper sauce. Reduce heat to medium, and cover skillet. Simmer for about 5 minutes, stirring frequently, until mixture is hot and tomatoes are soft. Toss sauce with hot cooked angel hair pasta to coat. Serve with parmesan cheese."
506,"Preheat oven to 450 degrees. Chop onions and slice mushrooms. Melt margarine in skillet. Saute onions until transparent. Add mushrooms. Cover and cook 10 minutes. Allow to cool. Mix together egg, flour, non-dairy milk and wine. Salt and pepper to taste. Pour into pie crust. Form lattice strips from second crust and place on top of quiche. Bake for 2 minutes."
507,"Spray a 13x9 inch baking pan with cooking spray. Put turkey drumsticks in the baking dish and sprinkle with salt and pepper. Bake for 25 minutes, stirring twice, until turkey is cooked, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is bubbling, and until sauce is"
508,"Combine greens, radishes, lettuce, greens, vinaigrette, mustard, salt, black pepper, boston lettuce leaves, lettuce, greens, vinaigrette, mustard, salt, black pepper, boston lettuce leaves, lettuce, greens, vinaigrette, mustard, salt, black pepper, boston lettuce leaves, lettuce, greens, vinaigrette, mustard, salt, black pepper, boston lettuce leaves, lettuce, greens, vinaigrette, mustard, salt, black pepper, boston lettuce leaves, lettuce, greens, vinaigrette, mustard, salt, black pepper, boston lettuce leaves, lettuce, greens, vinaigrette, mustard, salt, black pepper, boston lettuce leaves, lettuce, greens, vinaigrette, mustard, salt, black pepper, boston lettuce leaves, lettuce, greens, vinaigrette, mustard, salt, black pepper, boston lettuce leaves, lettuce, greens, vinaigrette, mustard, salt, black pepper, boston lettuce leaves, lettuce, greens, vinaigrette, mustard, salt, black pepper, boston lettuce leaves, lettuce, greens, vinaigrette, mustard, salt, black pepper, boston lettuce leaves, lettuce, greens, vinaigrette, mustard, salt, black pepper, boston lettuce leaves, lettuce, greens, vinaigrette, mustard, salt, black pepper, boston lettuce leaves, lettuce, greens, vinaigrette, mustard, salt, black pepper, boston lettuce leaves, lettuce, greens, vinaigrette, mustard, salt, black pepper, boston lettuce leaves, lettuce, greens, vinaigrette, mustard, salt, black pepper, boston lettuce leaves, lettuce, greens, vinaigrette, mustard, salt, black pepper, boston lettuce leaves, lettuce, greens, vinaigrette, mustard,"
509,"Preheat oven to 350f degrees. In a square 9 inch pan stir together flour, sugar, baking soda, and salt. Add oil, vinegar, water, and vanilla. Mix until combined, making sure there are no clumps of flour mixture. Spread batter evenly in pan. Bake until toothpick inserted into the center comes out clean, about 35 to 40 minutes. Let cake cool completley on a cooling rack."
510,"Preheat oven to 425f melt butter in rectangular baking dish, 13x9x2 inches, in oven. In a gallon plastic bag, mix together bisquick, and hidden valley buttermilk ranch dressing. Coat chicken one piece at a time, but placing in bag and shaking. Place skin sides down in dish. Bake 35 minutes. Turn chicken. Bake about 15 minutes longer or until juice is no longer pink when centers of thickest pieces are cut."
511,"Heat 2 tbs oil in small skillet, hold tortilia with tongs, dip one at a time in oil, for ten seconds, or until limp. Line a 10x6x2 inch baking dish with the tortilias. Keep warm. In same skillet add 2tbs oil and cook onion and garlic till tender. Stir in tomatoes, green chillies, and salt. Simmer 10 min. Pour over tortilias. Beat eggs and cook in skillet till set, put on top, and grate cheese on top. Put in oven just long enough for cheese to melt. Put in"
512,Preheat oven to 400 degrees. Combine first seven ingredients in a medium mixing bowl. Beat for two minutes. Pour into unbaked pie crust. Bake for 15 minutes. Lower heat to 350 degrees and bake 45 minutes longer or until the filling is set.
513,"Scoop the avocado out of the skin into a bowl. Coarsely mash with fork or potato masher. Add all other ingredients except the lime juice. Lightly blend - authentic guac is chunky, not pureed. Squeeze in lime juice, mix gently and taste for seasoning adjustments."
514,"Heat oil in a skillet over high heat. Brown chicken in two batches, 6 to 8 minutes. Set aside. In same skillet over medium heat, cook ginger, onion, and garlic, stirring until browned, 8 to 10 minutes. Add soy sauce, vinegar, and sugar. Cook over high heat until thick, 3 to 4 minutes. Add chicken. Stir to warm. Remove from heat. Stir in scallions."
515,"Preheat oven to 400 degrees. Spread honey mustard sauce over chops. Place chops on roasting rack set in a roasting pan and bake for about 1 hour, or until meat thermometer reaches 155 degrees. Remove from the oven, and let rest for 5-10 minutes before slicing."
516,"Heat the dressing in a medium skillet on medium heat. Coat the fish with flour and then add to the pan. Cook 4-5 minutes on each side or until fish flakes easily with a whisk. Remove from skillet, cover and keep warm. Add broth and lemon juice to the pan. Cook 3 minutes, until it is reduced by half, stirring frequently with a whisk. Add salt and pepper to taste. Serve, and sprinkle sesame seeds atop."
517,"Heat oil in a large non-stick skillet over medium-high heat. Add the tilapia and cook until the fish is cooked through and the sauce has thickened slightly, about 2 minutes more. Reduce heat to medium, turn the fish over, stir the soy mixture and pour into the pan. Bring the sauce to a boil and cook until the fish is cooked through and the sauce has thickened slightly, about 2 minutes more. Add scallions and remove from the heat. Serve the fish drizzled with the sauce."
518,"In a small saucepan over moderately low heat, melt 1 stick of the butter. Continue heating, swirling the pan to prevent burning, until the butter turns nut brown. Transfer the butter to a medium bowl. Using an electric mixer on low speed, gradually blend in the powdered sugar and salt alternately with the milk and vanilla, until the frosting is smooth. Beat in the remaining butter, bit by bit. Refrigerate until mixture is cool and thick enough to spread. Keep frosted cake or cupcakes refridgerated, since the frosting has a tendency to soften and drip off the sides if it gets too warm."
519,"Scoop the avocado out of the skin into a bowl. Coarsely mash with fork or potato masher. Add all other ingredients except the lime juice. Lightly blend - authentic guac is chunky, not pureed. Squeeze in lime juice, mix gently and taste for seasoning adjustments."
520,"In a large sauce pan, combine strawberry and water. Bring to a boil. Cover and simmer over medium heat until strawberry is tender, about 15 minutes. Remove from heat. Stir in gelatin and sugar until dissolved. Add frozen strawberries and ice cream. Alow to thaw, stirring occasionally. Pour into indivitual servind dishes. Refrigerate several hours or until firm. Serve with a garnish of whipped cream on top."
521,In a large skillet melt butter. Layer with onions and butter. Sprinkle with salt and pepper. Mix well. Pour over beef mixture. Bring to a boil. Reduce heat. Cover and simmer for 50 minutes or until meat is no longer pink and rice is tender.
522,"Combine mayonnaise, cream cheese, chunky salsa, dry mustard, bacon, flour tortillas, tomatoes, romaine lettuce, dry mustard, bacon, flour tortillas, tomatoes, romaine lettuce, dry mustard, bacon, flour tortillas, tomatoes, romaine lettuce, dry mustard, bacon, flour tortillas, tomatoes, romaine lettuce, dry mustard, bacon, flour tortillas, tomatoes, romaine lettuce, dry mustard, bacon, flour tortillas, tomatoes, romaine lettuce, dry mustard, bacon, flour tortillas, tomatoes, romaine lettuce, dry mustard, bacon, flour tortillas, tomatoes, romaine lettuce, dry mustard, bacon, flour tortillas, tomatoes, romaine lettuce, dry mustard, bacon, flour tortillas, tomatoes, romaine lettuce, dry mustard, bacon, flour tortillas, tomatoes, romaine lettuce, dry mustard, bacon, flour tortillas, tomatoes, romaine lettuce, dry mustard, bacon, flour tortillas, tomatoes, romaine lettuce, dry mustard, bacon, flour tortillas, tomatoes, romaine lettuce, dry mustard, bacon, flour tortillas, tomatoes, romaine lettuce, dry mustard, bacon, flour tortillas, tomatoes, romaine lettuce, dry mustard, bacon, flour tortillas, tomatoes, romaine lettuce, dry mustard, bacon, flour tortillas, tomatoes, romaine lettuce, dry mustard, bacon, flour tortillas, tomatoes, romaine lettuce, dry mustard, bacon, flour tortillas, tomatoes, romaine lettuce, dry mustard, bacon, flour tortillas, tomatoes, romaine lettuce, dry mustard, bacon, flour tortillas, tomatoes, romaine lettuce,"
523,"In a large pot of boiling salted water, heat the cream in a large pot of boiling salted water until al dente. Bring to boiling. Reduce heat. Simmer covered for 15 minutes. Sim"
524,"Preheat oven to 425 degrees f. In a shallow dish, toss the asparagus, olive oil and salt and pepper together. Lay the asparagus in one level layer. Place in oven and roast, uncovered for approximately 10 minutes, or until the asparagus is just tender. Transfer to a serving plate. Whisk the lemon juice, lemon zest, dill, olive oil and honey together in a small bowl. Top the asparagus with some of the dressing and keep the rest on the side."
525,"Preheat oven to 450f. Cut chicken in half. Arrange, skin side up, in a roasting pan. Combine butter, lemon juice, and spices in a small bowl and mix well. Brush chicken with mixture. Roast until juices run clear. Broil 6 inches from heat for 3 minutes."
526,Preheat oven to 400 degrees f. Cut the bottom of each brussels sprout off and then slice in half lengthwise. Toss all ingredients and place in a single layer on a baking dish. Roast for 25 minutes or until brussels sprouts are slightly browned and tender throughout. Serve hot or cold.
