,result
254,"Preheat oven to 375 degrees. Grease a 9x13 inch pan. Mix together first 4 ingredients in a small bowl. In a large mixing bowl, beat brown sugar and butter till fluffy. Add eggs and beat till well blended then beat in vanilla. Stir in flour mixture till well blended then beat in vanilla. Stir in granulated sugar and cinnamon and sprinkle over the dough. Bake for 20-23 minutes. Do not overcook. The center surface of the bars should stay very slightly depressed when done."
255,"Preheat oven to 425. Grease a baking sheet. Heat molasses in saucepan, until it boils. Put the butter into large mixing bowl, combine hot molasses. Sift together salt, baking soda and flour. Blend in ginger. Blend mixture well. Let mixture chill in refrigerator, just until cold. Take out, roll batter very thin. Cut with cookie cutter. Using the spatula, put on baking sheet. Bake for approximately 5 minutes, or until golden."
256,"Preheat oven to 350 degrees. In large bowl stir together sour cream, soup, cheese, melted butter, onion, salt and pepper. Gently stir in potatoes. Transfer to greased 3-quart rectangular baking dish. Sprinkle with cornflakes. Bake uncovered at 375 degrees for 25 minutes or until liquid is absorbed. To microwave this recipe, do the same as above but cover and cook at high for 15 minutes or until liquid is absorbed. To microwave this recipe, do the same as above but cover and cook at high for 15 minutes or"
257,"Preheat oven to 425. Heat 1 inch water to boiling in 2-quart saucepan. Add broccoli. Heat to boiling. Reduce heat to medium. Cover and cook about 5 minutes or until crisp-tender. Drain. Mix broccoli, rice, broth, soup, pimientos and pepper in 2-quart casserole. Cover and bake 20 minutes. Cut margarine into baking mix, using pastry blender, until crumbly. Sprinkle crumbly mixture over broccoli mixture. Bake uncovered 8 to 10 minutes or until top is light brown."
258,"In a medium saucepan on high heat, bring the water to a boil. Add the ginger and cayenne and reduce heat. Simmer for 20 minutes and strain. Add sweetener to taste. Drink and be healthy."
259,"Place all ingredients in a food processor fitted with a metal blade and process just until mixture is powdery -- about 30 seconds. Be careful not to overprocess. Store in an airtight container for up to 6 months. To make aztec hot chocolate, combine 1 cup of milk and 2 tablespoons of the mix in a small saucepan and bring to a simmer over medium-low heat, stirring constantly until mixture is powdery -- about 30 seconds"
260,"Preheat oven to 350 degrees f. Stir together sour cream, condensed soups, and dry onion soup mix in a mixing bowl. Spread the turkey in the bottom of a buttered 9x13-inch casserole dish. Top with green beans and mushrooms. Spread the soup over the meat and vegetable mixture. Crumble the stuffing and spread evenly over the top. Bake at 350f for 25-30 minutes or until heated through and bubbly."
261,Preheat oven to 375 degrees. Place rolls on ungreased baking sheet try to flatten rolls so they resemble flat circles. Take a spoonful of sauce and spread ontop of each rolls. Then cut up cheese into small bits and garnish. Add meat ontop of cheese and then place remaining cheese ontop of meat. Cook for about 15 min of until rolls are golden.
262,"Preheat oven to 400. Brush a 13 x 9 inch baking dish with olive oil. Layer the sliced potatoes, mushrooms, and onions, in the dish. Sprinkle with the salt and sage leaves. Pour the cream over evenly. Brush the pork chops with olive oil, and rub the breadcrumbs onto both sides of each pork chop. Place pork chops on top of potatoes. Bake, uncovered, for 45 minutes to 1 hour, or just until the pork chops are cooked through and the potatoes are tender."
263,"Heat grill to high, rub mushrooms with oil. Grill for 3 minutes each side or till cooked but still firm. Mix cheese, garlic, butter, salt and pepper together in a bowl. Spoon mixture into mushrooms. Grill until cheese melts. Place in toasted buns with salad. This could also be done in the oven."
264,Bring to boil water and sugar. Remove from heat and add vanilla extract. Cool to room temperature. Cover and refrigerate until ready to serve. Fill tall glasses with crushed ice. Add enough of the tea to fill the glasses to within 1 inch from the top. Then float 3 to 4 tablespoons of evaporated milk over the ice in each glass.
265,"Heat the ghee or oil in a large pan and stir-fry the onion over moderate heat until crisp and light brown. Do not burn. Add the curry powder, chili, and the cooked meat or fish and mix well. Add the salt and water and cook for 5 minutes as a rich, brown sauce develops. Serve warm with rice."
266,"Heat oven to 425. Scrub the potatoes, rinse, and pat dry. Cut each potato length ways into 8 wedges. Put the wedges in a roasting tin, drizzle over the oil and toss well to coat the potatoes. Sprinkle with the paprika and salt. Roast potatoes for 35-40 minutes, spooning the oil over them"
267,"Preheat oven to 400f. Prepare filling by mixing refried beans, chilies, cumin and garlic together in a bowl. Spoon approximately 4 ounces bean filling into the center of each tortilla and top with about one tablespoon of cheese. Fold in ends and then sides. Place burritos seam side down on baking sheets that have been sprayed with vegetable oil spray. Bake for 2025 minutes until golden brown."
268,"Heat oil in a five to six quart pot over moderately high heat. Add garlic and pepper flake, saute until golden. Be careful not to burn the garlic. Stir in tomatoes and salt. Simmer uncovered for 35 minutes. Serve with pasta."
269,"Heat oven to 350. Place chicken on shallow baking dish. Bake, uncovered for 45 minutes, or until juices run clear. Remove chicken from bag and coat with crumbs. Heat oven to 350. Bake, uncovered for"
270,"In a small saucepan, combine the water, sugar-free lemon jell-o powder, lemons, rind of, apple juice, fat-free whipped topping, frozen raspberries. Pour into container such as a bowl or individual cups. Refrigerate for at least 4 hours before serving."
271,"In lg skillet, melt butter and cook scallops for about 7 minutes, until golden brown. Remove and keep warm. In same skillet, add garlic, butter, sherry, mushrooms, scallions, parsley, scallops, flour, half-and-halfpreparation:In lg skillet, melt butter and cook scallops for about 7 minutes, until golden brown. In same skillet, add garlic, butter, sherry, mushrooms, scall"
272,"Preheat oven to 350 degrees. In large bowl combine bananas, vanilla and coconut oil. In another bowl wisk oats, almond meal, coconut, cinnamon, salt and baking powder. Add dry ingredients to wet ones. Fold in chocolate chunks. Drop small dollops on parchment or silpat lined baking sheet. Bake 14-18 minutes, as long as possible without burning."
273,"Preheat oven to 400 degrees f. Put the first 7 ingredients into a food processor bowl. Pulse until bread is very coarsely chopped, 4-6 times. Grease an 8 inch square baking dish and arrange the cherry tomatoes in a single layer. Sprinkle with the bread crumb mixture. Bake until crust is browned and tomatoes are tender, about 20 minutes."
274,"In a blender, combine the first five ingredients. Cover and process until smooth. Gradually add ice, blending until slushy. Pour into chilled glasses. Garnish with whipped topping, chocolate syrup and cherries."
275,"Cook noodles according to package directions, or until of desired consistency, drain. Meanwhile, in a large nonstick skillet, brown ground sirloin or quickly stir fry chicken strips until no longer pink. Use a drop of vegetable is necessary. Remove with a slotted spoon. Season the meat with one of the seasoning packets from the noodles. Set aside. In the same skillet, combine water, vegetables, noodles, ginger and remaining seasoning packet. Bring to a boil, reduce heat. Cover and simmer 3 minutes until noodles are tender, stirring occasionally. Return meat to skillet. Stir in green onion."
276,"Preheat oven to 400 degrees. Thaw spinch according to package directions. Drain well. Chop up artichoke hearts. Add all ingredients in a medium sized casserole dish. Bake in middle oven rack for 25 to 30 minutes, or until slightly golden and bubbly. Serve with tortilla chips."
277,"In a large skillet heat the oil over med-high heat. Add the chicken and cook until no longer pink then add the garlic and cook until the chicken has browned to desired doneness. Add the reserved marinade, broth and wine. And if using the dried oregano. Bring to a boil, reduce heat and simmer, covered for 10 minutes. Stir in the artichokes and olives. Simmer for 5 to 10 minutes. Add the hot cooked pasta and simmer for 10 minutes or until sauce is absorbed. Serve with the crumbled feta cheese. Great with a salad."
278,"Cook pasta according to directions on package, drain and cool by running cool water over it. Let drain thoroughly. Combine mayonnaise, vinegar and sugar in mixing bowl. Mix gently. Add broccoli, onion, raisins, bacon and sunflower seeds. Cover. Refrigerate at least 2 hours to allow flavors to blend."
279,"Heat oil in a saucepan over medium heat. Add garlic and onion. Cook, stirring, for 6 minutes or until onion has softened. Add anchovies and rosemary. Stir to combine, then cover, reduce heat to low and cook for 20 minutes or until onion and garlic are very soft. Season with salt and pepper to taste. Preheat grill to high. Split baguette in half lengthways and cut widthways into 8cm pieces. Toast under grill until golden brown. Top with garlic and onion and serve."
280,"Combine eggs and sugar until thick and creamy. Combine cornflour, milk and vanilla essence and slowly add to egg and sugar mix beating as you do so. Spoon mixture into pastry shell and sprinkle with ground nutmeg. Bake at 200 degree celsius for 10 minutes, reduce heat to 180 degree celsius and bake for a further 20 to 25 minutes. Skewer inserted at centre should come out clean."
281,"In a large mixing bowl, stir together all ingredients except buns. Have 12 pieces of aluminum foil ready. Partially hollow out centers of buns. Fill each bun with hot dog mixture. Wrap in aluminium foil, sealing securely. Place on a cookie sheet and bake in a preheated 375 degree fahrenheit oven for 20 minutes or place on top rack of outdoor grill. Cover grill and grill for 15 to 20 minutes. Cover grill"
282,Heat oil in a wok or large skillet over medium high heat. Add pork dumplings and cook 1 minute. Add pork dumplings
283,"In a large skillet, brown the salted chicken pieces in oil. Cook over medium-high heat for 10 minutes or until browned. Crush garlic cloves and scatter over the chicken add the broth. Turn heat to low. Cover and cook for about 15 minutes each side or until cooked through. Remove cover, add salt and red pepper flakes. Add water and simmer over low heat until water is cooked off. Remove cover, add garlic, green chiles and broth. Bring to a boil. Reduce heat and simmer, covered for 30 minutes. Stir in salsa. Remove from heat. Gently fold in cubed cheddar cheese. Serve immediately over beds of rice."
284,"Heat 2 tbsp oil in pan. Saute onion and garlic. Mix in tomatoes, basil and ground red pepper. Bring to a boil, breaking up tomatoes. Add broth and boil. Reduce heat and simmer about 1 hour. Cook pasta and drain. Toss with 3 tbsp oil. Mix pasta with sauce and then mix in havarti cheese. Put into 9x13 baking dish and sprinkle top with parmesan cheese. Bake in 375 oven about 30 minutes. Of this recipe will easily serve 4."
285,"Preheat oven to 400. With the top of a sharp knife, make deep little slits all over the tenderloin and insert the garlic slivers. Season with salt, pepper and cumin. Place the oil in an oven-proof skillet and sear the tenderloin well over medium-high heat for about 10 minutes, turning the meat over as it browns. Add the chicken broth and white wine to the pan, and place it in the oven for 10 minutes. Remove it and let it rest, covered with foil, for 10-12 minutes before carving. Slice and serve immediately."
286,"Heat butter in a large pan over low heat. Add sliced onions and cook until soft, translucent and lightly browned, stirring often. Add the sugar and continue stirring until the onions are deep brown in colour. This may take around 20 minutes. Add water and bonox and simmer for 30 minutes. Top each slice of the baguette with a tablespoon of parmesan cheese. Toast baguette under a hot grill until golden brown. Serve baguette on top of the soup, and sprinkle with chopped parsley."
287,Preheat oven to 350 degrees f. In a large skillet over medium heat melt butter. Add 1 cup of oatmeal to each of 6 bowls. Sprinkle evenly with pecans and the remaining orange zest. Sprinkle evenly with pecans and the remaining
288,"Preheat broiler and coat broiler pan with cooking spray. In a small bowl, combine chili powder, sugar, cumin and garlic powder. Add worcestershire sauce and stir until paste forms. Rub paste onto both sides of each pork chop, place on prepared pan and broil 4 minutes on each side until inside is no longer pink. Serve with string beans drizzled with fresh lemon juice."
289,Toast bread in toaster to desired level. Put butter on one slice and mayo on the other. Put cheese in between slices of bread. Wrap a moist papertowel around sandwich and put in microwave for 20 sec. Enjoy.
290,"Preheat oven to 350f. Spray a 2 quart casserole dish with non-stick cooking spray. Boil or steam carrots in until very soft. Drain. Add butter, salt, and pepper. Pure carrots in food processor until smooth. Add eggs and cream. Blend well. Fill casserole dish or ramekins with mixture. Set in a baking pan of hot water and bake for 30-35 minutes. Serve hot."
291,Heat oven to 350 degrees. Remove skin from chicken breasts and place in a 12 x 8 x 2-inch baking dish. Place the chicken in a 12 x 8 x 2-inch baking dish. Place the chicken in a 12 x 8 x 2-inch
292,"Preheat oven to 350 degrees. Line a large glass baking dish with foil,. Put the ground beef in a large bowl and add the onion and garlic, knead together, add bread crumbs and italian seasoning -- mix all together. Add the egg and milk -- knead together well with hands --. Form pieces of meat into 1 inch balls, place in baking dish -- bake for about 20-30 minutes --. I usually put them in a large pan on the stove and cover with spaghetti sauce for a few minutes at medium heat, but thats optional."
293,"Preheat oven to 400f. Put the chicken skin-side-up in a small roasting tin. Mix together the garlic, thyme and butter and dot over the chicken. Scatter around the red onions and pancetta and drizzle with oil. Roast for 20 minutes until the chicken has cooked through and the onions are softened. Divide the salad between 4 plates and top with the red onions, pancetta and chicken."
294,"Preheat oven to 400 degrees f. Put the potatoes and the red and green peppers alternately in a large baking dish. Arrange the potatoes and the red and green peppers alternately in a spoke pattern in a shallow, 12-inch round baking dish. Pile the onions in the center. Scatter the garlic over the top. Drizzle with oil, and sprinkle with rosemary, salt and black pepper. Bake in the preheated oven until the vegetables are lightly golden and tender, or about 45 minutes. Garnish with fresh rosemary sprigs."
295,"Place gingery plum jam in a non-reactive saucepan and bring to a boil, stirring. Boil hard for 2 minutes, stirring constantly. Take off the heat, stir in the pectin and ladle into hot sterilized jars. Seal and process in a hot water bath for 10 minutes. Place hot jars on a towel on your counter and let cool overnight. Check seals."
296,"Preheat oven to 375 degrees. Grease a 9 inch square baking pan. Combine the flour, baking powder and salt. In a large bowl, cream the vegetable shortening and sugar. Beat in the egg, milk, and almond extract. Gradually blend in the dry ingredients. Fold in the almonds. Spread the mixture evenly in prepared pan. Bake for 20 to 25 minutes, until the top is lightly colored. Cool in the pan on a rack before cutting into bars."
297,"Preheat oven to 350 degrees. Mix sugar, salt and cinnamon. Set aside. Place nuts in a bowl and pour the egg white over them. Stir until nuts are coated and sticky. Sprinkle cinnamon-sugar mixture over nuts and stir until nuts are completely coated. Spread on an ungreased baking sheet. Bake 30 minutes."
298,"Preheat oven to 350 degrees. In a plastic bag, combine flour, salt and pepper. Shake to coat chicken with flour mixture. Melt butter in casserole dish or skillet. Brown chicken on all sides. Mix in sour cream, broth, mushrooms and paprika. If skillet is not oven proof, transfer to a casserole dish. Cover and bake 10 minutes. Add garlic, mustard and sour cream. Heat through but do not boil. Serve over rice or noodles, sprinkled with cheese."
299,Mix all ingredients together in a bowl. Spread half of mixture evenly in bottom of pan. Add layer of coconut. Spread 2nd half of mixture over coconut layer. Place in fridge overnight and cut into 8 individual squares.
300,Place the poblano peppers on top of the poblano peppers and bake for about 45 minutes or until an inserted knife come out clean. Place the poblano peppers on top of the poblano peppers and bake for about 45 minutes or until an inserted knife come out clean
301,"Preheat oven to 400f line a baking sheet with aluminum foil, and spray with non-stick cooking spray. Coat a small saucepan with non-stick cooking spray. Over medium heat, cook and stir garlic until soft, about 3 minutes. Mix in white wine, honey, balsamic vinegar, mustard, and salt and pepper. Simmer, uncovered, for about 3 minutes, or until slightly thickened. Arrange salmon fillets on foil-lined baking sheet. Brush fillets with balsamic glaze, and sprinkle with oregano. Bake in preheated oven for 10 to 14 minutes, or until flesh flakes easily with a fork. Brush fillets with remaining glaze, and season with salt and pepper. Use a spatula to transfer fillets to serving platter, leaving the skin behind on the foil. Bake in preheated"
302,"Place potatoes in crock pot, cover and cook on low for 8 to 9 hours."
303,"Preheat oven to 350 degrees f. Butter and shortening in mixer bowl. Mix butter and shortening in large mixing bowl. Beat on medium speed for 10 minutes. Pour batter into a 10-inch tart pan, bake for 30 minutes or until toothpick inserted comes out clean. Sprinkle powdered sugar or top with fruits."
304,"Preheat oven to 350 degrees. Cut 4 pieces of tinfoil big enough to wrap everything up. Slice one potato into thin slices and place on a piece of tinfoil. Top with some sliced mushrooms and onions, to your taste. Sprinkle with a pinch of garlic salt and thyme. Top with 1 tbs butter. Wrap tinfoil tightly around. Repeat with remaining potatoes. Place potato packets in oven. Bake 30-40 minutes or until potatoes are tender."
305,"Place peas, onion, and cheese in a large salad bowl. In a small mixing bowl, stir together the sour cream and sugar until well blended. Add the sour cream mixture to the salad, then season with salt and pepper. Toss thoroughly with a large spoon. Place in refrigerator for several hours. Add the cashews just before serving, and toss well to thoroughly blend all ingredients."
306,"In a saucepan over medium heat melt the butter, add old bay, minced onion, lemon juice, and stir thoroughly. Add the flour, stirring constantly, and then gradually add the light cream, continuing to stir. Add the crabmeat and let simmer for about 15 minutes. Do not allow the soup to boil. Serve garnished with a dash of old bay and parsley flakes."
307,"In a half pint jar, add orange juice and strawberries. Put lid on jar and shake until well combined. Remove lid, add raspberries and stir until mixed throughout. Return lid to jar and refrigerate overnight or as long as 2-3 days. Eat chilled."
308,"In a 4-cup measuring cup, heat 4 cups water in microwave to boiling. Place tea bags in water and let steep for 5-10 minutes. Pour tea into pitcher and mix thoroughly. Set in refrigerator to chill."
309,"Place all ingredients in a sauce pot. Cook on high heat until mixture starts to boil. Stirring occasionally until berries pop. Lower heat to medium and using the back of a large wooden spoon, squeeze the berries against the side of pot or use a potato masher to pop grapes, leaving some whole. The pectin from the berries and sugar will thicken the sauce as well as the heat the reducing the mixture."
310,"Heat oven to 350f. Grease a 13x9-inch baking pan. Place bread in the bottom and sprinkle with sausage and cheese. Beat eggs, milk, salt and pepper with a whisk. Pour over the bread mixture. Bake 45-45 minutes or until eggs are set in the center and lightly browned."
311,"Preheat oven to 350. Grease 13 x 9 inch baking pan. Beat butter and sugars in a large mixing bowl until creamy. Add eggs. Beat well. Stir together flour, baking soda and salt. Gradually add to butter mixture, blending well. Stir in butterscotch chips and nuts. Spread into prepared pan. Bake 30 to 35 minutes or until top is golden brown and center is set. Cool completely in pan on wire rack. Cut into bars."
312,Preheat oven to 450 degrees f. Place tomatoes in a large baking dish. Add remaining ingredients to the dish and toss until well coated. Turn the tomatoes halfway into cooking time and add more water if the water is all absorbed. Turn on the broiler for a few minutes to make them nice and brown.
313,Heat oil and butter in a large skillet. Add garlic and shrimp. Sprinkle with salt and pepper. Saute 2-3 minutes or until shrimp turn pink. Turn shrimp with spatula. Cook shrimp 2 minutes longer on other side. Remove shrimp to serving platter. Garnish with lemon wedges. We give this a little squirt with the lemon wedge.
314,"Heat oven to 400 f. Combine the oil, garlic, sugar, cumin, salt, cinnamon, and carrots in a shallow baking pan. Roast 20 minutes or until fork-tender. Remove from oven and add the raisins, lemon juice, and parsley. Toss well."
315,"Heat olive oil over medium heat. Saut crushed garlic for 1-2 minutes. Stir in tomato sauce. Add salt, pepper, and pesto. Add cream cheese and stir or whisk well until fully melted. Stir parmesan cheese until melted. Add cream and stir well."
316,"Heat oil until you think it is hot enough. You can check with a cube of bread. Drain the cauliflower and let cool. Mix together in a bowl the bisquick, pesto, italian seasoning, pepper and cheese. Dip the cauliflower pieces into the egg and then coat with the batter. Fry until golden brown. As soon as you remove it from the fat, sprinkle it with more cheese."
317,"Heat oil in a large skillet over medium-high heat. Add onion and cook until tender, about 5 minutes. Add garlic and cook until fragrant, about 5 minutes. Add mustard and cook until fragrant, about 5 minutes. Add mustard and cook until fragrant"
318,"In a large sauce pan cook onion and garlic in hot oil about 5 minutes or until onion is tender. Stir in beans, broth, tomatoes and marjarom. Bring to boiling. Reduce heat. Simmer covered for 15 minutes. Simmer"
319,"Preheat oven to 190 degrees c. Bring the stock to the boil. Place couscous in a bowl and pour the boiling stock over. Cover bowl with plastic wrap and leave to steam for 10 minutes. Fluff couscous with a fork, and add all ingredients except the tomatoes. Season to taste with the salt and pepper. Slice a top off each tomato, and using a teaspoon, hollow out, remove and discard seeds. Fill each tomato with couscous mix, and replace top as a lid. Place stuffed tomatoes on a baking tray and bake for 15-20 minutes. Serve immediately."
320,"Preheat oven to 350 degrees. Place salmon in large roasting pan, combine potatoes, onion, garlic, oil, salt, pepper and rosemary and toss to coat. Roast veggies 25 minutes, stirring once. Lightly salt and pepper salmon and add, tossing to coat and roast 15 minutes longer or until salmon is done. Roast vegetables 25 minutes, stirring once. Lightly salt and pepper salmon and add, tossing to coat and roast 15 minutes longer or until"
321,"In a large saucepan, combine the buttermilk, honeydews, lime juice, honey, nonfat vanilla yogurt, honeydew balls. Bring to a boil. Add the buttermilk, honeydews, lime juice, honey, nonfat vanilla yogurt, honeydew balls. Add the"
322,"Preheat oven to 375 degrees f. In a small skillet, saut the green onion in the butter, and stir in the lemon juice. Add the torn apart crabmeat and panko breadcrumbs. In a large baking dish, sprayed with non-stick spray, spread the prawns open to lay flat. Top the prawns equally with the crab mixture. Bake 12 to 15 minutes, or until the prawns are done."
323,"Place the beans in a pan of boiling salted water and cook for 3-5 minutes until firm but not raw, drain well. Or, alternatively, microwave with a little water for 4 minutes. Melt the butter in a pan, add the olive oil and heat, add the almonds and onions and cook for 3-5 minutes, or until the almonds are lightly browned. Add the beans, salt and pepper to taste and toss. Add the chicken stock. Cover and cook until desired tenderness, about 5-10 minutes. Sprinkle beans with parmesan. Serve immediately."
324,"Preheat over to 375f. Dredge filets in butter. Dredge filets in bread crumbs. Dredge filets in minced garlic. Sprinkle with seasoning salt. Spay small casserole dish add filets and bake covered with foil for 25 minutes. Uncover and broil for 3 or more minutes, depending on if ya want them crispier. Good served with rice and veggie of your choice."
325,"In a small saucepan, combine the water, sugar-free lemon jell-o powder, lemons, rind of, apple juice, fat-free whipped topping, frozen raspberries. Pour into container such as a bowl or individual cups. Refrigerate for at least 4 hours before serving."
326,"Preheat oven to 350 degrees. Place the mushrooms in a 2-quart pie pan. In a medium bowl, combine the beef broth and flour. Microwave at low power until slightly thickened, 2-3 minutes. Stir in the heavy cream and cayenne. Season with salt. Immediately pour the sauce over the mushrooms. In a medium bowl, mix together the breadcrumbs and parmesan. Sprinkle on top of the mushrooms. Top with the butter and bake until browned, about 45 minutes."
327,"In a large saucepan, stir together the cocoa and sugar. Add water. Bring to a boil, stirring constantly. Allow to boil for two minutes, still stirring. Add milk and orange peel and heat to serving temperature. Add vanilla and serve."
328,"Preheat oven to 375 degrees. Grease 12-cup muffin pan. Set aside. In a large bowl, combine spaghetti, eggs, parmesan cheese, and pepper. Evenly press mixture into muffin cups to form a crust. Evenly top each cup with pasta sauce, then mozzarella cheese. Bake 15 minutes or until bubbling. Let stand 5 minutes before serving."
329,"In a large skillet, melt butter over medium heat. Add eggs, milk, salt and pepper. Add to skillet. Cook and stir until eggs are completely set. Sprinkle with cheese and let stand until cheese has melted."
330,"Preheat oven to 350 degrees. Remove skin from chicken breasts and place in a 12 x 8 x 2-inch baking dish. Place the chicken in a 12 x 8 x 2-inch baking dish. Sprinkle with the salt and pepper to taste. Pour the sauce over the chicken. Bake, uncovered, at 325-degrees for 1 hour or until tender and cooked through."
331,"In a medium-size pot, bring water to a boil. Stir in the spices, cover, and simmer over low heat for 5 minutes. Stir in the pre-brewed coffee. Meanwhile, in a saucepan, heat milk until almost boiling. Strain the coffee through a fine mesh strainer covered with cheesecloth into the milk. Add sweetener, stir, and serve in mugs."
332,"Place potatoes in water and 1 tsp salt and simmer until tender, about 15 to 18 minutes. Drain and run under cold water to cool. Cut into quarters. Meanwhile, cook bacon in skillet untel crisp. Crumble when cooled. Whisk oil, vinegar, mustard, remaining salt, and pepper in a large bowl. Toss with the potatoes, bacon and parsley."
333,"Preheat oven to 350f. In a large bowl, beat the margarine, white and brown sugar together until fluffy. Add eggs and vanilla, beat well. In another bowl, sift flour, baking powder, and salt. Add to the creamed mixture, stirring well. Fold in butter brickle bits, and chocolate chips. Spread in a greased 9x13-inch pan. Bake for 25-30 minutes. Can be frosted with chocolate frosting."
334,"In a small saucepan, heat butter and oil over medium-high heat. Saute chicken until softened, about 5 minutes. Add chicken broth, stir to incorporate, and bring to boiling point. Cover pan, remove from heat and let stand 5 minutes. Fluff with fork, season with salt if needed, and serve hot."
335,"Preheat a panini press. Divide half the cheese among 4 slices of the bread, then top with the prosciutto. Spread 1 tablespoon jam on each and top with the remaining cheese. Set the remaining bread slices in place. In a shallow bowl, beat the eggs with the butter. Working in batches, dip both slices of each sandwich in the egg mixture and place in the panini press. Grill until the bread is crisp and golden, about 3 minutes."
336,"In a large, heavy bottomed, skillet place the sugar and water. Bring to a boil over medium-high heat. Add the almonds and cook, stirring constantly, until almost all the water has evaporated. About 5 minutes. Add the cinnamon and salt and cook until the sugar has dried on the almonds. About 2 minutes. Pour onto a large sheet pan and let cool."
337,"In a large nonstick saut pan over medium heat, combine cooked rice and whole milk. Heat until mixture begins to boil. Decrease heat to low and cook to a simmer, stirring frequently, until mixture begins to thicken, approximately 5 minutes. Increase heat to medium, add heavy cream, coconut milk, sugar, and cardamom. Continue to cook until mixture just begins to thicken again, approximately 5-10 minutes. Use a whisk to prevent the cardamom from clumping. Once mixture begins to thicken, remove from heat and stir in raisins and pistachios. Transfer the mixture to individual serving dishes or a glass bowl and place plastic wrap directly on the surface of the pudding. Serve chilled or at room temperature. I like my rice pudding a little sweet, so i also added a little bit more sugar than the 2 oz. Called for in the recipe to suit my personal taste."
338,"Preheat oven to 375 degrees. Grease 12-cup muffin pan. Set aside. In a large bowl, combine spaghetti, eggs, parmesan cheese, and pepper. Evenly press mixture into muffin cups to form a crust. Evenly top each cup with pasta sauce, then mozzarella cheese. Bake 15 minutes or until bubbling. Let stand 5 minutes before serving."
339,"Preheat oven to 450 degrees f or grill to medium-high. Sprinkle both sides of steak with garlic powder and pepper. Cut in thin strips. Combine steak strips and pepper strips with teriyaki sauce. Center one-fourth of the steak mixture on each sheet of foil. Bring up foil sides. Double fold top and ends to seal packet, leaving room for heat circulation inside. Repeat to make four packets. Bake 12 to 15 minutes on a cookie sheet in oven or grill 7 to 9 minutes in covered grill. Serve immediately over rice. Makes 4 servings."
340,"In a large skillet sprayed with butter-flavored cooking spray, saute country corn brown rice for 6 to 8 minutes or until just tender. Stir in rice and corn. In a small bowl, combine dry milk powder and water. Add milk mixture to the corn mixture. Mix well to combine. Stir cheddar cheese, parmesan cheese, parsley flakes and lemon pepper into corn mixture. Lower heat and simmer for 10 minutes, stirring occasionally."
341,"In a large, heavy bottomed, skillet place the sugar and water. Bring to a boil over medium-high heat. Add the almonds and cook, stirring constantly, until almost all the water has evaporated. About 5 minutes. Add the cinnamon and salt and cook until the sugar has dried on the almonds. About 2 minutes. Pour onto a large sheet pan and let cool."
342,Heat oil in a large skillet over medium-high heat. Add in spinach and chopped garlic. Saute stirring for about 10-12 minutes or until all the liquid from the spinach evaporates. Add in the breadcrumbs and parmesan cheese. Mix to combine and heat through. Season with salt and fresh ground pepper to taste.
343,"Heat oil over medium heat in a large skillet. Add minced garlic and lightly saute just until fragrant. Stir in the flour and stir for about one minute. This will be thick. Slowly pour in the milk. Add salt, pepper, oregano and nutmeg. Stir until creamy and thick. Turn off the heat and stir in nutritional yeast. Serve over your choice of pasta."
344,"In a large pot, heat oil over medium heat and cook onions until they begin to soften, about 5 minutes. Add potatoes, chicken broth, and water. Cover and simmer until onions are tender, about 5 minutes. Working in batches, puree potato mixture with cucumbers and return to pot. Stir in cream. Meanwhile, heat oil over medium heat and cook onions until they begin to soften, about 5 minutes"
345,"Preheat oven to 350. Lay chips on oven safe platter. You will be layering this so split them. Warm beans and chili on stove or in microwave. Stir beans until smooth. Spread beans over tortillas. Top with onion, cheese, jalapenos, chili and cheddar cheese. Repeat by layering tortilla chips and toppings until gone. Place in oven and bake until cheese is melted. Dollop with sour cream. Add tomatoes and green onions on top."
346,"Preheat oven to 425 degrees f. In a shallow dish, toss the asparagus, olive oil and salt and pepper together. Lay the asparagus in one level layer. Place in oven and roast, uncovered for approximately 10 minutes, or until the asparagus is just tender. Transfer to a serving plate. Whisk the lemon juice, lemon zest, dill, olive oil and honey together in a small bowl. Top the asparagus with some of the dressing and keep the rest on the side."
347,"Heat the olive oil in a large skillet over medium heat. Saute the onion and garlic until limp. Add the green pepper. Cook and stir until tender. Drain the tomatoes, reserving juice, and pour them into the skillet. Season with thyme, parsley, cayenne, salt, and pepper. Simmer for 5 minutes over medium heat. Add the frozen okra, and pour in enough of the reserved juice from the tomatoes to cover the bottom of the pan. Cover, and cook for 15 minutes, or until okra is tender."
348,"Preheat oven to 375 degrees f. In a bowl, mix the graham cracker crumbs, sugar, and butter with your hands. Press the mixture firmly into a 9-inch pie pan, and bake until brown, about 20 minutes. Remove from the oven and allow to cool to room temperature before filling. Lower the oven temperature to 325 degrees f. In a separate bowl, combine the condensed milk, lime juice, and eggs. Whisk until well blended and place the filling in the cooled pie shell. Bake in the oven for 15 minutes and allow to chill in the refrigerator for at least 2 hours. Once chilled, combine the sour cream and powdered sugar and spread over the top of the pie using a spatula. Sprinkle the lime zest as a garnish on top of the sour cream and serve chilled."
349,Preheat oven to 350 degrees. Grease 9x13 inch pan. Cream together both sugars and shortening. Add egg and mix together. Mix in all remaining ingredients and pour into prepared pan. Sprinkle with a little cinnamon and sugar. Bake for 35 minutes or until toothpic comes out clean.
