steps,ingredients,name,id
Preheat oven to 350 degrees f. Bake in a preheated oven for 20 minutes.,"breadcrumbs, onion, savory, butter, salt, pepper, moose heart",stuffed moose heart,173361
"Heat oil in skillet. Crumble turkey and cook over medium-high heat until no longer pink. Stir in all remaining ingredients. Bring to a boil. Reduce heat and simmer 5 minutes, stirring occasionally.","chili seasoning mix, ground beef, pinto beans, tomato sauce",pammie s 1 2 3 4 chili,107283
"Heat oil over medium heat in a large skillet. Add minced garlic and lightly saute just until fragrant. Stir in the flour and stir for about one minute. This will be thick. Slowly pour in the milk. Add salt, pepper, oregano and nutmeg. Stir until creamy and thick. Turn off the heat and stir in nutritional yeast. Serve over your choice of pasta.","pasta, butter, half-and-half, parmesan cheese, salt, black pepper",light er alfredo sauce with pasta,73004
"Preheat oven to 375 degrees f. Mix sugar, salt and cinnamon together. Combine with sliced apples and noodles. Bake in a 425f oven for 20 min or till very soft. Serve while still warm with vanilla or caramel ice cream.","noodles, apples, cinnamon, brown sugar, butter",apples and noodles,23499
"Line an 8-in. Square pan wih foil and coatwith cooking spray. Set aside. In a heavy saucepan over low heat, melt margarine. Add marshmallows. Stir until melted and well blended. Remove from heat. Stir in vanilla. Add cereal, peanuts and raisins, then chocolate chips, stirring until thoroughly coated. Using lightly-buttered spatula, press into buttered 3. 5 l pan. Cool. Cut into bars.","graham cracker crumbs, butter, granulated sugar, heavy cream, semisweet chips, marshmallow cream",frozen smores pops,532787
"Preheat oven to 400 degrees. In a large bowl, whisk eggs until well beaten and slightly frothy. Whisk in milk, chives and black pepper. Set aside. In a large ovenproof skillet, heat olive oil or butter over medium heat until hot but not smoking. Add egg mixture to skillet and then quickly arrange remaining ingredients on top of eggs. Cook for 3 minutes on the stovetop without stirring. Transfer to oven. Bake until the top is golden brown and the frittata is set, about 30 minutes. Let cool slightly before serving.","baguette, olive oil, cream cheese, fresh dill, prepared horseradish, kosher salt, black pepper, smoked salmon",super simple smoked salmon crostini,504308
"Heat olive oil in a large skillet over medium-high heat. Add onion and cook for 5 minutes, or until onion is soft. Add garlic and cook for 5 minutes, or until onion is soft. Add tomato and cook for 5 minutes, or until onion is soft. Add tomato and cook for 5 minutes, or until onion is","cider vinegar, water, italian salad dressing mix, olive oil, small red potato, zucchini, yellow squash, red onion",gourmet grilled vegetable salad,173162
"Preheat oven to 350 degrees f. Combine all dry ingredients, except chocolate chips, in a large mixing bowl and mix well. In a seperate bowl, slightly beat the eggs with a fork or wire whisk. Add thwe remaining wet ingredients to the eggs and stir well. Gradually add the wet ingredients to the dry ingredients. Stir just until evenly mixed. Fold in chocolate chips. Coat 2 bread pans evenly with cooking spray. Pout half of the mixture into each pan. Bake for 50-60 minutes.","pumpkin, vegetable oil, sugar, flour, cinnamon, cloves, baking soda",my mom s pumpkin bread,336864
"Preheat oven to 350 degrees. Spray a 9x9-inch cake pan with non-stick spray. In a large bowl, cream butter and splenda. Beat in eggs and vanilla. In a separate bowl, mix graham cracker crumbs, baking powder, salt. Add dry ingredients to wet, mix well to combine. Add milk and walnuts, stirring until just combined. Spread half of mixture into prepared cake pan. Spread half of pie filling over top. Bake for 45 to 50 minutes. Place cake pan on a wire rack and let set for at least 10 minutes before removing from pan. Place cake pan on a wire rack and let set for at least 10 minutes","egg yolks, sugar, milk, unflavored gelatin, cold water, egg whites, cream, butter, brown sugar, graham crackers",amish graham cracker fluff,128788
Place chicken on a baking sheet. Bake at 400f for about 25 minutes or till chicken is no longer pink.,"boneless chicken breasts, flour, crushed red pepper flakes, chili powder, paprika, eggs, rice krispies, vegetable oil",extra crispy chicken poppers,272454
"Preheat oven to 350 degrees f. Spray a 9 inch square pan with nonstick spray. Combine dry ingredients in a large bowl. In a small bowl, whisk wet ingredients together. Blend well. Add liquids to dry ingredients, whisking until smooth. Bake 35-40 minutes, or until done. Cool completely. Frost, if desired.","chocolate, flour, unsweetened cocoa powder, instant coffee powder, sugar, butter, egg, ground hazelnuts",mokka chocolate pretzels,353193
"Preheat oven to 350 degrees. In a medium mixing bowl stir together flour, baking soda, and salt. Set aside. In a large mixing bowl stir together flour, baking soda, and salt","all-purpose flour, baking soda, salt, butter, granulated sugar, light brown sugar, egg, orange peel, nestl toll house premier white morsels",white chip orange cookies,510272
"Preheat oven to 375f. Cream butter and sugars. Add egg, vanilla, and beat until light and fluffy. Sift together flour, salt and baking soda. Stir into creamed mixture. Blend well. Add chocolate pieces and peanuts and stir by hand. Drop from teaspoon about 2 inches apart on a greased cookie sheet. Bake in 375f oven for 12 minutes. Remove from sheet immediately.","dark brown sugar, margarine, crunchy peanut butter, maple syrup, egg yolk, flour, salt, baking soda, baking powder, sugar",yummy maple peanut butter cookies,158396
"In a saucepan, combine chocolate chips, milk and salt. Cook and stir over low heat until chocolate melts. Stir in pie filling and extracts. Pour into crust. Chill 2-3 hours or until firm. Garnish with cool whip and cherries.","chocolate chips, maple syrup, firm tofu, extra firm tofu, prepared graham cracker crusts, whipped cream",chocolate silk pie,64748
"Preheat oven to 350 degrees fahrenheit. In large bowl mix teriyaki sauce, soy sauce, minced garlic, sesame seeds, garlic powder, onion powder, red pepper flakes, maple syrup. Place chicken in sauce and toss to coat. Pour chicken and sauce into a large disposable baking pan. Bake for 1 hour, tossing every 20 minutes. The liquid will gradually evaporate the longer you cook it. After 1 hour, increase the oven temperature to 425 degrees fahrenheit. Turn wings to coat evenly and cook for an additional 45 minutes.","chicken wings, maple syrup, soy sauce, ginger, ground red pepper, ketchup, dry mustard, garlic powder",oriental hot wings,105848
"Preheat oven to 350 degrees c. In a small bowl sift together flour and baking soda, set aside. In a large bowl, combine butter and both sugars. Beat on medium speed until light and fluffy, about 3 minutes. Reduce speed to low, add salt, vanilla, and eggs. Beat until just combined. Stir in chocolate chips. Drop heaping spoonfuls about 2 inches apart onto baking trays lined with parchment paper. Bake until golden around the edges and soft in the middle, about 8-10 minutes.","old fashioned oats, whole wheat pastry flour, baking soda, unsweetened dried shredded coconut, cinnamon, semisweet mini chocolate chips, fat free greek yogurt, agave nectar, unsweetened applesauce, vanilla extract",guilt free chocolate chip cookie,473711
"Preheat oven to 375f. Lightly grease muffin cups or spray with cooking spray. Place orange pieces in blender and blend until finely chopped. Add margarine, eggs, and milk and blend until well mixed. Combine flour, sugar, baking powder, and baking soda in a large bowl. Make a well in center and add orange mixture, stirring just until moistened. Fold in blueberries. Fill muffin cups and bake for 22-25 minutes or until golden. Cool 10 minutes in pan before removing.","eggs, sour cream, sugar, marmalade, butter, baking powder, vanilla, flour",my orange marmalade muffins,361692
"Put raspberry coffee in a blender and blend until smooth. Pour into an ice tray and freeze. Make additional raspberry coffee. Add milk and sugar to hot coffee, if desired. You can throw everything in the blender at this point if you like a smooth consistency like i do, or you can just put the cubes in a tall glass and pour in the freshly brewed coffee.","ground coffee, splenda brown sugar blend, raspberry extract, water, splenda sugar substitute, cool whip free",raspberry coffee diabetic,337915
"Place tuna steaks in a large shallow dish. Combine garlic and remaining ingredients in a small bowl. Stir well. Pour marinade mixture over tuna steaks. Cover and marinate in the refrigerator for 1 hour, turning once. Remove steaks from the marinade, reserving marinade. Bring marinade to a boil in a small saucepan. Grill tuna steaks, covered, over medium hot coals about 20 minutes or until fish flakes easily. Baste often with marinade.","butter, fresh mushrooms, plum sauce, light soy sauce, ground ginger, vegetable oil, tuna steaks, peppercorn",peppered tuna with mushroom sauce,115189
"Heat oil in skillet over medium-high heat. Add shrimp, onion, garlic, vegetable oil, fish sauce, lime, juice of, fresh ground pepper, sea salt, sugar. Cook until shrimp are coated. Sprinkle on spices to taste. Sprinkle on flour. Turn and coat shrimp. Add enough water to make gravy. Add vinegar. Serve over rice.","large shrimp, wooden skewer, onion, garlic, vegetable oil, fish sauce, lime, juice of, fresh ground pepper, sea salt, sugar",vietnamese grilled shrimp tom cang nuong,31594
"Mix eggs, green onions, seasoning salt, stuffed green olive, mayonnaise, fresh ground black pepper, cayenne pepper, bread, lettuce, tomatoes. Serve on a good quality bread. Of course you can adjust the amount of ingredients to your preference.","hard-boiled eggs, green onions, seasoning salt, stuffed green olive, mayonnaise, fresh ground black pepper, cayenne pepper, bread, lettuce, tomatoes",kittencal s egg or tuna and olive salad sandwiches,97601
"Preheat oven to 350 degrees and spray an oven safe serving dish with non-stick cooking spray. Using an electric mixer, blend the cream cheese and mayonnaise until smooth. Stir in green chilies, jalapeno peppers, and mexican blend cheese and mozzarella cheese. Spoon this mixture into the prepared baking dish. Mix together the panko and parmesan cheese and sprinkle it over the cream cheese mixture. Spray the panko and parmesan with a quick spray of non-stick cooking spray. Bake for 25-30 minutes or until the mixture is hot and the topping is lightly browned.","cream cheese, meat, green onions, jalapeno jelly, salt, pepper, butter flavored cracker",jenn s cream cheese dip,309316
"In large pot, boil peeled, and rinsed potatoes, diced with salt added to water. 15 to 20 minutes later, drain well and place in same pot. Beat on medium speed mixer until all lumps are gone from potatoes. Add butter and mix for a minute. Finally, add warmed milk slowly, over low fire, adding a little at a time until right consistency. Stir well over low fire just until hot once more.","red potatoes, water, fat, salt, pepper, heavy whipping cream, milk, butter",my cream potatoes,110416
Heat oil in lg skillet. Saute chicken breasts until lightly browned on both sides. Add a little more oil if necessary. Return chicken breasts to skillet. Add wine and rosemary mixture. Cook and stir for 2 minutes. Cover and simmer for 10 minutes.,"extra virgin olive oil, boneless skinless chicken breast halves, carrot, celery, great northern beans, salt, pepper, dried rosemary, fat-free italian salad dressing",rosemary chicken with white beans crock pot,147000
"Preheat oven to 350 degrees f. In a large mixing bowl, cream butter and sugar. Add eggs and vanilla, mix well. Gradually beat in the flour mixture then add chocolate chips. Drop the dough by rounded tablespoonfuls onto greased baking sheets. Bake 10-12 minutes. Let cookies rest on baking sheets for 2 minutes before removing with a spatula to wire racks to cool completely.","all-purpose flour, baking soda, salt, brown sugar, butter, egg, vanilla extract, semisweet chocolate pieces, pecans",golden chocolate treasure cookies,183037
"Mix all ingredients in a bowl. Cover, reduce heat and simmer for 15 minutes or until done.","ground chuck, egg, italian style breadcrumbs, water, catsup, worcestershire sauce, instant minced onion, cream of mushroom soup, butter, flour",stove top salisbury steak,61704
Preheat oven to 325. Grease and sugar two 9 x 5 loaf pans. Set aside. Beat eggs in small bowl. Mix oil and sugar. Add thawed strawberries and mix. Pour into loaf pans. Bake for 1 hour or until tests clean.,"dried dates, baking soda, apples, crystallized ginger, ground ginger, boiling water, butter, caster sugar, egg, self raising flour",apple and date loaf,143008
"Preheat oven to 400 degrees. Spray baking dish with cooking spray. Season breasts with taco seasoning. Bake breasts uncovered for 20 minutes. Remove from oven, spoon salsa over each piece, taking care not to drench them. Bake uncovered 5 minutes. The ones i used were very thick.","ciabatta, mayonnaise, chipotle chiles in adobo, grilled chicken breasts, hass avocado, tomatoes, monterey jack pepper cheese",dan s favorite supersized southwestern chicken sandwich,260450
"Preheat oven to 350. Place apples and water in saucepan. Cover and bring to boil. Lower heat and simmer, stirring occasionally for 20 minutes. Stir in sugar, cinnamon and cloves. Cook until all sugar is dissolved. Serve warm or cold.","apples, sugar, milk, eggs, flour, salt, nutmeg",apple custard,90902
"Preheat oven to 350 degrees. Grease a 13 x 9-inch. Cream butter with sugar, add in eggs and sour cream. Beat well. In a bowl, sift together flour, baking powder and salt. Add the flour mixture to the creamed mixture. Beat well until combined. Spread more than half of the batter in the prepared baking pan. In another bowl, cream together all filling ingredients, then carefully spread over the cake batter. Spoon the remaining cake batter over the top of the cheese mixture. For the topping mix all ingredients, and sprinkle over cake. Bake for about 50-55 minutes or until middle feels set and not jiggly.","flour, baking soda, sugar, baking powder, salt, egg, milk, butter, raisins, cinnamon",grandma b s coffee cake,208704
"Place potatoes in a saucepan and cover with water. Cover and bring to a boil. Cook for 20-25 minutes or until tender. Drain well. Add soymilk, vegan margarine, salt and pepper. Mash until light and fluffy. Add more soymilk and vegan margarine, if needed, to get a creamier texture.","russet potatoes, mayonnaise, parmesan cheese, red onion, salt and pepper",creamy dreamy mashed potatoes,91849
"Preheat oven to 350 degrees. Grease 9x13 pan. Beat eggs, sugar and oil, together. Add flour, soda and cinnamon. Mix well. Add apples and walnuts, mix together. Pour into prepared pan. Bake 40 to 45 minutes.","apples, sugar, flour, egg white, oil, walnuts, cinnamon, baking soda, salt",light autumn apple cake,58609
"In a saucepan, combine chocolate chips, milk and salt. Cook and stir over low heat until chocolate melts. Stir in pie filling and extracts. Pour into crust. Chill 2-3 hours or until firm. Garnish with cool whip and cherries.","chocolate ice cream, maraschino cherries, slivered almonds, chocolate crumb crusts, whipped topping",cherry nut chocolate pie,162786
Preheat skillet to 350f. Spray skillet with vegetable spray. Add ground beef and onions and cook until beef is no longer pink. Add remaining ingredients and mix well. Cover and reduce heat to simmer for 20 to 30 minutes.,"ground beef, beans in chili sauce, dark red kidney beans, crushed tomatoes, chili powder, elbow macaroni, water, cheese",skillet chili mac,277659
"Heat 2 tablespoons reserved oil in a large skillet, over medium heat. Saute garlic for 1 to 2 minutes or until golden. Sprinkle both sides of the fish with salt and pepper. Place fish in the skillet. Cover, and cook for 8 to 10 minutes, or until fish flakes easily with a fork. Add the spinach and sun-dried tomatoes to the skillet. Cover and cook for 1 to 2 minutes, or until fish flakes easily with a fork. Add the spinach and","lemon juice, instant coffee powder, butter, onion powder, sea salt, catfish fillets",grilled catfish with coffee butter,40740
"Preheat oven to 375 degrees. Grease 12-cup muffin pan. Set aside. In a large bowl, combine spaghetti, eggs, parmesan cheese, and pepper. Evenly press mixture into muffin cups to form a crust. Evenly top each cup with pasta sauce, then mozzarella cheese. Bake 15 minutes or until bubbling. Let stand 5 minutes before serving.","spaghetti, bacon, eggs, parmesan cheese",yellow spaghetti,325039
"Boil the tomatillos and jalapenos in salted water until just tender, about 10 minutes, then drain. Place in blender or food processor with cilantro, onion and garlic and blend until smooth. Heat oil in a skillet over medium-high heat. Pour sauce in and stir for 5 minutes. Add broth and salt, return to a boil, then simmer for 8 to 10 minutes until thickened.","tomatillo, jalapeno peppers, onion, garlic cloves, cilantro, chicken broth, vegetable oil",taco bell style green sauce,347669
"In a large bowl, combine vodka, tomato juice, bouillon, fresh lime juice, pickapeppa sauce, worcestershire sauce, hot red pepper sauce, salt, lemon pepper seasoning, celery rib. Simmer over low heat for 30 minutes, stirring occasionally, or until meat is tender. Serve over hot cooked rice or noodles.","vodka, tomato juice, bouillon, fresh lime juice, pickapeppa sauce, worcestershire sauce, hot red pepper sauce, salt, lemon pepper seasoning, celery rib",creole bloody mary,244731
"In large, resealable plastic bag, or shallow glass container, combine the first seven ingredients and mix well. Add steak, turn to coat. Seal bag, or cover container, and refrigerate for 8 hours or overnight, turning occasionally. Drain and discard marinade. Grill, covered, over medium-hot coals for 6-8 minutes on each side, or until meat reaches desired doneness.","beef sirloin, garlic cloves, vegetable oil cooking spray, green onions, bok choy, light soy sauce, oyster sauce, low-fat beef broth, tomatoes, salt & pepper",beef and garlic,215129
"Preheat oven to 350 degrees. In large bowl, mash the bananas until smooth and add the sugar and vanilla, blending until incorporated. In another bowl, mix the dry ingredients until well blended and add to the bananas. Mix these thoroughly. Pour this into a 9x13 glass baking dish or a regular loaf pan. Bake at 350 for an hour.","butter, bananas, ground cinnamon, coconut milk, coconut",coconut baked bananas or plantains,460389
"Cook pasta by following the package directions, adding lemon juice, salt, pepper and parmesan cheese.","rigatoni pasta, extra virgin olive oil, garlic, lemon, rind of, heavy cream, tomatoes, parmesan cheese, flat leaf parsley, salt and pepper, lemon, juice of",rigatoni with lemon parmesan cream,95007
"In dutch oven or electric skillet, heat oil. Add onion, saute 2 min, add beef, cook and stir until done. Add flour, cook and stir 1 minute. Add milk, butter and spices, stir until creamy. Fold in macaroni. Top with cheese, cover and heat until cheese melts.","kraft macaroni and cheese, milk, butter, ground beef, diced tomatoes, whole kernel corn, white onion, celery, taco seasoning, sour cream",skillet taco mac n cheese,315123
"In a large skillet, heat oil to medium-high heat. Add chicken and brown. Put chicken in crockpot. Add frozen vegetables and tapioca. Mix well. In a small bowl, mix all remaining ingredients. Pour on the chicken. Cover and bake at low heat for 4 hours.","boneless skinless chicken breast, teriyaki sauce, garlic, pita bread rounds, romaine lettuce leaves, tomatoes, bean sprouts",teriyaki chicken pitas,40385
"Combine cheeses in bowl. Brush top side of each slice of bread with melted butter. Flip 4 slices over, sprinkle with cheese, and compact cheese lightly with hand. Cover with remaining bread slices, buttered side up. Heat large nonstick skillet over medium-low heat for 1 minute. Place 2 sandwiches in pan and weight with round cake pan, pressing lightly. Leave cake pan on top and cook until first side is golden brown, 3-5 minutes. Flip sandwiches, press again with cake pan, and cook until golden brown, about 2 minutes. Repeat with remaining 2 sandwiches.","multigrain bread, sharp cheddar cheese, apple butter, butter",grilled cheesy apple sandwiches,76515
"Preheat your oven to 350. Rinse the barley in cold water and drain. In a medium skillet, heat the butter and brown the pine nuts, be careful, they burn easily so watch them. Remove with a slotted spoon and reserve. Saute the scallions and barley until the barley is lightly toasted. Remove from the heat and stir in the nuts, parsley, salt and pepper- spoon this mixture into an ungreased 2-quart casserole dish. Heat the broth to boiling and pour over the barley mixture. Stir to blend well, bake, uncovered, for 1 hour and 10 minutes.","olive oil, onion, long-grain rice, chicken broth, pine nuts",rice pilaf with pine nuts,282832
Layer fruit salad ingredients in order as listed in air tight container. Mix salad dressing ingredients together. Put salad dressing on top of layered fruit. Do not mix. Refrigerate overnight. Do not unseal until ready to serve. Mix just before serving.,"iceberg lettuce, navel oranges, golden delicious apples, green seedless grapes, mayonnaise, sour cream, mild cheddar cheese",overnight layered fruit salad,409862
"Mix limeade, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita mix concentrate, margarita","frozen limeade concentrate, margarita mix concentrate, cold water, squirt soda, ice, salt, lime slice",juanita punch non alcholic,179207
"Preheat oven to 375 degrees. Place chicken in glass baking dish. In a small bowl, combine the remaining ingredients and whisk together until well blended and smooth. Pour sauce mixture over chicken. Bake chicken with sauce mixture for about 20 - 30 minutes or until chicken is cooked through. For best results turn chicken over half way through cooking","boneless skinless chicken breast halves, butter, mushrooms, onion, green peppercorns in brine, chicken broth, whipping cream, dry sherry, dijon mustard",gg s chicken in creamy dijon sherry sauce,230049
"In a separate pan cover 3 diced and peeled potatoes with water and simmer until tender. Drain water and mix until cooked potatoes are a thick liquid. In a large pot, add vegetable broth, potato diced with peel, onion, carrots, celery ribs, vegetable broth, creamed corn, bay leaf, paprika, green onion toppreparation:In a separate pan cover 3 diced and peeled potatoes with water and simmer until tender. In a large pot, add vegetable broth, potato diced with","frozen hash brown potatoes, onion, frozen mixed vegetables, ham, creamed corn, chicken broth, fat free cream cheese, skim milk, salt and pepper",creamed vegetable soup,269121
"Preheat oven to 350, wrap cauliflower in foil, roast about 1 hour. Peel and put in a small bowl, and mash. Cook cauliflower in pot of boiling water until tender, about 20 minutes, drain. Heat oil in pot over medium heat, add garlic and shallots. Saute 2 minutes. Add to potatoes, mash potatoes with garlic and shallots, add the butter, cheese and sour cream. Season with salt and pepper.","head cauliflower, vegan cream cheese, nutritional yeast, garlic, vegan chicken broth, fresh ground black pepper, chives, vegan margarine",garlicky mashed cauliflower potatoes,471676
"Heat olive oil in a large skillet over medium heat. Add garlic, lemon zest, sun-dried tomatoes, basil, capers, salt and freshly ground black pepper, halibut fillet, and cook over medium heat. Add the basil to the pasta and serve a small bundle alongside your entree or serve as a delicate first course.","fresh lemon juice, olive oil, garlic cloves, lemon zest, sun-dried tomatoes packed in oil, fresh basil, capers, salt & freshly ground black pepper, halibut fillet",grilled lemon basil halibut,119094
"Preheat oven to 350 degrees f. Spray 9 by 13-inch casserole dish with pam. Put broccoli, garlic salt and pepper in a bag and toss. Place in casserole dish and top with cheddar cheese. Cover and bake for 20 minutes.","broccoli florets, red pepper, cream of mushroom soup, milk, cheddar cheese, black pepper, french-fried onions",broccoli bake,203481
Combine all ingredients except oil in food processor. Blend till combined. While machine is running slowly pour in oil in thin steady stream. Continue to add oil until mayonnaise reaches desired thickness. Do not over beat.,"garlic, egg yolk, fresh lemon juice, dijon mustard, olive oil, vegetable oil",aioli,39344
"In a large sauce pan. Add the onion, tomatoes, dried red chilies, coriander seeds, turmeric, green chilies, garlic cloves, sunflower oil, fresh coriander leaves. Bring to a slight boil. Add shrimp and fresh or frozen but thawed broccoli florets. Take some of the excess sauce and pour into a bowl. Whisk and return to pan. Bring to full boil and stir constantly. As soon as thickening begins, remove from heat and serve over white rice. You may also use one of them premade asian vegetable medleys in this recipe and pour sauce over it. Can be used for beef, chicken or pork as well.","panir, onion, tomatoes, dried red chilies, coriander seeds, turmeric, green chilies, garlic cloves, sunflower oil, fresh coriander leaves",hot chilli paneer,137674
"In a medium bowl, combine the gluten free breadcrumbs, italian seasoning, garlic, oregano, basil, milk, turkey breast cutlets, olive oil. Slowly whisk in the olive oil to thoroughly combine. Place the turkey cutlets in a shallow dish and pour the liquid over top. Cover and place in the refrigerator for at least 1 hour. Preheat the grill or oven broiler. Place the breasts directly on the grill, or on a roasting rack beneath the broiler. Cook for about 20-25 minutes, or until the turkey is fully done. Turn the breasts frequently to prevent burning.","gluten free breadcrumbs, italian seasoning, garlic, oregano, basil, milk, turkey breast cutlets, olive oil",breaded turkey breasts,388322
Preheat oven to 350 degrees f. Bake for 15 minutes or until golden. Serve warm.,"prepared pizza crust, pastrami, russian salad dressing, sauerkraut, swiss cheese",reuben roll,32316
"Combine margarine, cream cheese, powdered sugar, salt, vanilla, coconut, chocolate chips, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraffin wax, paraff","margarine, cream cheese, powdered sugar, salt, vanilla, coconut, chocolate chips, paraffin wax",coconut easter eggs,19723
"Mix bread crumbs, parsley, salt and garlic. Dip chicken strips into egg and then coat with bread crumbs. Melt butter in large skillet over medium-high heat. Cook chicken for 5-6 minutes or until thoroughly cooked and no longer pink inside. Serve with your choice of sauces.","whole wheat bread, parmesan cheese, parsley, lemon zest, boneless skinless chicken breast, salt, pepper, reduced-calorie mayonnaise",ww 4 points lemon crumb chicken,252453
"Spread chilis on bottom of 8x8 baking dish. Mix eggs with garlic powder and pepper. Pour over chilis. Sprinkle with cheese. Bake, uncovered at 350 for 25 minutes. Cool for 10 minutes, cut into squares. Serve on crackers.","cheese, green chilies, bacon, onion, egg",cheese javelina,55507
"Place shrimp in a medium bowl, add pineapple, jalapeno, cilantro, salt and pepper and cook for 5 minutes. Add shrimp and cook gently for 3-4 minutes. Dont overcook or shrimp will be tough and rubbery. Serve over cooked jasmine rice.","pineapple, jalapeno, cilantro, salt and pepper, medium shrimp, curry powder, salt, olive oil",curried shrimp with pineapple salsa,114147
"Place beef in slowcooker. Add sliced onions. Mix together the vegetable juice, brown gravy mix, garlic, pepper and thyme. Pour liquid mix over beef in slowcooker. Cover with the lid and cook on low for about 7-8 hours or until desired doneness.","boneless beef chuck roast, garlic powder, onion powder, salt & pepper, barbecue sauce",slow cooker barbecue beef,282181
"Combine butter, splenda brown sugar blend, splenda granular, unsweetened applesauce, ground cinnamon, instant apple and cinnamon oatmeal, eggs, baking soda, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant apple and cinnamon oatmeal, eggs, instant","butter, splenda brown sugar blend, splenda granular, unsweetened applesauce, ground cinnamon, instant apple and cinnamon oatmeal, eggs, baking soda, all-purpose flour",apple cinnamon oatmeal bread,191073
"Heat oil in large pot over medium heat until hot. Add chicken, onion, and peppers, cook and stir until chicken is browned. Add water, tomatoes, and tomato sauce and bring to a boil. Add tortellini, making sure that tomato mixture covers it completely. Cook 15 to 20 minutes until sauce is thickened and chicken is cooked through. Stir frequently during cooking.","condensed chicken broth, salsa, orange rind, meat-filled tortellini, frozen corn, evaporated milk, salt, fresh cilantro",southwest tortellini chowder,18447
