,result
188,"Preheat the oven to 400. Cover a glass baking dish with aluminum foil and place the chicken breasts on top. Zest all 3 of the lemons into a small bowl, and then add the juice of 2 of the lemons. Add the pepper and all the other ingredients into the bowl. Mix the combine and pour over all the chicken breasts. Bake for 1 hour. Remove from the oven and drizzle with the lemon juice of the last lemon, and a few more grinds from pepper mill."
189,"Preheat oven to 350 degrees. Grease a 12-cup muffin tin with butter and set aside. In a large mixing bowl, whisk together the flour, sugar, baking powder, salt and baking soda. Add the butter and rub it into the flour with your finger. Add the buttermilk and stir until the dough is slightly firm. Spoon the mixture into the prepared muffin tin and bake in the center of the oven till brown and crusty, 40-45 minutes."
190,"Place beef on top of vegetables. Mix horseradish, salt, pepper and 1 cup water. Pour over top of beef. Cover and cook on low for 8-10 hours or until beef and vegetables are tender. Remove 2 cups of juices from crock pot and put into small sauce pan. Mix corn starch with 2 t cold water and then add to juices. Bring to a boil while stirring constantly until thickened. Serve gravy over meat and vegetables."
191,"Preheat oven to 375 degrees. In a large mixing bowl stir together flour, baking soda, and salt. Set aside. In a large mixing bowl with an electric mixer on medium speed cream butter and sugars until fluffy. Beat in eggs, one at a time, then vanilla. On low speed gradually add flour mixture and mix just until blended. Stir in chocolate chips and walnuts. Drop dough by rounded tablespoonfuls 2 inches apart on ungreased baking sheets. Bake for 9 to 12 minutes. Transfer cookies to cooling racks to cool."
192,"Preheat oven to 180 degrees celsius. Lightly grease and line a 20cm cake tin and line with baking paper. In a bowl combine the flour, oats, bicarbonate of soda, allspice, sugar and pecans. Make a well in the centre and then add the oil and egg and then the apples and combine all ingredients well together. Pour mix into the prepared tin and cook for 35 minutes until golden brown."
193,"In a small bowl, beat the cream cheese until smooth. Gradually beat in milk and mayonnaise until blended. Add the cheese spread, cream cheese, rotel, smoked sausage, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mozzarella cheese, mo"
194,"Preheat oven to 450 degrees. In foil lined roasting pan, toss carrots with oil and cayenne and season with salt. Arrange in single layer, using two pans if needed. Roast tossing one halfway through for 30-40 minutes, or until tender. In a small bowl, whisk together honey, zest and lemon juice. Season with salt. Drizzled over carrots and toss to coat."
195,"Preheat oven to 325 degrees. Beat cream cheese in bowl with electric mixer on medium, until creamy. Add sugar and beat until well blended. Add sour cream, lemon juice and lemon peel. Mix well. Add eggs, 1 at a time, mixing on low speed after each addition just until blended. Pour batter into pie shell. Bake at 325 degrees for 35- 40 minutes or until center is almost set. Cool completely on wire rack. Refrigerate 4 hours or overnight."
196,"Preheat the oven to 375. Place the chicken, with the skins on, in a single layer in a shallow roasting dish and set aside. Heat the oil in a small saucepan and gently fry the green onions and garlic for about 2 minutes, until softened, but not browned. Add the honey, orange segments and soy sauce to the pan, stirring well and cook until the honey has completely dissolved. Pour the sauce over the chicken and bake, uncovered, for about 45 minutes, basting once or twice until the chicken is cooked."
197,"Preheat oven to 180deg. Place corn on baking tray and roast for 30 mins, allow corn to cool and then squeeze out the flesh and mash in a small bowl. Add the olive oil, balsamic vinegar and dijon mustard and whish well together. Season with salt and pepper. Chop corn into bite sized pieces, then grill or dry fry for 3-5 mins or until crisp. Place salad leaves into bowl and add bacon, onion, tomato and avocado. Toss well. Whisk the dressing ingredients again to ensure they are mixed well and then pour over salad."
198,"Place brisket on top of onions and carrots, fat side down. Season all sides of brisket liberally with the kosher salt and ground pepper. Place brisket on top of onions and carrots, fat side down. Combine mustard, sugar, worcestershire sauce, beef broth and red wine in a separate bowl and pour over brisket. Set crock pot to low and cook for 3 hours. After 3 hours, turn the roast onto one side and cook for 20 minutes. After 20 minutes, turn the roast on the next side and cook 20 minutes, repeat until the roast has the fat side on the bottom again. Cook for about 2 more hours usually 6 hours total. The roast is done when it shreds easily with a fork."
199,"Preheat oven to 350 degrees. In a large mixing bowl, combine the first 4 ingredients. In a 2-quart saucepan, heat the honey, oil and vanilla until syrupy. Add to the dry ingredients and mix well. Spread on a jelly roll pan. Bake for 20 minutes, stirring every 5 minutes. Store in an airtight container or plastic bag in the refrigerator. It will keep for several weeks."
200,"Preheat oven to 350f. Butter a 15 x 10-inch jellyroll pan. Cream butter with sugar and beat until light and fluffy. Add peanut butter and beat until combined well. Beat in egg, vanilla and salt. Add flour and beat until combined. Stir in coconut. Spread mixture evenly in prepared pan. Sprinkle peanuts over, pressing them in lightly. Bake for 20-25 minutes, or until a tester comes out clean. Let cool, cut into 24 bars and then the bar on the diagonal, making 48 cookies."
201,"Place blueberries, sugar, lemon juice, lime zest in a large bowl. Add to a large bowl and add cinnamon and pectin. Bring to a boil, stirring constantly for 3-5 minutes. Add sugar and bring to jam stage stirring constantly to prevent scorching. Boil for 3 minutes more. Skim off any foam with a wooden spoon. Jar as usual."
202,"In a small saucepan, heat honey, orange juice and brandy to boil. Reduce heat and add strawberries. Simmer for 10 minutes. Stir in corn starch. Remove from heat and let cool. Refrigerate before use. Use as a topping."
203,"Place cabbage in a medium saucepan. Add water to cover by one inch. Bring to a boil. Partially cover and boil until tender crisp, about 5-8 minutes. Drain. Heat olive oil in a large skillet over medium low heat. Add garlic and mushrooms and saute, stirring occasionally, until mushroom liquid evaporates, about 6 minutes. Add carrots, sugar, thyme, salt and pepper, cover and cook over low heat 15 minutes. Uncover, remove garlic. Discard. Increase heat to medium-high. Cook, stirring often, until carrots and mushrooms are very lightly browned, 2-5 minutes."
204,"For meat, combine all but the salt in a large plastic zipper bag. Marinate in refrigerator, turning the bag occasionally, for 2 hours. Remove pork and discard marinade. Sprinkle pork evenly with salt. Grill meat over indirect heat for about 20 minutes, or until internal temperature reaches 155. Let stand 10 minutes. Slice crosswise. For salsa, combine all ingredients in a large plastic zipper bag"
205,"Heat oil in a large skillet over medium-high heat. Add shrimp and saut briskly, cooking through, for approximately 4-5 minutes. Season with salt and pepper to taste. In a bowl, toss lettuce with dressing. To assemble sandwich, place cooked shrimp on one half of toasted bread, then top with dressed lettuce and grated parmesan cheese. Top with other half of bread and slice into 4 to 6 portions."
206,"Heat the oil in a large saucepan over medium heat. Add the onion and saut for about 3 minutes, until translucent. Add the garlic and saut one minute longer. Add the carrots, broth and salt. Bring to a boil, then reduce the heat to medium-low. Simmer, partially covered for about 20 minutes, or until carrots are tender. Stir in the chiles, lime juice and rice. Cool and pure the soup with a food processor, blender or immersion blender. The easiest way to puree is to add the solid ingredients to your food processor with just enough liquid to puree and then mix this thick pureed mixture back into the broth. Reheat, if necessary and serve warm."
207,"Preheat oven to 400f. Place squash, seeds still in, cut side up on a cookie sheet and bake for 45 minutes or until soft. Remove from oven and scoop out the seeds and fibers. Mix remaining ingredients and distribute evenly into the cavity of each squash. Return to oven for apprx 10 minutes."
208,"In a large skillet sprayed with butter-flavored cooking spray, brown meat and onion. Add beef stew meat, onion, garlic clove, diced tomatoes, pimientos, ground cumin, salt, ground black pepper. Mix with the meat until evenly coated. Pour in broth. Add salt and ground black pepper pour into crock pot, add garlic put on high for an hour then reduce to low for six to seven hours stirring occasionally."
209,"Preheat oven to 450f. Cut chicken in half. Arrange, skin side up, in a roasting pan. Combine butter, lemon juice, and spices in a small bowl and mix well. Brush chicken with mixture. Roast until juices run clear. Broil 6 inches from heat for 3 minutes."
210,"In a large saucepan, melt butter over medium-high heat. Cook garlic until tender and fragrant but not browned, about 1 minute. Add onion and celery. Cook for 2 minutes more. Add garlic and cook for 1 minute. Simmer for 20 to 25 minutes or until liquid is absorbed. Stir in dill. Season with salt and pepper to taste."
211,"Preheat oven to 325 degrees f. In a large, heavy skillet over medium-high heat, brown ground beef, and drain fat. Mix in dry taco seasoning. Spoon browned meat into a 9x13 inch glass baking dish. Spoon a layer of refried beans over meat, then salsa. Top with shredded cheese. Bake about 20 to 25 minutes in the preheated oven."
212,"Preheat oven to 350f degrees. Mix flour, brown sugar, cocoa, baking soda, and salt with fork together. Mix in remaining ingredients except chocolate chips and pour into an ungreased 8x8x2-inch baking pan. Sprinkle chocolate chips over batter. Bake until wooden pick inserted in center comes out clean, 35-40 minutes. Sprinkle with powdered sugar if desired."
213,"Preheat oven to 425 degrees. Spray a small baking dish with non-stick spray. Take the stems out of the mushrooms by twisting them until they come loose. Mince the stems and place them in a small dish. Add the cheese, parsley, oil and cayenne pepper to the dish and mix well. Place the caps in the dish stem side up. Spoon the mixture into the caps. Bake 12-15 minutes or until tender. Let cool slightly before serving."
214,"Preheat oven to 350-degrees f. Place salmon in 8-inch baking dish and set aside. In a small cup or bowl mix together next 3 ingredients and pour over salmon. Bake for 20 - 25 minutes or until cooked through. Sprinkle with salt, parsley and green onion."
215,"In a small saucepan on medium heat, warm the vinegar and sugar together until the sugar dissolves. Set liquid aside to cool. Chop the dill. Slice the cucumber very thinly and arrange in layers on a shallow, non-reactive platter with sloped edges. Sprinkle with salt and pepper and garnish with the fresh dill. Pour the dressing over the cucumbers. Let marinate at least 1 hour or overnight. Yield is estimated."
216,"Mix all ingredients together in blender. Pour into 6- 3oz molds or paper cups. Freeze for one hour, place sticks in the middle. Freeze for another 3 hours, until solid. To release pops, dip molds into hot water until pops loosen and slide out. If using paper cups, peel away paper."
217,"Preheat oven to 350 degrees. Place all ingredients into a large mixing bowl and mix until just moistened. Spoon into lined or nonstick, sprayed mini muffin pan. Bake at 350 degrees for 15 minutes. Remove muffins from the tray and cool on a wire rack."
218,"In a large mixing bowl, combine 2 cups flour, yeast, sugar, salt and pepper. Mix well in a saucepan, heat milk, water and shortening until warm. Add to flour mixture add egg and beat at low speed until moistened. Beat 3 minutes at medium speed. By hand, add cheese and enough flour to make a firm dough. Knead well on a floured surface until smooth and elastic, about 10 minutes. Punch dough down, divide into 2 parts. Shape into 2 round loaves. Place on a greased baking sheet, cover and let rise in a warm oven until light and doubled, about 30 minutes. Bake at 375 degrees for 20-25 minutes, until golden brown. Cool on racks, makes 2 loaves."
219,"Preheat oven to 400 degrees. Spray 9x12 casserole dish with non-stick cooking spray. Prepare stuffing as directed. Let sit. Cut chicken into bite-sized pieces. Combine soup, veggies and chicken into 9x13 casserole dish. Stir until everything is mixed thoroughly. Add stuffing on top of casserole. Bake for 30 minutes, or until chicken is thoroughly cooked."
220,"Preheat oven to 350f. Lightly spray a baking sheet with vegetable oil spray and set aside. Sprinkle crumbs onto an ungreased baking sheet and set aside. Bake for 5-7 minutes or until lightly browned. Combine bread crumbs, black pepper and parsley in a shallow pan and set aside. Raise oven temperature to 400f. Combine mayonnaise, water and hot pepper sauce in shallow bowl, mixing well. Dip fish in mayonnaise mixture and then dredge in bread crumbs. Place fish on greased baking sheet and bake in oven 17-18 or until fish flakes easily. Serve with lemon wedges."
221,"Preheat oven to 400 degrees f. Arrange the pears cut side up in an 8-inch square glass baking dish. Whisk the apple juice and sugar in a small heavy saucepan over medium-high heat until the sugar dissolves. Whisk in the butter. Pour the sauce over the pears. Bake until the pears are crisp-tender and beginning to brown, basting occasionally with the juices, about 35 minutes. Spoon the pears onto plates. Top with ice cream. Drizzle with any juices and serve. The pears can also be served frozen. To do so, cool the pears, then place them in the freezer until frozen solid, about 8 hours."
222,"Preheat oven to 400 degrees f. Arrange sweet potatoes in an even layer in a 9-by-13-inch glass baking dish. Combine maple syrup, butter, lemon juice, salt and pepper in a small bowl. Pour the mixture over the sweet potatoes. Toss to coat. Cover and bake the sweet potatoes for 15 minutes. Uncover, stir and cook, stirring every 15 minutes, until tender and starting to turn brown, 45 to 50 minutes more."
223,"Heat grill to medium-high heat. Using aluminum foil, create an oblong cooking tray to be placed directly on grill. Place salmon fillet in center of tray. Season first with garlic salt, sprinkle with brown sugar, and then cover with pieces of butter. Top with sliced red onions. Pour beer of choice into tray to just below the highest point of the fillet. Cover tray with aluminum foil to envelope fish completely. Pour"
224,"Preheat oven to 450 degrees. In a small saucepan over medium heat, combine the butter, white wine, lemon juice, garlic, and parsley. When the butter melts completely, remove from heat. Arrange shrimp in a shallow baking dish. Pour the butter mixture over the shrimp. Bake in preheated oven for 10 minutes or until the shrimp are pink and opaque, reduce heat. Remove shrimp and set aside. Add garlic and cook 2-3 minutes. Do not allow garlic to brown - it will make it bitter. Add white wine, and lemon juice. Cook until wine is reduced by half. After it is reduced, add italian seasoning. Reduce heat to low, and add butter. If pan is too hot, the butter will separate. Add shrimp back into sauce, add parsley, and season to taste with salt and pepper. Sprinkle with grated parmesan cheese."
225,"Preheat oven to 375 degrees. Cut chicken into small cubes. In large pot mix vegetables, soups, butter and chicken. Cook on medium heat for 10 minutes. Put soup mixture in 10 x 13 inch baking dish. Unroll cresent rolls and cover mixture with unrolled cresents. Bake for 20 minutes or until cresent cover is golden brown. Let cool pie cool down for about 5 minutes before serving."
226,"Heat the sesame oil in a large skillet over medium heat. Add the ginger root, rice vinegar, sugar, salt, and pepper, and stir fry for 5 - 10 seconds, or until the ginger root is well browned. Remove the skillet from the heat and let the oil cool to room termperature. Pour the gari over the ginger root, rice vinegar, sugar, salt, and pepper, and stir fry for 5 - 10 seconds, or until the ginger root is well browned. Pour the gari over the ginger root"
227,Preheat oven to 350c. Grease 9x13 inch pan. Cream together both sugars and shortening. Add egg and mix together. Mix in all remaining ingredients and pour into prepared pan. Sprinkle with a little cinnamon and sugar. Bake for 35 minutes or until toothpic comes out clean.
228,"In a large saucepan, melt butter over medium heat. Cook garlic until tender and fragrant but not browned, about 1 minute. Add shrimp and mix well. Pour in stock and bring to a boil. Cover. Reduce heat and simmer gently for 20 to 25 minutes or until liquid is absorbed. Stir in dill. Season with salt and pepper to taste."
229,"Melt butter in a heavy nonstick skillet over medium high heat. Saut onion and garlic about 6 minutes until tender. Add flour and cook 2 minutes, stirring frequently. Gradually whisk in milk. Increase heat to high and whisk 2-3 minutes, or until mixture boils and begins to thicken. Reduce heat to low and stir in remaining ingredients, except cheese. Season with salt and pepper to taste. Cook until heated through. Serve sprinkled with parmesan cheese."
230,"Preheat oven to 400f. Cut off the ends of the brussels sprouts and pull off any yellow outer leaves. Mix them in a bowl with the olive oil, salt, and lemon-pepper seasoning. Transfer them to a sheet pan and roast for 35 to 40 minutes, until crisp outside and tender inside. Shake the pan from time to time to brown the brussels sprouts evenly. Sprinkle with more kosher salt, if you like, and serve hot."
231,"Preheat oven to 425 degrees f. And grease a 8 inch square baking pan. Sift the cornmeal, flour, baking powder and salt together. In a seperate bowl mix the egg, buttermilk oil and honey. Add the egg mixture to the dry ingredients. Beat until smooth. Pour into pan. Bake 20 minutes edges may start to brown a little."
232,"Preheat oven to 350c or 350f. Melt the butter in a large pan. Then add sugars and cook, stirring, until combined. Remove from heat. Add all of the remaining ingredients and stir gently until combined. Place level tablespoons pf mixture, about 3cm apart, on lightly greased oven trays. Bake in a moderate oven about 15 minutes or until golden brown. Stand for 5 minutes before removing from trays to cool on a wire rack."
233,"Preheat oven to 450 degrees. Line pastry shell with foil and bake 5 minutes. Remove foil and bake 5 additional minutes. Remove from oven and reduce temperature to 325 degrees. In a bowl, stir together eggs, milk, onion, salt, pepper, and nutmeg. Add vegetables or meat and stir. Toss shredded cheese with flour and add to egg mixture, stirring well. Pour into pastry shell and bake for 35 to 40 minutes. You might want to add foil around the edges to prevent over browning."
234,"In a 2-quart pitcher combine cranberry juice cocktail, frozen orange juice concentrate, lime juice, vodka, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice,"
235,"Preheat oven to 350 degrees and grease a 9x13 pan. Melt shortening, then mix in brown sugar and water, then mix in eggs and vanilla. Whisk flour, baking soda, baking powder and salt together, then combine with other ingredients. Stir in chocolate chips and spread in pan. Bake for 30 or until done."
236,"Preheat oven to 350 degrees f. Pat pork chops dry with paper towels and generously season with salt and pepper. Heat a large ovenproof skillet over medium high heat. Sear chops in 1 tablespoon of oil until well browned, about 3 to 4 minutes per side. Transfer to a plate. Add remaining tablespoon of oil to skillet and cook onion and rosemary, stirring occasionally, until onions begin to caramelize and turn golden, about 5 minutes. Add garlic and cook another minute. Stir in tomatoes, anchovies, remaining salt and pepper and cook, stirring occasionally, until tomatoes break down, about 8 minutes. Return pork chops to skillet and spoon sauce over chops. Cover skillet and place in preheated oven and cook until internal meat thermometer reads 145 degrees f, about 15 minutes. Serve over polenta, egg noodles, or rice."
237,"In a large pot filled with boiling water, blanch potatoes for 10 seconds. With a slotted spoon, transfer potatoes to colander to cool. Peel, seed and quarter potatoes. In a medium frying pan, melt butter over medium heat. Add onion and cook, stirring occasionally, until golden, 4-5 minutes. In a blender or food processor, puree potatoes, onion, pumpkin and broth until smooth. Transfer to a large saucepan. Add sherry, salt, pepper and tarragon. Cover and simmer, stirring occasionally, 5 minutes. Add cream and heat through, about 3 minutes. Serve hot."
238,"Heat oil in a skillet over medium high heat. Cook chicken until browned stirring often. When done cut into strips. Place back into skillet and add soup, water, corn& tortillas. Bring to a boil. Cover, cook over low heat for 5 minutes or until hot. Top with cheese and serve."
239,"In a small mixing bowl, combine powdered sugar and cinnamon. Set aside. Take breadsticks and cut them in half lengthwise. In a small microwave pyrex bowl, melt butter in microwave. Take each halved breadstick and dip into butter then roll in cinnamon mixture. Twist each strip 2 or 3 times and place on ungreased baking sheets. Bake at 350 degrees for 15 to 18 minutes. Let cool on wire racks. Makes 16 toasted sticks."
240,"In a food processor or blender, blend the cream cheese, feta cheese green onion, pepper and oregano, until smooth, scrape down the sides, add the tablespoon of either yogurt or sour cream. Cover and refrigerate for 1 hour. Rinse the cherry tomatoes and remove stems. With a sharp knife, cut a slice fron the non-stem end of each tomato. With a small spoon scoop out as much of the seeds and pulp and you can, arrange the hollow tomatoes on paper towel lines plate to drain. After the cheese mixture has chilled for 1 hour, transfer the it to a small zipper-top plastic bag, squeeze out air. Snip off one corner, squeeze the cheese filling into each tomato, arrange on serving dish and sprinkle with paprika."
241,"Preheat oven to 350f. Butter a 15 x 10-inch jellyroll pan. Cream butter with sugar and beat until light and fluffy. Add peanut butter and beat until combined well. Beat in egg, vanilla and salt. Add flour and beat just until combined. Stir in coconut. Spread mixture evenly in prepared pan. Sprinkle peanuts over, pressing them in lightly. Bake for 20-25 minutes, or until a tester comes out clean. Let cool, cut into 24 bars and then the bar on the diagonal, making 48 cookies."
242,"Heat oil in a large skillet over medium high heat. Add onion, garlic, and jalapeno peppers and cook, stirring, 4 minutes. Add rice and cook, stirring, 1 minute. Add remaining ingredients. Bring to a boil, stir, and cover. Place in oven and bake until rice is tender, about 50 minutes. Fluff with fork before serving."
243,"Preheat oven to 400 degrees f. In a food processor, combine the cheese and butter. Process until the mixture is smooth. Add the scallions and pulse until combined. Season with salt and pepper, to taste. Spread the cheese mixture on the cut sides of the bread. Place on a baking sheet and bake for 10 to 12 minutes until golden. Remove from oven and serve immediately."
244,"Heat oven to 350 degrees. In large skillet, heat the oil and gently fry the pork for 5 mins until soft. Add the tom puree and cook for further 5 mins, stirring occasionally. Add the chopped tomatoes and vegetable stock and bring to the boil. Reduce heat and cook out for 35-40 mins stirring occasionally. Meanwhile, in a saucepan fry the bacon lardons until crispy. Add the beans and sauce and stir together. Cover and gently simmer for 5-10 mins until thick and syrupy."
245,"Place chicken breast halves in a resealable plastic bag set in a shallow dish. For marinade, stir together lime peel, lime juice, cooking oil, dried thyme, black pepper, salt, garlic cloves, salsa, lime wedgepreparation:Place chicken breast halves in a resealable plastic bag set in a shallow dish. For marinade, stir together lime peel, lime juice, cooking oil,"
246,Mix powdered drink mix with water. Pour into ice trays. Fill punch bowl or large pitcher. Add lemon-lime cubes and lime slices.
247,"Preheat oven to 400 degrees. In a medium bowl, whisk eggs until well beaten and slightly frothy. Whisk in milk, chives and black pepper. Set aside. In a large ovenproof skillet, heat olive oil or butter over medium heat until hot but not smoking. Add egg mixture to skillet and then quickly arrange remaining ingredients on top of eggs. Cook for 3 minutes on the stovetop without stirring. Transfer to oven. Bake until the top is golden brown and the frittata is set, about 30 minutes. Let cool slightly before serving."
248,"In a large mixing bowl, combine eggs, milk, sugar, vanilla, cinnamon and nutmeg. Dip bread slices into egg mixture, coating both sides. In a skillet or on a griddle, melt 1 tablespoon of the butter over medium heat. Add half of the bread slices and cook for 2 to 3 minutes on each side or until golden brown. Repeat with remaining butter and bread slices. Serve warm."
249,"Heat oil in skillet, add onion, pepper, tomatoes, cilantro, garlic and tomato paste. Cook for 10 minutes. Bring sauce to a boil, then add shrimp and lemon juice. Reduce heat to medium and cook for 2 minutes. Add coconut milk and stir-fry 3-4 minutes until shrimp are pink and opaque. Add cilantro. Toss well and transfer to serving plates. Top each serving with 1 tablespoon toasted coconut and 1 tablespoon chopped peanuts. Garnish with lime wedges."
250,"In a large microwave safe bowl, combine the sugar, cornstarch, salt, and milk. Combine well, then cook on high in the microwave for 8 minutes. Remove the bowl from the microwave. Pour a small amount of the mixture into a small bowl. Add the egg yolks to the smaller bowl, mixing until well-combined. Pour into the prepared pie shell and chill for at least 2 hours. Return the bowl back to the microwave and cook on high for and additional 1-2 minutes, until the mixture has thickened. Remove from the microwave and stir in the butter and vanilla. Stir until the butter has melted."
251,"Preheat oven to 350 degrees. In a large mixing bowl, cream together the butter and two sugars until well combined. Beat in vanilla pudding mix. Add eggs, one at a time, until well incorporated. Mix in vanilla extract. In another small bowl, mix together flour, baking soda, and salt. Add the dry ingredients to the wet ingredients, mixing until just incorporated. Fold in m&ms and white chocolate chips. Drop tablespoon size cookie dough onto prepared cookie sheet. Bake for 10 minutes, or until just turning golden brown. Cool on cookie sheet for 5 minutes before removing to wire rack to cool completely."
252,"Preheat oven to 400 degrees f. Cut zucchini into wedges, like you would steak cut fries. Beat egg with 1 tablespoon water. Mix parmesan cheese with herb seasoning. Dip zucchini into egg, then coat with cheese by pressing slices into mixture. Bake on well greased baking sheet for approximately 15 minutes, or until they reach desired browness. You can also turn them carefully to brown on both sides. I do not turn them when i make them."
253,"Preheat oven to 350f. Mix all ingredients except the brown sugar and 4 tbsp cocoa and hot water. Spread into a 9x9 pan or equivalent. Mix first 4 ingredients and pour into a greased 9x13 baking pan. Bake at 350f for approximately 40 minutes until toothpick inserted into center comes out clean. Serve warm or cool and garnish with whip topping or vanilla ice cream, if desired."
254,"Preheat oven to 350 degrees fahrenheit. In a large bowl, whip butter, sugar, cornstarch, salt, butter, icing sugar, heavy cream, vanilla. Add cornstarch and cornstarch a bit at a time to incorporate. Form into two thick ropes, rolling on wax paper. Refrigerate 30 minutes. They will be firm and easy to slice into coins. Bake slices until they just begin to turn golden on the bottom. I added chocolate chips to half, and they were nice too."
255,"Preheat oven to 400f. In a mixing bowl, combine butter, treacle, eggs, plain flour, self raising flour, ground ginger, ground cinnamon, ground cloves, bicarbonate of soda. Set aside. Beat in the butter mixture, beating at low speed until well blended. Beat in the eggs and apple juice. Gradually add the flour to the butter mixture, beating at low speed until well blended."
256,"Heat oven to 350 f. In a large saucepan, over medium heat, bring 2 cups of the milk and the corn to a boil. In a small bowl, whisk together the remaining milk and the cornmeal. Whisk together the remaining milk and the cornmeal. Reduce heat and simmer gently, stirring frequently, for 3 minutes. Remove from heat. Stir in the butter, thyme, salt, pepper and eggs. Transfer to a buttered casserole or cast-iron skillet. Bake until golden and set, about 30 minutes."
257,"Preheat oven to 400. Butter a shallow baking dish. Break cauliflower into bite size pieces and cook for about 10 minutes or til still slightly firm. Drain and rinse under cold water. Prepare the sauce by melting butter in a small saucepan. Add garlic& cook over med-low heat, stirring often, for 2 minutes. Stir in breadcrumbs, pepper and nutmeg. Stir constantly until mixture thickens, about 3 minutes. Spoon over cauliflower. Sprinkle with cheese. Bake in preheated oven for 15 minutes or til cheese is melted and bubbly."
258,"In a large shallow baking pan, toast honey ginger ice cream in 325 oven, 15 minutes, stirring occasionally. Meanwhile, beat egg whites until foamy. Gradually add sugar and salt, beating until stiff. Fold in toasted honey ginger ice cream. Melt butter in same pan. Spread nut mixture on top. Bake 30 to 40 minutes at 325 or until nut are browned and butter is absorbed. Stir nuts thoroughly every 10 minutes during baking."
259,"Place all ingredients in a food processor fitted with a metal blade and process just until mixture is powdery -- about 30 seconds. Be careful not to overprocess. Store in an airtight container for up to 6 months. To make aztec hot chocolate, combine 1 cup of milk and 2 tablespoons of the mix in a small saucepan and bring to a simmer over medium-low heat, stirring constantly until mixture is powdery -- about 30 seconds. To make aztec hot chocolate, combine 1 cup of milk and 2"
260,"Preheat oven to 350 degrees f. Slice the bread in half lengthwise, then lightly butter the bread and wrap in foil. Bake at 350 degrees f for 15 minutes. Brown the ground beef and drain the excess fat. Add the onion, and cook until the onion is transparent. Remove from the heat and add the sour cream, worcestershire sauce, salt and pepper. Remove the bread from the oven and spread the meat mixture on each half. Arrange the chopped tomatoes and chopped bell pepper on top of the meat mixture and top with the grated cheese. Place back in the oven and bake only until the cheese is melted. Serve hot."
261,"Preheat oven to 375 degrees fahrenheit. Unroll squares into 4 rectangles and place in a 13 x 9 inch baking dish. Press up sides slightly and press perforations together. Layer cooked pizza, crispix cereal, parmesan cheese, spaghetti sauce mix, garlic powder, pretzel nuggets, vegetable oil. At this point you can make it ahead and refrigerate for up to 24 hours. Mix together eggs, milk, salt and pepper. Pour mixture over the dish. Bake for 20 to 25 minutes."
