,result
200,"Preheat oven to 350f. Butter a 15 x 10-inch jellyroll pan. Cream butter with sugar and beat until light and fluffy. Add peanut butter and beat until combined well. Beat in egg, vanilla and salt. Add flour and beat just until combined. Stir in coconut. Spread mixture evenly in prepared pan. Sprinkle peanuts over, pressing them in lightly. Bake for 20-25 minutes, or until a tester comes out clean. Let cool, cut into 24 bars and then the bar on the diagonal, making 48 cookies."
201,"Mix together the dry ingredients. Set aside for 10 minutes. Mix together the dry ingredients. Lightly beat the lemon zest, then add the lemon juice, lime zest, and lime zest to the dry ingredients. Fold in the lemon zest. Pour batter into greased 9 x 5-inch loaf pan. Bake at 350 degrees for 50 to 60 minutes."
202,"Place strawberries in a blender and blend until the strawberries are just mashed up. You may need to add a little of the cream to get the mixture going. Add the other remaining ingrediets and blend for 30 seconds or so. Place cookies on bottom of 9-inch springform pan. Beat cream cheese and sugar in bowl on medium speed until well blended. Gradually add juice, beating well after each addition. Stir with wire whisk until well blended. Pour over cookies. Freeze several hours to overnight until firm. Let stand in fridge 15 minutes before serving."
203,"In a large skillet, cook the beef, seasoned salt, garlic powder, carrots and onions until beef is browned and veggies are crisp tender. Drain and return to skillet. Add water, cabbage, green peppers, soy sauce and seasoning packet from the noodles. Break noodles into small pieces, add to pan and stir well to cover noodles with liquid. Cover and simmer for 15 minutes or until liquid is absorbed and noodles are tender."
204,"For meat, combine all but the salt in a large plastic zipper bag. Marinate in refrigerator, turning the bag occasionally, for 2 hours. Remove pork and discard marinade. Sprinkle pork evenly with salt. Grill pork over indirect heat for about 20 minutes, or until internal temperature reaches 155. Let stand 10 minutes. Slice crosswise. For salsa, combine all ingredients in a large plastic zipper bag"
205,Mix all ingredients in a large serving bowl. Place the salad in the bottom of 9x12 inch cake pan. Top with grated cheese. Cover and refrigerate for 8 to 10 hours. Bacon bits can be used for bacon.
206,"Heat the oil in a saucepan or stockpot. Add the onion and thyme. Saut until the onion is soft, but not brown. Add the tomatoes and stir briefly. Add the flour, and stir for about 3 minutes, or until the flour is fully incorporated into the mixture. Stir in the sugar, chicken stock, and tomato paste. Simmer, partially covered, for 30 minutes, stirring occasionally to prevent sticking. Puree the soup mixture in a food processor and return ro the pot. Season with salt and pepper, to taste. Just before serving, add the basil. Serve with a dollop of yogurt, if desired."
207,"Preheat oven to 400f. Place squash, seeds still in, cut side up on a cookie sheet and bake for 45 minutes or until soft. Remove from oven and scoop out the seeds and fibers. Mix remaining ingredients and distribute evenly into the cavity of each squash. Return to oven for apprx 10 minutes."
208,"In a large skillet sprayed with butter-flavored cooking spray, brown meat and onion. Add meat and saute until browned, about 3 minutes. Heat remaining butter in a separate skillet. Add meat and saute until browned, 3-4 minutes. Add consomme, vinegar and sour cream. Bring to a boil, then immediately reduce heat to low. Add meat to mushroom mixture, cover, and simmer for 30 minutes, or until meat is tender."
209,"In buttered casserole dish, place cleaned and trimmed chicken breasts, and season with salt and pepper, if desired. Pour italian salad dressing over to coat and let marinate in the fridge for 1 hour. Preheat oven to 350 degrees. After the hour of marinating, turn chicken breasts over and sprinkle evenly with oregano and grated parmesan cheese. Bake in a 350 degree oven for 1 hour, checking after 45 minutes to make sure they do not get over-cooked. Bake in a 350 degree oven for 1 hour, checking after 45 minutes to make sure"
210,"In a large saucepan, melt butter over medium heat. Cook garlic until tender and fragrant but not browned, about 1 minute. Add shrimp and mix well. Pour in stock and bring to a boil. Cover tightly with foil then put lid on top. Bake for 45 minutes then remove from oven and let rest for 15 minutes. Take lid and foil off, fluff with fork and serve."
211,"Preheat oven to 325 degrees f. In a large, heavy skillet over medium-high heat, brown ground beef, and drain fat. Mix in dry taco seasoning. Spoon browned meat into a 9x13 inch glass baking dish. Spoon a layer of refried beans over meat, then salsa. Top with shredded cheese. Bake about 20 to 25 minutes in the preheated oven."
212,"Preheat oven to 375 degrees. Grease 8x8 square pan. Melt butter and cool slightly and add milk and beaten egg, set to the side. In bowl, sift the next four ingredients, 2 times. Add butter, milk, and egg mixture and stir only enough to smooth out any lumps. Combine the remaining sugar and cinnamon for the topping, in a small bowl or in a ziploc bag. Pour batter into greased pan and sprinkle the mixture of sugar and cinnamon over the top and bake 12 to 15 minutes."
213,"Preheat oven to 350 degrees f. Remove the stems from the caps, chop off the ends, and cut into large pieces. Cut the mushrooms into pieces no larger than 2 inches in size. Mix the olive oil with the garlic, herbs and seasonings in an ovenproof casserole dish large enough to fit all of the mushrooms. Add the mushrooms, and mix well, coating the mushrooms with the flavored oil. Bake for about 30 to 40 minutes, or until cooked through. Remove from the heat, and drizzle with the balsamic vinegar."
214,"Preheat oven to 350-degrees f. Place tuna in 8-inch baking dish and set aside. In a small cup or bowl mix together next 3 ingredients and pour over tuna. Bake for 20 - 25 minutes or until cooked through. Sprinkle with salt, parsley and green onion."
215,"In a large bowl, combine cucumbers, cherry tomatoes, yellow pear tomatoes, fresh lemon juice, apple cider vinegar, flax seed oil, dijon mustard, garlic clove, fresh dillpour over cucumber mixture. Toss. Cover and refrigerate for 15 minutes. Serve with a slotted spoon."
216,"In a blender, combine the first five ingredients. Cover and process until smooth. Gradually add ice, blending until slushy. Pour into chilled glasses. Garnish with whipped topping, chocolate syrup and cherries."
217,"Preheat oven to 400 degrees f. Grease muffin cups or use paper liners. Mix oats, flours, baking powder and salt in a large bowl. Whisk eggs and brown sugar in another bowl. When smooth, whisk in milk, melted butter and vanilla. Pour over dry ingredients and fold in just until dry ingredients are moistened. Scoop into mufifn cups. Bake 15 to 25 minutes or until springy to the touch in the center."
218,"Heat oven to 425. Place bread in bottom of 9x13 baking dish and melt in oven, while preheating. Place eggs in blender and beat on high. Add flour, milk, salt and pepper. Mix together for 30 seconds. Pour mixture into dish with melted butter. Bake for 20 minutes."
219,"Preheat oven to 400 degrees. Spray 9x12 casserole dish with non-stick cooking spray. Prepare stuffing as directed. Let sit. Cut chicken into bite-sized pieces. Combine soup, veggies and chicken into 9x13 casserole dish. Stir until everything is mixed thoroughly. Add stuffing on top of casserole. Bake for 30 minutes, or until chicken is thoroughly cooked."
220,"Heat olive oil in heavy non-stick skillet over medium high heat. Sprinkle fish with salt and pepper. Add fish to skillet and saute until just opaque in the center, about 3 minutes on each side. Transfer fish to platter. Add parsley and crushed pepper to same skillet and saute for one minute. Add tomatoes, olives and garlic. Saute about two minutes until tomatoes soften and get juicy. Season sauce with salt and pepper. Spoon over fish and serve hot."
221,"Preheat oven to 325- 350 degrees. Spread simple roasted pears in an 8-inch square glass baking dish. Whisk the apple juice and sugar in a small heavy saucepan over medium-high heat until the sugar dissolves. Whisk in the butter. Pour the sauce over the pears. Bake until the pears are crisp-tender and beginning to brown, basting occasionally with the juices, about 35 minutes. Spoon the pears onto plates. Top with ice cream. Drizzle with any juices and serve. The pears can also be served frozen. To do so, cool the pears, then place them in the freezer until frozen solid, about 8 hours."
222,"Preheat oven to 425. Cut each potato lengthwise into 8 wedges. Line a large rimmed baking sheet with parchment paper. Toss potatoes with oil, sugar, chili powder, salt, and ground pepper, until coated. Place sweet potatoes, cut sides down, on baking sheet. Roast potatoes until browned and tender, 15 to 20 minutes. Season with additional salt, if desired, before serving."
223,"Preheat oven to 400 degrees f. Heat 1 t oil in a ovenproof skillet until it just shimmers. Add the salmon skin side down and cook until the skin begins to crisp, about 2-3 minutes. Mound the salt around and over each piece, trying to get it to really make a cohesive crust on each one. Roast in oven for 5 minutes per inch of thickness. Remove the salmon from the oven and let sit for 2 minutes in the crust. Carefully brush away the salt. Transfer to a clean work surface and finish removing salt with a pastry brush. Season with a drizzle of extra-virgin olive oil, fresh ground black pepper, and serve with a little lemon. The salmon will seem a little dry but will not be overcooked. This really brings out the flavor of the salmon."
224,"Preheat oven to 350 degrees. Heat oil in an ovenproof skillet pan over medium-high heat. Add shrimp and garlic and sauti until shrimp start to turn pink. Add remaining ingredients. Transfer skillet to oven and cook until shrimp are fully cooked, about 10 minutes."
225,"Preheat oven to 350 degrees. Spray a 13 x 9 x 2 inch baking dish with nonstick pan coating or grease lightly with solid shortening. Cut baked potatoes into 1 inch cubes. Place half in a prepared baking dish. Sprinkle half of the salt, pepper and bacon. Top with half of the sour cream & cheese. Repeat layers. Bake, uncovered, at 350 degrees for 20 minutes or until cheese is melted. Sprinkle with chopped green onions to garnish."
226,"Heat the sesame oil in a large skillet over medium heat. Add the ginger root, rice vinegar, sugar, salt, and pepper, and stir fry for 5 - 10 seconds, or until the ginger root is well browned. Remove the skillet from the heat and let the oil cool to room termperature. Pour the gari over the ginger root, rice vinegar, sugar, salt, and pepper, and stir fry for 5 - 10 seconds, or until the ginger root is well browned. Pour the gari over the ginger root"
227,Preheat oven to 375 degrees. Mix all dry ingredients in large bowl. Combine wet ingredients in a bowl. Mix dry and wet ingredients together. Pour into prepared muffin pans and bake at 375 for 20 to 25 minutes.
228,"Melt butter in a large saucepan over medium high heat. Add orzo and saute until golden brown. Add scallions and saute quickly. Add chicken broth, water, salt & pepper. Bring to a boil. Reduce heat to low. Cover and cook for 17-20 minutes. I finished by adding a little extra butter and salt and pepper to taste."
229,"Heat oil in a wok or non stick deep frypan with veggie spray. Heat to medium. Add cooked rice and grated carrot into wok and mix. Add minced garlic. Stir fry to heat through, about 2 or 3 minutes. Add spinach. Sprinkle with salt and pepper. Turn over with a spatula several times to mix the spinach evenly with the rice mixture, heat and turn until the spinach is starting to wilt, about 3 minutes. Pour the italian dressing evenly over and turn several times to mix. Cook about 3 minutes or until the spinach is well wilted and the dressing is heated through. Serve immediately."
230,"Preheat oven to 400f. Cut off the ends of the brussels sprouts and pull off any yellow outer leaves. Mix them in a bowl with the olive oil, salt, and lemon-pepper seasoning. Transfer them to a sheet pan and roast for 35 to 40 minutes, until crisp outside and tender inside. Shake the pan from time to time to brown the brussels sprouts evenly. Sprinkle with more kosher salt, if you like, and serve hot."
231,"In a heatproof bowl, whisk together the eggs and sugar until combined. Place over a pan of gently simmering water. Gradually add all remaining ingredients. Whisk over low heat 10-15 minutes, until the mixture thickens and coats the back of a wooden spoon. Do not boil. Pour into sterilised jars and seal. The bottles can be stored in a cool place but must be refrigerated once opened."
232,"Preheat oven to 350f. Place entire bag of popcorn kernels into a large roaster. In a large saucepan, cook together butter, brown sugar and corn syrup for 2 minutes after butter has melted and it starts to gently boil. Add baking soda to mixture. This will cause mixture to foam - that is why you need a large saucepaan. Allow to foam to cook down slightly. Pour caramel mixture over popcorn kernels and stir until mixed. Place in oven for 35-45 minutes,, stirring at least every 10-15 minutes. Remove from oven and pour on wax paper. Allow to cool slightly and break apart."
233,"Preheat oven to 350 degrees. Spray a 9-inch pie pan with cooking spray. Mix together the milk, eggs, flour, salt, pepper, and green onions. Arrange the cheese evenly over the bottom of the pie pan. Top with the crab meat. Pour the egg mixture evenly over the cheese and crab. Bake for 35 to 40 minutes, until a knife inserted in the center comes out clean. Let stand for 10 minutes before serving."
234,"In a large saucepan, combine first 5 ingredients and simmer over medium heat for 10-15 minutes until berries pop, stirring often. Reduce heat to medium low, stir in marmalade and cook for 5 more minutes. Set aside to cool, stirring occasionally. Transfer to glass bowl and refrigerate until chilled. Will keep refrigerated for up to 2 weeks."
235,"Mix ingredients in the order listed batter will be very thick mix until all dry ingredients are incorporated, but try not to over mix, and fold in apples as gently as possible. Press batter down into a greased 9 x 13 pan with the back of a large spoon to even out. Sprinkle with cinnamon sugar evenly. Bake at 350 for 30-35 minutes, until just beginning to brown on top. Allow to cool before cutting to prevent crumbling."
236,Combine all the ingredients except the pork chops and whisk together. Pour into a re-sealable bag or a covered glass dish. Add the pork chops and whisk together. Add the pork
237,"In a large saucepan, heat olive oil and gently cook onion without browning, for 3-4 minutes. Add pumpkin, carrot and rosemary and cook, stirring for 2-3 minutes. Add stock and bay leaves. Bring to the boil, cover and simmer for 12-15 minutes until vegetables are tender. Remove any rosemary stalks and bay leaves. Place a third of the soup in the blender with a third of the skim milk powder and puree. Pour into a large bowl. Repeat with the remaining soup and milk powder and pour the whole lot back into the saucepan, heat through and serve. For vegetarian use vegetable stock."
238,"Preheat the oven to 425f. In a food processor, combine corn tortillas, corn, tomato, jalapeno, tomato sauce, sour cream, milk, green pepper, onion, butter, salt and pepper if needed. Lower heat and let simmer for 10 minutes. Combine corn tortillas, corn, tomato, jalapeno, tomato sauce, sour cream, milk, green pepper, onion, butter, salt and pepper if needed"
239,"In a medium bowl, combine eggs, milk, sugar, vanilla, cinnamon, ground nutmeg. Dip bread slices into egg mixture, coating both sides. In a skillet or on a griddle, melt 1 tablespoon of the butter over medium heat. Add half of the bread slices and cook for 2 to 3 minutes on each side or until golden brown. Repeat with remaining butter and bread slices. Serve warm. If desired, serve with maple syrup."
240,"Heat olive oil in a large skillet over medium high heat. Add olives and cook, stirring occasionally, until mixture is thickened. Add feta and cook, stirring occasionally, until mixture is thickened. Add feta and cook, stirring"
241,"Preheat oven to 350f. In small bowl, combine graham cracker crumbs and butter. Mix well. Press crumb mixture firmly on bottom of 13x9-inch baking pan. Layer evenly with remaining ingredients. Press down firmly with fork. Bake 25 minutes or until lightly browned. Cool. Chill if desired. Cut into bars or diamonds. Store covered at room temperature."
242,"Preheat oven to 350 degrees f. Melt half the butter with the olive oil in a saute pan, and gently fry the onions until soft and lightly golden, about 15 minutes. Spread half the onions in the bottom of a casserole. Lay a layer of sliced potatoes on top, season with salt and pepper, and scatter with thyme leaves. Build another layer of onions, then a final one of potatoes, and finally pour over the stock. Cover the pan with foil, and bake until all the liquid has been absorbed, 2 to 3 hours, removing the foil for the last hour if you like a crisp top. Bake until all the liquid has been absorbed, 2 to 3 hours, removing the foil for the last hour if you like a crisp top. Bake until all the liquid has been absorbed, 2 to 3 hours, removing the foil for the last hour if you like a"
243,"Preheat oven to 400 degrees f. In a food processor, combine the cheese and butter. Process until the mixture is smooth. Add the scallions and pulse until combined. Season with salt and pepper, to taste. Spread the cheese mixture on the cut sides of the bread. Place on a baking sheet and bake for 10 to 12 minutes until golden. Remove from oven and serve immediately."
244,"Heat oil in a wok or large skillet over medium high heat. Add green beans, vegetable oil, curry paste, dried shrimp, pork, chicken stock, fish sauce, palm sugar, fresh lime leaves. Stir fry 2 minutes until green beans begin to wilt. Sprinkle with sesame seeds and serve."
245,"Place chicken breast halves in a resealable plastic bag set in a shallow dish. For marinade, stir together lime peel, lime juice, cooking oil, dried thyme, black pepper, salt, garlic cloves, salsa, lime wedgepreparation:Place chicken breast halves in a resealable plastic bag set in a shallow dish. For marinade, stir together lime peel, lime juice, cooking oil, dried thyme, black pepper, salt, garlic cloves, salsa, lime wedgepreparation:Place chicken breast halves in a resealable plastic bag set in a shallow"
246,"Mix the salt and chile powder on a small plate. Rub the rim of a cocktail glass with lime wedge. Place the salt in a saucer and spin the rim of each glass in the salt and set aside. Process the frozen watermelon, tequila, and next 3 ingredients in blender until smooth, stopping to scrape down the sides. Add the ice and blend well, pour into glasses and garnish if desired."
247,"Heat olive oil in a medium sized heavy skillet. Saute green onions until soft and add the shredded ham and stir until slightly browned. In a large bowl, beat the eggs and heavy cream together by hand. Stir in the onions& ham, broccoli, cheese and seasonings. Pour into a buttered deep-dish pie plate. Bake at 375degrees for 45-50 minutes, or until a knife inserted in the center comes out clean. Start checking it halfway through the cooking time. Let stand 10 minutes and cut into wedges to serve."
248,"Preheat oven to 350 degrees f. Butter 9 inch fluted or plain tube pan. In large bowl of electric mixer, cream butter and sugar until light and fluffy. Beat in eggs, eggnog, and vanilla. Stir together flour, bakng powder, and salt. Gradually beat into butter mixture. Prepare topping by combining nuts, sugar and cinnamon. Scatter half the topping evenly over bottom of pan. Spoon in half batter. Add remaining topping and spoon on remaining batter. Bake 50 to 60 minute, or until toothpick inserted in center comes out clean. Cool 15 minutes before removing from pan."
249,"Preheat oven to 450 degrees. In a small saucepan over medium heat, combine the butter, white wine, lemon juice, garlic, and parsley. When the butter melts completely, remove from heat. Arrange shrimp in a shallow baking dish. Pour the butter mixture over the shrimp. Bake in preheated oven for 10 minutes or until the shrimp are pink and opaque, reduce heat. Remove shrimp and set aside. Add garlic and cook 2-3 minutes. Do not allow garlic to brown - it will make it bitter. Add white wine, and lemon juice. Cook until wine is reduced by half. After it is reduced, add italian seasoning. Reduce heat to low, and add butter. If pan is too hot, the butter will separate. Add shrimp back into sauce, add parsley, and season to taste with salt and pepper. Sprinkle with grated parmesan cheese."
250,"Preheat oven to 350 deg. In a nonstick skillet, melt the butter with the brown sugar over moderately high heat. Add the banana slices and cook, turning once, until caramelized, about 3 minutes. The bananas shold be softened and sticky. Remove from the heat and let cool. In a large bowl, whisk together the milk, eggs, and vanilla. Stack the toasted bread, slice off the crusts and cut the bread into 4 triangles. Add the bread to the custard and let soack unti the custard is absorbed, about 10 minutes. Stir in the cooled caramelized bananas and the chocolate. Spoon the mixture into the prepared muffin cups. Bake the puddings until puffy and golden, about 25 minutes."
251,"Preheat oven to 350f. In 13x9-inch baking pan, melt butter in oven. Sprinkle crumbs evenly over butter. Pour milk evenly over crumbs. Top with remaining ingredients. Press down firmly. Bake 25-30 minutes or until lightly browned. Cool completely, chill if desired, and cut into bars."
252,"Preheat oven to 450 degrees f. Cut zucchini into wedges, like you would steak cut fries. Beat egg with 1 tablespoon water. Mix parmesan cheese with herb seasoning. Dip zucchini into egg, then coat with cheese by pressing slices into mixture. Bake on well greased baking sheet for approximately 15 minutes, or until they reach desired browness. You can also turn them carefully to brown on both sides. I do not turn them when i make them."
253,"In a large saucepan, combine butter, sugar, egg, self rising flour, vanilla, orange, zest of, orange juice, cocoa powder, water. Bring to a boil, stirring constantly. Reduce heat to medium low and add chocolate. Cook, stirring, another 3 minutes. Remove from heat and cool 5 minutes. Add dark chocolate. Pour into dessert dishes and serve or lay plastic on pudding surface and refrigerate."
254,Preheat oven to 425 degrees. Measure dry ingredients into food processor and pulse until well combined. Add cheese and cut butter and cream cheese into small chunks and distribute throughout processor bowl. Hit pulse about 10 times for 1-2 seconds each pulse until course crumbs develop. Pour milk through feed tube in a slow stream while pulsing until course crumbs develop. Turn dough onto floured surface and gently squeeze it into a ball. Flatten and gently shape into an 8 by 8 inch square. Cut into 16 even squares. Place on ungreased baking sheet and bake 15-18 minutes until lightly browned.
255,"Preheat oven to 375 degrees f. Spray cookie sheets with nonstick cooking spray. In medium bowl, sift together flour, ginger, baking soda, allspice, and salt. In large bowl, cream together sugar and margarine until well-blended. Stir in applesauce and molasses. Add flour mixture to oatmeal mixture. Mix until well blended. Drop dough by rounded tablespoons 1 inch apart onto prepared cookie sheets. Flatten each slightly with moistened finger. Bake 11-14 minutes, or until firm. Watch carefully at end of baking, to prevent overbrowning."
256,"Preheat oven to 350 degrees. In a large bowl, combine the first seven ingredients. Transfer to a baking dish. Mix cracker crumbs and parmesan cheese together, then add in the butter and butter. Mix to combine, then sprinkle over top. Bake uncovered for 45-50 minutes or until heated through."
257,"Place all ingredients in a food processor and blend until very smooth. Chill at least a few hours before tasting. Can serve with chips, crackers, or as a veggie dip. Keeps well in fridge. Cooking time listed is for chilling time."
258,"In a medium saucepan on high heat, bring the water to a boil. Add the ginger and cayenne and reduce heat. Simmer for 20 minutes and strain. Add sweetener to taste. Drink and be healthy."
259,"Melt chocolate in 1 cup of milk, over low heat, stirring constantly. Gradually add remaining milk and half and half, followed by remaining ingredients, except vanilla and almond extract. Cook over medium heat, stirring constantly, until completely heated. Stir in vanilla and almond extract. Serve with whipped cream and sprinkle with nutmeg if desired."
260,"In a large saucepan over medium-high heat, melt butter. Add the onion, mushrooms, carrot, and thyme, and saute until the onion is just translucent, about 4-5 minutes. Add the broth and mashed potatoes. Stir until potatoes are mostly dissolved and broth is smooth. Add the turkey and bring to a simmer. Reduce heat to medium-low and cook, stirring occasionally, until heated through, about 10 minutes. Season to taste with salt and pepper."
261,"Preheat oven to 375 degrees fahrenheit. Unroll squares into 4 rectangles and place in a 13 x 9 inch baking dish. Press up sides slightly and press perforations together. Layer cooked sausage, cooked bacon, hash browns, and cheese. At this point you can make it ahead and refrigerate for up to 24 hours. Mix together eggs, milk, salt and pepper. Pour mixture over the dish. Bake for 20 to 25 minutes."
262,"In a large skillet, cook pork chops over medium high heat, turning once until browned on both sides, about 5 minutes. Remove to a plate. Add rice and seasonings from mix to skillet, along with water, tomatoes and their liquids, scallions and raisins. Mix well. Heat to boiling. Reduce heat and place pork chops on top of the rice. Cover and simmer for 45 minutes or until rice is cooked."
263,"Heat oil in a large skillet over medium-high heat. Add mushrooms, onion and garlic. Saute until golden, about 5 minutes. Stir in broth, tomato paste and black pepper. Bring to the boiling point. Reduce heat and simmer, covered, for 10 minutes. Blend cornstarch with water. Mix some of the hot mushroom sauce into cornstarch mixture and return to saucepan. Cook and stir until clear and thickened"
264,Bring to boil water and sugar. Remove from heat and add instant. Coffee. Bring to boil again. Remove from heat and add vanilla extract. Cool before adding rum. Put in bottles and cork. Makes about 3 fifths.
265,"Heat the oil in a large pan and lightly fry the onions for 1 min, remove them from the pan. Fry the onions till golden, add the salt, pepper and all of the spices, stir and fry for 2 minutes. Add the meat to the pan and cook for 15 minutes. Stir in the peppers and cook for 10 minutes. Serve with the tomatoes as a garnish."
266,"Preheat oven to 450. Put oil in 9x13 pan, swirl around. Scrub potatoes. Cut each lengthwise into 8 wedges. Combine flour and seasonings in a bowl or baggie. Add potato wedges and shake or toss to coat. Arrange skin-side-down in oiled pan. Bake 35-40 minutes."
267,"Heat oil with cornstarch in saucepan over medium heat. Cook for 1 minute. Add in chili powder and cook for another minute. Gradually stir in the broth, mixing well with a whisk to make sure you get out the lumps. Stir in the remaining ingredients. Simmer until thickened on low."
268,"Place broccoli in a steamer basket and set in a saucepan over 1 inch of boiling water. Cover and steam just until tender, approx. 5 minutes. To prepare the sauce, combine the orange juice, honey and ginger in a small saucepan and bring to a boil. Add the cornstarch mixture and bring to a boil, stirring constantly. Cook the sauce until thickened, about 1 minute. Remove the pan from the heat. Stir in the lemon juice and the sesame oil. Arrange the broccoli in a serving bowl. Top with the sauce, sprinkle with sesame seeds."
269,"Dredge the chicken in flour seasoned with salt and pepper. Saute in clarified butter until lightly browned on both sides, approximately 6-7 minutes. Reduce heat, and cover. Cook until chicken is done. Remove chicken to serving platter and top with the shellfish and asparagus laid across the top. Coat with hollandaise sauce. Serve immediately."
270,"Preheat oven to 350 degrees. Place all ingredients into a large mixing bowl and mix until just moistened. Spoon into lined or nonstick, sprayed muffin pan. Bake at 350 degrees for 15 minutes. Remove muffins from the tray and cool on a wire rack."
271,"Heat skillet with 1 tbs butter over medium-high heat. Add garlic and onion. Saute about 2 minutes. Add corn and saute about 3 minutes. Add wine, broth, salt and pepper and simmer until most of the liquid is evaporated, about 4 minutes. Remove vegetable mixture from pan and place on serving plates. Cover to keep warm. Add remaining butter to pan. When butter is melted add scallops. Saute until slightly golden and cooked thoroughly. Serve scallops on top of corn mixture."
272,"Preheat oven to 325f. In a large bowl, beat together the eggs and sugar until very thick. The batter should fall from the beaters in a thick ribbon. Beat in the vanilla. While youre beating the eggs and sugar, heat the hot chocolate and butter in a small saucepan to just simmering. Add the hot chocolate mixture to the egg mixture in a slow, steady stream as you continue beating. In a separate bowl, whisk together the flour, baking powder, and salt. Fold the dry ingredients into the wet ingredients, stirring until theyre just combined. Pour the batter into a lightly greased 9 inch cake round. Bake for 50 minutes, or until the cake is a deep golden brown and starting to pull away from the sides of the pan. Remove the cake from the oven and cool it in the pan for 10"
273,"Heat oil in a large skillet over medium heat. Saut onion 5 minutes, or until softened. Stir in tomatoes and basil and saut 5 minutes. Add zucchini and saut 5 minutes, or until zucchini is tender. Stir vegetables into egg mixture. Pour into a buttered shallow baking dish and bake 15 minutes or until casserole is set. Do not overcook. Cut into wedges."
274,"Drain pineapple, reserving juice. Mix pineapple juice and dry instant vanilla pudding together and set in the refrigerator for 30 minutes. Mix the pineapple, fruit cocktail, mandarin oranges, bananas & marshmallows together. Gently fold in pudding mixture. Lastly, fold in cool whip. Cover and refrigerate."
275,"Cook noodles according to package directions, or until of desired consistency, drain. Meanwhile, in a large nonstick skillet, brown ground sirloin or quickly stir fry chicken strips until no longer pink. Use a drop of vegetable is necessary. Remove with a slotted spoon. Season the meat with one of the seasoning packets from the noodles. Set aside. In the same skillet, combine water, vegetables, noodles, ginger and remaining seasoning packet. Bring to a boil, reduce heat. Cover and simmer 3 minutes until noodles are tender, stirring occasionally. Return meat to skillet. Stir in green onion."
276,"Preheat oven to 400 degrees. Thaw spinch according to package directions. Drain well. Chop up artichoke hearts. Add all ingredients in a medium sized casserole dish. Bake in middle oven rack for 25 to 30 minutes, or until slightly golden and bubbly. Serve with tortilla chips."
277,"Heat oven to 375 degrees f. Combine breadcrumbs, cheeses, black pepper, salt, parsley and paprika in shallow bowl. Set aside. Combine butter and garlic in a 9-inch pie pan. Dip 1 chicken breast at a time into butter mixture. Place into breadcrumb mixture, turning to coat evenly. Place chicken breasts into ungreased 13x9-inch glass baking dish. Drizzle with any remaining butter mixture. Bake for 25-35 minutes or until chicken is lightly browned and juices run clear when pierced with a fork."
278,"Cook pasta according to directions on package, drain and cool by running cool water over it. Let drain thoroughly. Combine broccoli floret, celery, black olives, red onion, ham, cheddar cheese, tri-color spiral pasta, italian dressing, italian plum tomato, carrot, fresh basilpreparation:Cook pasta according to directions on package, drain and cool by running cool water over it. Combine broccoli floret, celery, black olives, red onion, ham, cheddar cheese, tri-color spiral pasta, italian dressing, italian plum tomato, carrot, fresh basilpreparation:Cook pasta according to directions on package, drain and cool by running cool"
279,"Heat oven to 400 degrees f. In a food processor, combine the white bread, butter, margarine, onion salt, garlic salt, corn flakes, parmesan cheese. Process until the mixture is smooth. Add the scallions and pulse until combined. Season with salt and pepper, to taste. Spread the cheese mixture on the cut sides of the bread. Place on a baking sheet and bake for 10 to 12 minutes until golden. Remove from oven and serve immediately."
280,"Preheat oven to 350 degree celsius. Mix eggs and sugar until thick and creamy. Combine cornflour, milk and vanilla essence and slowly add to egg and sugar mix beating as you do so. Spoon mixture into pastry shell and sprinkle with ground nutmeg. Bake at 350 degree celsius for 10 minutes, reduce heat to 180 degree celsius and bake for a further 20 to 25 minutes. Skewer inserted at centre should come out clean."
281,"In a large skillet brown ground beef and onion over medium heat. Drain off excess fat. Stir in the remaining ingredients until well blended. Cover and simmer over low heat for 20 minutes, stirring occasionally. Serve hot on your favorite buns or bread."
282,"Heat oil in a wok or large skillet over medium high heat. Add garlic and cook 1 minute. Add spinach, soy sauce, vinegar and sugar. Stir fry 2 minutes until spinach begins to wilt. Sprinkle with sesame seeds and serve."
283,"Heat oil in a large skillet on medium-high heat. Season both sides of chicken with some salt& pepper and some cinnamon to taste. Saute chicken in oil about 5 minutes per side or until cooked through and no longer pink inside- but still moist. Spoon pineapple mixture over each serving and serve immediately. If you prefer, you may instead grill chicken."
284,"Heat 3 tbsp oil in pan. Saute onion and garlic. Mix in tomatoes, basil and ground red pepper. Bring to a boil, breaking up tomatoes. Add broth and boil. Reduce heat and simmer about 1 hour. Cook pasta and drain. Toss with 3 tbsp oil. Mix pasta with sauce and then mix in havarti cheese. Put into 9x13 baking dish and sprinkle top with parmesan cheese. Bake in 375 oven about 30 minutes. Of this recipe will easily serve 4."
285,"Preheat oven to 400 degrees f. Place bread on pan and put into oven for approximately 6 minutes leave oven on. Remove from oven and let bread cool slightly. Then add to food processor along with spices ground until desired consistantcy. Return crumbs to oven, spreading evenly, for approximately 5-6 minutes. Or until lightly toasted. Add parmesan cheese and stir until evenly mixed."
