,result
125,Preheat oven to 400f. Grease muffin tins. Place all dry ingredients in a mixing bowl and mix up with an electric mixer. Add the liquids and mix smooth. Place 2 tablespoons of batter in the bottom of each of the greased muffin cups. Add 1 tablespoon of crunchy style peanut butter. Add the remaining bit of batter and bake for approx. 25 minutes or until a tooth pick comes out clean.
126,"Preheat oven to 350. In a small bowl combine the olive oil, onion, green bell peppers, garlic cloves, eggs, parmesan cheese, salt & fresh ground pepper, hoagie rolls, giardiniera. Add parmesan. Mix well. Bake until heated through, about 10-15 minutes. Unwrap and slice. Bake"
127,"Heat oil in a large saucepan over medium heat. Add in onion and saute until golden. Add in sliced cabbage, cider vinegar, sugar, celery seeds and black pepper. Mix to combine and cook until the cabbage if crisp-tender and the liquid is reduced to a glaze. Season with salt."
128,"Preheat oven to 350 degrees F. Line a baking sheet with parchment paper. Preheat oven to 350 degrees F. Bake asparagus for 30 minutes, or until golden brown. Remove from oven and allow to cool slightly. Remove from oven and let cool slightly. Remove from"
129,"Preheat oven to 350 degrees. Mix pie crusts, sugar, cornstarch, apple pie spice, peaches, lemon juice, brown sugar, ground cloves, canned peach halves. Pour over top of pie. Bake for 20 minutes."
130,"Heat oil in 2-quart saucepan. Add onion and garlic. Cook over medium heat for about 5 minutes, until onion wilts. Stir in cumin and pepper. Continue to cook for 2-3 minutes. Add oregano, potatoes, green chilies and chicken broth. Bring to a boil and simmer slowly for 45 minutes. Serve hot with cheese sprinkled in the middle of bowl."
131,"In a saucepan over medium low heat, melt 3 tbls butter. Stir flour and salt into pan until creamed together. Slowly stir in cream, then stir in cream cheese, increase heat to medium. Constantly whisk until mixture becomes thick and smooth, remove from heat and set aside. In a saucepan over medium-high heat, saute onions and garlic in remaining butter until transparent. Add spinach and water to pan, reduce heat to low, cover. Cook, stirring occasionally for 8 minutes. Stir prepared sauce and parmesan cheese into pan, stir until completely blended."
132,Place the salmon on a broiler pan coated with cooking spray. Broil for 8 minute or until salmon flakes easily when tested with a fork. Remove the salmon from the heat and baste once more with the glaze. Remove the salmon from the heat and baste once more with the glaze before serving.
133,"Preheat oven to 450 degrees. Cut chicken in half. Arrange, skin side up, in a roasting pan. Combine butter, lemon juice, and spices in a small bowl and mix well. Brush chicken with mixture. Roast until juices run clear. Broil 6 inches from heat for 3 minutes."
134,"Heat oil in a wok. Add cabbage, garlic, black bean sauce, stir fry for 1 minute. Stir in the spinach, chili sauce, and lemon juice, and mix well. Keep stirring for about 3 minutes, until cabbage is soft, about 20-30 minutes. Add cabbage to the skillet and saut for 1 minute or until aromatic. Add garlic to the skillet and saut for 1 minute or until aromatic. Add rotel, reserved crumbled bacon, salt and pepper and stir to combine. Simmer over low to med heat until cabbage is soft, about 20-30 minutes. Add"
135,"Heat oven to 350 degrees. Cook pasta 8 minutes, drain. Mix pasta shell ingredients and toss with pasta. In 9-inch pie plate press pasta to form a shell. Cook ground beef for 4-5 min., breaking into crumbles. Add garlic powder, salt and cumin, stir in tomatoes and cook until almost all liquid has evaporated, stirring occasionally. Remove from heat and add sour cream. Spoon mixture into pasta shell. Add cheese to top and bake 15 minutes."
136,"Place potatoes in a deep pot, cover with water. Place a lid on potatoes and bring them up to a boil. Uncover, salt the water and cook until tender, 12 to 15 minutes. Drain potatoes and add back to the hot pot. Add butter, milk or cream and cheese and smash the potatoes to desired consistency. Season with salt and pepper, to taste."
137,"Sear steaks in hot oil, until cooked to your preference. Remove steaks, cover and keep warm. In same pan saute onions for 2 minutes, add wine and cook over high heat until reduced by half. Add half and half cream. Boil until reduced by half. Stir in boursin cheese or garlic cream cheese until thick and hot. Pour sauce over hot steaks, garnish with parsley."
138,"In a large shallow baking pan, toast walnuts in 325 oven, 15 minutes, stirring occasionally. Meanwhile, beat egg whites until foamy. Gradually add sugar and salt, beating until stiff. Fold in toasted hazelnuts. Melt butter in same pan. Spread nut mixture on top. Bake 30 to 40 minutes at 325 or until nut are browned and butter is absorbed. Stir nuts thoroughly every 10 minutes during baking."
139,"In a large mixing bowl, combine the ingredients. In a small bowl, mix together the chopped mint leaves, lime juice, and honey. Pour over fruit. Toss to coat. Cover and refrigerate several hours. In a large glass serving bowl, line lettuce leaves along the bottom and sides of bowl. Spoon melon mixture into the center of bowl. Garnish with mint sprigs."
140,"Preheat oven to 350f. In a small bowl sift together flour and baking soda, set aside. In a large bowl, combine butter and both sugars. Beat on medium speed until light and fluffy, about 3 minutes. Reduce speed to low, add salt, vanilla, and eggs. Beat until well mixed, about 1 minute. Add flour mixture, mix until just combined. Stir in chocolate chips. Drop heaping spoonfuls about 2 inches apart onto baking trays lined with parchment paper. Bake until golden around the edges and soft in the middle, about 8-10 minutes."
141,"Preheat oven to 450 degrees f. On a baking sheet with sides, toss sweet potatoes and apples with oil, salt and pepper. Spread out into single layer. Roast 30 minutes or until potatoes are tender. Meanwhile, stir together butter, brown sugar and pumpkin pie spices. Spoon over potato mixture and toss to coat. Continue baking for 10 minutes or until sugar has melted."
142,"Preheat oven to 350 degrees. Spray a cookie sheet with no stick cooking spray. Dip chicken in butter, coat with combined remaining ingredients. Place on cookie sheet. Bake 20 to 25 minutes or till tender."
143,Preheat oven to 400. Cover broiler pan or cookie sheet with foil and spread asparagus in one layer. Spray with cooking spray and sprinkle with salt and pepper. Cook for 12 minutes or less. Heat butter in a small skillet on low heat until lightly brown. Add vinegar and soy sauce. Pour over cooked asparagus.
144,"Preheat oven to 350 degrees. In a large mixing bowl, combine the first 4 ingredients. In a 2-quart saucepan, heat the honey, oil and vanilla until syrupy. Add to the dry ingredients and mix well. Spread on a jellyroll pan. Bake for 20 minutes, stirring every 5 minutes. Store in a covered container."
145,Heat oil in a skillet over medium heat. Stir in seasoning and cayenne. Add peanuts to skillet. Cook for 2 minutes stirring constantly. Serve warm or at room temperature. Store for up to 3 weeks in a tightly covered container.
146,"Heat oil in large skillet over medium heat. Add garlic and cook 1 minute. Discard garlic. Add onion and cook until softened. Add tomatoes with juice, sausage and pepper flakes. Cook over medium high heat, until sauce is thickened. Cook pasta according to package directions. Drain and toss with sausage in large bowl. Toss with mozzarella. Sprinkle with parmesan cheese and chopped parsley. Serve hot."
147,"Preheat oven to 325 degrees f. Place chicken in baking dish. Combine mustard, honey, butter, dijon mustard, curry powder, red cayenne pepper and cayenne. Mix well to combine. Pour over the chicken pieces in the baking dish. Mix the chicken pieces slightly with your hands to coat. Bake uncovered for 20 minutes. Remove from oven. Turn the chicken pieces over. With a spoon, baste with sauce. Bake for another 25 minutes or until chicken is cooked."
148,"Preheat oven to 375f. In a large mixing bowl, cream butter and sugar. Add eggs and vanilla, mix well. Gradually beat in the butter mixture then add chocolate chips. Drop dough by rounded tablespoonfuls 2 inches apart onto greased baking sheets. Bake 10-12 minutes. Let cookies rest on baking sheets for 2 minutes before removing with a spatula to wire racks to cool completely."
149,"In a small saucepan, combine the brown sugar, butter, cream and maple syrup. Cook and stir over medium heat for 4-5 minutes or until sauce is smooth. Stir in almonds. Bake for 1 hour. At 350 degrees."
150,"Preheat oven to 400 degrees. In a medium bowl, whisk eggs until well beaten and slightly frothy. Whisk in milk, chives and black pepper. Set aside. In a large ovenproof skillet, heat olive oil or butter over medium heat until hot but not smoking. Add egg mixture to skillet and then quickly arrange remaining ingredients on top of eggs. Cook for 3 minutes on the stovetop without stirring. Transfer to oven. Bake until the top is golden brown and the frittata is set, about 30 minutes. Let cool slightly before serving."
151,"Preheat oven to 350. In a small bowl combine the olive oil, onion, green bell peppers, garlic cloves, eggs, parmesan cheese, salt & fresh ground pepper, hoagie rolls, giardiniera. Add parmesan. Mix well. Bake until heated through, about 10-15 minutes. Unwrap and slice. Bake"
152,Preheat oven to 350 degrees. Preheat oven to 350 degrees. Preheat oven to 350
153,"Preheat oven to 350 degrees. Grease and flour a bundt pan. I use bakers joy spray. Beat cake mix, water, oil, eggs and pineapple on low speed 3 minutes. Stir in nuts and raisins. Pour into prepared pan. Bake for 50-55 minutes or until toothpick comes out clean. Cool in pan 15 minutes. Remove from pan and cool on wire rack. Cool at least 1 hour before frosting."
154,"Preheat oven to 350 degrees f. In a medium casserole dish mix together green beans, milk, cream of chicken soup, frozen corn, water chestnuts, onion, sour cream, velveeta cheese, butter, butter flavored cracker. Bake in a 325-degree fahrenheit oven until brown. Drain grease from meatballs. Combine meatballs and green beans in casserole dish and pour soup on top. Return to oven and bake at 300 degrees for 1 to 1 hours."
155,"Preheat oven to 375 degrees f. In a large mixing bowl, cream butter and sugar. Add eggs and vanilla, mix well. Gradually beat in the butter mixture then add chocolate chips. Drop dough by rounded tablespoonfuls onto greased baking sheets. Bake 10-12 minutes. Let cookies rest on baking sheets for 2 minutes before removing with a spatula to wire racks to cool completely."
156,Preheat oven to 450f. Place potatoes in a large baking dish. Add remaining ingredients to the dish and toss until well coated. Bake uncovered about 50 minutes until tender and brown on the edges. Turn the potatoes halfway into cooking time and add more water if the water is all absorbed. Turn on the broiler for a few minutes to make them nice and brown.
157,"Preheat oven to 400f. Cut off the ends of the brussels sprouts and pull off any yellow outer leaves. Mix them in a bowl with the olive oil, salt, and lemon-pepper seasoning. Transfer them to a sheet pan and roast for 35 to 40 minutes, until crisp outside and tender inside. Shake the pan from time to time to brown the brussels sprouts evenly. Sprinkle with more kosher salt, if you like, and serve hot."
158,"Preheat oven to 450 degrees f. Combine the biscuit mix, eggs, icing sugar, kirsch, anise seed, salt, plain flour. Shape into balls and place on a greased baking sheet, flaten slightly with palm of hand. Brush with the melted butter. Bake for 10 to 12 minutes or until lightly browned."
159,"In a medium saucepan, mix all ingredients except the vanilla. Cook until mixture reaches 270 degrees, or brittle ball. Take off heat and stir in vanilla. Pour over the cornmeal, and stir lightly and quickly to coat. Shape quickly with butter coated hands."
160,"Preheat oven to 350f. Mix flour, brown sugar, cocoa, baking soda, and salt with fork together. Mix in remaining ingredients except chocolate chips and pour into an ungreased 8x8x2-inch baking pan. Sprinkle chocolate chips over batter. Bake until wooden pick inserted in center comes out clean, 35-40 minutes. Sprinkle with powdered sugar if desired."
161,"Place beef in slowcooker. Add sliced onions. Mix together the vegetable juice, brown gravy mix, garlic, pepper and thyme. Pour liquid mix over beef in slowcooker. Cover with the lid and cook on low for about 7-8 hours or until desired doneness."
162,"Preheat oven to 350f. In a small bowl combine the garlic and oil and mix well. In a small bowl combine parsley, thyme, marjoram and paprika. Add parmesan. Mix well. Cut each loaf lengthwise. Brush with garlic oil. Sprinkle herb mix on top of garlic oil. Wrap loosely in foil and place on baking sheet. Bake until heated through, about 10-15 minutes. Unwrap and slice."
163,"Preheat oven to 350 degrees f. In a medium casserole dish mix together green beans, milk, cream of chicken soup, frozen corn, water chestnuts, onion, sour cream, velveeta cheese, butter, butter flavored cracker. Bake in a 325-degree fahrenheit oven until brown. Drain grease from meatballs. Combine meatballs and green beans in casserole dish and pour soup on top. Return to oven and bake at 300 degrees for 1 to 1 hours."
164,"In the crock pot, soak the dried fruits and ginger in the beer for 1 to 2 hours. Stir in brown sugar, cinnamon, and honey. Brown meat in oil over medium high heat. Place the meat on top of the fruit in the crock pot. Cook on low setting for 10 to 12 hours, or on high for 5 to 6 hours."
165,"Mix all ingredients except the marshmallows in a large saucepan. Bring to a boil, then lower the heat to a simmer and stir in the vanilla. Cook until just about all of the milk is absorbed, stirring occasionally. Stir in cinnamon and nutmeg. Serve warm or chilled."
166,"Preheat oven to 375. Cook and drain pasta. Cook and crumble bacon. Cook and drain chicken. In a bowl combine soup, sour cream, spinach and garlic powder. Add pasta, bacon, chicken, 1 c fried onions and 1 c cheese. Spread into a baking dish. Bake at 375 for 30 minutes or until heated through. Top with extra onions and cheese. Bake another 3-5 minutes."
167,"Melt 1 tablespoon butter with oil in heavy large pot over medium heat. Add onions and saut until soft, about 5 minutes. Add potatoes and 2 cups water. Bring to boil. Cover and simmer until potatoes are tender, stirring occasionally, about 25 minutes. Remove from heat. Add crme frache and 1 tablespoon butter. Stir gently to blend, being careful not to break up potatoes. Season with salt and pepper. Can be made 2 hours ahead- let stand at room temperature and rewarm over low heat before serving. Sprinkle with parsley."
168,"Preheat oven to 450 degrees. In foil lined roasting pan, toss carrots with oil and cayenne and season with salt. Arrange in single layer, using two pans if needed. Roast tossing one halfway through for 30-40 minutes, or until tender. In a small bowl, whisk together honey, zest and lemon juice. Season with salt. Drizzled over carrots and toss to coat."
169,"Preheat oven to 475f. In large roasting pan, combine potatoes, onion, garlic, oil, salt, pepper and rosemary and toss to coat. Roast veggies 25 minutes, stirring once. Lightly salt and pepper chicken and add, tossing to coat and roast 15 minutes longer or until chicken is done. Place spinach over chicken mixture and roast for 5 minutes longer or until spinach wilts. Toss before serving."
170,Preheat oven to 350 degrees celcius. Place all dry ingredients in a mixing bowl and mix up with an electric mixer. Add the liquids and mix smooth. Place 2 tablespoons of batter in the bottom of each of the greased muffin cups. Add 1 tablespoon of crunchy style peanut butter. Add the remaining bit of batter and bake for approx. 25 minutes or until a tooth pick comes out clean.
171,"Preheat oven to 350 degree season meat with seasonings. In large skillet over medium high heat, saute the meat until well browned on all sides. Next, place the potatoes, onions, green peppers and mushrooms over the meat. Top with salad dressing, and cover with foil. Bake at 350 degree for 1 hour, or until potatoes are done and meat is tender."
172,"Place potatoes in a pot, with enough water to cover. Bring to a boil, and cook for about 10 minutes, or until easily pierced with a fork. Drain, set aside to cool. Place the bacon in a large deep skillet over medium-high heat. Cook until browned and crisp. Remove and set aside. Add onion to the bacon grease, and cook over medium heat until browned. Add the vinegar, water, sugar, salt and pepper to the pan. Bring to a boil, then add potatoes and parsley. Crumble half the bacon into the mix. Heat through, transfer to a serving dish. Crumble the remaining bacon over the top and serve warm."
173,"Heat oil in a large non-stick skillet over medium high heat. Add chicken and cook until golden brown on all sides, about 6 to 10 minutes. Drain excess liquid before adding sauce ingredients. Mix remaining ingredients and add to skillet, stirring to coat chicken well. Cook on medium heat until chicken is well coated and sauce thickens, about 8 to 10 minutes. You can also cook them in a crock pot, on low setting. The meat just falls off the bone."
174,"Preheat oven to 350 degrees. Preheat oven to 350 degrees. Bake in preheated 350 degree oven for 20-25 minutes. Cool in pans on wire racks for 10 minutes, then remove from pan and let cool completely. Frost cupcakes with vanilla frosting, and garnish each one with a reserved cherry."
175,Heat oven to 425 degrees fahrenheit. Grease a 13x9x2 inch pan. Unroll dough. Press in bottom and 1 inch up sides of greased pan. Place pieces of butter along the inside edges of dough. Fold the 1 inch of dough over and around the cheese. Bake at 425 degrees fahrenheit for 15 to 18 minutes or until crust is golden brown and cheese is melted.
176,"Beat eggs until egg whites are blended with the yolks. Add sugar, salt and vanilla. Add milk and whipping cream, stirring constantly. Rub a few drops of cold water over pie crust to prevent soaking. Add filling and sprinkle with nutmeg. Bake in hot oven, 425 degrees fahrenheit, for 15 minutes. Reduce heat to slow oven, 325 degrees fahrenheit for 15 to 20 minutes or until a silver knife comes out clean."
177,"Preheat oven to 350f. In medium bowl, combine vegetables, chicken, soup, and seasoning. Fit one pie crust into 9-inch pie pan. Pour vegetable mixture into pie crust. Top with remaining crust, crimp edges to seal and pick top with fork. Bake at 350f for 60 minutes or until crust is golden brown and filling is hot. Allow pie to cool slightly before cutting into wedges to serve."
178,"Heat oil in a 10-inch skillet over medium heat. Cook broccoli, onion, garlic and carrot in oil about 10 minutes, stirring occasionally, until broccoli is crisp- tender. Stir in chicken, salt, and tomatoes. Cook about 3 minutes, stirring occasionally, just until chicken is hot. Toss with pasta. Sprinkle with cheese and parsley."
179,"In a large glass bowl whisk together oil, honey, soy sauce, barbecue sauce and black pepper until well combined. Add in garlic pieces and green onion. Add in the chicken strips and toss with the marinade to combine well. Cover and refrigerate for a minimum of 8-24 hours. Remove the chicken strips and discard the marinade. Thread chicken on the wooden skewers piercing at least 3 times through the skewers. Grill over medium heat."
180,"Heat oven to 400f. Cook kielbasa pasta casserole in nonstick skillet over medium heat until browned, stirring frequently. Drain. Add pepper and cook 3 minute stir in pizza sauce. Spread kielbasa pasta casserole on pizza crust. Sprinkle with french onions and cheese. Bake pizza on baking sheet. Bake 10 to 12 minute until cheese melts and crust is golden an crispy. Cut into wedges to serve."
181,"In a large saucepan over high heat, add honey, lemon juice, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade mix, lemonade"
182,"Dissolve yeast in water, in a large bowl. Add 1/2 cup of flour, and the sugar, salt, and shortening. Mix in remaining flour by hand. Cover and let rise until doubled, about 45 minutes. Bake at 325 for about 45 minutes, until golden brown and done."
183,"Combine all the seasonings in a small bowl and rub evenly over roast. Place meat in a 6-quart slow cooker. Add water. Cover and cook on low for 6-8 hours or high for 4-5 hours or until pork is very tender. Remove pork to a large cutting board or platter and let rest for 10-15 minutes. Pull, slice or chop to serve."
184,"Preheat oven to 350 degrees fahrenheit or 175 degrees celsius. Mix the flour, baking powder, baking soda, butter, sugar, egg, vanilla extract, cornmeal, baking powder, salt, flour. Add to the creamed mixture. Drop by teaspoonfuls onto a greased cookie sheet. Bake in a preheated 350 degree oven about 15 minutes or until lightly brown."
185,"Place beef on top of vegetables. Mix horseradish, salt, pepper and 1 cup water. Pour over top of beef. Cover and cook on low for 8-10 hours or until beef and vegetables are tender. Remove 2 cups of juices from crock pot and put into small sauce pan. Mix corn starch with 2 t cold water and then add to juices. Bring to a boil while stirring constantly until thickened. Serve gravy over meat and vegetables."
186,"Melt butter in a large skillet over medium-low heat. While butter is melting, in a small bowl combine sugar, cinnamon, nutmeg and salt. Add sliced potatoes to melted butter and turn to coat. Sprinkle sugar mixture over potatoes, stir to coat. Cover skillet, reduce heat to low. Stirring occasionally, cook for 50-60 minutes, or until potatoes are tender."
187,"Preheat the oven to 350 degrees f. Line a baking sheet with parchment paper. Preheat oven to 350 degrees f. Bake cesar cardini caesar salad for 30 minutes, or until golden brown. Remove from oven and allow to cool slightly. Remove from oven and allow"
188,"Preheat the oven to 400. Cover a glass baking dish with aluminum foil and place the chicken breasts on top. Zest all 3 of the lemons into a small bowl, and then add the juice of 2 of the lemons. Add the pepper and all the other ingredients into the bowl. Mix the combine and pour over all the chicken breasts. Bake for 1 hour. Remove from the oven and drizzle with the lemon juice of the last lemon, and a few more grinds from pepper mill."
189,Preheat oven to 400f. Grease muffin tins. Place all dry ingredients in a mixing bowl and mix up with an electric mixer. Add the liquids and mix smooth. Place 2 tablespoons of batter in the bottom of each of the greased muffin cups. Add 1 tablespoon of crunchy style peanut butter. Add the remaining bit of batter and bake for approx. 25 minutes or until a tooth pick comes out clean.
190,"Place beef on top of vegetables. Mix horseradish, salt, pepper and 1 cup water. Pour over top of beef. Cover and cook on low for 8-10 hours or until beef and vegetables are tender. Remove 2 cups of juices from crock pot and put into small sauce pan. Mix corn starch with 2 t cold water and then add to juices. Bring to a boil while stirring constantly until thickened. Serve gravy over meat and vegetables."
191,"Preheat oven to 375f. In a large mixing bowl, cream butter and sugar. Add eggs and vanilla, mix well. Gradually beat in the butter mixture then add chocolate chips. Drop dough by rounded tablespoonfuls onto greased baking sheets. Bake 10-12 minutes. Let cookies rest on baking sheets for 2 minutes before removing with a spatula to wire racks to cool completely."
192,"Preheat oven to 350 degrees farenheit. Cream sugar and margarine. Add bananas and eggs. Sift cake flour, salt, and baking soda 3 times. Blend flour mixture into banana mixture, making sure not to overmix. Turn batter into 2 greased 9x5x3-inch loaf pans. Bake for 55 minutes, or until toothpick inserted in center of loaf comes out clean. Turn out immediately to cool on wire rack."
193,"Mix together the first 9 ingredients in a slow cooker. Cover and cook on high for 1 hour. Gently smash the beans along the side of the crockery. Sprinkle with cheese, cover, and cook for 30 more minutes. Serve with tortilla chips."
194,"In large non-stick skillet, heat oil over medium high heat. Add onions. Once onions begin to brown reduce heat to low. Continue to cook onions until soft and caramelized. This should take a total of 20-30 minutes. Roll dough out. Spread pesto. Layer remaining ingredients and onions over sauce. Bake according to dough directions."
195,"Preheat oven to 350 degrees. Mix the first six ingredients for crust. Place half of mix in a greased 9x13 inch pan. Bake crust for 10 minutes. Melt caramels and whipping cream. Place chocolate chips over baked crust, drizzel caramel over chips, then place the remaining crust mixture on top of the caramel. Bake another 10-15 minutes at 350 degrees. Cool."
196,"Preheat the oven to 375. Place the chicken, with the skins on, in a single layer in a shallow roasting dish and set aside. Heat the oil in a small saucepan and gently fry the green onions and garlic for about 2 minutes, until softened, but not browned. Add the honey, orange segments and soy sauce to the pan, stirring well and cook until the honey has completely dissolved. Pour the sauce over the chicken and bake, uncovered, for about 45 minutes, basting once or twice until the chicken is cooked."
197,"Heat oven to 350 degrees. Brush the corn kernels with 1 teaspoon of the oil, reserving the remaining oil. Roast the corn kernels in a pan until golden and soft, about 10 to 15 minutes. Watch carefully so the corn kernels do not get over-brown or burn. Carefully remove pan from oven and cool. When cool enough to handle, squeeze out the corn kernels. Combine the corn kernels with the reserved olive oil and rest of the ingredients in a blender. Blend until smooth and use the dressing on any mixed garden salad. Refrigerate leftover."
198,"Place brisket in crock pot, cover and cook on low for 2 hours or on high for 4 hours. Check for doneness because each crock pot cooks at a different heat setting. Before serving, stir in toasted pecans."
199,"Preheat oven to 350 degrees. In a large mixing bowl, combine the first 4 ingredients. In a 2-quart saucepan, heat the honey, oil and vanilla until syrupy. Add to the dry ingredients and mix well. Spread on a jellyroll pan. Bake for 20 minutes, stirring every 5 minutes. Store in a covered container."
200,"Preheat oven to 350 degrees. In a large saucepan, melt butter, brown sugar, spiced rum, nutmeg. Heat about 2 minutes, stirring occasionally. Stir in lemon coconut bars and cook until coated with sauce and just heated through. Serve hot."
201,"Place all ingredients in order directed by your bread machine and process. By hand - combine all and knead until elastic, about 10 minutes. Place in a greased bowl, cover and let rise another 20 minutes. Bake at 350 for 20 minutes or so."
202,Combine all ingredients together in a blender. Cover and blend until smooth. Press fruit mixture through a fine-mesh strainer over a bowl to extract juices. Discard solids and pour mixture into 3-ounce paper or plastic drink cups or pop molds. Cover cups with foil. Cut a slit in the foil and insert wooden sticks. Freeze several hours or overnight until pops are firm. Remove from cups or molds to serve.
203,"In a large skillet over medium-high heat, melt butter. Add to the skillet the cabbage, carrots, onion, green bell pepper, garlic cloves, butter, tomatoes, rotel tomatoes, tomato sauce, cabbage, salt and pepper. Cook, stirring often, for about 10-12 minutes until the veggies are well-browned and softened. Remove from heat and stir in the soy sauce, vinegar and pepper. Serve hot."
204,"Preheat grill to medium-high. Spread butter on corn. Season with salt and pepper to taste. Top with ice cubes. Center corn inside 1 reynolds hot bag, large size. Double fold ends to form packet, leaving room for heat circulation inside. Grill 15-20 minutes, covered, turning packet over once halfway through cooking. Cut open top of foil bag, carefully, using a sharp knife. Allow steam to escape, fold back foil."
205,"Preheat oven to 350 degrees F. Line a baking sheet with parchment paper. Preheat oven to 350 degrees F. Bake romaine lettuce for 30 minutes, or until golden brown. Remove from oven and allow to cool slightly. Remove from oven and allow"
206,"Heat the oil in a large saucepan over medium heat. Add the onion and saut for about 3 minutes, until translucent. Add the garlic and saut one minute longer. Add the carrots, broth and salt. Bring to a boil, then reduce the heat to medium-low. Simmer, partially covered for about 20 minutes, or until carrots are tender. Stir in the chiles, lime juice and rice. Cool and pure the soup with a food processor, blender or immersion blender. The easiest way to puree is to add the solid ingredients to your food processor with just enough liquid to puree and then mix this thick pureed mixture back into the broth. Reheat, if necessary and serve warm."
207,"Preheat oven to 350 degrees f. Spray a small loaf pan with non stick coating. In a large bowl, combine flour, sugar, baking soda, baking powder, salt, cinnamon and nutmeg. In another small bowl, combine the liquid egg product, applesauce and zucchini. Add the wet ingredients to the dry ingredients and using an electric mixer, mix until well blended. Bake 45-50 minutes, or until a toothpick comes out clean."
208,"In a large skillet sprayed with butter-flavored cooking spray, brown meat and onion. Add beef stew meat, cream of celery soup, cream of mushroom soup, french onion soup, fresh mushrooms, onion, egg noodles, sour creampreparation:In a large skillet sprayed with butter-flavored cooking spray, brown meat and onion. Add beef stew meat"
209,"Preheat oven to 450 degrees. Cut chicken in half. Arrange, skin side up, in a roasting pan. Combine butter, lemon juice, and spices in a small bowl and mix well. Brush chicken with mixture. Roast until juices run clear. Broil 6 inches from heat for 3 minutes."
210,"Melt butter in a medium saucepan over medium heat. Saute onion, stirring, until tender. Stir in the rice, onion, celery, green onion, long-grain rice, orange juice, salt, orange, slivered almonds. Bring to a boil. Reduce heat to low, cover and simmer 15 to 20 minutes, or until rice is cooked and liquid is absorbed. Stir in almonds before serving."
211,"Preheat oven to 350 degrees f. In large bowl, blend egg noodles, frozen green peas, condensed cream of mushroom soup, tuna, onion, processed cheese, ground black pepper. Turn into greased 2-quart baking dish. Bake 30 minutes or until bubbling."
212,"Preheat oven to 350 degrees. In a large bowl mix together the flour, sugar, cocoa powder, baking soda, and salt, and set aside. In a measuring cup or small bowl, whisk together all of the wet ingredients, except the cider vinegar. Add the wet ingredients into the dry ingredients, and whisk well to combine. Pour batter into greased 9inch pan. Bake at 350 degrees for 20-25 minutes or until an inserted toothpick comes out clean."
213,"Preheat oven to 425 degrees. Spray a small baking dish with non-stick spray. Take the stems out of the mushrooms by twisting them until they come loose. Mince the stems and place them in a small dish. Add the cheese, parsley, oil and cayenne pepper to the dish and mix well. Place the caps in the dish stem side up. Spoon the mixture into the caps. Bake 12-15 minutes or until tender. Let cool slightly before serving."
214,"Preheat oven to 350-degrees f. Place tuna in 8-inch baking dish and set aside. In a small cup or bowl mix together next 3 ingredients and pour over tuna. Bake for 20 - 25 minutes or until cooked through. Sprinkle with salt, parsley and green onion."
215,"In a small saucepan on medium heat, warm the vinegar and sugar together until the sugar dissolves. Set liquid aside to cool. Chop the dill. Slice the cucumber very thinly and arrange in layers on a shallow, non-reactive platter with sloped edges. Sprinkle with salt and pepper and garnish with the fresh dill. Pour the dressing over the cucumbers. Let marinate at least 1 hour or overnight. Yield is estimated."
216,"Mix all ingredients together in blender. Pour into 6- 3oz molds or paper cups. Freeze for one hour, place sticks in the middle. Freeze for another 3 hours, until solid. To release pops, dip molds into hot water until pops loosen and slide out. If using paper cups, peel away paper."
217,"Preheat oven to 350 degrees. Place all ingredients into a large mixing bowl and mix until just moistened. Spoon into lined or nonstick, sprayed mini muffin pan. Bake at 350 degrees for 15 minutes. Remove muffins from the tray and cool on wire rack."
218,"Preheat oven to 350c. Line a large baking tray with baking parchment. Place bread in a blender or food processor and blend to make fine breadcrumbs. Mix the breadcrumbs with the grated cheese and. Place the egg white and flour in 2 separate shallow bowls. Dip the chicken pieces in the flour first to lightly dust then dip into the egg whites and finally into the cheesy breadcrumbs, turning to evenly coat. Place on prepared baking tray. Bake for 25-30 minutes, until the chicken is thoroughly cooked, there is no pink meat and the juices run clear when pierced with a sharp knife. Serve the chicken dippers with tomato sauce or mayonnaise."
