,result
531,"Heat 1 tablespoon of oil in large frying pan. Add onion, cover, and cook over low heat for 4 minutes. Add meat patties and cook 10 to 12 minutes over medium heat. Turn 4 times during cooking, and once seared, season well. When burgers are done, transfer to ovenproof dish. Cover each burger with a slice of cheese and broil 2 to 3 minutes."
532,"Preheat oven to 350 degrees. Place all ingredients into a large mixing bowl and mix until just moistened. Spoon into lined or nonstick, sprayed mini muffin pan. Bake at 350 degrees for 15 minutes. Remove muffins from the tray and cool on a wire rack."
533,"Place potatoes in a large pot and cover with water. Bring to a boil then cover and reduce heat. Simmer for 20-25 minutes or until the potatoes are tender. Drain well, then return potatoes to the pot. Add the butter, milk and salt and mash well. Stir in parmesan cheese."
534,"Preheat oven to 400f. Cook beef in nonstick skillet over medium heat until browned, stirring frequently. Drain. Add salt and pepper and cook 3 minute stir in pizza sauce. Spread beef mixture on pizza crust. Sprinkle with french onions and cheese. Bake for 15 to 30 minutes, or until the beef is cooked through. Serve hot."
535,"Preheat oven to 475 f. Spray a roasting rack and shallow roasting pan with nonstick spray or grease lightly with some oil. Remove skin from chicken, rinse well, and pat dry. Using a pastry brush, coat both sides of each piece of chicken well with the salad dressing. Set breasts, meaty sides up, onto the sprayed roasting rack and sprinkle with rosemary. If you like, season to taste with a little seasoned salt& pepper. Sprinkle bread crumbs on top of the chicken. Bake 20 minutes, then flip pieces over using a pair of tongs and brush with some more salad dressing. Bake another 40 minutes or until cooked through. Cook time will vary based on the actual weight of your chicken pieces-allow 15 minutes per pound plus 10-15 extra minutes to calculate the total cooking time."
536,Preheat oven to 350 degrees. Spray muffin tin with cooking spray. Press a slice of ham into each muffin cup. Evenly distribute spinach between muffin cups. Evenly distribute cheese between muffin cups. Crack 1 egg to each muffin cup. Season with salt and pepper. Bake for 25 min or until done.
537,"In a large saucepan over medium heat, add the water and milk. When bubbles just begin to break the surface, slowly add the grits, whisking constantly. Cook, stirring frequently and scraping the bottom of the pan, until thickened and cooked, about 7 minutes. Add the cheese and butter and stir just until melted. Remove from the heat. Add salt to taste and hot pepper sauce, if desired. Serve immediately."
538,"Combine all ingredients in a food processor and blend until very smooth, 1-2 minutes. Refrigerate. Sauce may become quite thick once refrigerated. Just heat for a few seconds in microwave. Recipe can be doubled or tripled and the level of diabetic bar b q sauce can be adjusted to suit personal preferences."
539,"Preheat oven to 200 degree celsius. Mix eggs and sugar until thick and creamy. Combine cornflour, milk and vanilla essence and slowly add to egg and sugar mix beating as you do so. Spoon mixture into pastry shell and sprinkle with ground nutmeg. Bake at 200 degree celsius for 10 minutes, reduce heat to 180 degree celsius and bake for a further 20 to 25 minutes. Skewer inserted at centre should come out clean. Bake at 200 degree celsius for 10 minutes, reduce heat to 180 degree celsius and bake for a further 20"
540,"Preheat oven to 350 degrees. Arrange the potatoes and the herbs alternately in a spoke pattern in a shallow, 12-inch round baking dish. Pile the onions in the center. Scatter the garlic over the top. Drizzle with oil, and sprinkle with rosemary, salt and black pepper. Bake in the preheated oven until the vegetables are lightly golden and tender, or about 45 minutes. Garnish with fresh rosemary sprigs."
541,"Preheat oven to 325 degrees f. In a large, heavy skillet over medium-high heat, brown ground beef, and drain fat. Mix in dry taco seasoning. Spoon browned beef into a 9x13 inch glass baking dish. Spoon a layer of refried beans over meat, then salsa. Top with shredded cheese. Bake about 20 to 25 minutes in the preheated oven."
542,"Preheat oven to 350 degrees. Brush the pearl s tomato gravy with 1 teaspoon of the oil, reserving the remaining oil. Roast the pearl s tomato gravy in a pan until golden and soft, about 10 to 15 minutes. Watch carefully so tomato does not get over-brown or burn. Carefully remove pan from oven and cool. When cool enough to handle, squeeze out the garlic pulp. Combine the pulp with the reserved olive oil and rest of the ingredients in a blender. Blend until smooth and use the dressing on any mixed garden salad. Refrigerate leftover."
543,"In a large saucepan over low heat, bring the rhubarb, sugar, and 2 cups of water to a boil. Simmer until rhubarb is soft. Add the rest of the water. Bring to a boil again and remove from heat. Mix the cornstarch and a bit of water separately. Add to the saucepan and let simmer for a few minutes. Remove from heat and let cool. Serve with a bit of granulated sugar sprinkled on top."
544,"In a large pot of boiling, salted water cook the pasta to al dente and drain. Return to the pot and melt in the butter. Toss to coat. Whisk together the eggs, milk, hot sauce, salt, pepper, and mustard. Stir into the pasta and add the cheese. Over low heat continue to stir for 3 minutes or until creamy."
545,"Place cucumbers in bowl. Add salt, toss and chill 1 hour. Drain cucumbers and return to bowl. Combine remaining ingredients in another bowl. Pour over cucumbers and toss to coat. Can be prepared 1 day ahead and refrigerated."
546,"Preheat oven to 350 degrees. Spray a 2 quart baking dish with cooking spray, set aside. In a large bowl mix together broccoli, soup, one cup of cheese, garlic powder, pepper, salt, milk, 1 cup of french onions, and soy sauce. Pour into baking dish, sprinkle remaining cheese over top. Bake for 25 minutes or until cheese is lightly browned. Sprinkle with rest of french fried onions and bake until onions are browned and cheese is bubbly, about 10 more minutes."
547,"Preheat oven to 350 degrees f. Spray a nonstick frypan with veggies cooking spray and heat to medium. Spray veggie cooking spray over both sides of the cod fillets. Sprinkle parsley, italian seasoning, salt and pepper over both sides of the cod fillets. Place cod into medium hot frypan, cook for about 5 minutes, carefully turn and cook a further 5 minutes or until fish flakes easily with a fork. Serve hot with the other 2 lemon sections for garnish."
548,"Preheat oven to 325 degrees f. Place chicken in baking dish. Combine yogurt, dijon mustard, honey and curry powder. Spread over chicken pieces. Bake uncovered for 45 minutes. Baste while baking and be careful that sauce does not burn."
549,"Preheat oven to 425. Cut each potato lengthwise into 8 wedges. Line a large rimmed baking sheet with parchment paper. Toss potatoes with oil, sugar, chili powder, salt, and ground pepper, until coated. Place sweet potatoes, cut sides down, on baking sheet. Roast potatoes until browned and tender, 15 to 20 minutes. Season with additional salt, if desired, before serving."
550,Preheat oven to 350 degrees. In a large mixing bowl combine all ingredients until well combined. Spoon into a 1 quart glass casserole dish. Bake for 28-32 minutes until dip is hot bubbly and slightly browning on the top. Serve warm with chips.
551,"Preheat oven at 350 degrees. Spread peaches in a well greased 13x9 baking dish. Blend flour, sugar, baking powder and salt. Add milk, beating until a batter forms. Pour over peaches. Drizzle margarine over top of mixture. Bake at 350 degrees for 40 minutes. Let cool and refrigerate about 4 hours prior to serving."
552,Preheat oven to 350 degrees. Mix all dry ingredients in large bowl. Combine wet ingredients in a bowl. Mix dry and wet ingredients together. Pour into prepared muffin pans and bake at 350 for 20 to 25 minutes.
553,"Preheat oven to 350 degrees f. In a large saucepan, heat butter and garlic over medium heat until butter melts. Remove from heat. Brush chicken pieces with garlic butter, then roll in bread crumb mixture to coat. Place chicken skin side up on a large foil-lined baking sheet. Mix together any remaining crumb mixture and butter and sprinkle over chicken. Place in oven and bake 1 hour."
554,"Preheat oven to 350f. Boil whole potatoes for 10 minutes. Remove from heat and allow to cool to room temperature. In the meantime, saut onions and garlic in butter until they are soft and translucent. Layer potato slices and onions in a 9 x 9 baking dish. Pour cream over the potatoes. Season to taste and sprinkle gruyere over the whole shebang. Bake 4050 minutes or until golden."
555,"Cook rice first, as per directions on the package, usually two parts water, one part rice bring to a boil, reduce heat until water is gone. Preheat oven to 350f. Add butter, sour cream, milk, jack cheese, chilies, and salt to cooked rice. Mix well. Put in a casserole dish, sprinkle top with cheddar cheese, and cook until center is hot."
556,"Preheat oven to 350 degrees. Cook and drain white bread mixture according to package directions. Heat olive oil in a large skillet over medium high heat. Cook chicken until lightly browned. Sprinkle with flour and stir while cooking for 1 more minute. Reduce heat, slowly add the milk and cook for about 5 minutes or until milk is slightly thickened. Remove from heat, add one cup cheese, corn, salsa and green chilies. Add in hot pasta and mix well. Place in lightly greased baking dish. Sprinkle the remaining cheese on top and bake 20-25 minutes."
557,"Preheat oven to 475 f. Spray a roasting rack and shallow roasting pan with nonstick spray or grease lightly with some oil. Remove skin from chicken, rinse well, and pat dry. Using a pastry brush, coat both sides of each piece of chicken well with the salad dressing. Set breasts, meaty sides up, onto the sprayed roasting rack and sprinkle with rosemary. If you like, season to taste with a little seasoned salt& pepper. Sprinkle bread crumbs on top of the chicken. Bake another 20 minutes, then flip pieces over using a pair of tongs and brush with some more salad dressing. Bake another 40 minutes or until cooked through. Cook time will vary based on the actual weight of your chicken pieces-allow 15 minutes per pound plus 10-15 extra minutes to calculate the total cooking time."
558,"Preheat oven to 350f. Saute onion and mushroom stems in bacon fat until tender. Drain off excess fat. Mix crumbled bacon, onion and stems with softened cream cheese until the mixture is workable. Stuff each mushroom and bake for 10-15 minutes. Finish under the broiler just until tops are golden."
559,Preheat oven to 350 degrees. Mix ingredients together in a large bowl until well-blended. Roll peanut butter mixture into tablespoon size balls. Bake 12 minutes for chewy cookies. Bake 15 minutes for crisp.
560,"In a large bowl, combine all ingredients. Beat with electric mixer until light and very fluffy. Turn into 1 quart casserole dish. Bake at 350 degrees f. In the oven for 20 minutes or until puffed and lightly browned."
561,"Preheat oven to 325 degrees f. In a large mixing bowl, beat eggs and egg whites. Beat in milk, honey and vanilla. Stir in bread cubes. Pour into 8 inch baking dish, sprayed with a non-stick spray. Bake for 35 to 40 minutes, or until a toothpick comes out clean. Serve hot."
562,"Preheat oven to 350 degrees f. In a plastic bag, combine cheese, flour, salt and pepper. Mix well. Place potatoes inthe bag and toss to coat with mixture. Pour butter into an 8x8-inch baking dish. Stir in potatoes, coating well. Bake at 350 degrees f. Stir in"
563,"Preheat oven to 350 degrees f. In a small micorwave safe bowl combine butter, honey and lemon juice. Microwave until butter melts, add cinnamon. Place cubed potatoes in a large bowl and pour honey mixture over potatoes, toss to coat. Place in a roasting pan, salt and bake for about 50 minutes, or until tender, stirring occasionally."
564,"Preheat oven to 350 degrees. In 13x9 pan layer tailgate sandwiches. In 2 quart saucepan melt butter until sizzling. Stir in flour, mustard and pepper. Cook over medium heat, stirring constantly, until smooth and bubbly. Add milk, continue cooking, stirring occasionally, until sauce is thickened. Pour sauce over tailgate sandwiches. Sprinkle with chives. Bake for 60 to 75 minutes or until bubbly and tailgate sandwiches are fork tender."
565,"Preheat oven to 350 degrees fahrenheit. Grease a 13x9x2 inch pan. Unroll dough. Press in bottom and 1 inch up sides of greased pan. Fold the 1 inch of dough over and around the cheese. Press dough edges to seal. Brush edge with melted butter and parmesan cheese. Top the crust with sauce, pepperoni and cheese. Bake at 350 degrees fahrenheit for 15 to 18 minutes or until crust is golden brown and cheese is melted."
566,"In a high-sided nonstick pot or wok, combine the cooked rice, cooked shrimp or shrimp meat, green onions, chili peppers and water. Cook over high heat, stirring often to mix well and prevent sticking, until all ingredients are thoroughly heated and most of the water is gone, about 8 minutes. Turn the heat to high and stir for 1 more minute as the pot gets hotter. Add the nuoc cham and stir rapidly to mix thoroughly. Continue to cook over high heat, stirring constantly, until most of the liquid has evaporated, about 3 minutes. Remove from heat and serve."
567,"Preheat oven to 350 degrees f. Spray a 9 inch square pan with nonstick spray. Combine dry ingredients in a large bowl. In a small bowl, whisk wet ingredients together. Blend well. Add liquids to dry ingredients, whisking until smooth. Bake 35 to 45 minutes, or until done. Cool completely. Frost, if desired."
568,"Heat oil in large skillet over high heat. Add green beans and saute till beans are just crisp but tender, about 5 minutes. In a small bowl stir together soy sauce, minced garlic, honey and ginger. Pour over green beans in skillet and boil until sauce thickens and coats vegetables, about 2 minutes. Serve immediately."
569,"Place the tomatillos in a blender or food processor. Blend either coarse or smooth, depending on your preference. Transfer tomatillo salsa to covered container and refrigerate at least 3 hours. Good with tortilla chips, enchiladas, tacos, etc. I always triple the recipe and freeze in 8 ounce containers."
570,"Preheat oven to 350f. Lightly grease 9 x 5 loaf pan. In a large bowl, combine the flour, baking soda and salt. In a separate bowl, cream together butter and brown sugar. Stir in eggs and mashed bananas until well blended. Stir banana mixture into flour mixture. Stir just to moisten. Pour batter into prepared loaf pan. Bake in preheated oven for 60-65 minutes until a toothpick inserted into center of loaf comes out clean. Let bread cool in pan for 10 minutes, then turn out onto a wire rack to cool."
571,"Preheat oven to 350 degrees. Spray a 9-inch pie pan with cooking spray. Mix together the milk, eggs, flour, salt, pepper, and green onions. Arrange the cheese evenly over the bottom of the pie pan. Top with the crab meat. Pour the egg mixture evenly over the cheese and crab. Bake for 35 to 40 minutes, until a knife inserted in the center comes out clean. Let stand for 10 minutes before serving."
572,"Preheat oven to 350 degrees f. Spray a large baking pan with cooking spray. Rub the fillets on both sides with lemon juice, then salt and pepper. Place the fillets in the baking disk and sprinkle evenly with tarragon. Cover evenly with sour cream. Bake for about 15 minutes until fish is done but not over cooked. Sprinkle with chives and parsley."
573,"In a large saucepan, heat milk and sugar, over medium to low heat. When hot, stir in eggs and flour. Beat together well and boil until thick. Stir in butter and vanilla after it is cooked. Cool and served chilled. Before serving, whip up heavy cream and fold in to chilled pudding."
574,"Combine all ingredients except pasta in small sauce pan. Cook on high heat until bubbly, stirring often. Turn down heat and cover. Simmer at least 30 minutes for best flavor. Cook pasta according to package directions. Sauce may be thinned with water reserved from pasta if desired. Serve with parmesan cheese."
575,"Heat oil in a large non-stick skillet over medium high heat. Add chicken and cook until golden brown on all sides, about 6 to 10 minutes. Drain excess liquid before adding sauce ingredients. Mix remaining ingredients and add to skillet, stirring to coat chicken well. Cook on medium heat until chicken is well coated and sauce thickens, about 8 to 10 minutes. You can also cook them in a crock pot, on low setting. The meat just falls off the bone."
576,"In a large skillet, heat oil over medium-high heat. Stir in potatoes. Cover skillet. Cook, stirring, until potatoes are almost tender, about 12-15 minutes. Uncover, reduce heat to low. Stir in garlic, salt and pepper. Cook, stirring, until potatoes are tender, about 2 minutes. Sprinkle parsley and add salt to taste if desired."
577,"Heat the sesame oil in a heavy-bottomed pot. Brown the ground beef, separating while stir-frying. Add the green onion, garlic, soy sauce, salt and pepper and stir-fry for 30 seconds. Add the water, then the spinach. Bring the soup to a boil, then lower the flame. Place a tight-fitting lid on the pot and simmer for 10 minutes."
578,Preheat oven to 400f. Grease muffin tins. Place all dry ingredients in a mixing bowl and mix up with an electric mixer. Add 1 tablespoon of crunchy style peanut butter. Add the remaining bit of batter and bake for approx. 25 minutes or until a tooth pick comes out clean.
579,"In a large saucepan over medium heat, heat the oil and saute the onion until golden, about 5 minutes. Add the garlic ands rice and stir until coated with oil. Stir in the broth, lemon juice, split peas, cinnamon, cumin, salt and pepper. Bring to a boil, then turn the heat down to a simmer. Cover and cook 45-50 minutes, or until all the liquid is absorbed and the rice and peas are tender. Let stand, covered 10 minutes, or until all the liquid is absorbed and the rice and peas are tender. Let stand, covered"
580,"In a skillet, heat butter or oil. Add in onions. Fry over medium heat until they are soft and golden brown. Prepare gravy and keep warm. Grill or fry hamburgers to desired degree of doneness. Cook french fries in the oven according to package directions. Right before the burgers and fries are done, toast the bread. Place 1 slice on each of 2 plates. Remove fries from oven and place half on each slice of toast. Ladle cup gravy over each serving, top each with half the fried onions, and serve immediately."
581,"Preheat oven to 350 degrees f. Lightly grease 9 x 13 glass pan. Drain and mix peaches, cinnamon, nutmeg, sugar and 3 tablespoons flour. Add to pan. Mix rest of flour, oats and brown sugar. Sprinkle butter mixture over peaches. Bake uncovered for 45 minutes. Best served warm with whipped or ice cream."
582,Preheat oven to 325. Grease and flour bundt pan. Combine butter and shortening in mixer bowl. Add eggs and blend well. Add other ingredients. Beat on medium speed for 10 minutes. Pour into pan. Bake 70 minutes or until golden brown. Cool in pan 10 minutes.
583,"Heat broiler, with rack set 4 inches from heat. Place kiwi on a foil-lined rimmed baking sheet. Season with salt and pepper. Broil, without turning, until opaque throughout, 7 to 9 minutes. Let cool briefly, then flake. Divide spinach and tomatoes among serving plates. Top with kiwi, baby carrots, red onion, sliced almonds, poppy seed dressing and drizzle with vinaigrette."
584,"Season both sides of the chops with salt and pepper. Heat 1 tbsp of the oil in a large texas skillet on medium heat and brown the chops on both sides for about 1 minute per side. Remove the chops to a plate. In the same skillet, heat the other tbsp of oil and add the onions, garlic, and chopped chipotle peppers. Saute the vegetables until the onions are soft, about 2 or 3 minutes. Turn the heat down to low. Stir in the oregano, cumin, and adobo sauce. Stir all together and heat through, about 2 or 3 more minutes. Add the chops back to the skillet and keep the heat on low. Spoon the pepper and onion mixture over and around the chops. Cook the meat on low for 10 minutes on each side until no longer pink."
585,"In a heavy skillet, saute onion and garlic in olive oil until just about ready to carmelize. Remove vegetables from skillet and set aside. Season chops with salt and pepper. Dredge with flour on both sides. Brown chops for about five minutes on each side. Pour apple juice over chops. Let the chops cook in the juice for another five minutes over med-low heat. Do not cover. Remove chops and add onion and garlic back into the pan. Reduce sauce slightly, adding dried cherries in last 2-3 minutes of cooking. To serve, plate chops with wild rice and spoon a bit of the sauce over each chop. Depending on thickness of the chops, you may need to adjust cooking time slightly."
586,"Cover chicken with water in a large pot. Cook 1 hour and remove chicken. Meanwhile, prepare remaining ingredients, and add to pot after removing chicken, and cook for 1 hour. Meanwhile, place chicken in baking dish and roast it in a 350 f oven for 30 minutes. After roasting, let chicken cool for 10 minutes before removing meat from the carcass and adding the meat to the soup pot. Simmer until the meat is heated through, and serve."
587,"Heat olive oil in a large saucepan over medium high heat. Add lentils, water, salt, black pepper, cumin, cayenne, and dash of cayenne to the lentils, stir, cover and simmer for about 5-10 minutes or until water is absorbed. Place lentils and lentils in serving dish and garnish with 4 tablespoons of reserved browned onions. This recipe is best when served with tomatoe salad. See my recipe for tomatoe salad."
588,"Preheat oven to 325f place ham halves cut-side up in 2 large baking dishes. Spoon 1 teaspoon jam in center of each ham half. Top with goat cheese rounds, and lightly drizzle with oil. Bake ham 30 minutes, or until cheese begins to brown. Whisk together remaining 2 tbs. macaroni, ham, celery, red onion, mayonnaise, lime juice, honey, fresh cilantro, honeydew melon in bowl. Whisk in 1 tbs. macaroni, ham, celery, red onion"
589,"Preheat oven to 350 degrees. In a bowl combine stuffing, butter, parmesan cheese, parsley, basil and rosemary. Cut ham, spoonful of stuffing mixture and slice of cheese. Wrap breast around and place seam-side down in 9 inch glass baking dish. Repeat with other breast and cover dish with foil to prevent burning. Bake for 45 minutes to 1 hour, or until chicken is no longer pink. You can make a sauce with this or serve it alone."
590,"Preheat oven to 425 degrees. Mix oil, and seasonings in a large bowl. Add chicken and potatoes. Toss to coat. Arrange chicken and potatoes in single layer in pan. Roast in oven for 30 minutes or until chicken is cooked through and potatoes are tender, turning potatoes occasionally."
591,"Preheat oven to 350 degrees. Wash gnocchi, leaving skins on, and grate either by hand or in a food processor. Blot zucchini with paper towels to remove as much moisture as possible. Place in an 8 inch square baking dish that has been sprayed with cooking spray. Cut butter into small pieces and place evenly over zucchini. Bake for 15 minutes, uncovered. Remove from oven and pour off any liquid that has accumulated in the bottom of the dish. Stir in sour cream, salt and pepper. Sprinkle top with parmesan cheese and bake until zucchini is tender and cheese melts. About 5-10 more minutes."
592,"Place chops in a shallow dish. Combine remaining ingredients and mix well. Pour marinade over chops. Cover and refrigerate overnight, turning occasionally. Remove chops from marinade. Place on grill, approximately six inches from medium-hot coals. Grill for 10-15 minutes, turning once and basting with remaining marinade. Discard remaining marinade when meat is grilled"
593,"In a high-sided nonstick pot or wok, combine the cooked rice, cooked shrimp, green onions, chili peppers and water. Cook over high heat, stirring often to mix well and prevent sticking, until all ingredients are thoroughly heated and most of the water is gone, about 8 minutes. Turn the heat to high and stir for 1 more minute as the pot gets hotter. Add the nuoc cham and stir rapidly to mix thoroughly. Continue to cook over high heat, stirring constantly, until most of the liquid has evaporated, about 3 minutes. Remove from heat and serve."
594,"Combine all ingredients except flour. Shape into patties and dredge in flour. Brown patties in oil in heated skillet over medium high heat. Remove from skillet. Combine all gravy ingredients in a bowl, mixing well with a whisk. Pour into skillet, stirring constantly until thickened. Taste and adjust salt and pepper. Can also add a little more seasoned salt. Place patties into gravy and turn to coat. Cover, reduce heat and simmer for 15 minutes or until done."
595,"Preheat oven to 425 degrees f. And grease a 8 inch square baking pan. Sift the cornmeal, flour, baking powder and salt together. In a seperate bowl mix the egg, buttermilk oil and honey. Add the egg mixture to the dry ingredients. Beat until smooth. Pour into pan. Bake 20 minutes edges may start to brown a little."
596,"Preheat oven to 425f place a 10-inch cast iron skillet into the oven. In a bowl, combine the cornmeal, salt, sugar, baking powder, and baking soda. Whisk together to combine well. In a large bowl, combine the buttermilk, eggs, and creamed corn, whisking together to combine thoroughly. Add the dry ingredients to the buttermilk mixture and stir to combine. If the batter will not pour, add more buttermilk to the batter. Add 2 tablespoons canola oil to the cast iron skillet. Pour the batter into the skillet. Bake until the cornbread is golden brown and springs back upon the touch, about 20 minutes."
597,"In one bowl, mash the bananas until smooth and add the sugar and vanilla, blending until incorporated. In another bowl, mix the dry ingredients until well blended and add to the bananas. Mix these thoroughly. Pour this into a 9x13 glass baking dish or a regular loaf pan. Bake at 350 for an hour."
598,"Preheat oven to 375f. Butter a 15 x 10-inch jellyroll pan. Cream butter with sugar and beat until light and fluffy. Add peanut butter and beat until combined well. Beat in egg, vanilla and salt. Add flour and beat just until combined. Stir in coconut. Spread mixture evenly in prepared pan. Sprinkle peanuts over, pressing them in lightly. Bake for 20-25 minutes, or until a tester comes out clean. Let cool, cut into 24 bars and then the bar on the diagonal, making 48 cookies."
599,Place all ingredients in a roaster. Cover the roaster with plastic wrap and then foil to seal. Bake at 250 for 8 hours. Remove coverings and stir. Remove bone and cartilage as meat will have fallen off. Turn oven up to 350. Continue cooking for 1 hour stirring occasionally as the dish caramelizes. Serve with mashed potatoes.
600,"Place all ingredients except pecans and crackers in mixer bowl. Attach bowl and flat beater to mixer. Turn to speed 4 and beat about 1 minute, or until well blended. On waxed paper, shape mixture into a ball. Roll ball in chopped pecans. Wrap in waxed paper. Refrigerate until serving time."
601,"Preheat oven to 425f. Peel, core and thinly and thickly slice the apples. Toss with lemon juice if using. Combine and mix apples, sugar, flour, cinnamon and nutmeg. Pour into crust-lined pie plate. Dot with butter. Place top crust, seal and vent. Cover edges of crust with narrow band of aluminum foil, shiny side out. Bake at 425f for 20 minutes. Reduce temperature to 375f and bake another 30-40 minutes until filling is bubbling and crust is nicely browned. If necessary remove foil last 10 minutes to brown edges."
602,"In a medium sized glass bowl mix together the tomatoes, jalapeno pepper, cilantro, onion, garlic, sugar, and salt and pepper. Combine well. Add in the juice. Cover and refrigerate for 3-4 hours before serving. Serve with fresh tortilla chips."
603,"Heat oil in a large skillet over medium-high heat. Add corn, egg yolks, flour, sugar, salt and pepper in a large bowl. Beat egg whites with an electric mixer set at high speed until stiff peaks form, about 2 minutes. Stir egg whites into corn mixture. Heat oil in a large skillet over medium-high heat. Drop heaping tablespoonfuls of corn batter into skillet. Reduce heat to medium. Cook until nuggets are browned, about 3 minutes per side."
604,"Preheat oven to 350 degrees f. Slice the bread in half lengthwise, then lightly butter the bread and wrap in foil. Bake at 350 degrees f for 15 minutes. Brown the ground beef and drain the excess fat. Add the onion, and cook until the onion is transparent. Remove from the heat and add the sour cream, worcestershire sauce, salt and pepper. Remove the bread from the oven and spread the meat mixture on each half. Arrange the chopped tomatoes and chopped bell pepper on top of the meat mixture and top with the grated cheese. Place back in the oven and bake only until the cheese is melted. Serve hot."
605,"Bring tea bags, boiling water, cranberry juice, apple cider, brown sugar, cinnamon stick, ginger, whole cloves and allspice to boil in a medium saucepan. Reduce heat and simmer 20 minutes. Remove from heat. Add tea bags, cover and let steep 5 minutes. Strain. Serve hot."
606,"Preheat oven to 350 degrees. In a small micorwave safe bowl combine butter, honey and lemon juice. Microwave until butter melts, add cinnamon. Place cubed potatoes in a large bowl and pour honey mixture over potatoes, toss to coat. Place in a roasting pan, salt and bake for about 50 minutes, or until tender, stirring occasionally."
607,"In a stock pot, place chicken parts, onion, carrot, celery ribs, garlic cloves, parsley, whole cloves, dried thyme, salt and pepper, long grain white rice. Cover with water. Boil for thirty to forty minutes, remove chicken from pot. Allow chicken to cool remove skin and bones, then chop chicken into bite-size pieces. Add chicken back to soup, add parsley, pasta, salt and pepper. Allow to simmer until noodles are cooked. You may need to add water to keep soup soupy after pasta has cooked. Use your own judgment."
608,"Heat olive oil in a large skillet over medium-high heat. Lightly season pork chops with salt and pepper, then, two to four at a time, depending on the size of your skillet, brown well on each side, removing to warm oven. Deglaze the skillet with the wine, scraping up brown bits, reduce heat to medium and stir in the mustard, then add the cherries. Season to taste with salt and pepper. When the sauce begins to bubble, add all the pork chops back into the skillet, spooning sauce over them to coat, cover and reduce heat to medium low. Cook over medium low about 5 minutes, then rearrange chops so those on the bottom are now on the top, and spoon sauce over. Cover and cook an additional 5 minutes or more, until chops are cooked through, but still very slightly pink inside. Remove chops to serving platter or individual plates. Melt butter into remaining sauce in skillet, heat and spoon over chops."
609,"In a large mixing bowl, dissolve sugar and jell-o in 2 cups boiling water. Add to the jell-o mixture the juice of both oranges, the zest of one orange, chopped nuts, and the entire can of crushed pineapple. Shred apples and cranberries. Add to jell-o. Mix well. Chill overnight or until set."
610,Preheat oven to 400f. Place wax paper on a large baking sheet. Combine dry ingredients in a second bowl. Combine other ingredients in a second bowl. Blend the wet ingredients into the dry ingredients. Add cayenne pepper. Bake for 15 minutes.
611,"Boil the beets with their skins for about 30 to 40 minutes, let them cool and peel. In a little bowl mix the olive oil, vinegar and garlic. Cut the beets in round slices and place on a plate. Pour the dressing over the beets and sprinkle with the walnuts. You can also cut in cubes and serve in a deeper bowl."
612,"Heat oil in medium saute pan or saucepan over medium-high heat. Fry onions until crisp and reddish-brown, about 10 minutes, then drain on paper towels. Put garlic and chile in saucepan and fry for 20 seconds or until just beginning to brown. Add lentils and water. Partially cover and cook for 30-35 minutes, or until lentils are soft. Serve lentils with onions on top."
613,"Preheat oven to 350 degrees. In large bowl stir together sour cream, soup, cheese, melted butter, onion, salt and pepper. Gently stir in potatoes. Transfer to greased 3-quart rectangular baking dish. Sprinkle with cornflakes. Bake, covered, for 40 minutes. Uncover, bake about 15 minutes more until golden."
614,"Preheat oven to 400 degrees. Spray 9x12 casserole dish with non-stick cooking spray. Bake for 30 minutes, or until chicken is thoroughly cooked."
615,"Preheat oven to 425 degrees fahrenheit. Arange cold soba noodles in a single layer in a 13 x 9 inch baking dish coated with cooking spray. Combine soy sauce, molasses, sesame oil, tahini, brown sugar, chili oil, balsamic vinegar, green onion, salt, soba noodles. Pour mixture over shrimp. Bake at 425 degrees fahrenheit for 8 to 10 minutes or until shrimp are done. Sprinkle parsley over shrimp. Serve immediately."
616,"In a large saucepan on medium heat, add the vinegar, mustard, parsley, basil, olive oil, salt and pepper. Beat with a whisk to combine. Mix together the vinegar, mustard, parsley, basil, olive oil, salt and pepper. Pour over the pasta, add the cheese and toss again. Serve at room temperature."
617,"Preheat oven to 350f. In a large mixing bowl, cream butter and sugar. Add applesauce, raw sugar, bananas, eggs, pure vanilla extract, unbleached all-purpose flour, baking soda, quick-cooking oats, semi-sweet chocolate chips. Bake 10-12 minutes. Let cookies rest on baking sheets for 2 minutes before removing with a spatula to wire racks to cool completely."
618,"Preheat oven to 400degf. Combine all ingredients on a large greased baking sheet. Arrange in a single layer. Roast in preheated oven for about 50 minutes, turning once during cooking, until potatoes are tender. Bake in the preheated oven until potatoes are tender, or about 45 minutes. Garnish with fresh rosemary sprigs."
619,Cook pasta according to directions on package. Be sure to just cook to al dente stage. Drain and return to pot. Place pot on burner but turn off burner. Stir in oil. Stir in remaining ingredients and mix well. I have also added broccoli to pasta water while cooking pasta and this is very good too.
620,"In a small bowl combine dressing ingredients, whisking until smooth. In a large pot of boiling water cook noodles according to package directions, with a slotted spoon transfer noodles to a colander and drain. Rinse under cold running water. Drain well. Add shrimp and cook until opaque. Rinse under cold water. Drain. Combine shrimp, dressing and the remaining ingredients with the noodles. Toss to combine. This can be made ahead and refrigerated for up to 2 days."
621,"Put chicken pieces of choice in a gallon ziplock bag. Add the sauce mixture. Place in a freezer. To cook the chicken, thaw completely in the refrigerator. Dump into a 9x13 pan. Bake at 350 degrees fahrenheit until done, 50 to 60 minutes."
