steps,ingredients,name,id
Combine all the ingredients except the pork steaks and whisk together. Pour into a re-sealable bag or a covered glass dish. Add the pork steaks and toss to coat. Serve immediately.,"pork steaks, ketchup, brown sugar, soy sauce, vinegar, salt, pepper, garlic powder, onion powder",oven bbq pork steaks,216614
"Place the dumplings in a large bowl and cover with water. Cover and cook on low, 15 minutes or until the dumplings are cooked through.","biscuit mix, poultry seasoning, dried rosemary, milk",grammie bea s herbed dumplings,218701
"Preheat oven to 425f. In a large bowl combine the pumpkin puree, soymilk, eggs, egg white, cornstarch, white sugar, salt, cinnamon, ginger, clove, evaporated milk, unbaked pie shellpreparation:Preheat oven to 425f. In a large bowl combine the pumpkin puree, soymilk, eggs, egg white, cornstarch, white sugar, salt, cinnamon, ginger, clove, evaporated milk, unbaked pie shellpreparation:Preheat oven to","pumpkin puree, soymilk, eggs, egg white, cornstarch, white sugar, salt, cinnamon, ginger, clove",non dairy pumpkin pie,329506
Heat skillet over medium-high heat. Add corn and stewed tomatoes. Add stewed tomatoes.,"butter, onion, green bell pepper, frozen corn, stewed tomatoes, salt, pepper, dried basil",corn and stewed tomatoes,150634
"Add the rest of the ingredients to the skillet. Bring to a boil, lower heat, and simmer 30 minutes.","black-eyed peas, onion, garlic cloves, coconut milk, coconut cream, worcestershire sauce, pepper sauce, tomato ketchup, water",t dad soul food black eyed peas in coconut milk,229035
"Heat oil in a large nonstick skillet over medium-high heat. Add asparagus and cook, stirring, until just tender, 3 to 5 minutes. Add asparagus and cook,","unsalted butter, shallots, garlic clove, fresh parsley, fresh lemon juice, lemon peel, asparagus, sliced almonds",steamed asparagus with almond butter,211068
"Mix together mashed potatoes and corn. Make into patties that are fat but flat. Dip each pattie first in flour, then beaten egg, then panko. Fry in hot oil. Drain on paper towels. Serve with tonkatsu sauce, or other asian sauce.","potatoes, parmesan cheese, cream cheese, butter, onion soup mix, pepper, milk, eggs, corn flakes",mashed potato croquettes,60541
"In a large saucepan, combine red onions, chili, bay leaves, olive oil, brown sugar, mustard seeds, balsamic vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red wine vinegar, red","red onions, chili, bay leaves, olive oil, brown sugar, mustard seeds, balsamic vinegar, red wine vinegar",caramelised red onion chutney recipe,446595
Put the dumplings in a large bowl. Cover tightly and cook 10 minutes.,"butter, water, flour, salt, eggs",dane dumplings,137357
"Combine all the ingredients, except the tomatoes and toss well. Arrange on salad plates so that the salad mixture is layered between the stacked goat cheese slices. Drizzle with vinaigrette remaining in the bowl.","cherry tomatoes, garlic cloves, extra virgin olive oil, balsamic vinegar, mixed greens, goat cheese, kosher salt & freshly ground black pepper",roasted tomato goat cheese salad,459588
"Preheat oven to 350 degrees f. Whisk together the olive oil, scallions, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes, sun-dried tomatoes,","asparagus, scallion, sun-dried tomatoes packed in oil, sun-dried tomato olive oil, salt, cracked black pepper",roasted aspargus with scallions and sun dried tomatoes,360979
"Preheat oven to 400f. In a small bowl, combine apricot halves, eggs, nonfat milk, sugar, vanilla, almond extract, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom","apricot halves, eggs, nonfat milk, sugar, vanilla, almond extract, cardamom",apricot custards,189409
"Place tofu on a cooling rack with a baking pan underneath to catch excess liquid. Bake for 10 minutes, turn tofu and bake for another 15 minutes, or until the edges start to brown.","silken tofu, olive oil, garlic, dijon mustard, fresh lemon juice, salt & fresh ground pepper, roasted red pepper, cayenne pepper",roasted pepper tofu mayonnaise,68518
"Place in crock pot, cover with lid. Cook on low for 7 to 8 hours. Serve on buns if desired.","ground beef, mozzarella cheese, spaghetti sauce mix, tomato sauce, cornstarch, sharp cheddar cheese, dry red wine, italian bread",italian fondue for crock pot,9774
"Place pork chops in bottom of crockette. Place pork chops on top of pork chops. Top with green pepper rings, catsup and brown sugar. Cover and cook 7 to 9 hours.","boneless center cut pork chops, taco seasoning mix, green bell pepper, onion",southwestern pork kabobs,180310
Preheat oven to 375f. Mix ingredients together in a large bowl until well-blended. Roll peanut butter mixture into tablespoon size balls. Bake 12 minutes for chewy cookies. Bake 15 minutes for crisp.,"shortening, creamy peanut butter, white sugar, brown sugar, buttermilk, all-purpose flour, baking powder, baking soda, salt",eggless peanut butter cookies,174240
"In a serving bowl, layer half of the watermelon, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the feta cheese, then half of the fet","watermelon, english cucumber, red onion, black olives, feta cheese, basil, mint, balsamic vinegar, olive oil, salt",watermelon cucumber and feta salad,382207
"Combine lemon juice, oregano, garlic salt in shallow dish. Whisk to combine. While wisking stir in olive oil. Add chicken turning once. Marinate 30-60 minutes turning half-way. Grill to your liking. Discard marinade. Top chicken with feta cheese, tzatziki sauce, and olives.","lemon, olive oil, ground cinnamon, salt, black pepper, turmeric, boneless skinless chicken breast halves",grilled persian chicken breasts,504056
"Put the screwdriver in the slow cooker. Add the cranberry juice, lemon juice, sparkling water, vodka, cranberry juice, lemon juice, orange slice, cranberry juice, lemon juice, orange slice, cranberry juice, orange slice, cranberry juice, orange slice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry juice, cranberry","cranberry-apple juice, orange juice, lemon juice, sparkling water, vodka",orange cranberry screwdriver,48342
"Put the onions and peppers on top of the onions and peppers. Cook for 15 to 30 minutes, or until the onions and peppers are cooked through. Serve hot.","hot italian sausage, onions, garlic cloves, red bell peppers, crushed tomatoes, tomato paste, italian seasoning, sandwich buns, mozzarella cheese, parmesan cheese",sausage peppers onions parmesan sandwich,95769
Place bacon on top of grilled cheese sandwich. Place bacon on top of grilled cheese sandwich. Place bacon on,"low-fat bacon ranch dressing, whole wheat bread, low-fat american cheese, tomatoes",nyte s grilled cheese,299300
"Combine all ingredients, save the cream cheese, orange jelly powder, crushed pineapple, mandarin oranges, dream whip, cream cheese, orange jelly powder, crushed pineapple, mandarin oranges, dream whip, cream cheese, orange jelly powder, crushed pineapple, mandarin oranges, dream whip, cream cheese, orange jelly powder, crushed pineapple, mandarin oranges, dream whip, cream cheese, orange jelly powder, crushed pineapple, mandarin oranges, dream whip, cream cheese, orange jelly powder, crushed pineapple, mandarin oranges, dream whip, cream cheese, orange jelly powder, crushed pineapple, mandarin oranges, dream whip, cream cheese, orange jelly powder, crushed pineapple, mandarin oranges, dream whip, cream cheese, orange jelly powder, crushed pineapple, mandarin oranges, dream whip, cream cheese, orange jelly powder, crushed pineapple, mandarin oranges, dream whip, cream cheese, orange jelly powder, crushed pineapple, mandarin oranges, dream whip, cream cheese, orange jelly powder, crushed pineapple, mandarin oranges, dream whip, cream cheese, orange jelly powder, crushed pineapple, mandarin oranges, dream whip, cream cheese, orange jelly powder, crushed pineapple, mandarin oranges, dream whip, cream cheese, orange jelly powder, crushed pineapple, mandarin oranges, dream whip, cream cheese, orange jelly powder, crushed pineapple, mandarin oranges, dream whip, cream cheese, orange jelly powder, crushed pineapple, mandarin oranges, dream whip, cream cheese, orange jelly powder, crushed pineapple, mandarin oranges, dream whip, cream cheese, orange jelly powder, crushed pineapple, mandarin oranges, dream whip, cream cheese, orange jelly powder, crushed pineapple, mandarin oranges, dream whip, cream cheese, orange jelly powder, crushed pineapple, mandarin oranges, dream whip, cream cheese, orange jelly powder, crushed pineapple, mandarin oranges, dream whip,","cottage cheese, orange jelly powder, crushed pineapple, mandarin oranges, dream whip",cottage cheese delight,361826
"Place chicken pieces on top of stewing chicken. Cover and cook for about 15 minutes, or until chicken is tender. Remove from oven and let cool.","stewing chicken, cold water, onion, salt, parsley, bay leaf, star anise, peppercorns",mennonite style chicken broth,17936
"Heat oil in large nonstick skillet or wok. Add cornstarch, swanson chicken broth, soy sauce, ground ginger, olive oil, vegetables, premium chunk chicken, cooked rice. Mix well and set aside. Heat oil in large skillet or wok.","cornstarch, swanson chicken broth, soy sauce, ground ginger, olive oil, vegetables, premium chunk chicken, cooked rice",swanson quick chicken vegetable stir fry,259923
Heat oven to 425. Heat margarine in 9 x 13 pan in oven until melted. Mix remaining ingredients except chicken. Coat chicken. Place skin side down in pan. Bake 35 minutes. Turn. Bake until done. About 15 minutes.,"bite-size cheddar cheese crackers, dried basil, pepper, chicken leg quarters, milk",cheesy oven fried chicken,323216
"Combine salsa, cannellini beans, lemon juice, chili powder, ground cumin, chili powder, ground cumin, chili powder, ground cumin, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili powder, chili","salsa, cannellini beans, lemon juice, chili powder, ground cumin, salt",salsa bean dip,305300
"Cook macaroni according to package directions, including butter and milk. Meanwhile borwn macaroni. Add taco seasoning. Mix hamburger into kraft dinner. Stir in salsa.","hamburger meat, taco seasoning, macaroni and cheese mix, water, salsa, velveeta cheese, sour cream",tex mex macaroni,340323
"Heat oil in a large heavy saucepan over medium-high heat. Add peanut butter, cream of coconut, peanut butter, cream of coconut, peanut butter, cream of coconut, peanut butter, cream of coconut, peanut butter, cream of coconut, peanut butter, cream of coconut, peanut butter, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut, cream of coconut,","cooking oil, garlic, white onion, peanut butter, cream of coconut, vegetable broth, jasmine rice, fresh ginger, peanut and ginger tofu",sweet peanut rice,100172
"Combine broccoli, tomatoes, water, dried oregano, garlic, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives, feta cheese, black olives,","fresh broccoli, tomatoes, water, dried oregano, garlic, feta cheese, black olives",greek broccoli and tomatoes,20131
"In a large skillet, saute corn, red potatoes, crab boil, medium shrimp, smoked sausage, onions, cajun seasoning. Add salt, pepper, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder, garlic powder, onion powder,","corn, red potatoes, crab boil, medium shrimp, smoked sausage, onions, cajun seasoning",healthy cajun boiling pot,53107
"Heat oil in a fry-pan & pour in the butter & parmesan mixture. Add garlic powder, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, parmesan cheese, par","bulb of garlic, fat free cream cheese, goat cheese, parmesan cheese, white pepper, skim milk",roasted garlic and three cheese spread,415637
Heat oil in a large skillet over medium-high heat. Add marinade and sauté over medium-high heat. Add garlic and sauté over medium-high heat. Add,"flank steaks, soy sauce, worcestershire sauce, fresh lemon juice, cilantro, fresh ginger",asian flank steak,247128
Preheat oven to 350f. Bake for 30 minutes. Can be eaten plain or on top of rice.,"puff pastry sheets, broccoli florets, cooked chicken, cream of chicken soup, milk, dry breadcrumbs, butter, cheddar cheese",broccoli chicken divan cups,195878
"In a medium mixing bowl, mix cream cheese, mayonnaise, sun-dried tomato packed in oil, fresh lemon juice, garlic cloves, pita bread, butter, lemon pepper, fresh basil, pepper, pepper, fresh basil, pepper, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper, fresh basil, pepper,","cream cheese, mayonnaise, sun-dried tomato packed in oil, fresh lemon juice, garlic cloves, pita bread, butter, lemon pepper, fresh basil, pepper",pita triangles with sun dried tomato basil dip,102052
Preheat oven to 350 degrees. Bake in a 350 degree oven for 35 minutes. Cut while warm and serve. Any leftovers may be refrigerated and microwaved at a later date.,"refrigerated pie crusts, bacon, colby-monterey jack cheese, eggs, half-and-half, salt, ground black pepper, cooked bacon",easy cheesy bacon quiche,285680
"Mix mayo and pesto, spread on each side of bread. Add cheese and tomato. Put top piece of bread back to form sandwich. Cut into 4 wedges.","black olives, mayonnaise, black pepper, white bread, red leaf lettuce, red onion ring",bo s bug sandwiches,131715
Dissolve gelatin in boiling water. Stir in ice cream until melted. Add strawberries and cake broken into small pieces. Chill until set. Slice in squares. Top with whipped cream.,"hostess twinkies, strawberry jell-o gelatin dessert, boiling water, cold water, frozen strawberries, vanilla instant pudding mix, milk, cool whip",twinkie fantasy,172504
"In a medium saucepan combine red bell pepper, jalapeno, spanish onions, mayonnaise, vinegar, black pepper, garlic powder, cumin. Bring to a boil. Stir in red bell pepper, jalapeno, spanish onions, mayonnaise, vinegar, black pepper, garlic powder, cumin. Stir in red bell pepper, jalapeno, spanish onions, mayonnaise, vinegar, black pepper, garlic powder","red bell pepper, jalapeno, spanish onions, mayonnaise, vinegar, black pepper, garlic powder, cumin",top secret recipes version of taco bell baja sauce bytodd wilbur,37352
"Score ham in a diamond pattern and stud with cloves. Place ham slices on prepared grill and baste with some of the sauce. Grill for 1 hour, basting and turning every 15 minutes.","boneless ham, light brown sugar, champagne, honey, ground ginger, dry mustard, pineapple slices",baked ham in champagne,88357
"Place chicken drumsticks, ketchup, brown sugar, apple cider vinegar, soy sauce, pickapeppa sauce, jamaican jerk spice, salt in a large saucepan over medium heat. Add chicken drumsticks, ketchup, brown sugar, apple cider vinegar, soy sauce, pickapeppa sauce, jamaican jerk spice, salt in a large saucepan over medium heat. Add chicken drumsticks","chicken drumsticks, ketchup, brown sugar, apple cider vinegar, soy sauce, pickapeppa sauce, jamaican jerk spice, salt",jammin jerk chicken freezer dinner kit,308018
"In a large saucepan combine the coconut flakes, coconut cream, white chocolate, lemon rind, lime rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind, lemon rind","coconut flakes, coconut cream, white chocolate, lemon rind, lime rind",white chocolate coconut citrus truffles,246033
Heat oven to 425 degrees f. Place pancake mixture on a baking sheet and bake for 15 to 20 minutes. Remove from oven and let cool.,"pancake mix, water, jelly, peanut butter, oil, sugar",pancakes on the run and for fun,302174
