Unnamed: 0,result
397,"Preheat oven to 350. Lightly grease a 9-10 inch pie plate. Sprinkle mushrooms, cheese, and onion evenly over bottom of pie plate. Place remaining ingredients in blender, cover, and blend on high for 1 minute. Pour into pie plate. Bake until golden brown and knife inserted in center comes out clean. Let stand 5 minues before cutting. Refrigerate leftovers."
398,"Preheat oven to 325 degrees. Beat cream cheese in bowl with electric mixer on medium, until creamy. Add sugar and beat until well blended. Add lemon zest, 1 at a time, mixing on low speed after each addition just until blended. Pour batter into pie shell. Bake at 325 degrees for 35- 40 minutes or until center is almost set. Cool completely on wire rack. Refrigerate 4 hours or overnight."
399,"Spray a 13x9 inch baking pan with cooking spray. Put turkey drumsticks in the baking dish and sprinkle with salt and pepper. Bake at 375 degrees for 30 minutes. In a bowl, mix together the remaining ingredients. Take turkey drumsticks out of the oven and pour sauce mixture over them"
400,"Beat candy coating in a large bowl with electric mixer on medium speed until creamy. Gradually add sugar, beating until well blended after each addition. Add white chocolate, vanilla, pecans, and food coloring. Mix well. Spread in a foil-lined 8 inch square pan. Refrigerate 1 hour or until firm. Cut into squares."
401,"Cook pasta according to package directions, or until al dente. Drain, then rinse under cold water until cool. Transfer pasta to a large bowl and add feta cheese, penne pasta, olive oil, balsamic vinegar, garlic cloves, mint leaf, salt, white pepper, feta cheese, unsalted dry-roasted cashews. Toss to combine. In a separate, nonreactive bowl, combine vinegar, salt, and pepper. While whisking constantly, slowly add oil by pouring in a thin stream down the side of the bowl. Whisk until completely incorporated. Pour vinaigrette over salad and toss until pasta is coated. Taste, adjust seasoning as desired, and serve."
402,"Place sweet potatoes in bottom of slow cooker. Mix spices and orange juice together. Stir into sweet potatoes. Cook on high for 2 hours or on low for 4 hours. Check for doneness because each crock pot cooks at a different heat setting. Before serving, stir in toasted pecans."
403,"In a small saucepan over medium low heat, melt 3 tbls butter. Stir flour and salt into pan until creamed together. Slowly stir in cream, then stir in cream cheese, increase heat to medium. Constantly whisk until mixture becomes thick and smooth, remove from heat and set aside. In a saucepan over medium-high heat, saute onions and garlic in remaining butter until transparent. Add spinach and water to pan, reduce heat to low, cover. Cook, stirring occasionally for 8 minutes. Stir prepared sauce and parmesan cheese into pan, stir until completely blended."
406,Preheat oven to 350-degrees f. Heat oil in a large skillet over medium heat. Add peanuts and stir to combine. Transfer peanuts to baking sheet. Bake for 10 minutes. Remove from oven and sprinkle with chili powder and toss. Cool and then transfer to airtight containers. Store at least 8 hours before serving.
407,Preheat oven to 450 degrees. Place potatoes in a large baking dish. Add remaining ingredients to the dish and toss until well coated. Turn the potatoes halfway into cooking time and add more water if the water is all absorbed. Turn on the broiler for a few minutes to make them nice and brown.
408,"Heat oven to 400f degrees. Line baking sheet with aluminum foil. Arrange potatoes in a single layer on prepared baking sheet. Bake 18-20 minutes. While fries are baking, microwave refried beans for 3-4 minutes until hot. Cool beans about 5 minutes. To assemble potatoes, evenly space potatoes on a microwave safe plate and top each with 1 tablespoon beans, and a sprinkle of cheese. Microwave, uncovered 1 minute until cheese is melted. Then top each stack with 1 teaspoon salsa, 1 teaspoon sour cream and an olive slice. Microwave, uncovered 1 minute"
409,"Preheat oven to 425 degrees. Place the butter, salt and water in a pan. Bring to a boil. Sift the flour onto a sheet of waxed paper, then, off the heat, add it all to the butter and water mixture and stir it in very quickly to form a thick paste that leaves the sides of the pan clean. Return the pan to the heat and beat the mixture with a wooden spoon for 1 minute to dry it. Remove the pan from heat and cool for 5 minutes. Beat in the eggs and yolk, one at a time, then add the mustard, cayenne pepper and grated cheese. Place teaspoonfuls of the mixture onto a nonstick baking sheet and bake for 10 minutes. Lower the oven temperature to 350 degrees and cook for 15 minutes, until golden brown. Cool on a wire rack and serve cold."
410,"This step will take approximately 20 minutes, so preheat oven to 350 while working on this step. Put macaroni to boil. In a medium pot heat butter and saut onions. Add milk, flour, salt and pepper. Bring to a rolling boil. Slowly add cheddar cheese, stirring while adding. After cheddar has dissolved, add the mozzarella, stirring while adding. Drain macaroni. Add macaroni directly to the cheese mixture in the pot. Pour mac and cheese mixture into large lasagna pan. Put in oven and bake for 30 minutes or until top is bubbly and golden brown."
412,"In a large bowl, dissolve gelatin in boiling water. Stir in ice cream and apple juice until blended. Chill until partially set. Fold in apples. Pour into two 6 cup ring molds coated with cooking spray. Refrigerate overnight or until firm. Just before serving, unmold."
413,"Preheat oven to 375. Cook and drain pasta. Cook and crumble bacon. Cook and drain chicken. In a bowl combine soup, sour cream, spinach and garlic powder. Add pasta, bacon, chicken, 1 c fried onions and 1 c cheese. Spread into a baking dish. Bake at 375 for 30 minutes or until heated through. Top with extra onions and cheese. Bake another 3-5 minutes."
414,"Muddle mint leaves, 1 lime wedge and simple syrup. Add ice, rum and vanilla extract. Shake vigorously for 20 seconds or until ice crystals form. With a cocktail strainer, pour into a tall ice-filled glass. Top off with club soda. Garnish edge of glass with a slice of lime."
416,"In a high-sided nonstick pot or wok, combine the cooked rice, cooked shrimp, green onions, chili peppers and water. Cook over high heat, stirring often to mix well and prevent sticking, until all ingredients are thoroughly heated and most of the water is gone, about 8 minutes. Turn the heat to high and stir for 1 more minute as the pot gets hotter. Add the nuoc cham and stir rapidly to mix thoroughly. Continue to cook over high heat, stirring constantly, until most of the liquid has evaporated, about 3 minutes. Remove from heat and serve."
418,"Trim and snap green beans into thirds. Mince the onion. Put water on to boil to steam beans. As soon as water boils, steam beans for 12 to 17 minutes or until tender. Melt margarine for beans and saut onions until tender. Add steamed beans, basil, garlic powder and pepper. Toss beans with oil, salt, and pepper to taste, then toss with lemon juice and half of zest. Serve beans sprinkled with remaining zest."
419,"Preheat oven to 400f. Spray an 8-inch pie plate with vegetable cooking spray. In a large bowl combine egg with melted butter. Whisk until well combined. Sift together flour, sugar, baking soda, baking powder and salt in a small bowl. Combine with egg mixture. Pour in buttermilk and stir until just combined."
420,"Preheat the oven to 425 degrees f. Peel the potatoes if the skin is too tough, otherwise just scrub and rinse them. Cut the potatoes into thin slices. Put the potatoes in a baking dish. Slightly fan out the slices. Bake the potatoes for about 50 minutes. Remove the potatoes from the oven, sprinkle with parmesan and cheddar cheese. Bake the potatoes for another 10-15 minutes. Remove the potatoes"
421,"Bring a pot of water to a boil and immerse the poached pears for a minute or two, until the skins come off easily. Remove them with a slotted spoon and place them in a bowl of cold water to stop the cooking. Peel the poached pears, then slice into wedges off the pit and into a bowl. Stir in the sugar, sauternes, and orange liqueur. Cover and refrigerate for at least 2 hours, or overnight. Serve cool, but not cold."
422,"Preheat the oven to 350 degrees. Put the milk, the cornstarch, and the 2 kinds of pepper in a pan. Cook over medium heat until it starts to thicken and bubble. Add the chopped onion and set it aside. While the milk mixture is cooking, peel and slice the potatoes very thinly. Spray an 8x8 pan with cooking spray. Start layering the potatoes in the pan. When you are halfway done with the potatoes, add half the cheese. Then finish with the rest of the potatoes. Pour the onion sauce over the potatoes and sprinkle the rest of the cheese on top. Cover and bake for 40 minutes. Then uncover and cook for 10 minutes more or until the potatoes are tender."
423,"In a large bowl, beat eggs with an electric mixer until light colored. Add butter and cheese and mix on low. Add muffin mix, broccoli and scallions and mix at low speed for another minute. Coat a 12 cup muffin pan with cooking spray. Divide batter among muffin cups. Bake at 375 degrees for 15 minutes until light golden brown. Cool on a rack before turning muffins out of pan."
424,Add potatoes and garlic to a pot and cover with water. Add salt and bring to a boil. Reduce heat and simmer until fork tender. Drain and add back to the pot. Mash with the remaining ingredients. Add the buttermilk gradually in case you need less.
425,"Spray a large frying with cooking spray then cook the chicken until no longer pink. Mix in the water, taco seasoning, & salsa, simmer for 5 minutes. Add in the cheese then stir until melted. Turn off the heat & stir in the sour cream. Spoon the chicken onto the tortilla shells, top with the tomato & lettuce, if using."
426,"Preheat oven to 400 degrees. Cut the stem end from turnips. Rub each with olive oil and wrap tightly in aluminum foil. Bake for approximately 90 minutes or until insides are soft enough to scoop out. Scoop out insides of each turnip, leaving the shell intact. Mash & whip the insides with the sour cream, spices and seasonings. When the insides are a creamy consistency, carefully spoon them back into shells. Reduce oven heat to 350 degrees and bake the stuffed turnips for 20-30 minutes until heated thru."
429,"Melt butter in a heavy 3-liter saucepan on low heat. Add the sugar, corn syrup, water, vanilla extract, toasted almonds, semi-sweet chocolate chips. Cook over medium heat. Stir constantly until it reaches hard crack stage, 300 on candy thermometer. Remove from heat and stir in vanilla extract and the almonds. Spread into a buttered 13 x 9-inch pan. Let stand 5 minutes. Sprinkle with chocolate chips. When chocolate is melted, spread evenly over candy. Let cool completely, and when chocolate is set, break into pieces."
431,"Place greens in a bowl. Add red onions, balsamic vinegar, vegetable oil, sugar, fresh ground pepper, salt & pepper. Toss thoroughly. Taste, and add more oil if desired. Scatter olives & feta cheese over the top and serve."
432,"In a small saucepan, melt butter and chocolate over low heat, stirring constantly until melted. Stir in sugar, vanilla, salt, and milk. Bring to a boil over medium heat. Cook 7 minutes, stirring constantly. Serve warm over ice cream or pound cake. The amount of time will vary with the amount of sauce being reheated."
433,"In the 3 cups of water, simmer the meat for 30 minutes. Crumble the meat up as you add it to the water. There should not be any large pieces. After 30 minutes add the remaining ingredients. Simmer for 2 hours, stirring occasionally. Serve this up with some cheese and extra onions if you want."
435,"Fry the onion and mushrooms in the oil a couple of minutes. Add curry powder and fry gently until softened. Add potato flour, stir. Add water, cream and sweet chili sauce. Stir and cook 5-7 minutes on low heat."
437,"Place beans in a slow cooker and cover with water. Bring to a boil. Reduce heat. Cover and simmer until crisp-tender. Meanwhile, in a skillet, saute mushrooms, onion and garlic in oil until tender. Stir in water chestnuts and seasonings. Heat through. Drain beans and stir into skillet. Sprinkle with parmesan cheese. Serve immediately."
439,"Place the devil s dew in a small saucepan and cook over medium heat until the devil s dew is cooked through, about 10-15 minutes. Remove from heat and let cool to room temperature"
440,"In a medium saucepan combine squash, onions, garlic cloves, chicken stock, lemon juice, water, green chilies, butter, cream, sour cream. Simmer, uncovered, until squash is very tender, about 40 minutes. Puree soup in a blender or food processor with the butter. Whisk cream into soup. Serve in wide, shallow bowls with a dollop of sour cream if desired."
442,"Boil the potatoes just until tender when pierced with a fork. Drain, peel and dice. Toss with the lemon juice, oil and salt and pepper to taste. Let cool. Add the celery, eggs, chopped red onion, and parsley toss gently. Combine 1 cup mayonnaise with vinegar, blend well then toss over the potato salad, gently folding until completely coated. Add more mayonnaise, if necessary."
443,"Mix first 3 ingredients in a 2-quart saucepan over medium heat. Bring to a boil stirring entire time. Boil until candy thermometer hits 234 degrees, stirring entire time. Remove from heat and add remaining ingredients. Stir until chocolate and marshmallows are dissolved. Pour in buttered 8x8 pan. Chill 30 minutes, cut with buttered knife. Chill again until set."
444,"Preheat oven to 400 degrees f. In a medium bowl mix the flour, baking soda, and salt together. In a large bowl cream the butter and sugar together with a mixer set at medium speed. Beat in the eggs and vanilla until just mixed together. Add the flour mixture, chocolate chips, and pecans. Mix in at low speed until just mixed together. Drop the dough by rounded tablespoons 2 inch apart onto an ungreased cookie sheet. Bake for 15 to 20 minutes depending on your oven. Bake until the cookie is golden. Wait 1 minute and transfer the cookies to a wire rack to cool. Wait 1 minute and transfer the"
445,"In a small saucepan combine water and sugar. Bring to a boil over medium heat. Stir in berries. Cook until the berries have mostly broken down, approximately 10-15 minutes. Remove from heat. Stir in vanilla and lemon juice. Serve over ice in large glasses, garnished with mint sprigs, if desired."
446,"Heat oven to 400 degrees fahrenheit. On a cutting board, with a fork, mass the salmon into a paste with the salt and pepper. Add the butter and mash into garlic paste. Arrange the salmon in a single layer in a baking dish. Top it with the garlic butter and drizzle with lemon wedges. Bake for 10 to 15 minutes or until salmon is just cooked through. Sprinkle with the parsley and serve with lemon wedges."
447,"Mix all ingredients except the sugar and cornstarch in a large saucepan. Bring to a boil, then lower the heat to a simmer and stir in the vanilla. Cook until just about all of the milk is absorbed, stirring occasionally. Stir in cinnamon and nutmeg. Serve warm or chilled."
448,"Preheat oven to 350 degrees f. In a small micorwave safe bowl combine butter, honey and lemon juice. Microwave until butter melts, add cinnamon. Place cubed potatoes in a large bowl and pour honey mixture over potatoes, toss to coat. Place in a roasting pan, salt and bake for about 50 minutes, or until tender, stirring occasionally."
449,"Roughly mash the strawberries, leaving some chunks. Stir in sugar or splenda. Mash bananas and add to strawberries. Mix well. Pour mixture evenly into 4 ice cube trays. Set trays on a cookie sheet and set in freezer. Freeze solid. When ready to serve, put sherbet cubes in fancy dessert glasses. Let set a few minutes to thaw slightly."
451,"Preheat oven to 350 degrees. Stir ingredients in medium mixing bowl until blended. Spoon onto 2 un-greased cookie sheets. Bake for 8-10 minutes. Allow the cookies to cool on the pan, or wait 1-2 minutes before moving to cooling racks. Cookies should be soft & chewy."
452,"Preheat oven to 425f place a 10-inch cast iron skillet into the oven. In a bowl, combine the cornmeal, salt, sugar, baking powder, and baking soda. Whisk together to combine well. In a large bowl, combine the buttermilk, eggs, and creamed corn, whisking together to combine thoroughly. Add the dry ingredients to the buttermilk mixture and stir to combine. If the batter will not pour, add more buttermilk to the batter. Add 2 tablespoons canola oil to the cast iron skillet. Pour the batter into the skillet. Bake until the cornbread is golden brown and springs back upon the touch, about 20 minutes."
453,"Bake potatoes at 400 degrees fahrenheit for 1 hour until soft. Slice potatoes in half lengthwise. Scoop out insides, leaving a firm shell. Place potato pulp, cheddar cheese, milk, ham, sour cream, onion salt, pepper, butter, paprika or parsley in a mixing bowl. Beat at high speed until smooth. Fill potato shells with mixture. Bake at 350 degrees fahrenheit for 20 to 30 minutes. Garnish with paprika or parsley."
454,Preheat oven to 375 degrees. Place rolls on ungreased baking sheet try to flatten rolls so they resemble flat circles. Take a spoonful of sauce and spread ontop of each rolls. Then cut up cheese into small bits and garnish. Add meat ontop of cheese and then place remaining cheese ontop of meat. Cook for about 15 min of until rolls are golden.
455,"In a large bowl, whisk milk and pudding mix for 2 minutes. Let stand for 15 minutes. Fold in condensed milk. Set aside 1 cup of cookie crumbs. Mix together remaining crumbs with melted butter. Press mixture into the bottom of a large pan. Spread vanilla ice cream evenly on top of crumb mixture. Freeze pan for 30 minutes. Spread warmed hot fudge evenly on top of vanilla ice cream. Freeze for 30 minutes more. Cover top of torte with whipped topping and sprinkle with reserved crumbs, and place strawberries on top. Freeze for 30 minutes more before serving."
457,"In a large saucepan over low heat, bring the rhubarb, sugar, and 2 cups of water to a boil. Simmer until rhubarb is soft. Add the rest of the water. Bring to a boil again and remove from heat. Mix the cornstarch and a bit of water separately. Add to the saucepan and let simmer for a few minutes. Remove from heat and let cool. Serve with a bit of granulated sugar sprinkled on top."
458,"Preheat oven to 400 degrees. Spray 9x12 casserole dish with non-stick cooking spray. Prepare stuffing as directed. Let sit. Cut chicken into bite-sized pieces. Combine soup, veggies and chicken into 9x13 casserole dish. Stir until everything is mixed thoroughly. Add stuffing on top of casserole. Bake for 30 minutes, or until chicken is thoroughly cooked."
459,"In medium non-stick skillet, heat olive oil over medium heat. Add zucchini and saute 2 minutes. Add zucchini and salt and pepper, to taste. Continue to saute for another 4 to 5 minutes or until zucchini is just tender. Remove from heat and stir in lemon juice. Season with salt and pepper. Serve immediately."
460,"Preheat oven to 375 degrees. Pour sauce into 13 by 9 inch baking dish. Stir in 4 tbsp of parmesan cheese. Place the chicken breasts in the sauce, turning to coat them well. Cover with foil and bake for 30 minutes. Remove from oven and uncover. Sprinkle remaining parmesan cheese, and the mozzarella over the chicken breasts, and and continue baking for 5 minutes, or until chicken is cooked through and cheese is melted. Serve with pasta."
462,"Preheat oven to 350 degrees. In an ovenproof saucepan or dutch oven, heat oil on medium-high heat. Add onion, garlic, and jalapeno peppers and cook, stirring, 4 minutes. Add rice and cook, stirring, 1 minute. Add remaining ingredients. Bring to a boil, stir, and cover. Place in oven and bake until rice is tender, about 50 minutes. Fluff with fork before serving."
463,"Cook salmon fillets according to the packet instructions. Meanwhile, heat a medium frying pan. Add curry paste and cook, stirring, for a few seconds. Gradually stir in a coconut cream and bring to a simmer. Add salmon fillets, cover and simmer for 7-8 minutes, turning the fish over halfway. Meanwhile, blanch green beans in a pan of simmering water until just tender. Drain and divide between 2 hot serving plates. Stir some fresh cilantro leaves into the sauce. Top the beans with the salmon, spooning over the sauce. Garnish with cilantro and serve with the cooked rice."
465,"Heat oil in a large skillet over medium high heat. Add bacon, horseradish, and bacon bits. Cook over medium high heat until crispy. Drain well on paper towels. In a medium bowl, combine mayonnaise and sour cream. Mix-in tomatoes just before serving. Serve with toasted bagel rounds or pita triangles."
466,"Preheat oven to 425 degrees. Combine potatoes and oil in a large bowl or plastic bag, tossing well to coat. Combine salt, garlic powder, and red pepper in a small bowl. Sprinkle salt mixture over potatoes, tossing well to coat. Arrange potatoes in a single layer on 2 baking sheets coated with cooking spray. Bake at 425 degrees for 25 minutes. Turn potato wedges over, and rotate pans. Bake at 400 degrees for 1 hour or until potatoes are tender, stirring occasionally."
467,"In a serving bowl, layer half of the tomatoes, all of the tomatoes, then remaining tomatoes. Sprinkle with onion. Combine remaining ingredients in a jar with a tight fitting lid and shake well. Pour over salad. Cover and chill for 25 to 30 minutes or until ready to serve."
468,"Place pork chops in greased slow cooker. Top with onions and mushrooms. Combine soup mix, water, and mushroom soup. Pour over mushrooms and onions. Cover. Cook on low 6-8 hours or high 4-5. Serve over rice or cooked noodles."
469,"Fill a highball glass with ice cubes. To a cocktail shaker, add the vodka, rum, gin, tequila, blue curacao, lemon juice, and simple syrup. Shake vigorously for 5-10 seconds. Pour into the glass. Add in the sprite to the glass. Stir. Garnish with a lemon wedge."
470,Preheat oven to 350 degrees f. Spray 9 by 13-inch casserole dish with pam. Put apples in a bag and toss. Place in casserole dish and top with cheddar cheese. Cover and bake for 20 minutes.
471,"In a saucepan, melt butter over medium heat. Add flour and salt, blending well. Slowly add milk, stirring constantly. Cook until mixture boils and thickens. Set aside press tomatoes through a sieve or blend until smooth. In a soup pot, combine remaining ingredients and bring to a boil. Lower heat and simmer 10 minutes. Pour white sauce into soup, stirring constantly. In a soup"
473,Place all ingredients in the slow cooker and set on low. Cook for approximately 4 to 6 hours or until apples are tender. The time will vary depending on the type of apples used. Remove bourbon flamed apples. Taste and adjust seasonings. Serve warm or cold.
474,"In a large mixing bowl place jello and pour boiling water over. Stir till dissolved. Add cranberry sauce, stirring with a fork if necessary to break up. Stir till combined. Add in celery, apples and nuts. Stir to mix in fairly evenly. Pour into a 6-cup mold or 8-inch square pan. Chill till set, 2-3 hours."
475,"Place fish fillets in bottom of greased baking dish in one layer. Mix soup with sherry, salt, pepper, and basil. Spread this over fish. Sprinkle parmesan cheese over top. Bake at 350 f for 20-30 minutes until fish flakes. Garnish with lemon wedges and parsley."
476,"In a saucepan over medium heat, add the sugar, water, lemon juice, lemon zest. Stir to combine. Simmer for 5 minutes. Add in the figs and cook for about 2 minutes or until soft, turn once. Add in the figs"
477,"In a medium bowl, combine all dry ingredients. In a separate bowl beat egg. Using one hand for the wet and the other for the dry, dredge the turkey in the egg followed by the flour mixture. Repeat until all strips are coated. Drizzle about a tablespoon of olive oil in a large skillet over medium heat. Place turkey strips in skillet, cook for 3-4 minutes. Flip strips, cook an additional 3-4 minutes until cooked through, taking care to not overcook or the turkey will become incredibly dry."
478,"Line 8 x 4 inch loaf pan with foil. Mash 2 cups of strawberries in large bowl. Stir in condensed milk, juice and 2 cups of the whipped topping. Pour into pan. Top with combined chopped cookies and butter. Press into mixture. Cover. Freeze at least 6 hours. To serve, invert onto plate. Remove foil. Frost with remaining whipped topping. Top with remaining strawberries, sliced."
479,"Place chicken tenderloins in a large skillet over high heat until skillet is hot. Add oil to skillet, then add chicken and onion and cook, stirring often, until chicken is browned. 5 minutes. Add the broth and stir, scraping up the brown bits clinging to pan. Add oil to skillet, then add chicken and onion and cook, stirring often, until sauce is slightly thickened, about 10 minutes. Stir in lemon juice and chives."
480,"Combine garlic and sage in a large bowl. Add lamb, and coat with herbs. Grind pepper and salt over all. Wrap well and marinate in the fridge 4 hours or overnight. Remove from marinade, scraping off as much herbs as possible. Preheat oven to 400f. Heat large saut pan high, add 2 tbsp oil. Sear both sides of meat. Transfer to large baking dish in oven. Bake 10 minutes for medium rare. Cover with foil and let rest for 10 minutes before slicing. Garnish with sprigs of rosemary."
481,"Pack 6-7 quart jars with apple, tightly. Mix the first 5 ingredients. Add water and lemon juice. Cook until it thickens and clears. Pour over apples, leaving an inch of head space. Process in water bath canner for 35 minutes."
482,"Preheat oven to 450 degrees. Chop onions and slice mushrooms. Melt margarine in skillet. Saute onions until transparent. Add mushrooms. Cover and cook 10 minutes. Allow to cool. Mix together egg, flour, non-dairy milk and wine. Salt and pepper to taste. Pour into pie crust. Form lattice strips from second crust and place on top of quiche. Bake for 2 minutes."
483,"Heat oil in a large saucepan over a low heat and add the butter. When the butter has melted, add the onion and cook until soft and translucent. Add the mushrooms, season with salt and pepper to taste, then increase the heat and stir. When the moisture from the mushrooms has been released, allow it to evaporate, concentrating the flavour. This might happen quickly or slowly, depending entirely on the type of mushrooms used. Add teh paprika and cayenne and fry for a few moments longer, until the paprika turns a shade darker. Finally, add teh sour cream or creme fraiche and dill, and allow it to bubbvle gently for a further 5 minutes or so. Serve immediately with rice, pasta or spatzle."
484,"Add water to a saucepan. Bring to a boil. Stir in the oats, raisins, apricots, figs, sugar, vanilla, cinnamon, cardamom, salt. Lower heat to med-low. Simmer, uncovered, for about 5-10 minutes or until the liquid is absorbed and the fruit softened."
486,"Heat 2 quarts of soy sauce in a large saut pan, add the onions and garlic, and saut until opaque. Add beef and saut, turning often with tongs, for 7 to 10 minutes. Stir together the oil, vinegar, and ginger and add to the saut mixture. Blanch broccoli in the boiling water. Add to the meat mixture and keep warm. Prepare soba noodles according to package directions. Drain, toss with the beef and broccoli, and serve."
487,Combine all the ingredients except the pork chops and whisk together. Pour into a re-sealable bag or a covered glass dish. Add the pork chops and toss to coat. Marinate for thirty minutes in the refrigerator. Remove the pork chops from the refrigerator and allow to come to room temperature. Grill over high heat for three minutes on each side. This will sear the meat. Allow to cook for six to eight minutes over medium heat. Sprinkle with salt and pepper and serve immediately.
488,Place breakfast sausage in crockpot. Cover and cook on low for 8 hours or high for 3-4 hours. Remove sausage from bones and cut into bite-size pieces and return to crockpot. Serve with a slotted spoon on buns. I have also used boneless chicken pieces and cut them up before placing in the crockpot. You just need to adjust cooking time if doing it this way.
489,"Preheat oven to 450f. Spread the pepperoni between two paper towels and blot to remove the excess grease. Brush the olive oil over the pizza crusts and cover with the pizza sauce. Next add the cheese, pepperoni, and tomatoes in that order. Finally topped with the chopped vegetables. Place pizzas on pizza stones or pizza pans. These really work better than cookie sheets. Change the oven temperature to 425 before putting the pizzas in the oven. Bake until the crust is a golden brown. About 15 minutes."
490,"Mix together vinegar, sugar, soy sauce, chicken pieces, garlic, fresh ginger, scallions in a small bowl. Pour the sauce over the chicken. Simmer uncovered until the sauce thickens, 8 to 10 minutes."
492,"In a saucepan, melt butter over medium heat. Add butter, stirring constantly. Cook until mixture boils and thickens. Set aside press corn through a sieve or blend until smooth. In a soup pot, combine remaining ingredients and bring to a boil. Lower heat and simmer 10 minutes. Pour white sauce into soup, stirring constantly"
493,"In a large skillet, cook onion in hot, melted butter over med heat until tender. Add in mushrooms and garlic. Cook about 5 minutes or until onions are tender, stirring occasionally. Transfer mixture to a greased 3-quart baking dish. Stir in the water, barley, dry soup mix, thyme, and salt. Bake, covered, at 350 for about 1 hour and 15 minutes or until onion is tender and most of the liquid is absorbed, stirring once or twice. Let stand, covered, for 15 minutes before serving."
494,"Bring to a boil in a large saucepan the potatoes and enough salted cold water to cover. Reduce the heat and simmer until potatoes are tender, approx 10 minutes. Drain well. Combine buttermilk, chipotle, salt & pepper in a 1 cup glass measure stirring until blended. Set aside. Return the potatoes to the saucepan and cook over low heat, stirring constantly, until all the liquid has evaporated. Remove from heat and mash. Add buttermilk, chipotle, salt & pepper in a 1 cup glass measure stirring until blended. Return the potatoes to the saucepan and cook"
495,"Heat oven to 375 degrees. Mix the ranch dressing and salsa in a small bowl, cover and refrigerate. Spray a cookie sheet with nonstick cooking spray. Place tostada shells on sprayed cookie sheet and bake for 5 to 6 minutes turning once, or until hot and crisp. Meanwhile, heat oil in a skillet over medium heat. When oil is hot, saute the steak strips until they are well browned. Add bell pepper strips and saute over medium-high heat until peppers are soft and meat starts to char. Divide lettuce evenly among prepared tostada shells, and top each with the meat-pepper mixture. Drizzle the chilled dressing over tostadas, sprinkle with cheese and serve."
496,"Preheat oven to 400 degrees. Combine muffin mix, ham and cheese in medium bowl. Combine milk, egg and mustard in one cup glass measure. Stir milk mixture into dry ingredients. Mix just until moistened. Fill 9 paper cup-lined muffin cups two-thirds full with batter. Bake 18 to 20 minutes. Remove muffin pan to rack, cool 5 minutes. Serve warm."
497,"Place bacon in a large, deep skillet. Cook over medium high heat until evenly brown. Drain, crumble and set aside. Bring a large pot of lightly salted water to a boil. Cook peggy s delicious broccoli salad in boiling water for 8 to 10 minutes or until al dente. Drain, and rinse under cold water. In a small bowl, mix together mayonnaise, sugar and vinegar to make the dressing. In a large bowl, combine broccoli, green grape, green onion, slivered almonds, golden raisin, bacon, mayonnaise, sugar, apple cider vinegar to make the dressing. In a large bowl, combine broccoli, green grape, green onion, slivered almonds, golden raisin, bacon, mayonnaise, sugar, apple cider vinegar"
498,"Heat olive oil over medium heat. Saut crushed garlic for 1-2 minutes. Stir in tomato sauce. Add salt, pepper, and pesto. Add cream cheese and stir or whisk well until fully melted. Stir parmesan cheese until melted. Add cream and stir well."
499,"In a large mixing bowl, combine the vanilla bean, dry white wine, sugar, honeydew melon, fresh blueberries. Pour into 9x13 inch glass dish and chill until set. Stir together cream cheese and sour cream. Add sugar and vanilla. Blend well. Spread cream cheese mixture over chilled jell-o. Sprinkle with chopped nuts. Chill."
500,"Drain spinach well, pressing between layers of paper towels and set aside. Cut 2-3 cheese slices into small triangles, and reserve for garnish. Cover bottom and sides of a lightly greased 9 or10-inch pieplate with remaining muenster slices, overlapping cheese as needed. Combine spinach, onion and next 5 ingredients. Spoon into cheese-lined pieplate. Bake 350 for 45 minutes or until set. Cool 10 minutes before serving. Garnish with reserved cheese triangles and pimiento strips, if desired."
501,"Put all ingredients in a stand mixer with a wire whip attachment and whip until butter is lighter in color and the volume has increased. Store in an airtight container in the refrigerator. Or, dish it out on parchment paper and roll into a log. Wrap in plastic wrap and foil and it can be frozen for months. Best part is you can just unwrap and slice off what you need and rewrap it and stick it back in the freezer."
502,"Heat the oil in a large saucepan over medium heat. Add the onion and saut for about 3 minutes, until transparent. Add the garlic and saut one minute longer. Add the carrots, broth and salt. Bring to a boil, then reduce the heat to medium-low. Simmer, partially covered for about 20 minutes, or until carrots are tender. Stir in the chiles, lime juice and rice. Cool and pure the soup with a food processor, blender or immersion blender. The easiest way to puree is to add the solid ingredients to your food processor with just enough liquid to puree and then mix this thick pureed mixture back into the broth. Reheat, if necessary and serve warm."
503,"Preheat oven to 350 degrees f. Lightly grease a 9x5 inch loaf pan. In a large mixing bowl, combine all-purpose flour, whole wheat flour, baking powder, salt and brown sugar. Pour in beer, stir until a stiff batter is formed. It may be necessary to mix dough with your hands. Scrape dough into prepared loaf pan. Bake in preheated oven for 50 to 60 minutes, until a toothpick inserted into center of the loaf comes out clean."
504,"Saut onions in the butter in a large soup pot. Add milk, butter and egg yolk. Reduce heat to low and simmer for 30 minutes. Discard the egg yolk. Puree soup in a blender in small batches or with a stick blender. Return to the pot. Stir in milk. Season with salt and pepper to taste."
505,"Preheat oven to 350 f. In a small mixing bowl, beat the eggs with a splash of water. On a plate combine breadcrumbs and thyme. Then on another plate combine flour with a pinch of salt and pepper. Lay ham strips on work surface, top each slice with cheese then place chicken chink toward the end of the strip. Rollup lightly, and coat with flour, eggs and breadcrumbs. Cook for 20 mins or until done."
