response,target_recipe
"Beat eggs. Stir in cream and seasonings. Butter a flat-surfaced 8-inch skillet. Heat over medium heat. When skillet is hot enough for water to dance on bottom, pour in egg mixture. Swirl pan to distribute. As eggs set, pull mixture to center and tilt to sides to allow uncooked portions to set underneath. When all of mixture is set but center is still moist, remove from heat. Top with fresh chives. Serve with hot buttered toast.",469621
"Heat chicken broth in a large pot to boiling. Reduce heat to low. Add tomatoes, sweet onion, celery and sugar. Simmer 30 minutes or until vegetables are tender. Remove from heat and puree in blender until smooth. Return to pot. Stir in light cream, basil and season to taste with salt and fresh ground pepper. Serve immediately. Garnish with fresh basil if desired.",170483
"Peel, core and slice apples. Place in a well greased 9x13 inch baking dish. Mix together the cake mix, sugar, cinnamon, butter and nuts. Sprinkle over the apples. Bake uncovered at 350 degrees f for 30 minutes. Serve with vanilla ice cream.",206794
"Salt and pepper both sides of veal scallopini. Dust with flour. Heat oil in large skillet and cook until golden brown on both sides. Add 2 tablespoons of water to skillet, cover and simmer for 3 minutes. Add butter to skillet, add lemon juice and cook for 1 minute, stirring constantly. Add capers and parsley. Serve with rice or pasta and a salad.",13314
"Preheat broiler. Arrange bacon slices in broiler pan. Set steak fillets over bacon. Sprinkle with black pepper and salt. Broil 8 minutes for medium-rare doneness. Melt 1 tablespoon butter in small saucepan. Combine remaining butter, balsamic vinegar and parsley. Spread over steak fillets.",206951
"In a large skillet heat 2 tablespoons vegetable oil over medium high heat. Add the onion and saute until softened. Add the chicken thighs and brown on all sides. Add the garlic, ginger, honey, fish sauce and soy sauce. Reduce the heat to medium low and simmer until the sauce thickens, about 25 minutes. Sprinkle with the five-spice powder. Serve with lime wedges. Garnish with the cilantro stem.",75628
"In a small skillet, heat olive oil over medium heat. Add the garlic and cook until golden. Slice the mushroom caps thinly or remove stems and slice the caps thinly. Place on the skillet until almost tender. Add the tomato slices, cover and cook until the tomatoes are done. Remove from the heat. To assemble the sandwiches: spread the mayonnaise on both sides of the slices of french bread. On one side of the slice, layer with the mushroom mixture and top with slices of tomato. Place the top slice of bread on top and serve immediately or refrigerate until ready to serve.",97166
"Preheat oven to 350 degrees f (175 degrees c). Grease an 8-inch square baking dishset aside. Mix cake mix, egg and butter in small bowl until moist crumbs formset aside. In medium saucepan over low heat, combine butter, marshmallows and peanut butter chipsstir until completely melted and smooth. In small bowl, mix chocolate chips and roasted peanutsset aside. Spoon cake crumbs into prepared baking dishpress down lightly. Pour marshmallow mixture over crumbsspread evenly. Sprinkle with chocolate chip mixturepress down lightly. Bake for 20 minutes in the preheated oven. Remove from ovenlet stand until cool. Cut into bars.",82246
"Heat a medium skillet over medium heat. Add the olive oil, onion and garlic. Cook until onion is tender but not brown. Add the shrimp, cook until they are just opaque, add a little more olive oil if needed to keep the shrimp from sticking to pan. Whisk the eggs in a small bowl, add the shrimp, onion and garlic to the bowl, mix well. Pour into the skillet, cover and cook until set in the middle but still moist. Serve immediately.",143649
"Cook pasta as directed on package. Meanwhile, combine all sauce ingredients. Heat through on med-low heat. Toss with pasta and ham. Top with parmesan.",151879
"Sift flours together and add other dry ingredients. Add molasses, honey, and melted buttermilk. Add raisins and nuts. Pour batter into greased pans and bake at 375 degrees for 40 minutes.",92333
"Beat shortening until creamy. Beat in sugars until light and fluffy. Beat in egg, add vanilla extract, then add flour, salt and soda, blending thoroughly. Fold in toffee pieces and butterscotch chips. Place teaspoonfuls of dough on ungreased cookie sheet 2 inches apart. Bake at 375f for 12 minutes. Do not overbake. Makes 3 dozen.",288112
"Mix the cottage cheese with the spring onion, celery, radish, dill and a little salt and black pepper. Divide between 4 plates. Arrange the lettuce leaves on the plates. Top each plate with a plum tomato half. Top the tomatoes with a little of the cottage cheese mixture. Garnish with some thinly sliced cucumbers.",91368
"In large bowl combine the first eight ingredients. Spread in 13 x 9 inch baking dish. Bake at 400F for 1 hour. Let cool and break into pieces. In a large skillet over medium high heat, heat oil and butter. Add potatoes and fry for 10 minutes. Turn and fry for another 10 minutes. Transfer to plate lined with paper towels. Add more oil and butter if needed. Season to taste with seasoning salt and black pepper. Add parsley. Return to skillet and fry for 2 more minutes. Serve with sour cream and fresh parsley.",207065
Pour popped popcorn into bowl. Crush the Bugles and pretzel twists. Melt the butter and add the sugar. Mix well. Add the popcorn. Add the crushed Bugles and pretzel twists. Mix well. Spread on baking sheet. Add the candy corn. Bake at 300 for 10 minutes. Cool. Store in air tight container.,140651
Toss all ingredients together and serve.,121539
Combine peppercorns in a small food processor and pulse until they are ground into a fine powder. Add scallions to processor and pulse until finely chopped. Mix together peppercorns and scallions in a shallow bowl. Place flour in a separate shallow bowl. Season cutlets with salt and pepper. Dip cutlets in flour. Then dip cutlets in the pepper mixture. Place in a greased baking dish. Cover and bake in a preheated 350f oven for about 30 minutes or until no longer pink in center and juice runs clear. For sauce combine all sauce ingredients in a saucepan. Bring to boil. Reduce heat and simmer for 20 minutes. Serve with cutlets.,353441
"In a small bowl combine brown sugar with butter. Microwave on high for 1 minute 30 seconds. In a greased 9-inch pie dish arrange the canned pineapple slices evenly in a circular pattern on bottom of dish. Sprinkle with cherries. Pour brown sugar butter mixture over fruit. Place a plate on top of pie dish. Microwave for 5 minutes on high. In a bowl combine egg, cinnamon, ginger and milk and stir together well. Add flour, stirring until combined. Spread over fruit mixture. Microwave for 3 minutes on high, then 5 minutes on medium power. Cool 10 minutes before cutting into wedges.",382103
Brown turkey in a skillet. Add 1 can cream of mushroom soup and 1 can water. Simmer until meat is tender. Add spaghetti and broccoli. Mix well. Transfer to a 13x9x2 baking dish. Mix sour cream and soup together. Spread over spaghetti mixture. Sprinkle with parmesan cheese. Bake at 350 for 20 minutes. Serves 8.,145874
Preheat the oven to 180 c. Lightly grease an ovenproof dish. 2. Dice the asparagus and put into the bottom of the ovenproof dish. 3. Break up the camembert and put the pieces over the asparagus. 4. Chop the salmon and sprinkle over. 5. Beat the eggs with the cream. 6. Pour over the salmon and asparagus. 7. Grate over the Parmesan. 8. Season with pepper. 9. Bake in the oven for 25-30 minutes or until the top is crisp and golden. 10. Serve with baby salad leaves. 11. Serve with crusty bread.,250234
"Rinse pork chops. Pat dry. Sprinkle with salt, pepper, and garlic powder. Slice bell peppers into strips. Set aside. In a large dutch oven or crockpot, mix pork & beans with all other ingredients except bell peppers. Place chops on top of bean mixture. Top with bell peppers. Cover and bake at 325 degrees for about 1 hour or until chops are done.",118821
Dip wings in egg or buttermilk mixture. Roll in bread crumbs. Place on nonstick baking sheet. Bake at 450 for 20 minutes or until brown. Turn wings over. Brush wings with butter. Bake for 10 more minutes. Sprinkle with parmesan cheese.,188289
Combine the first three ingredients in medium size bowl. Add the remaining ingredients and mix well. Place in refrigerator for 4-6 hours or overnight. Serve cold with fruit or fresh berries.,353954
"Place the polenta in an oiled shallow dish. Mix the wine into the water until it is dissolved. Pour the water over the polenta. Mix well so that the polenta is completely covered by the liquid. Cover the dish with foil or plastic wrap. Bake in the preheated oven for an hour until the polenta is cooked through. Uncover the dish. Add the butter and the polenta stirring thoroughly until the polenta is coated with the butter. Season the polenta with salt and pepper. Set the polenta aside. Heat the oil in an extra large skillet over medium-high heat. Add the mushrooms and saut them until they are tender. Add the spinach, the cheddar cheese and the parsley. Mix the ingredients together thoroughly. Place the polenta on serving plates. Top the polenta with the vegetable mixture. Garnish with parsley sprigs.",197090
"Prepare dressing by combining orange juice, vegetable oil, vinegar and celery seeds. Add greens and toss to coat. Top with oranges, onion and almonds. Serve immediately.",51682
"Grind sausage until finely minced. Mix with mustard, rosemary and breadcrumbs, and season well with salt and pepper. Divide meat mixture between the 6 eggs, mounding it in the middle of each egg and pressing down well to enclose. Heat oil in a frying pan and fry eggs for about 4 minutes on each side until golden brown. When cooked, remove eggs from pan and cool slightly. Brush eggs with melted butter, then roll in breadcrumbs, pressing down firmly to adhere to egg. Transfer to an ovenproof dish, brush with mustard and bake in oven until golden brown. Serve warm or cold.",427047
"Grease 8 inch square baking dish. Beat eggs with butter, flour, baking powder, cottage cheese, and monterey jack cheese together in a large bowl. Stir in diced chilies and tomatoes. Pour mixture into dish. Bake for about an hour, or until casserole is browned. When done cooking, let rest for 5 minutes before serving. Serve with salsa and sour cream if desired.",197798
"Soak the chickpeas overnight in plenty of water. Drain. Reserve the liquid. Blend the drained chickpeas with the garlic, onion, rosemary and parsley in a food processor or blender. Add the breadcrumbs, egg, and reserved liquid and process until smooth. Stir in the nuts. Form the mixture into patties about 2 cm thick, and brown in the oil in a skillet or frying pan over moderate heat 4 to 5 minutes per side. Serve in toasted buns with lettuce leaves, tomatoes, and mustard. Serve with French fries or baked potatoes with butter. Serves 6 to 8.",216549
In a small bowl combine the cream cheese and seasonings. Stuff each jalapeno with a spoonful of the mixture. Wrap each with a strip of bacon. Secure with a toothpick. Bake for 45-55 minutes.,99064
"crush graham crackers and combine with melted margarine. Add powdered sugar, milk and milk chocolate chips. Spread into a greased pan. refrigerate until set. Melt eagle brand condensed milk in a double boiler or microwave. Stir until smooth. Spread over top of the crust. Refrigerate until set. Cut into bars and enjoy.",48888
"Heat olive oil in a skillet over medium-high heat. Add the mccormick grill seasoning to the skillet. When the oil begins to bubble, add the vinegar and worcestershire sauce. Stir to combine. Add the brown sugar to the skillet. Stir to combine. Add the tomato sauce to the skillet. Stir to combine. Cook the meat with the seasonings in the skillet until no pink remains. Add the onion to the meat. Cook the mixture in the skillet until the mixture thickens. Turn off the heat. Serve the mixture over buns.",370081
"Spray crock pot with cooking spray. Add cabbage with some salt and pepper. In a skillet, saute the sliced onion in butter until they are golden. Add in the broth, mustard, salt and pepper, and the kielbasa. Pour the mixture over the cabbage in the crockpot, and cover. Cook for about 6 hours on high or for about 8 hours on low.",323548
Place fish in shallow baking dish and pour milk over top. Sprinkle with seasonings and top with parmesan. Bake for about 10-12 minutes or until fish flakes easily when tested with a fork. Garnish with lemon wedges and serve with lemon wedges and tartar sauce if desired.,348962
"Cook the macaroni shells & cheese according to package directions. Drainset aside. Spread 2 tablespoons spicy brown mustard on bottoms of 4 crackers. Top each cracker with 1/3 cup sauerkraut. Top each cracker with 1/3 cup corned beef. Add 1/3 cup macaroni shells & cheese to each cracker. Top each cracker with 1 tablespoon swiss. Place sandwiches in a 9x13-inch baking dish. Combine 2 tablespoons spicy brown mustard, 1/2 cup milk, 1/4 teaspoon salt, 1/8 teaspoon pepper. Pour over sandwiches. Bake at 350 degrees F for 25 minutes. Let stand for 5 minutes. Cut into 8 servings. Serve warm.",462331
"Rinse liver with cold water, drain welldab dry with paper towels. Season with salt and pepperset aside. Combine flour, parsley, and pepperspread on a baking sheet or shallow dish. Heat enough oil to come 3/4 inch above panset aside. Heat margarine in a large skillet over medium-high heat until meltedadd onion and cook until golden brown, about 5 minutesadd wine and cook for about 1 minuteremove from heat. Dredge liver pieces in flour mixturedip into the egg mixturethen roll in onion mixturetransfer to a wire rack set inside a baking sheetrefrigerate for 1 hour. Meanwhile heat a deep heavy skillet over medium-high heatadd enough oil to fill pan 3/4 inch deepheat to 375 degrees Fadd liver pieces, and cook until golden brown on all sides, 5 to 7 minutesdrain on paper towelskeep warm. Serve livers warm with bread for dipping.",4471
"Peel and slice potatoes. Place in large bowl of cold water for 30 minutes or soak in ice water for 1 hour. Remove from water and drain. Add mayonnaise, sour cream, lime zest, juice of 1 lime, lime leaves, thyme, salt and pepper in another large bowl. Add potatoes to the mixture. Mix well and refrigerate for 2 hours or overnight. Just before serving add more lime juice to taste.",187357
"Heat the oven to 400 degrees F (200 degrees C). Prepare the oven racks for baking by lining them with baking spray.Slice the sausage into 1/4-inch slices.In a small bowl, mix together the cheese, ranch dressing and olives.Take a wonton wrapper and place a slice of the sausage in the center. Dip your finger in the cheese mixture and run the mixture around the sides of the sausage. Fold the wrapper in half so that the wrapper completely encases the sausage and seal it by pressing on the edges.Place each wonton on the prepared racks so that they are slightly touching.Bake in the preheated oven for 10 minutes, or until the wontons are lightly browned on top. Serve immediately with additional ranch dressing if desired.",421600
"Melt white chocolate with hot whole milk in saucepan over low heat until melted, stirring often. Remove from heat. Stir in coffee. Pour into mugs and sprinkle with chocolate sprinkles. Serve warm. Makes 4 servings.",406002
Preheat oven to 400. Beat egg and add milk. In separate bowl combine dry ingredients and spices and mix well. Fold wet into dry and stir raisins into mixture. Spoon into greased muffin cups and bake 25 minutes or until done.,139938
Heat olive oil and saute onion and garlic until soft. Add ginger and cook for about 10 seconds. Add the chicken breasts. Saute about 3-4 minutes per side or until the juices run clear. Add the peaches and red pepper. Cook until the peaches are slightly soft and the red pepper is a bit wilted.,388557
"Preheat oven to 375 degrees F. Arrange the sliced vegetables on a baking sheet. Sprinkle with the olive oil, butter, orange juice and the salt and pepper. Toss to coat evenly. Bake 20 minutes or until vegetables are tender when pierced with a fork. Toss again, sprinkle with dill and serve immediately.",284709
Combine first 5 ingredients in a slow cooker. Add chops and rosemary. Cook on low for 5 hours. Remove from slow cooker and place on a serving platter. Pour cooking liquid over the top. Garnish with parsley.,363522
"Prepare the oven to broil. Broil the potatoes until the skins are brown. Cut the sausage into 1/2-inch slices. Heat the oil in a saute pan over high heat. When it is very hot, add the fennel bulb and the sausage slices and saute until brown, 5 to 7 minutes. Remove the potatoes from the broilersprinkle them with the raclette cheese and place them under the broiler until the cheese is melted. Serve the potatoes in a shallow bowl with the fennel bulb, sausage slices, cornichons, and french bread.",53050
"Mix flour, soda and salt together. Cut in shortening with pastry blender until mixture resembles coarse crumbs. Add brown sugar, raisins and nuts. Stir in milk until dough is soft enough to roll out. Roll out on floured surface about 1/4-inch thick. Cut with floured 1 1/2-inch cookie cutters or knife. Place on greased baking sheets. Bake at 375 degrees for 10-15 minutes or until light brown on bottom. Serve hot with butter and syrup or powdered sugar.",147975
"Preheat oven to 325 degrees F (165 degrees C). In a large skillet, heat butter over medium high heat. Sprinkle beef with flour and brown well. Remove roast from pan and set aside. Add garlic and saute in drippings until lightly browned. Add onions and cook until tender, stirring frequently. Stir in tomato paste and cayenne pepper. Add bay leaves and pour in beer. Return roast to pan and bring to a boil. Cover and transfer to a 6-quart (6 L) slow cooker. Cook 8 hours on low, or until tender. Remove roast from pan and set aside. Stir in parsley and cook on high for 15 minutes to blend flavours. Carve roast and serve with vegetables and gravy.",68952
"In a small bowl, mix the spaghetti sauce and butter. Melt over medium heat. In a large skillet over medium heat, heat the flour tortillas, one at a time. Sprinkle each half of the tortillas with 1/4 cup sauce and 1/2 cup of the shredded cheese. Add the meat and top each half of the tortillas with 1/4 cup of the remaining sauce. Sprinkle each half of the tortillas with 1/4 cup sauce and 1/2 cup of the shredded cheese. Add the meat and top each half of the tortillas with 1/4 cup of the remaining sauce. Sprinkle each half of the tortillas with 1/4 cup sauce and 1/2 cup of the shredded cheese. Add the meat and top each half of the tortillas with 1/4 cup of the remaining sauce. Sprinkle each half of the tortillas with 1/4 cup sauce and 1/2 cup of the shredded cheese. Top each half of the tortillas with 1/4 cup of the remaining sauce.",157359
"Beat egg, buttermilk and spices in a small bowl. Place flour in another small bowl. Heat oil in a deep fryer. Dip chicken in buttermilk mixture then coat with the flour mixture. Lower into hot oil and cook until golden brown and crispy on all sides. Drain on paper towels. Serve with your favorite dipping sauce.",412775
"In a small bowl, combine the juice, soy sauce, brown sugar, and Tabasco sauceset aside. In a large resealable plastic bag or other large container with a tight-fitting lid, combine the chicken wings with the sauceseal the bag and turn to coat. Chill for 2 hours. When ready to cook, preheat the oven to 400 degrees F (200 degrees C). Place the chicken wings on a baking sheet, and bake for 30 to 45 minutes, or until cooked through. Drain the wings, reserving 1 cup of the cooking liquid. In a small saucepan over medium heat, combine the cranberry sauce with the reserved cooking liquidcook until heated through, about 5 minutes. Serve with the chicken wings.",452698
Melt butter. Add flour and stir constantly. Add broth and water gradually. Add chipotle peppers. Season to taste. Remove from heat. Stir in sour cream. Serve over your favorite taco salad.,99915
 In a large stockpot bring the tamarind paste and water to a boil over high heat. Reduce heat and simmer until thickened to desired consistency. Remove from heat and stir in palm sugar and tomatoes. Season with the fish sauce and red chile. Add the celery and simmer for 1 minute. Add the cod and simmer until the fish flakes easily. Serve with bean sprouts and mint.,181043
"In a medium bowl combine Braunschweiger, onion, chili sauce, mayonnaise, cream cheese and green olives. Shape into a ball and refrigerate for 24 hours. Serve with crackers.",361667
"Toast the peppercorns in a skillet over medium heat until fragrant and lightly browned, about 2 minutes. Transfer to a spice grinder or mortar, then add the corn syrup, lime juice and dried mint and grind into a smooth paste. Rub into the cut side of the pineapple wedges, then let sit 10 minutes. Heat grill to medium-high (or preheat broiler). Grill or broil until browned on one side and tender, about 3 minutes per side for grilling or 30 seconds per side for broiling. Sprinkle with lime zest and serve with fresh mint.",115007
"Lightly coat each filet with the seasoned flour. In a large nonstick skillet, melt the butter over medium-high heat. Add the sole and cook about 4 minutes per side or until golden brown and flaky. Set aside. In the same skillet, add the fresh lemon juice and cook until mixture thickens. Add the fresh parsley and stir. Pour over the sole and serve.",162686
Beat eggs in a bowl. Place crescent roll dough on a cookie sheet. Spread with egg mixture. Layer with slices of salami and cheese. Bake at 400 degrees for 10-15 minutes or until golden brown. Serve warm.,411254
Brown the sausage with onion and garlic until cooked through. Drain fat and add greek seasoning and mayonnaise and cook until heated through. Stir in the parmesan cheese and artichokes and serve with tortilla chips.,40531
Season rib eyes with garlic powder and herbs. Heat a little oil in a non-stick skillet and place steaks in pan. Cook over medium-high heat 3 minutes per side. Remove from pan and drizzle each steak with a little lemon juice and sprinkle with feta. Serve steak with a few olives.,427985
Preheat oven to 450 F degrees. Place olive oil in a bowl. Roll peas around in oil coating them well. Place on a baking sheet and roast for 10 minutes. Serve with chives sprinkled on top.,162736
"Preheat oven to 350 degrees. Prepare brownie mix as directed on package. Spread in a greased and floured 13x9x2 inch baking dish. Bake for 25 to 30 minutes or until center is set. Cool completely. In a medium bowl, beat ice cream until soft. Fold in powdered sugar and nuts. Spread over cooled brownie layer. In a double boiler, melt chocolate and butter. Stir in evaporated milk and vanilla until well blended. Pour over ice cream layer. Chill until firm. Store in refrigerator.",208833
" Cook pasta in a large pot of boiling water until tender yet firm to bite. Add broth and cook 3 minutes. Add garlic and cook 2 minutes more. Add carrots, green pepper, broccoli, tomatoes, dried tomatoes. Heat through. Season to taste with salt, basil and parmesan. Serves 4.",39910
"In a large bowl combine cream cheese, milk and pie filling. Fold in the marshmallows. Fold in the nuts. Refrigerate for 2 hours. Fold in the cool whip. Refrigerate until ready to serve.",302087
"Cook ravioli according to package directions. Drain. In a sauce pan, bring 1 cup water to a boil. Add sauce mix, stirring until thickened. Stir in cream. Serve over ravioli and top with parmesan cheese.",104636
Heat oil in medium saute pan over medium heat. Add shallots and saute until translucent. Add mushrooms and wine. Cook until liquid is reduced by half and mushrooms are tender. Add chicken stock and bring to a boil. Add penne and cook until al dente. Drain and return to pan. Add mascarpone and parmesan. Toss to combine. Serve with extra cheese.,371624
"Cook spinach according to package directions. Drain well and set aside. In a skillet, saute onion and garlic in butter until tender. Stir in spinach, lemon pepper, salt, and fresh nutmeg. Heat through. Top with parmesan cheese.",246777
"In a small saucepan over medium heat, combine garlic and mayonnaise. Whisk until smooth. Add lemon juice, parsley, salt & pepper to taste and whisk until well combined. Remove from heat. Set aside to cool to room temperature. In a large bowl, add potatoes and toss with enough olive oil to coat them evenly. Pour into a single layer onto a baking sheet lined with parchment paper. Bake for 30 minutes. Remove from oven and toss to coat evenly with aioli. Return to oven for another 5-10 minutes or until edges are golden brown. Serve warm.",425416
"Mix ground beef with the next 7 ingredients. Heat a large skillet over medium heat. Add butter. Add ground beef mixture. Cook, stirring often until no longer pink. Drain off excess fat. Add cornstarch and water to thin. Stir in frozen hash browns. Heat through. Pour into a 9-inch pie plate. Top with cheese. Bake at 350 degrees for 25 minutes. Let stand for 10 minutes before serving. Serve with salad.",289074
"Slice onion, green pepper, & celery into small dice. Heat olive oil in large skillet. Add onion, green pepper & celerysaute for 3 minutes. Add tomato sauce & stewed tomatoessimmer for 10 minutes. Add chili powder & salt. Heat through. Place swordfish steaks in skilletcook for 5 minutes per side. Serve over rice.",353886
In medium mixing bowl beat cream cheese at medium speed of an electric mixer until softened. Add the beef bouillon cube dissolved in the boiling water and the garlic powder. Stir well. Serve with crackers or vegetables.,35113
"In small bowl, whisk together oil, red wine vinegar and balsamic. Add dijon and tarragonwhisk. Season with salt and pepper. Place mushrooms in individual bowls. Drain watercressarrange over mushrooms. Top with chives. Drizzle salad dressing over salads. Serve.",92526
Preheat oven to 350 degrees F. Spray 12 muffin cups with nonstick spray. Cut sandwich bread slices into 1/4 inch thick rounds. Place 2 rounds of bread on bottom of each muffin cup. Top with 1 teaspoon cheese and 1 teaspoon ham. Add an egg to each cup. Cover with remaining bread slices. Bake about 20 minutes or until tops are golden brown and yolks are set. Serve warm.,408293
"Pour 2 ounces of gin into a tall glass filled with ice cubes. Fill the rest of the glass with ginger ale. Garnish with a fresh cherry on top of the glass. Drink the contents of the glass through the cherry, which will act as your straw. Repeat until the drink is gone.",222537
Poke holes in the biscuits with a fork. Place biscuits in a single layer on an ungreased baking sheet. Bake for 10 minutes or until golden brown. Cool for 1 minute. Dip each biscuit hole into orange juice. In a small bowl mix together 2 tablespoons granulated sugar and 2 tablespoons ground cinnamon. Roll each biscuit hole into sugar mixture. Makes 24.,421990
Cream together butter and sugars until light and creamy. Beat in eggs one at a time. Stir in vanilla. Combine dry ingredients and add to butter mixture. Mix well. Spread in a well greased 9×13 pan. Bake at 350 for 20 minutes. Cool on pan. Sprinkle with white chocolate and toasted macadamia nuts. Cool to room temperature before cutting into squares.,50413
1. In a wok or deep pan add 3/4 inch of oil. Heat until hot enough to fry. 2. Add 5 to 6 egg roll wrappers at a time. Fry until golden brown on both sides. 3. Place on paper towel to drain. 4. Add cabbage mixture to the pan. 5. Add the rest of the ingredients. 6. Stir until mixture is heated. 7. Fill the wrapper with a spoonful of the cabbage mixture. Roll the wrapper. 8. Place on a serving dish. 9. Serve hot or cold with duck or sweet and sour sauce.,436249
Place bacon in crock pot. Cook on high until fat is rendered. Drain fat from crock pot. Saute onions until tender. Add other ingredients. Cook on low 6 to 8 hours. Remove any fat from top of bean mixture before serving. Serve over hot dog buns or french bread slices topped with sliced dill pickles.,238747
"Heat oil in heavy skillet. Add vegetables. Cook and stir until vegetables are crisp tender. Add tomato sauce, sugar, vinegar, salt, pepper. Cook and stir until thickened. Stir in mustard.",7211
"Combine flour, eggs, sugar, vegetable oil, applesauce and pecans. Beat until well blended. In separate bowl combine pumpkin pie spice, baking soda, and baking powder. Add to applesauce mixture. Stir in sour cream. Pour into greased and floured 9x5 loaf pan. Bake at 350 degrees for 50-60 minutes. Makes 1 loaf.",281047
"In a 9 x 13-inch baking dish spread margarine evenly over bottom of dish. Combine Bisquick, sugar, milk and eggspour over the margarine evenly in the dish. Bake for 50 minutes or until center is set. Meanwhile brown sausage, drain fat. Stir into casserole in the last 5 minutes of baking. Let stand 10 minutes before cutting into 8 pieces. Serves 8.",124404
Preheat the oven to 350 degrees. Line a 9×9 inch baking dish with foil or parchment paper. Combine the dry ingredients in a large mixing bowl. Add the wet ingredients. Stir until a dough forms. Press the dough into the prepared baking dish. Bake for 20 minutes. Cool. Cut into 10 squares. Store in the fridge.,247882
Mix peas and rice together. Add 2 cups of water and bring to a boil. Reduce heat and simmer until rice is tender. Meanwhile brown the pork in the oil. Add the remaining ingredients and cook for 2 minutes. Stir into rice and simmer until heated through. Garnish with green onions.,320146
"Mix first 4 ingredients. Shape into 4 patties. Cook and brown 5 minutes on each side. Place on buns. Top with lettuce, tomato and onion. Makes 4 sandwiches.",377603
"To make the dressing, heat the oil and garlic over medium heat. Cook until garlic is golden. Add the mustard and let the mixture bubble for one minute. Stir in the vinegar. Cool completely.To make the salad, mix the dill and radicchio in a serving bowl. Add the artichoke hearts and toss. Drizzle with the vinaigrette. Serve immediately.",317188
"Preheat oven to 350f degrees. In a large bowl, cream together the brown sugar, sugar and shortening until light and fluffy. Beat in the eggs one at a time, stirring well after each addition. Beat in the vanilla. In another bowl combine the flour, baking soda, salt, toffee bits and mini chocolate chip. Stir into the creamed mixture just until combined. Drop by rounded tablespoonfuls onto lightly greased cookie sheets. Bake for 10-12 minutes or until golden brown. Cool for a few minutes before removing to wire racks to cool completely.",43822
Mix the ice cream and cereal together in a large bowl until thoroughly mixed and coated. Add the shortening and mix well until all the cereal has been coated. Add the white chocolate chips and stir until all the chips are melted and the mixture is sticky and pliable. Refrigerate for 1 hour and then roll into balls and place on a wax paper-covered baking sheet. Refrigerate for 10 minutes until firm. Melt the remaining white chocolate in the microwave and use it to dip the balls into. Place on a wax paper-covered baking sheet to set and cool. Makes 20 to 25 balls.,223646
In a large bowl combine soup and milk. Stir in ham and onion. Add potatoes and stir. Spread into a greased 13x9 inch baking dish. Sprinkle with swiss and cheddar cheeses. Bake uncovered at 350 for 40 minutes or until bubbly.,108690
"In large mixing bowl, beat cream cheese until fluffy. Beat in 2 cans of sweetened condensed milk. Add 4 cups lemonade concentrate. Blend well. Fold in whipped topping. Spread into graham cracker crust. Refrigerate. Drizzle on colored whipped topping before serving.",159984
Cut bacon into 2 inch strips. Cut prawns in half lengthwise with shell on. Thread 2 strips of bacon onto each skewer followed by 2 prawn halves. Brush with olive oil. Season with black pepper. Grill over hot coals or on a gas grill for 3 minutes or until pink and crisp bacon is cooked through. Squeeze lemon juice over them just before serving. Serves 4 as an appetizer. Serves 2 as an entree.,370164
"Boil the potato and mash until smooth. Add flour, nutmeg, egg and salt. Make into a dough. Roll out on floured board to 1/2 inch thick. Cut into 1 inch squares. Boil in salted water. Add butter and parsley. Serve.",54858
Mix first 6 ingredients in a bowl. Spoon into 4 tall glasses. Garnish with mint sprigs if desired.,370558
To prepare the crust combine 6 cups of crushed graham crackers with 1/4 cup melted butter and 1/4 tsp of cinnamon. Press into a 9 inch pie dish. Combine 1 package of instant vanilla pudding mix with 1 1/4 cups of milk. Beat with a mixer until smooth. Beat in 1 1/2 cups of cool whip. Combine 1/3 cup of fat free cool whip with 2 tsp of vanilla and 2 tsp of Splenda. Beat with a mixer. Fold into the cheesecake. Layer the pie with sliced bananas and the remaining 1/2 cup of cool whip. Refrigerate for 6 hours.,186099
"Wash strawberries, remove stems, peel and slice. Remove seeds from kiwi fruits and peach slices. Set aside to drain. Combine 1/4 cup boiling water with 1 1/2 tsp nutrasweet. Cool. Add 1 cup water to make 2 cups. Combine kiwi and strawberry slices with nutrasweet water. Pour into 4 paper cups. Freeze 4 hours or overnight. To serve, insert wooden popsicle sticks. Garnish with peach slices, if desired. Serve immediately or store in freezer.",31153
Heat oil in a pan. Add chicken and cook until golden. Remove from pan. Add the remaining ingredients and bring to a boil. Return chicken to the pan and simmer for about 5 minutes. Remove from the heat. Serve with sour cream and sprinkle with smoked paprika.,205225
"Combine raisins, nuts and honey. Mix well. Spread on a flat tray. Sprinkle with coconut. Store in an airtight container.",411
"Marinate wings overnight. When ready to cook, heat oil. Add gingerroot, green onion, and garlic. Cook 2 to 3 minutes. Add wings and cook 20 to 25 minutes. Add remaining ingredients, cook 15 to 20 more minutes. Turn wings to brown evenly. Serves 4.",77946
"Cream the butter and sugar together until light & fluffy. Beat in the egg and vanilla essence. Sift in the flour, a little at a time, until the mixture is soft enough to roll into balls. Chill in the refrigerator for 1 hour. Roll into balls and place on a tray lined with baking paper. Flatten slightly with the base of a small drinking glass dipped in a little flour. Bake in a hot oven (200c/400f/gas 6) until golden. Sprinkle with the mixed fruit while still hot.",187298
"In food processor, mix ground pork with eggs and breadcrumbs. Add onion flakes and parsley. Dip meat mixture into flour and brown in skillet. Add garlic and cook 2-3 minutes. Serve with potato salad.",412703
