response,target_recipe
"Combine mayonnaise, jalapeno juice, and lemon juice in small bowl. Lay fillets in 13 x 9 inch baking dish. Spread mayonnaise mixture over fillets. Sprinkle with cheese. Bake uncovered in 350 degree oven for 20 minutes or until fish is just cooked through and the cheese is bubbly. Serve with rice or pasta.
name: white cheese dipingredients: white processed cheese, milk, canned jalapeno slices, garlic cloves, saltpreparation:In saucepan heat milk to a simmer. Cube cheese. Add to milk and stir until melted. In blender jar add jalapenos and juice. Blend till minced. Add to melted cheese. Add garlic and salt. Serve with tortilla chips or use as a sauce for chimichangas or burritos.
name: jalapeno spread dipingredients: mayonnaise, jalapeno peppers, jalapeno juice, ground",133301
"Combine the flour, baking powder, salt, and dry milk in a large bowl. Add the egg and enough of the warm water to make a soft dough that will stick together. Kneed the dough for at least ten minutes by hand or by using a mixer with the dough hook until it is smooth. Cover the dough with a cloth and let it rest for about an hour. Divide the dough into 12 equal balls about the size of a golf ball. Roll each ball out flat to about one-eighth of an inch thick. Heat a heavy skillet over a medium heat and fry the dough until the edges begin to brown. Turn the bread over and continue cooking until both sides are golden brown.",164367
Place beef in bottom of crock pot. Sprinkle with salt and pepper. Mix vegetables and tomatoes with beef. Cook on low 8-10 hours. Serve over hot white rice.,127797
"Preheat oven to 350 degrees Fahrenheit. Melt butter in a skillet over medium heatadd green onions and mushroomscook until onions are translucent. Slice french bread in half lengthwiseplace on a baking sheet. Spread butter evenly over breadtop with mushrooms and onions. Top each half with a layer of mozzarella. Bake in preheated oven until cheese is melted, about 10 minutes. Serve warm topped with olives.
 spinach cheese pattiesingredients: low-fat cottage cheese, egg yolks, flour, wheat germ, fresh spinach, olive oil, salt and pepperpreparation: Mix together the first four ingredients. It gets thick and gooyey. Add spinach and mix again. Pour olive oil in a skillet. I use about 2 t. Get it hot. Fry the patties until golden brown.",387701
"Cook the couscous according to package directions. Meanwhile, put the frozen peas in a bowl. In the same bowl, mix the spices together with 1 tbsp of the oil, the cumin seeds, and 1/8 tsp of the black pepper. When the couscouss is done, stir in the peas and spice mixture. Heat the remaining 1 tbsp of oil in a frying pan over medium heat until hot. Add the remaining 1/8 tsp of black pepper and stir-fry for about 1 minute until fragrant. Toss in the couscous and stir-fry for 30 seconds longer. Serve at once.",158807
"Heat oven to 350 F. In a large bowl, combine the broccoli florets, ice water, and olive oil. Toss well to coat. Spread florets in a single layer on a large baking sheet. Bake uncovered for 15 minutes. While broccoli is cooking, combine the remaining ingredients. Drain the broccoli and toss with the remaining ingredients. Serve warm or chilled.",414199
"Heat oven to 400. Grease 1.5-quart casserole dish. In small bowl, combine soup with milk. Add carrot. Set aside. In large skillet over medium-high heat, cook chicken in butter until lightly browned. Add onion and cook until tender. Add cream soup mixture. Cook 2 minutes. Stir in zucchini and cook until tender. Pour mixture into prepared dish. Bake uncovered for 20-25 minutes or until bubbly and hot. Sprinkle with cheese. Serve with croutons and yogurt.",181087
Combine all the ingredients in a bowl.,125108
"Preheat the oven to 400. Spray a shallow 2-quart casserole dish with cooking spray. Line the dish with a piece of aluminum foil. Place the salmon in the dish. In a small bowl combine the mustard and garlic powder. Brush the mustard mixture over the top of the fish. Wrap the foil around the dish and bake for 20 minutes. Open the foil and top the fish with the dill. Bake an additional 5 minutes.
Sounds great - I love Salmon.
Thanks for the recipes. Salmon is my favorite fish. I'll have to try these recipes.",264432
"Beat eggs add water and flour and make a batter. Combine with cheese, asparagus, salt and pepper. Heat olive oil in a pan. Poor the mixture in the pan or take spoonfuls of batter and drop into the oil. When the bottom side of the omelet is golden brown turn it over the cooked on the other side4.",455476
Thaw puff pastry according to package directions and place onto greased baking sheet. Remove the rind from the top of the brie round and place in the center of the puff pastry circle. Top the cheese with preserves and sprinkle almonds over the top. Bake at 400 degrees for 20 minutes or until the puff pastry is golden brown and the cheese is softened.,48907
In a large heavy pot heat the butter over medium-high heat. Add the garlic and cook until soft. Add the curry powder and cook for 1 minute more. Stir in the water and then the broth and bring to a boil. Reduce the heat to low and simmer for 25 minutes. Puree the soup with an immersion blender or blender and return it to the pot. Stir in the coconut milk and pumpkin puree and season to taste with salt and pepper. Serve hot.,178374
"Preheat oven to 375 degrees F (190 degrees C). Line a 12-cup muffin pan with paper baking cups. Combine the gingersnap cookies and 2 tablespoons sugar in a food processor. Pulse until fine crumbs form. Reserve 1/4 cup for garnish. Place the remaining gingersnap crumbs in a medium bowl. Add the ricotta cheese, pumpkin and brown sugar. Mix until blended. In a small bowl, combine the eggs and vanilla. Beat the eggs until smooth. Add the egg mixture to the ricotta mixture and stir until blended. Divide the mixture among the paper baking cups. Bake in the preheated oven for 10 minutes. Remove from oven and sprinkle with the remaining gingersnap crumbs. Bake an additional 5 minutes or until set. Allow the cups to cool for 20 minutes in the pan. Remove from the pan and transfer to a wire rack. Cool completely. Store in the refrigerator. Top each cup with a dollop of whipped topping and a sprinkle",74161
"Cook ravioli according to package directions. Drain. Rinse with cold water. Drain again. In a large bowl combine artichokes, mozzarella, pepperoni and onion. Add raviolitoss to coat. Add olives and basil. Add salad dressingtoss to coat. Serve with spinach. Makes 8 side-dish servings.",93043
"In a large pot, combine all ingredients except the beans and bring to a boil. Boil for about 2 minutes stirring constantly. Add the beans and boil for 3 minutes, stirring constantly. Serve immediately.",321223
"Peel off the skin of the eggplants. Cut the eggplants into slices about 3 cm thick. Stew the slices in boiling water until tender. Cut into pieces about 1 cm thick. Mix the vinegar, spring onions, red chile and minced chicken. Pour the vinegar over the steamed eggplants. Heat gently for 1-2 minutes. Sprinkle white pepper powder on. Serve hot.
The first time I cooked this I made the sauce too strong. It was good but I found it too strong for my taste. I'm not sure how I did it because I followed the recipe exactly. This time I adjusted the recipe to suit my taste. I think I should have made it less salty than I did though. The next time I will just make the sauce recipe more to my taste. The other thing I did was to add a bit more of the eggplant than the recipe called for.
This is a quick and easy recipe that is very good. It is similar to a recipe I've made before. You can use any vegetables you like.
This",101496
Heat the oil in a large heavy saucepan over medium heat. Add the onion. Stir for 1 minute. Add the fresh okra and stir. Cover the pan. Cook the okra for 10 minutes until tender. Add the plum tomatoes. Simmer for 10 minutes until tender. Add the tomato sauce. Bring to a boil. Add the garlic and the pepper. Add the lemon juice. Salt to taste. Add the water. Simmer for 5 minutes. Serve.,67016
"Melt butter in skillet. Add mushrooms and saute. Sprinkle with pepper. Saute until mushrooms are limp. Add onion and garlic cloves. Saute until onions are limp. Dust chicken with flour and shake off excess. Add to skillet. Brown slightly. Add cream, port wine, salt and pepper. Bring to a boil. Simmer about 20 minutes. Sprinkle with fresh parsley.",339530
"Sprinkle both sides of the chops with the seasoning salt and black pepper. Brown the chops on both sides in a frying pan or griddle. Set aside. In the same pan add the onion and saute until the onion is translucent. Add the potatoes, carrots, celery ribs and stir for one minute. Add the cream of mushroom soup, milk and the chops to the pan. Cover and simmer for 20 to 25 minutes until the chops are cooked through. Serve the pork chops over rice or mashed potatoes or both. Serves 2 to 3.",22713
"Boil red potatoes with salt and pepper until tender, drain and set aside to cool a little while. Melt a small amount of butter in a saucepan over medium heat. Whisk in heavy cream and continue whisking until warm and smooth. Add boursin cheese and stir until melted. Place red potatoes on a serving dish or platter. Pour sauce over top of potatoes and sprinkle with chives to serve.",25266
"In skillet, cook pork in oil over medium-high heat 5-6 minutes or until no longer pink. Add salsa and cook 1 minute. Remove from heat and stir in lime juice and cilantro. Serve on salad greens.",295945
"Boil potatoes and onions until tender. Drain. Season to taste. Add remaining ingredients, mix thoroughly. Pour into casserole. Bake uncovered in 350 oven for about one hour or until heated through. Serve with rolls and salad.",39769
Cook pasta according to package directions. Drain. Add tomatoes and artichokes. Heat through. Stir in garlic. Add oil and mix well. Serve at once. Garnish with basil and sprinkle with cheese.,245669
"Season each chop lightly with salt and pepper and dredge in flour mixed with Chinese five-spice powder. Heat oil in a large skillet and brown each chop for 3 to 4 minutes per side. Transfer browned chops to a baking dish and pour off all but 2 tablespoons of the fat from the pan. Add the port wine and apple juice to the pan along with the remaining 1/4 cup flour mixed with the Chinese five-spice powderstir until smooth. Cook the mixture for 30 seconds, then pour it into the baking dish along with the browned chops. Cover and bake at 375 degrees F for 15 minutes, or until the internal temperature of the meat reaches 145 degrees F.",74242
Combine all in medium saucepan. Cook over medium heat 10 minutes. Cool 10 minutes. Pour into hot sterilized jars. Seal.,230807
"Preheat oven to 375. Beat eggs with milk in large bowl. Add tarragon, paprika, and saltbeat until well blended. Add 1/2 cup of the cheesestir just until blended. Divide the mixture evenly among 4 of the bagels. Sprinkle each bagel with remaining 1/4 cup cheese. Bake 10 to 12 minutes or until eggs are set. Serve warm.",150532
Heat the oil and fry the garlic until lightly golden. Add the chillies and fry until they soften and turn dark brown. Add the peanuts and stir fry for a few minutes. Add the lime juice and the water and stir well. Add the fish sauce and the sugar and stir well again. If the sauce is too thick add some water until the sauce is the thickness you prefer. Taste and adjust seasoning with salt and more fish sauce if necessary. Serve with crunchy vegetables or meat or fish.,504439
"Heat oven to 400 degrees F. In small bowl, combine hot pepper sauce and cider vinegar. Set aside. In small bowl combine butter and cornmealset aside. In shallow bowl combine cayenne pepper and salt. Dip each tender in butter mixture, then in cornmeal mixture. Place tenders in single layer on baking sheet. Bake 10 minutes or until lightly browned. Serve hot with dressing.",40997
Heat the oven to 350 degrees. Slice the tomatoes 1/4-inch thick and remove the seeds and stems. Beat the milk and egg together in a shallow dish. Put the cornmeal in another shallow dish. Dredge each slice of tomato in cornmeal and then in milk mixture. Carefully drop into hot oil and cook for about 2-3 minutes on each side or until crisp and brown. Remove from the oil and sprinkle with paprika and salt and place on a wire rack or baking sheet to drain.,316026
"Peel and cut the cantaloupe and honeydew melon into cubes. In a blender, puree the melons and ginger until smooth. Strain into a large bowl and chill. In the bowl of a food processor, combine the cantaloupe puree and the cream cheese and blend until smooth. Stir in the lime juice, tabasco sauce and mint. Serve in the cantaloupe rind or in chilled bowls. Garnish each serving with a mint sprig.",79776
"Combine all in a large mixing bowl. Divide the mixture into small portions and shape into patties or links. Brown in a skillet over medium heat, turning to brown evenly. For links, place in a large stock pot half full of water. Bring to a boil and boil for 25 minutes or until water is clear. Remove from heat and cool in ice water. Drain, refrigerate, and use within a few days. Serve over toast with ketchup or brown gravy. Makes approx. 40 links or 40 patties.",211496
"In 9x13-inch baking pan, arrange biscuits to form one layer. Spread with chicken mixture. Top with potato mixture. Arrange vegetables over vegetables. In a medium bowl, combine remaining ingredients. Pour over vegetables. Cover with foil. Bake 40 minutes. Uncoverbake 10 minutes. Let stand 5 minutes before serving. Serve with salad.",135762
Wash and soak the lentils for 2-3 hours. Cook the rice and the lentils in separate pots with water and salt until they are soft (this will take about 30-40 minutes). Mix the lentils and the rice together and cook for 5 more minutes. Add the ghee and the cumin seeds and cook for 2 minutes more. Add the garlic and green chili and mix well. Cook for 2 more minutes and serve hot. You can add finely chopped coriander or mint leaves for garnish at the end.,54546
"Preheat oven to 375 degrees F. Butter one side of each bread slice and toast in the oven until lightly browned and crisp. Cut each slice diagonally into quartersplace on plates. Combine honey and water in a small saucepanbring to a boil over medium-high heat and cook for 1 to 2 minutes or until mixture thickens slightly and reduces to about 1/4 cuppour mixture into a small bowl and stir in mintlet cool to room temperature. In a small bowl, toss together berries, 1 tablespoon of mint syrup, and butterarrange berry mixture on each piece of breadtop with mascarpone and serve immediately or cover and let stand at room temperature for up to 1 hour.",309423
Dry breadcrumbs and spices. Coat chicken pieces. Combine the other ingredients and pour over the chicken. Bake at 400 degrees until done. About 30 minutes.,19457
"Spray a large skillet with cooking spray. Add the oil and garlic and saute for about 30 seconds until fragrant. Add the tomatoes and cook for another 2 minutes. Add the beans, cayenne pepper to taste and cook for another minute or two. Season with fresh cilantro. Serve with lime wedges.
i love your recipe for corn and black bean salad!! looks so fresh and good!
I have never liked black bean anything but your recipes look fantastic! I think I need to give it another try!
I love all of your recipes for black beans. I'm not sure why I never tried them before but I'll have to give them a try!
Black bean dip is my all time favorite! I love how versatile it is to use it in so many dishes!
I love your ideas for black bean recipes! We love them too!
I love your recipes for Black Bean Corn Salad and your soupy black bean recipe looks so easy to make!
I am loving all of your recipes for black bean recipes! I love them and need to try some of these",14031
Soak cutlets in milk for 30 minutes. Combine eggs and flour in a shallow dish. Combine breadcrumbs in another shallow dish. Dip cutlets into the egg mixture then into the breadcrumbs. Heat the olive oil in a large frying pan. Cook the cutlets in the hot oil for 5 minutes on each side. Sprinkle with salt and pepper. Sprinkle lightly with nutmeg. Serve with a squeeze of lemon.,305341
"Combine balsamic, white wine vinegar, cider vinegar, sugar, habanero peppers and mint in a medium saucepan over medium heat. Bring to a boil for 1 minute. Pour into a glass jar or bottle with a tight-fitting lid. Cool to room temperature and store in the refrigerator for up to 3 weeks.",396814
"Bring 4 cups of water to a boil with the white sugar, brown sugar and vodka. Stir to dissolve the sugar. Pour into a blender filled with ice cubes. Add the almond extract and the vanilla extract. Blend until slushy and serve in tall glasses with the maraschino cherries on top of the drinks.",202716
Heat butter in a pot over medium-high heat. Add onion and cook until softened. Add the sugar and oregano and cook until the liquid has evaporated. Add the tomatoes and cook until the mixture thickens and the tomatoes soften. Stir in the cream and the chopped spinach. Add the milk and simmer for 1 minute. Season with basil and Parmesan and serve immediately.,80597
"Combine all sauce ingredients, stir until smooth. In a separate bowl combine cornstarch and water. Heat oil in wok or large skillet over high heat. Add garlic, cook 15 seconds, add beef and stir until no pink remains. Add wine, stirring occasionally, until beef is no longer pink. Stir in sauce, cook 1 minute or until thickened. Stir in water chestnuts and green pepper, cook 1 minute or until vegetables are crisp tender. Stir cornstarch mixture until smooth. Add to pan and cook 1 minute more or until thickened. Serve over rice or noodles if desired.",58439
"Place a large nonstick skillet over medium heat. Add the oil to the pan. Once the oil is hot add the red onion and cook until translucent, about 2 minutes. Add the jalapeno and cook until tender. Add the cilantro leaves. Season with salt and pepper. Whisk together the eggs and pour over the vegetable mixture. Cook until the eggs begin to set. Turn omelet over. Cook until the eggs are just cooked through. Cut into wedges. Serve.",323845
"Place pumpkin in a saucepan with 1 cup water. Bring to a boil. Reduce heat to simmer and cook until tender. Mash or purée pumpkin in a food processor or blender. Add marmalade, ginger, lemon juice, salt and cinnamon stick to pumpkin mixture. Simmer over low heat for 10 minutes or until mixture is thickened. Remove cinnamon stick. Ladle marmalade into hot sterilized jars, leaving 1/4 inch headspace. Wipe rims with a damp paper towelcenter lids on jars. Screw bands down until fingertip tight. Process in a boiling water bath for 10 minutes. Remove from canner. Let stand for 5 minutes. Remove lids to check seals. Label and store in a cool, dry place. Makes about 7 half-pints.",261132
"Cook tempeh in a nonstick skillet over medium heat for about 10 minutes. Cut into small pieces and place in a large bowl. Mix together the mayonnaise, parsley and soy sauce. Add to the tempeh and stir well. Add the remaining ingredients and stir to mix. Chill for 1 hour before serving. Serves 4.",257317
"In a large pot, add all the ingredients and the 3 cups of water. Bring to a boil over high heat. Reduce heat to low, cover and simmer for 45 minutes to 1 hour. If the mixture becomes too dry, add more water. Serve the soup in shallow bowls with a generous sprinkling of parsley.",318259
"Mix sugar, butter and yolks. Cook until boiling stirring constantly. Add flour, then gradually add water. Stir until thick and smooth. Add dates and brown sugar and cook until mixture is clear and thick. Cool to room temperature. Beat egg whites until stiff and fold into date mixture. Pour into a greased and floured 9-inch square pan and bake in 400 degree oven for 30 minutes. Cool and cut into squares.",172464
Combine all the ingredients in a large bowl. Place the ribs in the bowl and toss to coat. Cover and refrigerate overnight. Preheat oven to 300 degrees fahrenheit. Drain the ribs in a strainer and place in an ovenproof dish. Bake for 1 to 2 hours or until the meat is tender.,98705
"Cut the potatoes in half lengthwise. Brush with olive oil and sprinkle with salt and pepper. Grill until tender. Cool and dice. Cut the bacon into lardons. Cut the green beans in half and cook in boiling salted water until crisp tender. Drain and rinse under cold water. In a bowl combine potato, bacon, beans and chicken. Add the mixed greens. Make the honey mustard dressing. Pour over the chicken and vegetables. Mix gently. Serve at once.",276998
"Toast rice in a heavy frying pan over moderate heat until it is golden brown. Remove from heat and set aside. In a saucepan, combine 3 cups water, barley, bay leaf, thyme and salt. Bring to a boil, cover, reduce heat to low and simmer for 30 minutes or until barley is tender. Drain barley. In a heavy saucepan, combine rice with the remaining 3 cups water, 1 tablespoon of butter and a pinch of salt. Bring to a boil over high heat. Reduce heat to low. Cook for 15 minutes or until rice is almost tender. Stir in barley. Continue to cook over low heat until rice is tender and liquid is absorbed. Add butter. Stir in mushrooms. Continue to cook for 2 minutes. Remove bay leaf. Stir in parmesan cheese. Season to taste with ground pepper. Serve immediately.",266565
Cook bacon in skillet over medium heat until crisp. Remove bacon from skillet and place on paper towel. Discard all but 1 tablespoon of fat from pan. Add water to skillet. Add cabbage. Cook over medium-high heat until soft. Add vinegar. Reduce heat to low. Add sugar and bacon. Mix well. Stir in flour. Cook 1 minute.,30576
"Peel potatoes and grate on a coarse grater. Place in a large bowl. Season with bacon, onion powder, gruyere cheese, and 1 tsp. of pepper. Mix well. Spoon into a 13 x 9 casserole dish. Dot the top of the potato mixture with small pieces of butter. Bake for 45 minutes. Allow to set for 10 minutes before serving.",455027
"Cook pasta according to package directions. Meanwhile, in a large skillet over medium heat, cook the chicken and garlic in oil for 4 to 5 minutes or until heated through. Whisk in cream and taco seasoning until blended. Cook until heated through, do not boil. Stir in parmesan cheese. Drain pasta, toss with chicken mixture. Serve immediately.",325461
"Remove the fat from the tenderloin as much as possible. Rub the tenderloin with the barbecue sauce, the onions and the garlic cloves. Sprinkle with the hot sauce and the salt and pepper to taste. Cover the tenderloin with the lid of the slow cooker. Cook the tenderloin on the low setting for 7 hours or the high setting for 3 hours. Remove the tenderloin from the slow cooker and cut it into small pieces with a knife or a fork. Serve the tenderloin in the barbecue sauce or drizzle the barbecue sauce over the meat.",317152
"Steam cauliflower for 5-8 minutes. Set aside. In a small bowl combine the garlic cloves, 2 tablespoons of the olive oil, apple juice, parsley and vinegar. Season with the paprika and salt. Toss the cauliflower with the sauce. Garnish with the remaining 2 tablespoons of the olive oil. Serve hot.",210643
Sprinkle seasoning mix over each slice of melba toast. Place a piece of cheese on each slice. Place a pork chop over each slice. Add a slice of tomato and sprinkle with some more seasoning mix. Drizzle with mayonnaise. Broil for a few minutes until cheese is melted and bubbly. Serve hot.,420153
Sift flour and salt into a small bowl. In a mixer cream butter and icing sugar. Add vanilla. Add flour mixture. Add chocolate chips.,78345
"Mix the cake mix, oil, water, and egg in a large bowl. Stir in Fruity Pebbles cereal until well coated. Drop by spoonful onto ungreased cookie sheet. Bake at 350 degrees for 7-10 minutes or until light golden brown. Cool completely on wire racks.",119546
"Mix together the cream cheese, cumin and all purpose greek seasoning. Add cayenne to taste. Preheat oven to 375 degrees. Cook sausage in a skillet and drain off fat. Mix sausage and cream cheese mixture. Lay one tortilla on a baking sheet. Sprinkle a bit of cheese and corn. Top with a second tortilla. Brush the outside of the tortillas with olive oil. Bake for 20 to 25 minutes or until golden brown. Cut into 4 wedges and serve.",41481
"In medium bowl combine the beef, cheese and soup mix. Spread evenly onto 8 crescent rolls. Roll up from wide end and place 1 inch apart on ungreased baking sheet. Bake at 375 degrees for 10-15 minutes. Cool slightly. Cut each roll into 4 triangles. Serve warm.",312576
"In mixer, combine flour and oil. Add water gradually to make a soft dough. Knead well for 10 minutes by machine or hand. Add salt, baking soda, cream of tartar and knead for an additional 5 minutes by hand. Let rest for 15 minutes then divide dough into four parts. Form into balls with oiled hands. Place on greased cookie sheets. Let rise for 1 hour or until doubled. Bake at 375f for 45 minutes or until done.",86129
Combine olives and ham in a bowl. Season with salt and black pepper to taste. Place 1 teaspoon of filling in the center of each pastry square. Fold pastry over filling and pinch edges to seal. Brush each pastry with beaten egg yolk. Place in baking dish sprayed with cooking spray. Bake at 350 for 15 minutes or until golden brown. Makes 24 empanadas.,370301
"Preheat oven to 400 degrees. Peel the outer leaves of the Brussels sprouts and discard. Cut Brussels sprouts in half and cut into thin slices. Toss Brussels sprouts with red onion in a large bowl. Add garlicmix well. Place half of vegetable mixture in a medium baking dishdrizzle with 1 tablespoon of the oil and toss. Repeat with remaining vegetable mixture. Drizzle with remaining 2 tablespoons oiltoss. Sprinkle with salt and pepper. Bake 30 minutes or until vegetables are crisp-tender. Sprinkle with red pepper flakes, if desired.
brussels sprouts are so easy to grow in my garden. I plant them in mid august. I had a problem this year though as all of my brussel sprouts were eaten by ground hogs. I just planted 5 new ones in my garden. I hope they do better this year.
This is a great list of recipes. I love Brussel Sprouts but my husband won't eat them. I can't believe",448448
"Preheat oven to 375 f. In a medium bowl, combine mashed potatoes with cream cheese. Add onion powder. Add eggs and blend well. Combine flour and salt and pepper. Add flour mixture to potato mixture and blend well. Turn onto a lightly floured surface and shape into an oval loaf. Place butter in an oiled 9-inch square baking pan. Place loaf on top of butter. Combine butter and French-fried onions. Spread over top of loaf. Bake for one hour or until golden brown. Cool. Cut into serving pieces. Serve warm.",78005
"Mix together cream of chicken soup and sour cream. Spread on the bottom of a 13x9 inch baking dish. Layer with rice and chicken breasts. In a large bowl combine butter, cracker crumbs and poppy seeds. Sprinkle evenly over the top. Bake at 350 degrees for 30 minutes. Uncover and bake for an additional 10 minutes or until top is golden brown.",323373
"Cook the pasta in water seasoned with a little salt until it is done. In the meantime, put the oil in a pan on medium heat. Add the chili powder, seasoning salt and garlic powder. Stir until it is well mixed. Drain the pasta when it is done and add it to the chili powder mixture in the pan. Stir until it is well mixed. Serve with grated parmesan on top of each portion.",78125
"Bring a large pot of water to boil. Add the beans and blanch for 2 to 3 minutesthey should still be firm to the bite. Drain, then run under cold water to stop the cooking. In a large bowl, whisk together the olive oil, lemon juice, garlic and salt to taste. Add the pine nuts and toss to coat evenly. Add the drained beanstoss to coat evenly. Transfer to a serving bowl. Serve at room temperature or cool to room temperature before serving.",267611
"Mix all marinade ingredients together. Pour over beef and let marinade overnight. Next day, place roast in slow cooker and add more beer. Cook 7 hours. Remove from slow cooker. Carve meat and place back into crockpot. Add extra juice from slow cooker. Heat through. Serve with mashed potatoes and vegetable.",61921
Cut pita bread into wedges. Spray both sides of each wedge with cooking spray. Sprinkle both sides of each wedge evenly with seasoning mix. Bake for about 10 minutes or until crisp. Serve warm.,362708
"Cream the cheese and fish with a fork in a small bowl. Add onions, lemon juice and parsley. Season to taste with salt and white pepper. Chill thoroughly. Serve on crackers with pickles and gherkins.",44653
Preheat oven to 350f. On a large baking sheet brush tortillas with olive oil. Sprinkle with garlic powder and sesame seeds. Bake for 10 minutes. Flip the tortillas and brush with barbecue sauce and return to oven for 10 minutes longer. Serve warm. Makes about 25 chips.,115754
"Bring a large pan of water to the boil then add the potato and boil for 20 minutes or until tender. Drain the water, then mash the potato with the back of a fork to make a thick mash. Pre-heat the oven to 190°C/375°F/gas 5 then put the mashed potato into a baking dish with the zucchini and mix well with the cumin, red pepper flakes and caraway seeds. Season with salt, lemon juice and the garlic cloves and mix well again. Drizzle with the olive oil and bake in the oven for 10 minutes or until golden brown on top. Serve with chicken or lamb.",310953
"Preheat oven to 300f. In a 2 quart saucepan combine 2 1/2 cups white sugar, 2 1/2 cups dark brown sugar, 2 eggs, 1/4 cup evaporated milk, 1 tablespoon pure vanilla extract, 1 box chocolate flavored instant pudding mix. Mix well. Bring to a boil over medium high heat, stirring constantly until a candy thermometer reads 236f or until a small amount of the mixture dropped into cold water forms a soft ball. Remove from heat. Beat until slightly thickened, about 2 minutes. Fold in 1 cup chopped pecans. Drop by the tablespoonful onto ungreased wax paper or parchment paper. Let stand until set. Store in an airtight container.
The Praline was a favorite among Southerners. It was a delicious confection of nutty flavors. The Praline was an early favorite of the Southerners who immigrated into the New World. Praline candy was brought to Louisiana by the Acadians who came there from Canada. The Acad",92220
"Combine butter and brown sugar in a heavy saucepan. Cook over medium-low heat, stirring constantly until the mixture comes to a boil. Continue boiling, stirring constantly, for 3 minutes. Remove the saucepan from the heat. Stir in the light corn syrup and the condensed milk. Stir in the vanilla. Let mixture cool completely. Peel the apple and cut into wedges. Skewer apple slices onto wooden sticks. Dip into the caramel mixture. Place in freezer. Repeat until all the fruit is used.",73274
Spray olive oil on a baking sheet. Place a flour tortilla on the baking sheet. Spread pizza sauce on the bottom third of the tortilla. Top with mozzarella cheese. Bake in the oven for about five minutes. Remove the baking sheet from the oven and top the pizza with any other pizza toppings you desire. Place back in the oven for two minutes. Cut into triangles and serve hot.,504144
"Cut chicken into 1/2-inch cubessprinkle with 1/8 teaspoon salt and 1/8 teaspoon pepper. Beat egg in shallow bowl. Combine breadcrumbs, paprika, and remaining 1/4 teaspoon salt and 1/4 teaspoon pepper in another shallow bowl. Coat chicken with eggdredge in breadcrumb mixturecoat with remaining 1/4 teaspoon salt and 1/4 teaspoon pepper. Heat oil in large skillet over medium heatadd chicken, 1/3 cup at a time, to pancook 4 minutes or until browned on all sides. Transfer chicken to paper towel-lined platekeep warm. Add Alfredo sauce to panbring to a boilreduce heat to low. Add mozzarella cheesestir until melted. Add tomatoestoss to coat. Top with chickensprinkle with basil.",180797
Peel black peppercorns. Cut beef into 1/2-inch cubes. Mince garlic. Heat olive oil in a large skillet over medium heat. Add garlic. Cook until golden about 1 minute. Add cubes of beef. Cook until browned 3 to 4 minutes. Add peppers and sugar. Cook until juice from the peppers forms a thick syrup 2 to 3 minutes. Add soy sauce and mirin. Cook until the liquid boils and thickens. Stir in groats. Serve immediately.,229772
Slice peppers and onions and saute in olive oil. Cook the sausage in a separate pan or on a grill and slice. Spread some olive oil on the hoagie rolls and layer the ingredients on each roll as desired. Makes four heroes.,14354
"In a large pot over medium heat melt 2 tablespoons butter. Add the linguica and 1/2 teaspoon of the salt. Cook until browned and crisp. Remove and set aside. In the same pot, add the remaining butter and the onion. Cook until transparent. Add the water, the rice and the remaining 1/2 teaspoon of salt. Bring to a boil. Reduce heat and simmer covered for 15 minutes. Stir in the linguica and parsley. Serve hot.",395248
"Beat butter and brown sugar until creamy. Beat in eggs one at a time, then beat in flour and salt. Roll into small balls with your fingers and place on ungreased baking sheet. Bake in 350 degree oven 10-12 minutes or until set. Cool on wire rack. Mix jam with egg white to make glaze. Spread onto the bottoms of half of the cookies and top each with an almond half.",147258
"Heat 1 T. oil in large nonstick skillet over medium high heat. Add pork and stir fry for 4-5 minutes or until no longer pink. Add shallots and stir fry 30 seconds or until softened. Add green beans and snow peas and stir fry 2 minutes or until crisp-tender. Add 2 t. water and stir fry 1 minute or until heated through. Stir in remaining 1 T. water, char siu sauce, and walnuts. Cook 2 minutes or until thickened and heated through. Serve over noodles.",353467
Sauté vegetables in oil in a 10-inch skillet until tender. Add potatoes and bratwursts and cook until done. Add milk and soup. Bring to a boil. Simmer until heated through. Serve over rice or noodles. Makes 3 servings.,229569
"Preheat the oven to 350 f. Roll out the pie crusts and line the tart tins with the pastry. Toss together the ground almonds, sugar, eggs, and orange flower water. Spoon the mixture into the tins and sprinkle with the kiwi fruits. Bake for 35-40 minutes in the preheated oven until the tarts are lightly browned on top. Cool completely before unmolding the tarts.",171252
"Preheat oven to 350 degrees F (175 degrees C). Spray a baking dish with cooking spray. Unroll tortillas onto a flat surface. Brush with melted butter or margarine. Sprinkle with sugar, cinnamon, and red-hot candies. Roll tortillas up, starting at one end with the plain side facing outward. Cut into 1 inch slices. Lay slices in baking dish. Pour apple pie filling over tortilla rolls. Bake in the preheated oven until bubbly, about 30 minutes.
I would love a recipe for some good old fashioned homemade tuna salad. My husband has been craving it for a week. I have a couple of recipes, but I am hoping someone has a really good one that I can use as a starting point.
I have a recipe for tuna salad that is really good. I have made it many times before and everyone enjoys it.
I was just looking through the recipes last night. I made a new recipe for tuna salad last week that I think",138712
"Remove fat from the roast. Cut into large chunks. In a crockpot, place the roast, onion, salsa, chiles, cumin, garlic, and lime juice. Cook on low for 6 hours. Season with salt and pepper. Garnish with the cilantro. Serve with tortilla chips.",238523
