,result
324,"Heat oil in l skillet over medium high heat until oil is shimmering and then add the orzo. Toast, stirring frequently, until it starts to turn golden brown. Stir in broth and bring to a boil, reduce heat to low, cover, and simmer until orzo is tender and broth is absorbed. Remove from heat. Let stand 5 minutes. Uncover and stir in butter, salt, peper and parsley."
325,"Preheat oven at 350 degrees. Spread peaches in a well greased 13x9 baking dish. Blend flour, sugar, baking powder and salt. Add milk, beating until a batter forms. Pour over peaches. Drizzle margarine over top of mixture. Bake at 350 degrees for 40 minutes. Let cool and refrigerate about 4 hours prior to serving."
326,Boil potatoes for 20 minutes. In the meantime mix the rest of the ingredients together in a bowl. Peel potatoes and chop into bite size pieces. Add chopped potatoes to mixture in bowl and carefully combine until everything is mixed up. Either chill in fridge or serve at once.
327,"Preheat oven to 350. Blend cake mix and pudding in a large bowl. Add eggs, oil and water. Start on low speed, then 10 minutes at medium speed once ingredients are throughly mixed. Turn batter into a 10 inch tube pan. Bake 50 minutes at 350 or until toothpick is clean. Cool in pan on rack do not turn upside down. Using a 2 tined fork, poke holes 1 inch apart in the entire cake. Prepare glaze mixing powdered sugar and milk til smooth. Pour glaze over cake immediately and allow to cool in the pan."
328,Preheat oven to 350 degrees. Bake potatoes for about 20 minutes.
329,"Combine lemon juice, soy sauce, pickled ginger, red pepper flakes, fresh ahi tuna, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds, sesame seeds"
330,"In a large skillet, cook bacon until crisp. Remove bacon with slotted spoon and set aside, reserving the drippings. Saute onions and garlic in drippings for 3 minutes. Add peppers, cook and stir for 3 minutes. Stir in tomatoes and heat through. Add bacon and mix well. Serve over pasta."
331,Preheat oven to 350 degrees. Bake in 350 degree oven for 25 minutes or until hot and bubbly.
332,"Preheat oven to 350f. Butter a 15 x 10-inch jellyroll pan. Cream butter with sugar and beat until light and fluffy. Add peanut butter and beat until combined well. Beat in egg, vanilla and salt. Add flour and beat just until combined. Stir in coconut. Spread mixture evenly in prepared pan. Sprinkle peanuts over, pressing them in lightly. Bake for 20-25 minutes, or until a tester comes out clean. Let cool, cut into 24 bars and then the bar on the diagonal, making 48 cookies."
333,"Preheat oven to 350 degrees. Cook and drain chicken according to package directions. Heat olive oil in a large skillet over medium high heat. Cook chicken until lightly browned. Sprinkle with flour and stir while cooking for 1 more minute. Reduce heat, slowly add the milk and cook for about 5 minutes or until milk is slightly thickened. Remove from heat, add one cup cheese, corn, salsa and green chilies. Add in hot pasta and mix well. Place in lightly greased baking dish. Sprinkle the remaining cheese on top and bake 20-25 minutes."
334,"Heat oil over medium-high heat in a big skillet. When hot, put in the eggs. When they start to pop, put in the vegetables. Stir once. Add seasonings. Stir and fry for a minute. Add 3 tablespoons of water, lower heat, cover, and simmer 10-15 minutes. Stir every now and then. If vegetables stick, add a little water. Dish is done when the potatoes are tender."
335,Put butter on one side of each piece of bread. Put bacon on the other side of each sandwich and top with bacon. Spread cheese mixture evenly on each sandwich and top with bacon. Spread cheese mixture
336,"Heat olive oil over medium heat. Saut crushed garlic for 1-2 minutes. Stir in tomato sauce. Add salt, pepper, and pesto. Add cream cheese and stir or whisk well until fully melted. Stir parmesan cheese until melted. Add cream and stir well."
337,"Heat a wok and spray with olive oil spray, add sweet chilli sauce. Add chicken and cook 3- 4 minutes until cooked. Add chicken stock, capsicum and noodles. Toss over low heat for 8-10 minutes, then add sugar, fish sauce and coriander. Heat through."
338,"Whisk together 2 vinegars, shallot, salt and pepper in a small bowl. Slowly whisk in oil until blended. Add the yellow pear and cherry tomatoes and toss. Add fresh basil and toss again. Adjust seasoning."
339,"In a separate pan cover 3 diced and peeled potatoes with water and simmer until tender. Drain water and mix until cooked potatoes are a thick liquid. In a large pot, add vegetable broth, potato diced with peel, onion, carrots, and celery. Stir and cook until potatoes are soft. Add liquefied potatoes, cooked cream corn, bay leaf, and paprika, stir. Add green onions, stir."
340,"Heat oil in large pot or dutch oven over medium heat. Add onion, and cook 10 to 15 minutes, or until soft and beginning to brown. Add garlic, and cook 1 minute, or until fragrant. Stir in kale and 2 cups water. Cover, and cook 30 minutes, or until kale is tender. Season with salt and pepper. If making ahead, cool, and store in airtight container. Just before serving, reheat kale mixture, then drizzle with vinegar, and sprinkle with almonds."
341,"Heat oven to 400 degrees f. Place bread on pan and put into oven for approximately 6 minutes leave oven on. Remove from oven and let bread cool slightly. Then add to food processor along with spices ground until desired consistantcy. Return crumbs to oven, spreading evenly, for approximately 5-6 minutes. Or until lightly toasted. Add parmesan cheese and stir until evenly mixed."
342,"Slice avocado lengthwise. Remove pit and scoop avocado into a small bowl. Add mayonnaise, lime juice, worcestershire sauce, hot pepper sauce, garlic salt. Stir and mash the ingredients together until guacamole is preferred consistency. Serve immediately, or cover and refrigerate if desired."
343,"In a large nonstick skillet, melt butter over medium-high heat. Add cumin seeds, salt and pepper. Cook, stirring, until just tender, about 3-5 minutes. Add cayenne pepper, bring to boil. Reduce heat to medium. Cover. Cook 4 minutes. Remove from heat"
344,"Preheat oven to 350f. Lightly spray a baking sheet with vegetable oil spray and set aside. Sprinkle mayonnaise, water and hot pepper sauce in shallow bowl, mixing well. Dip fish in mayonnaise mixture and then dredge in bread crumbs. Place fish on greased baking sheet and bake in oven 17-18 or until fish flakes easily. Serve with lemon wedges."
345,"Place all ingredients in a food processor and blend until very smooth. Chill at least a few hours before tasting. Can serve with chips, crackers, or as a veggie dip. Keeps well in fridge. Cooking time listed is for chilling time."
346,"Heat oil in medium saute pan or saucepan over medium-high heat. Fry tomatoes until tender, about 10 minutes, then drain on paper towels. Put feta cheese in saucepan and fry for 20 seconds or until feta cheese is soft. Add feta cheese and water. Partially cover and cook for 30-35 minutes, or until feta cheese is soft. Serve feta cheese with onions on top."
347,"Preheat oven to 325f. In small saucepan, melt chips and margarine over low heat, stirring until foamy and light yellow in color. Beat in sugar, vanilla, and chip mixture. Add flour, mixing well. Pour into a lightly greased 13x 9-inch pan. Bake for 40 to 45 minutes or until brownies pull away from pan or until set in center. Cool completely before cutting into squares."
348,Cook pasta according to directions on package. Be sure to just cook to al dente stage. Drain and return to pot. Place pot on burner but turn off burner. Stir in oil. Stir in remaining ingredients and mix well. I have also added broccoli to pasta water while cooking pasta and this is very good too.
349,"Preheat oven to 350 degrees fahrenheit. Beat cream cheese at medium speed of electric mixer until fluffy. Mix in sugar. Add eggs one at a time, making sure the mixture is well blended. Stir in vanilla. Line 12 muffin cups with muffin paper, and place a chocolate wafer in each lined cup. Spoon the cream cheese mixture over the wafers. Bake for 20 minutes at 350 degrees. Remove muffin tin from oven, but leave the cakes in the muffin pan and refrigerate them overnight. Remove the cheesecakes from the muffin pan. To serve, spoon a tablespoon of cherry pie filling on each mini cheesecake."
350,"In large, resealable plastic bag, or shallow glass container, combine the first seven ingredients and mix well. Add steak, turn to coat. Seal bag, turn to coat. Place in the refrigerator and marinate 24 hours, turning bag occasionally. Remove meat from marinade and discard marinade. Grill to desired doneness, about 6 minutes per side for medium rare. Transfer steak to work surface and let stand 5 minutes. Cut across grain into thin strips. Arrange on platter and serve."
351,"In a small bowl whisk together first five ingredients and set aside. Crush tuna with a motar and pestle, then spread evenly in a pie plate. Coat the tuna steaks with the crushed seeds. In a large non stick skillet, heat oil over med high heat, and cook tuna steaks 3-4 minutes per side, until golden and just cooked through. Transfer tuna to serving plates. Add honey glaze to hot skillet and simmer one minute, then pour over tuna. Serve with jasmine rice."
352,"In medium mixing bowl combine chicken, green leaf lettuce, purple cabbage, carrot, celery, red pepper, snap peas, bean sprouts, asian-style dressing, wonton wrapper. Mix mayo, yogurt, and lemon juice. Pour over chicken mixture. Toss to mix. Refrigerate salad for 1-2 hours. Split croissants and divide chicken evenly. Sprinkle with black pepper before serving."
353,"Place chicken breast halves in a resealable plastic bag set in a shallow dish. For marinade, stir together lime peel, lime juice, oil, thyme, pepper, salt, garlic cloves, salsa, lime wedgepreparation:Place chicken breast halves in a resealable plastic bag set in a shallow dish. For marinade, stir together"
354,Preheat oven to 350 degrees f. Bake muffins for 12-15 minutes or until muffins are lightly browned and seem set to the touch. Remove from muffin pan immediately and allow to cook on rack. Store in refrigerator.
355,"In a large serving bowl put the mozzarella cheese, cherry tomatoes, avocado, red onion, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro, fresh cilantro"
356,"Preheat oven to 450. Toss corn and oil to coat and spread out on a large baking sheet. Bake, stirring once, until some kernels begin to brown, about 20 minute. Combine garlic, rosemary, and beef. Brown beef on all sides, then add shallot, red wine vinegar, and balsamic vinegar. Reduce heat and simmer for 5 minutes. Remove beef with tongs and place in a bowl quickly saut arugula in remaining juices for approximately 5 seconds. Remove beef with tongs and place in a bowl quickly saut arugula in remaining juices"
357,"Place the eggplants in a pot with water to cover. Add 1 teaspoon salt and the sugar. Bring to a boil over high heat then reduce heat and simmer for about 15 minutes, or until the eggplants are tender. Drain the eggplants, return them to the pan and shake in the dry pan for a few minutes, until thoroughly dry. Cut the eggplants into thick slices, several per potato, or into quarters. Place in a bowl and toss with the cumin, paprika, cayenne, garlic and olives. Dress with the olive oil, lemon juice and salt. Refrigerate until ready to serve, or serve at room temperature."
358,"Place all ingredients in a food processor fitted with a metal blade and process just until mixture is powdery -- about 30 seconds. Be careful not to overprocess. Store in an airtight container for up to 6 months. To make lavender hot chocolate, combine 1 cup of milk and 2 tablespoons of the mix in a small saucepan and bring to a simmer over medium-low heat, stirring constantly until chocolate is incorporated and mixture is warmed through. Serve immediately."
359,"Place the croissants in a large frying pan over medium to high heat. Fry on one side until golden, turn over and fry the other side until golden, about two minutes per side. Fry on one side until golden, turn over and fry the other side until golden, about two minutes per"
360,"Preheat oven to 350 degrees. Spray muffin tin with cooking spray. In a large bowl, mix together applesauce, banana and shredded apple. Add sugar and egg to wet ingredients. Add wet ingredients to flour mixture, stirring just until combined. Fill muffin tins and bake for about 25 minutes or until tests clean."
361,"Cook orzo in salted water 12 min, to al dente. Drain well, but do not rinse. Transfer to a serving bowl. Drizzle with oil, and season with salt and pepper. Toss with zest and parsley, and serve."
362,"In a large mixing bowl, combine the first five ingredients. Mix well. Transfer to a greased 9-inch square baking dish. Bake, uncovered, at 350 for 40-45 minutes or until heated through."
363,Preheat oven to 450. Spray cookie sheet with cooking spray. Mix 2 tbls sugar with the cinnamon in small bowl and set aside. Mix remaining ingredients to a soft dough. Drop dough by teaspoonfuls into cinnamon-sugar mixture. Shape each into a ball. Place on baking sheet. Bake 8-10 minutes. Serve warm.
364,"Preheat oven to 180 degrees celsius. Place chopped cornstarch in a bowl and beat until light and creamy. Add eggs and beat well. Using a flat knife, mix through flours and coconut until a soft dough forms. Mix chocolate chips into the dough. Using your hands, mould two tablespoons of dough mixture into a flat round. Place rounds on a baking tray that is lined with non stick baking paper. Repeat until all the mixture is used. Bake for 10 minutes or until light golden. Allow to cool on trays."
365,Preheat oven to 325. Grease and flour bundt pan. Combine butter and shortening in mixer bowl. Add eggs and blend well. Add other ingredients. Beat on medium speed for 10 minutes. Pour into pan. Bake 70 minutes or until golden brown. Cool in pan 10 minutes.
366,"Preheat oven to 400. Line two baking sheets with baking parchment and set aside. Beat egg whites and salt in small bowl at high electric-mixer speed until frothy. With mixer still at high speed, add sugar gradually and continue beating until meringue peaks stiffly. Beat in vanilla, then by hand fold in lemon zest. Drop meringue from rounded teaspoon onto prepared baking sheets, spacing 2-inches apart. Set in oven, immediately turn oven off, and let cookies remain in the oven for 2 hours peel meringue off parchment and store in airtight container."
367,"Cook the linguini according to package directions. Meanwhile, in a large skillet, melt the butter over medium high heat. Add the mushrooms and cook until softened and browned, about 10 minutes. Add the garlic and saute 2 minutes more. Add the sage and saute 2 minutes more. Add salt and fresh ground black pepper to taste, stir, and remove from heat. Drain the cooked pasta and pour into a large pasta bowl. Add the 2 tablespoons of olive oil and toss. Add the mushroom mixture and toss again. Season with more salt and pepper if needed. Top with the grated parmesan cheese and offer more to pass at the table. Serve immediately."
368,"In a large bowl, combine flour, cheese, sugar, both powders, and italian seasoning. In a medium bowl, add milk, oil, and egg, mixing well. Stir into wet bowl into dry bowl, until moistened. Pour into a greased 9x5-inch loaf pan. Bake at 350 f for 50 to 55 minutes or until toothpick inserted near centre comes out clean. When you remove from oven, spread margarine over top with paper towel. Cool for 10 minutes in pan. Remove to wire rack and cool for 10 more minutes, then enjoy."
369,"Place potatoes in a large pot and cover with water to cover. Bring to a boil and cook until tender, about 8-10 minutes, depending on the size of the potatoes cubes. Meanwhile, fry bacon in a large skillet over medium-high heat until evenly browned and crisp. Remove bacon from the skillet to drain on paper towels. Add the potatoes to the bacon grease in the skillet and fry until tender, stirring often. Drain excess grease. When the potatoes are done, drain the water out of pot and mash. Mix in the buttermilk until you get your desired consistency. Crumble in the bacon and stir in the onions. You can also stir in between 1-2 tablespoons of the bacon grease if you like. Mix together and serve."
370,"Preheat oven to 350 degrees. Lightly grease a 13x9 inch baking dish. Combine mushroom soup, milk, chopped onion and mustard in medium bowl until well blended. Spread sauerkraut in prepared baking dish. Top with noodles. Spoon soup mixture evenly over noodles. Cover with sausage. Top with shredded swiss. Combine bread crumbs and butter in a small bowl. Sprinkle over swiss. Cover dish tightly with foil. Bake until noodles are tender, about 1 hour."
371,Heat oven to 350f. Combine butter and shortening in large bowl. Beat on medium speed for 10 minutes. Pour batter into greased and floured 10-inch angel food cake pan. Bake for 50 to 60 minutes or until toothpick inserted in center comes out clean. Cool 10 minutes. Remove from pan.
372,"Place ham in crock pot, cover and bake for 30 minutes."
373,"Place pork chops in greased slow cooker. Top with onions and mushrooms. Combine soup mix, water, and mushroom soup. Pour over mushrooms and onions. Cover. Cook on low 6-8 hours or high 4-5. Serve over rice or cooked noodles."
374,"Combine cranberries, water, sugar, pecans, bananas, fruit cocktail in light syrup, whipping cream, vanilla. Cover with plastic wrap and chill at least 3 hours or till firm. Serve with dollop of cool whip."
375,"Preheat oven to 350f degrees. In a large bowl, cream margarine and brown sugar together. Beat in eggs one at a time. Add vanilla. Sift dry ingredients together. Add to wet mixture. Stir in chocolate chips. Do not overmix. Drop onto a greased cookie sheet. Bake for 10 to 12 minutes."
376,"In a large mixing bowl, mix all ingredients except cheese and breadcrumbs. Once mixed, add cheese and breadcrumbs, mix until even. Coat a roasting pan or high sided pan with extra virgin olive oil. Roll meat mixture into balls about the size of a golfball and line oiled pan with them. Bake at 350 degrees for about 20 minutes or until done."
377,"Preheat oven to 350 degrees. Meanwhile, combine cornstarch and water in a small bowl. In saucepan, melt chocolate and condensed milk over low heat, stirring occasionally. Add the cornstarch mixture, then the eggs, butter, and salt. Stir until well-combined and smooth. Remove from the heat and add pecans. Mix well and pour into crust. Bake for approximately 30-35 minutes, until a knife inserted into the center of the pie comes out clean. Cool on a rack, then cover and refrigerate for a minimum of 2 hours."
378,"Heat oven to 425. Scrub the potatoes, rinse, and pat dry. Cut each potato length ways into 8 wedges. Put the wedges in a roasting tin, drizzle over the oil and toss well to coat the potatoes. Sprinkle with the paprika and salt. Roast potatoes for 35-40 minutes, spooning the oil over them 2-3 times. Remove from oven and sprinkle with a pinch of salt. Roast potatoes for 35-40 minutes, spooning the oil over them"
379,"Heat oil in a large saucepan, add onion and garlic, cook, stirring until the onion is soft. Pour the chicken stock into the saucepan with the onion and garlic and bring to the boil. Add the potatoes, boil uncovered for 5 minutes. Stir in the peas, bring to the boil and cook for a further 5 minutes or until the chopped potatoes are tender. Blend potato and pea mixture in batches until smooth. Serve with a swirl of cream and chopped mint."
380,"Preheat oven to 425f. Mix sugar, flour and cinnamon,. Stir in berries, and kiwi to coat. Turn filling into pie shell. Bake at 425f for 35-45 minutes."
381,"In a large mixing bowl, beat cream until soft peaks form. Fold into chocolate mixture. Spoon into dessert dishes. Refrigerate until serving. Garnish with chocolate curls and strawberries, if desired."
382,"Spray a non-stick 9 or 10 inch omelet pan with cooking spray. Place over medium high heat, add butter. When butter is melted add the prepared vegetables and basil. Cook stirring often just until spinach is wilted. Whisk together the eggs and ricotta cheese. Pour egg mixture over cooked vegetables, cook until almost set, lifting edges frequently to allow uncooked portions to run to bottom of pan. When almost set, reduce heat, cover and allow to cook covered for 1 to 2 minutes. Invert onto a large plate and slip back into pan to finish cooking, top with grated parmesan cheese. Cut in half and serve on warmed plates."
383,"Preheat oven to 350f. Bake for 20-25 minutes, or until a tester comes out clean. Let cool, cut into 24 bars and then the bar on the diagonal, making 48 cookies. Bake for 20-25 minutes, or until a tester comes out"
384,"Place the couscous in a large bowl. Bring 2 cups of lightly salted water to a boil. Pour the water over couscous and cover with plastic wrap. Let sit for 10 min. Uncover and fluff with a fork. Meanwhile heat the oil in a skillet over medium heat. Add the onion and zucchini and cook until lightly browned. Add the zucchini and onion, along with the remaining ingredients to the couscous and mix well. Season with aditional salt and freshly ground pepper if desired."
385,"Preheat oven to 350f. In a small bowl combine the french baguette, cream cheese spread, pesto sauce, sun-dried tomato packed in oil, marinated artichoke hearts, parmesan cheese, baby spinach leaves, parmesan cheese, baby spinach leaves, parmesan cheese, baby spinach leaves, parmesan cheese, baby spinach leaves, parmesan cheese, baby spinach leaves, parmesan cheese, baby spinach leaves, parmesan cheese, baby spinach leaves, parmesan cheese, baby spinach leaves, parmesan cheese, baby spinach leaves, parmesan cheese, baby spinach leaves, parmesan cheese, baby spinach leaves, parmesan cheese, baby spinach leaves, parmesan cheese, baby spinach leaves, parmesan cheese, baby spinach leaves, parmesan cheese, baby spinach leaves, parmesan cheese, baby spinach leaves, parmesan cheese, baby spinach leaves, parmesan cheese, baby spinach leaves, parmesan cheese, baby spinach leaves, parmesan cheese, baby spinach leaves, parmesan cheese, baby spinach leaves, parmesan cheese, baby spinach leaves, parmesan cheese, baby spinach leaves, parmesan cheese, baby spinach leaves, parmesan cheese, baby spinach leaves, parmesan cheese, baby spinach leaves, parmesan cheese, baby spinach leaves, parmesan cheese, baby spinach leaves, parmesan cheese, baby spinach leaves, parmesan cheese, baby spinach leaves, parmesan cheese, baby spinach leaves, parmesan cheese, baby spinach leaves, parmesan cheese, baby spinach leaves, parmesan cheese, baby spinach leaves, parmesan cheese,"
386,"Preheat oven to 350 degrees and spray an oven safe serving dish with non-stick cooking spray. Using an electric mixer, blend the cream cheese and mayonnaise until smooth. Stir in green chilies, jalapeno peppers, and mexican and mozzarella cheeses. Spoon this mixture into the prepared baking dish. Mix together the panko and parmesan cheese and sprinkle it over the cream cheese mixture. Spray the panko and parmesan with a quick spray of non-stick cooking spray. Bake for 25-30 minutes or until the mixture is hot and the topping is lightly browned."
387,Heat oven to 350 c. Place tuna in casserole dish. Bake at 350 degrees for 25-30 minutes.
388,"Cook beans in a large pot of salted water until tender, about 8 minutes. Drain and transfer to a bowl. While the beans are boiling, cook bacon in a large pot of salted water until tender, about 8 minutes. Drain bacon on paper towels. Add mayonnaise to skillet and saute 30 seconds. Remove from heat and cool slightly. Stir vinegar into shallot mixture. Season with salt and pepper. Pour dressing over green beans and toss until coated. Crumble bacon over."
389,Heat oil and butter in a large skillet. Add garlic and shrimp. Sprinkle with salt and pepper. Saute 2-3 minutes or until shrimp turn pink. Turn shrimp with spatula. Cook shrimp 2 minutes longer on other side. Remove shrimp to serving platter. Garnish with lemon wedges.
390,"Place tomato sauce in large skillet over medium-high heat. Add chicken, onion, and peppers, cook and stir until chicken is browned. Add water, tomatoes, and tomato sauce and bring to a boil. Stir frequently during cooking."
391,"Preheat oven to 350f. Spray a 9x13-inch baking pan with olive oil. In a small bowl, mix the spices and rub over both sides of chicken. Place in the prepared pan. Pour broth over chicken. Bake for 20 minute. In a small bowl, mix preserves and mustard, brush or spoon over chicken and bake an additional 10-15 minute or until done."
392,Cook pasta according to directions on package. Be sure to just cook to al dente stage. Drain and return to pot. Place pot on burner but turn off burner. Stir in oil. Stir in remaining ingredients and mix well. I have also added broccoli to pasta water while cooking pasta and this is very good too.
393,"Melt lime juice, salt, cayenne pepper, pork chops, onion powder. Add pork chops to marinade. Cover and bake for about 30 minutes, turning at least once during cooking. Remove cover from pan, bake chops for about 30 minutes, turning at least once during cooking. Remove cover from pan, bake chops for about 30 minutes, turning"
394,"In a large pot, combine broth, cauliflower, carrots, and onions. Bring to a boil. Reduce heat and simmer 7 to 10 minutes, until vegetables are tender. Puree in a blender or food processor. Return to pan. Add milk and heat thoroughly, but do not boil. Stir in nutmeg and pepper."
395,"Preheat oven to 325c. Butter 20cm square cake tin. Melt butter and choc in saucepan over low heat. When melted ans smooth, set aside to cool. Beat eggs and sugar in large bowl till thick and creamy. Stir n cooled chocolate and golden syrup. Then add flour, cocoa, salt and nuts. Pour into tin, bake 30 minutes. Remove from oven, cool in tin then cut into squares."
396,"Place potatoes in even layer in greased 13x9-inch baking dish. Combine 3 cups cheese, mayonnaise and onion in medium bowl. Spread mixture over potatoes. Sprinkle potato mixture with bacon, peppers and olives. Bake in preheated 350f oven 35 minutes or until bubbly. Top with remaining cheese. Bake 5 minutes more."
397,"Preheat oven to 350 degrees f. Butter the sides and bottom of a 10-inch springform pan and set aside. In the top of a double boiler, combine the butter, chocolate and coffee and melt slowly, stirring occasionally, until smooth. Remove from the heat and let cool for 5 minutes. In a medium mixing bowl, whisk together the eggs, sugar and vanilla until frothy. Whisk the eggs into the melted chocolate until combined. Pour the mixture into the prepared pan. Bake for 1 hour and cool on a wire rack until it reaches room temperature. Remove the sides of the pan, cover with plastic wrap and refrigerate overnight, before serving."
398,Melt butter in a large skillet over medium-high heat. Add spinach and cook and stir until wilted. Stir in the coconut and finely chopped peanuts. Heat through. Add salt and pepper to taste.
399,"Combine first 6 ingredients in a shallow bowl. Dip chicken in egg, then bread crumbs, coating well. In 13 x 9-inch glass baking dish, arrange chicken. Bake uncovered 20 minutes. Pour pasta sauce over chicken, then bread crumbs, coating well. In 13 x 9-inch glass"
400,"Combine blue cheese, coleslaw mix, black pepper, mustard, sea salt, ground black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper, black pepper"
401,"Preheat oven to 375f in a large bowl, gently toss together berries, sugar and flour then transfer to an ungreased baking dish. Set aside. In a medium bowl, toss together berries, sugar and flour then transfer to an ungreased baking dish. In a medium bowl, toss together berries, sugar and flour then transfer to an"
402,"Preheat oven to 350f. Butter a 13 x 9-inch baking dish. Spread both cans drained peaches into the baking pan. Mix together flour, white and brown sugar, salt, nutmeg and cinnamon in a large bowl until well combined. Add in cold butter pieces and mix until the consistancy of peas. Sprinkle the crumbs over the peaches in the baking dish. Bake for about 25-30 minutes or until golden brown. Cool slightly then serve warm with ice cream."
403,"Saute the green chile in the oil until tender. Add the chili powder, cumin and other seasonings. Stir in tomato sauce and simmer for five minutes. Add refried beans and cook and stir until well blended."
404,"Place cabbage and ham in casserole and cook until tender, about 10 minutes. Remove from casserole and set aside. Add chicken to casserole and cook until tender, about 10 minutes. Add chicken to casserole and cook until tender"
405,"Preheat oven to 375 degrees. In a large mixing bowl, mix together soup, onion, milk, garlic, salt and pepper. Stir, in potatoes and kielbasa. Spoon into a 7x11 inch casserole dish. Place casserole on a baking sheet and bake in the preheated oven for 90 minutes or until potatoes are tender."
406,"Preheat oven to 425f. Mix sugar, flour and cinnamon,. Stir in berries, and kiwi to coat. Turn filling into pie shell. Bake at 425f for 35-45 minutes."
407,"In a large saucepan, heat oil. Add sausage and cook until meat is no longer pink. Add shallots and garlic. Cook one minute. Add tomatoes, herbs and sugar. Bring to a fast boil, then simmer uncovered for 40 minutes. Stir frequently and skim off fat. Add salt and pepper. Serve over pasta."
408,"Whip butter with mixer. Continue mixing at low speed and add 1 cup powdered sugar, walnuts, then the flour, a few tablespoons at a time. Add vanilla. Drop cookie batter, by teaspoonfull quantities, on ungreased cookie sheet. The dough is fairly stiff so just roll the dough in little balls and then press down with a glass to shape. Bake 15-20 minutes at 350. Remove from pan. Sprinkle with a little powdered sugar."
409,"Heat oil in large skillet over high heat. Add green beans and saute till beans are just crisp but tender, about 5 minutes. In a small bowl stir together soy sauce, minced garlic, honey and ginger. Pour over green beans in skillet and boil until sauce thickens and coats vegetables, about 2 minutes. Serve immediately."
410,"Place a steamer basket in a saucepan filled with one-inch of water. Bring to a gentle boil. Add potatoes. Cover and cook just until tender, 15-20 minutes. Toss occasionally. Add oil and parsley to cooled potato mixture. Season with salt and pepper. Add hot cooked potatoes. Toss. Let cool, tossing occasionally. Season with salt"
