,result
180,"Heat oven to 400f. Cook kielbasa pasta casserole in nonstick skillet over medium heat until browned, stirring frequently. Drain. Add pepper and cook 3 minute stir in pizza sauce. Spread kielbasa pasta casserole on pizza crust. Sprinkle with french onions and cheese. Bake pizza on baking sheet. Bake 10 to 12 minute until cheese melts and crust is golden an crispy. Cut into wedges to serve."
181,"In a heat proof bowl or pitcher, pour boiling water over tea bags. Cool at least 15 minutes. Add mint and let tea bags steep for at least 5 minutes. Strain. Add lemonade concentrate. Stir well. Refrigerate. Serve with lemon slices and extra mint."
182,Add all ingredients to the bread machine in the order listed. Bake at 350 degrees for 15-20 minutes or until the top is golden brown. Bake at 450 degrees for 15-20 minutes or until the top is golden brown. Bake at 450 degrees for 15-20 minutes or until the
183,"Place the pork butt in a slow cooker. Pour the pork butt over the meat. Cover and cook on low for 16 hours or high for 4-5 hours or until pork is very tender. Remove pork to a large cutting board or platter and let rest for 10-15 minutes. Pull, slice or chop to serve. Serve in buns with barbecue sauce."
184,"Preheat oven to 350f. In a large bowl, cream margarine and brown sugar together. Beat in eggs one at a time. Add vanilla. Sift dry ingredients together. Add to wet mixture. Stir in chocolate chips. Do not overmix. Drop onto a greased cookie sheet. Bake for 10 to 12 minutes."
185,"In 4-quart crock pot, place frozen meatballs and frozen vegetables. In a bowl, stir together tomatoes, gravy, water and seasonings. Pour over meatballs & vegetables. Cover and cook on low-heat for 6-8 hours or high-heat for 4 hours. Add corn and mushrooms, if using about 30 min before serving. I usually sprinkle a little parmesan cheese on top of each serving."
186,"Heat butter, sugar and water in a 3 quart sauce-pan to a rolling boil. When mix reaches 305 degrees pour onto a greased large cookie sheet. Sprinkle chocolate chips over the candy. As chocolate melts spread with a butter knife. Spread nuts evenly over the pan, shaking lightly until all nuts stick. Cool until hard. Break into pieces. Enjoy."
187,"Heat oil in a large skillet over medium-high heat. Add shrimp and saut briskly, cooking through, for approximately 4-5 minutes. Season with salt and pepper to taste. In a bowl, toss lettuce with dressing. To assemble sandwich, place cooked shrimp on one half of toasted bread, then top with dressed lettuce and grated parmesan cheese. Top with other half of bread and slice into 4 to 6 portions."
188,"Season both sides of the chicken liberally with salt and pepper. Heat the oil in a deep saucepan, add the chicken and sear on both sides until golden brown, about 2 minutes on each side. Remove the chicken and add the onions and garlic and cook at medium-low heat until the onions are golden brown, about 10 minutes. Season with salt and pepper. Stir in the yellow chile and return the chicken to the pan. Spoon some of the onions over the chicken, cover and cook for 10 to 15 minutes, until chile sauce has completely infused the mixture and the chicken is cooked through. Add the lemon juice and cook another 10 minutes, to allow flavors to meld. Slice breasts to serve."
189,Preheat oven to 400f. Grease muffin tins. Place all dry ingredients in a mixing bowl and mix up with an electric mixer. Add the liquids and mix smooth. Place 2 tablespoons of batter in the bottom of each of the greased muffin cups. Add 1 tablespoon of crunchy style peanut butter. Add the remaining bit of batter and bake for approx. 25 minutes or until a tooth pick comes out clean.
190,"Place beef on top of vegetables. Mix horseradish, salt, pepper and 1 cup water. Pour over top of beef. Cover and cook on low for 8-10 hours or until beef and vegetables are tender. Remove 2 cups of juices from crock pot and put into small sauce pan. Mix corn starch with 2 t cold water and then add to juices. Bring to a boil while stirring constantly until thickened. Serve gravy over meat and vegetables."
191,"Preheat oven to 350f. In a large bowl, beat butter, brown sugar and margarine until light and fluffy. Add vanilla and eggs. Blend well. Add flour, baking soda and salt. Mix well. Stir in chocolate chips. Drop dough by rounded tablespoonfuls 2 inches apart onto ungreased cookie sheets. Bake at 350f for 8 to 10 minutes or until light golden brown."
192,"Preheat oven to 350 degrees. Place all ingredients into a large mixing bowl and mix until just moistened. Spoon into lined or nonstick, sprayed mini muffin pan. Bake at 350 degrees for 15 minutes. Remove muffins from the tray and cool on a wire rack."
193,Heat oven to 400f. Mix first 4 ingredients with hand or stand mixer on medium until softened and well mixed. Add next two ingredients and mix on med-low until just incorporated. Transfer mixture to a small ovenproof dish and sprinkling cayenne on top to taste. Top with cheddar. Bake for 15 - 18 minutes or until bubbling around the edges. Remove from oven and allow to set for 5 - 7 minutes before serving. Serve with fried or baked pita wedges and tortilla chips.
194,"In a large skillet over medium high heat, cook bacon in olive oil until starting to lightly brown, about 5-7 minutes. Add chopped onion and continue to cook until onion is translucent and starts to brown lightly, another 3-4 minutes. Add beet greens and roasted beets, water and a pinch of salt and pepper. Cover and cook for 3-4 minutes, stirring occasionally, until greens start to wilt. Add balsamic vinegar and continue to cook until greens have wilted, about another 3-4 minutes and liquid has evaporated slightly. Season to taste with salt and pepper. Transfer to serving bowl and offer additional balsamic at the table, if desired."
195,"In medium mixing bowl with mixer on low. Cream graham cracker crust, milk, instant vanilla pudding, cool whip, chocolate-covered english toffee bars, graham cracker pie crustpreparation:In medium mixing bowl with mixer on low. Cream graham cracker crust, milk, instant vanilla pudding, cool whip, chocolate-covered english toffee bars, graham cracker pie crust"
196,"Preheat oven to 350f line a 9x13-inch baking pan with foil, spray with olive oil. In a small bowl, mix preserves and mustard, brush or spoon over chicken and bake an additional 10-15 minute or until done."
197,"Preheat oven to 200. Place tomatoes and peppers, cut side down on a baking rack set onto a baking sheet. Roast for 20-30 minutes or until skins are easily removed. Spray or brush vegetables with olive oil and continue to roast until tomatoes become a dark red color, about 2 hours. Remove from oven and chop into small pieces. Meanwhile, cook and drain pasta. Place into a mixing bowl. Add the onions, tomatoes and peppers, toss to combine. Mix together the vinegar, mustard, parsley, basil, olive oil, salt and pepper. Beat with a whisk to combine. Pour over the pasta, add the cheese and toss again. Serve at room temperature."
198,"Place brisket in crock pot. Cover and cook on low for 2-3 hours or until brisket is tender. Discard brisket. Remove brisket. When cool enough to handle, shred brisket. Return brisket to sauce and heat through. Using slotted spoon, fill buns with desired amount."
199,"Preheat oven to 325f. Spray a large, shallow baking pan with no-stick cooking spray. In a large bowl toss together shredded wheat and walnuts. Set aside. In a small bowl stir together honey, vanilla, cinnamon, and salt, if using. Pour over the dry ingredients and toss thoroughly to combine. Spread evenly in the prepared baking pan and bake for 25-30 minutes, stirring two or three times, until the mixture is lightly toasted. If it seems damp, it will crisp as it cools. Cool completely, then add the dried fruit. Store in an airtight container."
200,"Preheat oven to 350 degrees. Mix together cake mix, egg and butter. Spread into a greased 9 x 13-inch pan. In a separate bowl, mix together powedered sugar, beaten eggs, softened cream cheese, and vanilla until smooth. Spread mixture over bottom layer. Bake 30-40 minutes, until top layer turns a light golden brown."
201,"Preheat oven to 375 degrees f. Prepare muffin mix as directed on package, including adding the blueberries. Pour half of the batter into a greased 9 x 5-inch loaf pan. To prepare the filling, in a separate mixing bowl, beat together cream cheese, almond extract, sugar, lemon juice and egg until smooth. Spread the cream cheese filling over the layer of muffin batter in the pan. Pour the remaining batter on top of the filling. To make the streusel topping stir together melted butter, flour, sugar, chopped nuts and cinnamon. Sprinkle streusel topping over the top of the batter. Bake at 375 degrees f. For 35 to 45 minutes or until toothpick inserted into middle comes out clean. Cool, then refrigerate before serving."
202,"Place strawberries in a blender and blend until the strawberries are just mashed up. You may need to add a little of the cream to get the mixture going. Add the other remaining ingrediets and blend for 30 seconds or so. Place cookies on bottom of 9-inch springform pan. Beat cream cheese and sugar in bowl on medium speed until well blended. Gradually add juice, beating well after each addition. Stir in strawberries. Add cool whip. Stir with wire whisk until well blended. Pour over strawberries. Freeze several hours to overnight until firm. Let stand in fridge 15 minutes before serving."
203,"Preheat oven to 350f and lightly grease a casserole dish. Cover chinese cabbage with boiling water and cook for about ten minutes or until tender. Drain very well. Add onions and peppers and cook slowly for about five minutes. Add cabbage, salt and pepper. Pour into a baking dish, cover and bake in oven for 30 to 40 minutes."
204,"For meat, combine all but the salt in a large plastic zipper bag. Marinate in refrigerator, turning the bag occasionally, for 2 hours. Remove pork and discard marinade. Sprinkle pork evenly with salt. Grill pork over indirect heat for about 20 minutes, or until internal temperature reaches 155. Let stand 10 minutes. Slice crosswise. For salsa, combine all ingredients in a large plastic zipper bag"
205,Mix all ingredients in a large serving bowl. Place the salad in the bottom of 9x12 inch cake pan. Top with grated cheese. Cover and refrigerate for 8 to 10 hours. Bacon bits can be used for bacon.
206,"Heat the oil in a saucepan or stockpot. Add the onion and thyme. Saut until the onion is soft, but not brown. Add the tomato and stir briefly. Add the flour, and stir for about 3 minutes, or until the flour is fully incorporated into the mixture. Stir in the sugar, chicken stock, and tomato paste. Simmer, partially covered, for 30 minutes, stirring occasionally to prevent sticking. Puree the soup mixture in a food processor and return ro the pot. Season with salt and pepper, to taste. Just before serving, add the basil. Serve with a dollop of yogurt, if desired."
207,"Preheat oven to 400 degrees, line pan with parchment paper. Place squash on pan cut side up. Combine remaining ingredients and brush half of the mixture on the squash. Bake for 45 minute or until tender. Brush once more halfway through baking, and again near the end."
208,"In a large skillet sprayed with butter-flavored cooking spray, brown meat and onion. Add meat and saute until browned, about 3 minutes. Add consomme, vinegar and sour cream. Bring to a boil, then immediately reduce heat to low. Add meat to mushroom mixture, cover, and simmer for 30 minutes, or until meat is tender."
209,"Heat oil over medium-high heat. Add the bacon, and cook for 2 minutes on each side, or until the chicken is cooked through. Reduce heat to medium-low, cover and cook for about 8 minutes, turning occasionally, until the chicken is cooked through. Serve hot."
210,"Melt butter in dutch oven. Add rice, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion, celery, green onion,"
211,"Preheat oven to 325 degrees f. In a large, heavy skillet over medium-high heat, brown ground beef, and drain fat. Mix in dry taco seasoning. Spoon browned meat into a 9x13 inch glass baking dish. Spoon a layer of refried beans over meat, then salsa. Top with shredded cheese. Bake about 20 to 25 minutes in the preheated oven."
212,"Preheat oven to 375 degrees. Grease 8x8 square pan. Melt butter and cool slightly and add milk and beaten egg, set to the side. In bowl, sift the next four ingredients, 2 times. Add butter, milk, and egg mixture and stir only enough to smooth out any lumps. Combine the remaining sugar and cinnamon for the topping, in a small bowl or in a ziploc bag. Pour batter into greased pan and sprinkle the mixture of sugar and cinnamon over the top and bake 12 to 15 minutes."
213,"Preheat oven to 350 degrees f. Remove the stems from the caps, chop off the ends, and cut into large pieces. Cut the mushrooms into pieces no larger than 2 inches in size. Mix the olive oil with the garlic, herbs and seasonings in an ovenproof casserole dish large enough to fit all of the mushrooms. Add the mushrooms, and mix well, coating the mushrooms with the flavored oil. Bake for about 30 to 40 minutes, or until cooked through. Remove from the heat, and drizzle with the balsamic vinegar."
214,"Preheat oven to 350-degrees f. Place tuna in 8-inch baking dish and set aside. In a small cup or bowl mix together next 3 ingredients and pour over tuna. Bake for 20 - 25 minutes or until cooked through. Sprinkle with salt, parsley and green onion."
215,"In a small saucepan on medium heat, warm the vinegar and sugar together until the sugar dissolves. Set liquid aside to cool. Chop the dill. Slice the cucumber very thinly and arrange in layers on a shallow, non-reactive platter with sloped edges. Sprinkle with salt and pepper and garnish with the fresh dill. Pour the dressing over the cucumbers. Let marinate at least 1 hour or overnight. Yield is estimated."
216,"In a blender, combine the first five ingredients. Cover and process until smooth. Gradually add ice, blending until slushy. Pour into chilled glasses. Garnish with whipped topping, chocolate syrup and cherries."
217,Preheat oven to 400 degrees. Mix all dry ingredients in large bowl. Mix dry and wet ingredients together. Pour into prepared muffin pans and bake at 400 for 25-30 minutes.
218,"Preheat oven to 350. Grease a 9x9 pan with butter or spray butter. Spread half the cheese mixture into pan. Spread chili over top, then spread remaining noodles. Sprinkle with cheddar cheese and cayenne pepper. Bake for 30-45 minutes or until heated through."
219,"Preheat oven to 400 degrees. Spray 9x12 casserole dish with non-stick cooking spray. Prepare stuffing as directed. Let sit. Cut chicken into bite-sized pieces. Combine soup, veggies and chicken into 9x13 casserole dish. Stir until everything is mixed thoroughly. Add stuffing on top of casserole. Bake for 30 minutes, or until chicken is thoroughly cooked."
220,"Heat oil in a wok or non stick deep frypan with veggie spray. Heat to medium. Add cooked rice and grated carrot into wok and mix. Add minced garlic. Stir fry to heat through, about 2 or 3 minutes. Add spinach. Sprinkle with salt and pepper. Turn over with a spatula several times to mix the spinach evenly with the rice mixture, heat and turn until the spinach is starting to wilt, about 3 minutes. Pour the italian dressing evenly over and turn several times to mix. Cook about 3 minutes or until the spinach is well wilted and the dressing is heated through. Serve immediately."
221,"Preheat oven to 325- 350 degrees. Spread balsamic roasted pears with butter. Combine sugar, cinnamon, and butter and mix well with fingers. Add lemon juice and stir well with a spoon. Sprinkle mixture evenly over fruits. Bake 30- 35 minutes and serve warm with cream."
222,"Cook sausage and onion until sausage is browned and onion is tender. Drain. Combine biscuit mix, milk, and 1 egg. Mix well. Spread mixture in a greased 13x9 baking dish. Sprinkle with caraway seeds. Top with sausage mixture. Combine sour cream, salt, and 1 egg. Blend well. Pour over sausage mixture and sprinkle with paprika. Bake at 350 degrees for 25-30 minutes. Cut into squares."
223,"Preheat oven to 400 degrees f. Heat 1 t oil in a ovenproof skillet until it just shimmers. Add the salmon skin side down and cook until the skin begins to crisp, about 2-3 minutes. Mound the salt around and over each piece, trying to get it to really make a cohesive crust on each one. Roast in oven for 5 minutes per inch of thickness. Remove the salmon from the oven and let sit for 2 minutes in the crust. Carefully brush away the salt. Transfer to a clean work surface and finish removing salt with a pastry brush. Season with a drizzle of extra-virgin olive oil, fresh ground black pepper, and serve with a little lemon. The salmon will seem a little dry but will not be overcooked. This really brings out the flavor of the salmon."
224,"Preheat oven to 350 degrees. Heat oil in an ovenproof skillet pan over medium-high heat. Add shrimp and garlic and sauti until shrimp start to turn pink. Add remaining ingredients. Transfer skillet to oven and cook until shrimp are fully cooked, about 10 minutes."
225,"Preheat oven to 350 degrees f. Butter a shallow ovenproof dish. Trim the leeks, cut a slit from the top to bottom and rinse well under cold water. Place the leeks in a saucepan of water, brind to a boil, and simmer gently for 6-8 minutes, until just tender. Remove and drain well using sloted spoon. Arrange in the prepared dish. Beat the eggs with the goat cheese, yogurt, and half the parmesan cheese. Season well with salt and pepper. Pour the cheese and yogurt mixture over the leeks. Mix the breadcrumbs with the remaining parmesan cheese, and sprinkle over the sauce. Back for 35-40 minutes, until the top is crisp and golden brown."
226,"Heat the sesame oil in a large skillet over medium heat. Add the ginger root, rice vinegar, sugar, salt, and pepper, and stir fry for 5 - 10 seconds, or until the ginger root is well browned. Remove the skillet from the heat and let the oil cool to room termperature. Pour the gari over the ginger root, rice vinegar, sugar, salt, and pepper, and stir fry for 5 - 10 seconds, or until the ginger root is well browned. Pour the gari over the ginger root"
227,Preheat oven to 350f. Mix all dry ingredients in large bowl. Combine wet ingredients in a bowl. Mix dry and wet ingredients together. Pour into prepared loaf pans and bake at 350f for 20 to 25 minutes.
228,"Melt butter in a large saucepan over medium high heat. Add orzo and saute until golden brown. Add scallions and saute quickly. Add chicken broth, water, salt & pepper. Bring to a boil. Reduce heat to low. Cover and cook for 17-20 minutes. I finished by adding a little extra butter and salt and pepper to taste."
229,"Heat oil in a wok or non stick deep frypan with veggie spray. Heat to medium. Add cooked rice and grated carrot into wok and mix. Add minced garlic. Stir fry to heat through, about 2 or 3 minutes. Add spinach. Sprinkle with salt and pepper. Turn over with a spatula several times to mix the spinach evenly with the rice mixture, heat and turn until the spinach is starting to wilt, about 3 minutes. Pour the italian dressing evenly over and turn several times to mix. Cook about 3 minutes or until the spinach is well wilted and the dressing is heated through. Serve immediately."
230,"Preheat oven to 400f. Cut off the ends of the brussels sprouts and pull off any yellow outer leaves. Mix them in a bowl with the olive oil, salt, and lemon-pepper seasoning. Transfer them to a sheet pan and roast for 35 to 40 minutes, until crisp outside and tender inside. Shake the pan from time to time to brown the brussels sprouts evenly. Sprinkle with more kosher salt, if you like, and serve hot."
231,"Preheat oven to 375 degrees f. In a mixing bowl, beat your butter, sugar, egg, vanilla, salt, unbleached all-purpose flour, walnuts"
232,"Preheat oven to 350f. Place entire bag of popcorn kernels into a large roaster. In a large saucepan, cook together butter, brown sugar and corn syrup for 2 minutes after butter has melted and it starts to gently boil. Add baking soda to mixture. This will cause mixture to foam - that is why you need a large saucepaan. Allow to foam to cook down slightly. Pour caramel mixture over popcorn kernels and stir until mixed. Place in oven for 35-45 minutes,, stirring at least every 10-15 minutes. Remove from oven and pour on wax paper. Allow to cool slightly and break apart."
233,"Preheat oven to 350 degrees. Line pastry shell with foil and bake 5 minutes. Remove foil and bake 5 additional minutes. Remove from oven and reduce temperature to 325 degrees. In a bowl, stir together eggs, milk, onion, salt, pepper, nutmeg. Add vegetables or meat and stir. Toss shredded cheese with flour and add to egg mixture, stirring well. Pour into pastry shell and bake for 35 to 40 minutes."
234,"Place all ingredients in a sauce pot. Cook on high heat until mixture starts to boil. Stirring occasionally until berries pop. Lower heat to medium and using the back of a large wooden spoon, squeeze the grapes against the side of pot or use a potato masher to pop grapes, leaving some whole. The pectin from the grapes and sugar will thicken the sauce as well as the heat the reducing the mixture."
235,"Preheat oven to 325 degrees. Line a 7x11 pan with parchment paper. In a pan, melt all the butter over medium heat, taking care that it doesnt burn. Set aside to cool slightly. In a mixing bowl, stir together the eggs, demerara sugar, and granulated sugar. Stir in the melted butter, salt, vanilla, flour, baking soda, and baking powder. Spoon the batter into the prepared pan in an even layer. Dollop the nutella over the surface of the batter, and swirl the. Bake for 25-30 minutes, checking frequently to make sure the blondies dont overbake. The blondies are done when the batter is puffed and golden, and is still a little moist in the middle. The blondies will collapse slightly once they come out of the oven, and will harden into slice-able pieces in about an hour."
236,"Heat oil in a skillet. Slice pork chops horizontally into thirds. Sprinkle with salt and pepper and fry in oil on medium high heat until browned on both sides, 2-3 minutes per side. Remove from pan. Set aside. Add pork chops to pan. Cook, stirring, 1 minute, or until liquid is slightly thickened. Return pork to pan. Cook, stirring, 1 minute, or until liquid is"
237,"In a large saucepan, heat olive oil and gently cook onion without browning, for 3-4 minutes. Add pumpkin, carrot and rosemary and cook, stirring for 2-3 minutes. Add stock and bay leaves. Bring to the boil, cover and simmer for 12-15 minutes until vegetables are tender. Remove any rosemary stalks and bay leaves. Place a third of the soup in the blender with a third of the skim milk powder and puree. Pour into a large bowl. Repeat with the remaining soup and milk powder and pour the whole lot back into the saucepan, heat through and serve. For vegetarian use vegetable stock."
238,"Place all the filling mixture in a large crock-pot then sprinkle with salt & pepper. Pour the enchilada sauce over the chicken then cover & cook on low for 4 hours. Remove the chicken & shred. Whisk in the cheese soup until smooth then add the chicken, beans, & chili powder. Continue to cook for another 2 hours. During the last 30 minutes add the cream cheese, stir to melt. Serve with tortilla chips."
239,"Put the bread slices in a greased 13x9 inch baking dish. In a mixing bowl, whisk together the eggs, milk, and vanilla. Pour egg mixture evenly over the bread cubes. Cover and refrigerate 2 hours or overnight. Remove from refrigerator 20 minutes before baking. Preheat oven to 350. Bake, uncovered, for 45-50 minutes or until golden brown. Sprinkle with powdered sugar. Serve with maple syrup, if desired."
240,"Heat olive oil in a large skillet over medium high heat. Add olives and cook, stirring occasionally, until mixture is thickened. Add feta and cook, stirring occasionally, until mixture is thickened. Add feta and cook, stirring"
241,"Heat oven to 375. Stir together cracker crumbs, flour and baking powder. Set aside. Beat sweetened condensed milk and butter until smooth. Add in dry mixture, mixing well. Stir in chocolates, candy, coconut and pecans. Drop by rounded tbsp onto ungreased cookie sheet. Bake 8-10 minutes or until lightly browned. Cool 1 minute. Remove from cookie sheet to wire racks. Cool completely."
242,"Preheat oven to 350 degrees f. Melt half the butter with the olive oil in a saute pan, and gently fry the onions until soft and lightly golden, about 15 minutes. Spread half the onions in the bottom of a casserole. Lay a layer of sliced potatoes on top, season with salt and pepper, and scatter with thyme leaves. Build another layer of onions, then a final one of potatoes, and finally pour over the stock. Cover the pan with foil, and bake until all the liquid has been absorbed, 2 to 3 hours, removing the foil for the last hour if you like a crisp top. Bake until all the liquid has been absorbed, 2 to 3 hours, removing the foil for the last hour if you like a crisp top. Bake until all the liquid has been absorbed, 2 to 3 hours, removing the foil for the last hour if you like a"
243,"Preheat oven to 400 degrees f. In a food processor, combine the cheese and butter. Process until the mixture is smooth. Add the scallions and pulse until combined. Season with salt and pepper, to taste. Spread the cheese mixture on the cut sides of the bread. Place on a baking sheet and bake for 10 to 12 minutes until golden. Remove from oven and serve immediately."
244,"Preheat oven to 425 degrees. Remove pork from marinade -save marinade. Heat oil in a skillet and saute the pork over medium high heat for 3 minutes, flip and continue cooking for another 3 minutes or until the pork is nicely browned on both sides. Pour in the marinade cook"
245,"Place chicken breast halves in a resealable plastic bag set in a shallow dish. For marinade, stir together lime peel, lime juice, cooking oil, dried thyme, black pepper, salt, garlic cloves, salsa, lime wedgepreparation:Place chicken breast halves in a resealable plastic bag set in a shallow dish. For marinade, stir together lime peel, lime juice, cooking oil, dried thyme, black"
246,"Mix the lime juice, water, limeade concentrate, lime wedge, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice"
247,"Heat olive oil in a medium sized heavy skillet. Saute green onions until soft and add the shredded ham and stir until slightly browned. In a large bowl, beat the eggs and heavy cream together by hand. Stir in the onions& ham, broccoli, cheese and seasonings. Pour into a buttered deep-dish pie plate. Bake at 375degrees for 45-50 minutes, or until a knife inserted in the center comes out clean. Start checking it halfway through the cooking time. Let stand 10 minutes and cut into wedges to serve."
248,Preheat oven to 400 degrees F. Place slices of cream cheese in a large baking dish. Bake at 400 for 45 minutes or until golden brown. Remove from oven and let cool for 1-2 minutes.
249,"Preheat oven to 450 degrees. In a small saucepan over medium heat, combine the butter, white wine, lemon juice, garlic, and parsley. When the butter melts completely, remove from heat. Arrange shrimp in a shallow baking dish. Pour the butter mixture over the shrimp. Bake in preheated oven for 10 minutes or until the shrimp are pink and opaque, reduce heat. Remove shrimp and set aside. Add garlic and cook 2-3 minutes. Do not allow garlic to brown - it will make it bitter. Add white wine, and lemon juice. Cook until wine is reduced by half. After it is reduced, add italian seasoning. Reduce heat to low, and add butter. If pan is too hot, the butter will separate. Add shrimp back into sauce, add parsley, and season to taste with salt and pepper. Sprinkle with grated parmesan cheese."
250,Preheat oven to 350 degrees. Line a 9x13 baking sheet with parchment paper. Line a 9x13 baking sheet
251,Preheat oven to 350f. Spray an 11 x 17-inch pan with pam non stick cooking spray. Combine flour and baking soda in bowl and set aside. Cream butter with sugar. Add eggs one at a time. Alternately stir in raisins and flour mixture. Fold in remaining ingredients. Spread evenly in prepared pan. Bake for 25-30 minutes or until toothpick inserted in center comes out clean. Cool and then cut into bars.
252,"Mix everything except bread, crabmeat, egg, salt, old bay seasoning, baking powder, parsley, worcestershire sauce, mayonnaise, oilpreparation:Mix everything except bread, crabmeat, egg, salt, old bay seasoning, baking powder, parsley, worcestershire sauce, mayonnaise, oil. Spread about one generous tablespoon of mixture onto muffin halves. Broil for about 5 minutes until cheese gets bubbly. Cut each muffin into 4 pieces. Serve warm."
253,"In a saucepan, combine butter, sugar, egg, self rising flour, vanilla, orange, zest of, orange juice, cocoa powder, water. Bring to a boil over medium heat and continue. Stirring until thick. Remove from heat and add margarine and vanilla."
254,"In a large saucepan over low heat melt butter. Add sugar, eggs and dates. Stir constantly until sugar is dissolved and mixture is thick. Remove from heat, stir in vanilla. Add rice krispies and nuts. Shape into small balls and roll in coconut. Cool."
255,"Preheat oven to 350f. Cream the butter and sugar. Add the dry ingredients. Mix everything together and roll into little balls. Put onto a greased baking tray, pressing the balls down very slightly with a fork. Bake at 350f and 180c for 15 minutes. Cool on a wire rack and keep in an airtight container once cold."
256,"Preheat oven to 350 degrees. In a large bowl, combine the first seven ingredients. Transfer to a baking dish. Mix cracker crumbs and parmesan cheese together, then add in the butter and butter. Mix to combine, then sprinkle over top. Bake uncovered for 45-50 minutes or until heated through."
257,"Preheat oven to 425. Heat 1 inch water to boiling in 2-quart saucepan. Add broccoli. Heat to boiling. Reduce heat to medium. Cover and cook about 5 minutes or until crisp-tender. Drain. Mix broccoli, rice, broth, soup, pimientos and pepper in 2-quart casserole. Cover and bake 20 minutes. Cut margarine into baking mix, using pastry blender, until crumbly. Sprinkle crumbly mixture over broccoli mixture. Bake uncovered 8 to 10 minutes or until top is light brown."
258,"In a medium saucepan on high heat, bring the water to a boil. Add the ginger and cayenne and reduce heat. Simmer for 20 minutes and strain. Add sweetener to taste. Drink and be healthy."
259,"Place all ingredients in a food processor fitted with a metal blade and process just until mixture is powdery -- about 30 seconds. Be careful not to overprocess. Store in an airtight container for up to 6 months. To make aztec hot chocolate, combine 1 cup of milk and 2 tablespoons of the mix in a small saucepan and bring to a simmer over medium-low heat, stirring constantly until mixture is powdery -- about 30 seconds. To make aztec hot chocolate, combine 1 cup of"
260,"Heat oil on medium heat using a large skillet. Add turkey, garlic cloves, green pepper, onion, water, spaghetti sauce, red pepper flakes, spaghetti, parmesan cheese. Stir-fry about 2 minutes. Stir-fry frequently. Remove from heat & set aside."
261,"Preheat oven to 450 degrees. Place crust on an ungreased 14 in pizza pan. In a small bowl, combine cheese, mayonnaise, onion, garlic and oregano. Spread over crust. Bake at 450 degrees for 8 to 10 minutes or until edges are lightly browned. Cut into wedges and serve warm or slightly cooled."
262,"Preheat oven to 400. Brush a 13 x 9 inch baking dish with olive oil. Layer the sliced pork chops, mushrooms, and onions, in the dish. Sprinkle with the salt and sage leaves. Pour the cream over evenly. Brush the pork chops with olive oil, and rub the breadcrumbs onto both sides of each pork chop. Place pork chops on top of the vegetables. Bake, uncovered, for 45 minutes to 1 hour, or just until the pork chops are cooked through and the potatoes are tender."
263,"Heat grill to high, rub mushrooms with oil. Grill for 3 minutes each side or till cooked but still firm. Mix cheese, garlic, butter, salt and pepper together in a bowl. Spoon mixture into mushrooms. Grill until cheese melts. Place in toasted buns with salad. This could also be done in the oven."
264,Bring the milk to a boil in a large saucepan. Add the sugar to the hot tea and stir to dissolve. Cool to room temperature. Pour the brew through a coffee filter or a fine-mesh strainer into a large pitcher. Add the sugar to the hot tea and stir to
