,result
602,"In a medium sized glass bowl mix together the tomatoes, jalapeno pepper, cilantro, onion, garlic, sugar, and salt and pepper. Combine well. Add in the juice. Cover and refrigerate for 3-4 hours before serving. Serve with fresh tortilla chips."
603,"Heat oil in a large skillet over medium-high heat. Add corn, egg yolks, flour, sugar, salt and pepper in a large bowl. Beat egg whites with an electric mixer set at high speed until stiff peaks form, about 2 minutes. Stir egg whites into corn mixture. Heat oil in a large skillet over medium-high heat. Drop heaping tablespoonfuls of corn batter into skillet. Reduce heat to medium. Cook until nuggets are browned, about 3 minutes per side."
604,"Preheat oven to 350 degrees f. Slice the bread in half lengthwise, then lightly butter the bread and wrap in foil. Bake at 350 degrees f for 15 minutes. Brown the ground beef and drain the excess fat. Add the onion, and cook until the onion is transparent. Remove from the heat and add the sour cream, worcestershire sauce, salt and pepper. Remove the bread from the oven and spread the meat mixture on each half. Arrange the chopped tomatoes and chopped bell pepper on top of the meat mixture and top with the grated cheese. Place back in the oven and bake only until the cheese is melted. Serve hot."
605,Bring 1 cup water to a boil over high heat in 2-quart saucepan. Remove from heat. Add 1 cup water to a boil over high heat in 2-quart saucepan. Add 1 cup water to a boil over high
606,"Preheat oven to 400 degrees f. Arrange sweet potatoes in an even layer in a 9-by-13-inch glass baking dish. Combine maple syrup, butter, lemon juice, salt and pepper in a small bowl. Pour the mixture over the sweet potatoes. Toss to coat. Bake for 15 minutes. Uncover, stir and cook, stirring every 15 minutes, until tender and starting to turn brown, 45 to 50 minutes more."
607,"In a stock pot, place chicken parts, onion, carrot, celery ribs, garlic cloves, parsley, whole cloves, dried thyme, salt and pepper, long grain white rice. Cover with water. Boil for thirty to forty minutes, remove chicken from pot. Allow chicken to cool remove skin and bones, then chop chicken into bite-size pieces. Add chicken back to soup, add parsley, pasta, salt and pepper. Allow to simmer until noodles are cooked. You may need to add water to keep soup soupy after pasta has cooked. Use your own judgment."
608,"Heat olive oil in a large skillet over medium-high heat. Lightly season pork chops with salt and pepper, then, two to four at a time, depending on the size of your skillet, brown well on each side, removing to warm oven. Deglaze the skillet with the wine, scraping up brown bits, reduce heat to medium and stir in the mustard, then add the cherries. Season to taste with salt and pepper. When the sauce begins to bubble, add all the pork chops back into the skillet, spooning sauce over them to coat, cover and reduce heat to medium low. Cook over medium low about 5 minutes, then rearrange chops so those on the bottom are now on the top, and spoon sauce over. Cover and cook an additional 5 minutes or more, until chops are cooked through, but still very slightly pink inside. Remove chops to serving platter or individual plates. Melt butter into remaining sauce in skillet, heat and spoon over chops."
609,"In a large mixing bowl, dissolve sugar and jell-o in 2 cups boiling water. Add to the jell-o mixture the juice of both oranges, the zest of one orange, chopped nuts, and the entire can of crushed pineapple. Shred apples and cranberries. Add to jell-o. Mix well. Chill overnight or until set."
610,"Preheat oven to 400f lightly dust a baking sheet with some flour. Put the whole wheat flour and wheat germ into a large mixing bowl. Sift the all-purpose flour, salt and baking soda into the bowl. Mix the ingredients well together with fingers. Next, rub in the butter to pea-sized pieces. Then mix in the sugar. At this stage, put the lightly dusted tin into the oven to preheat. Stir in enough buttermilk to make a soft dough. Turn onto a lightly floured surface and gently knead for a few seconds. Cut out scones with a round cookie cutter. Put the scones on the preheated baking sheet and bake for about 15 minutes or until risen and a golden brown. Cool on a wire tray."
611,"Put the onions in the sterilised jars, cover with sterilised jars, and cook for 15 minutes. Gently put the onions in the sterilised jars, cover with steril"
612,"In a crockpot, simmer the refried beans, the chopped avocado, and salsa, along with the velvetta cheese. In a skillet, brown the hamburger along with the chopped onions and garlic powder. After the hamburger is browned, add to the crockpot with the other ingredients and allow to cook for about 20 minutes on the high setting. Be sure to stir occasionally to prevent burning or sticking. Serve as a dip with tortilla chips or in mini-taco shells."
613,"Preheat oven to 375 degrees. In a large mixing bowl, mix together soup, onion, milk, garlic, salt and pepper. Stir, in potatoes and kielbasa. Spoon into a 7x11 inch casserole dish. Place casserole on a baking sheet and bake in the preheated oven for 90 minutes or until potatoes are tender."
614,"Preheat oven to 400 degrees. Spray 9x12 casserole dish with non-stick cooking spray. Bake for 30 minutes, or until chicken is thoroughly cooked."
615,"Preheat oven to 425 degrees fahrenheit. Arange soba noodles in a single layer in a 13 x 9 inch baking dish coated with cooking spray. Combine soy sauce, sesame oil, sugar, black pepper, garlic, green onions and sesame seeds. Slice beef thinly into x 2 inch pieces. Add meat to soy sauce mixture and mix well. Cover and refrigerate 1-2 hours. Preheat oven to broil. Broil on broiler rack or grill soba noodles for 2-3 minutes per side or until brown. Serve with vegetable side dishes and rice."
616,"In a large saucepan on medium heat, add the vinegar, mustard, parsley, basil, olive oil, salt and pepper. Beat with a whisk to combine. Mix together the vinegar, mustard, parsley, basil, olive oil, salt and pepper. Pour over the pasta, add the cheese and toss again. Serve at room temperature."
617,"Preheat oven to 350f. In a large mixing bowl, cream butter and sugar. Add applesauce, raw sugar, bananas, eggs, pure vanilla extract, unbleached all-purpose flour, baking soda, quick-cooking oats, semi-sweet chocolate chips. Bake 10-12 minutes. Let cookies rest on baking sheets for 2 minutes before removing with a spatula to wire racks to cool completely."
618,"Preheat oven to 400degf. Combine all ingredients on a large greased baking sheet. Arrange in a single layer. Roast in preheated oven for about 50 minutes, turning once during cooking, until potatoes are tender. Bake in the preheated oven until potatoes are tender, or about 45 minutes. Garnish with fresh rosemary sprigs."
619,"Preheat oven to 375 degrees f. Line a greased 9x9 pan with bread. Combine broccoli with margarine, cheese, salt, tobasco, and onion. Spoon over bread. Beat eggs, add milk powder and water, mix well, pour over broccoli. Bake at for 20-25 minutes."
620,"In a small bowl combine dressing ingredients, whisking until smooth. In a large pot of boiling water cook noodles according to package directions, with a slotted spoon transfer noodles to a colander and drain. Rinse under cold running water. Drain well. Add shrimp and cook until opaque. Rinse under cold water. Drain. Combine shrimp, dressing and the remaining ingredients with the noodles. Toss to combine. This can be made ahead and refrigerated for up to 2 days."
621,"Put chicken pieces of choice in a gallon ziplock bag. Add the sauce mixture. Place in a freezer. To cook the chicken, thaw completely in the refrigerator. Dump into a 9x13 pan. Bake at 350 degrees fahrenheit until done, 50 to 60 minutes."
622,"In a large mixing bowl, dissolve sugar and jell-o in 2 cups boiling water. Add to the jell-o mixture the juice of both oranges, the zest of one orange, chopped nuts, and the entire can of crushed pineapple. Shred apples and cranberries. Add to jell-o. Mix well. Chill overnight or until set."
623,"In a large mixing bowl, dissolve sugar and jell-o in 2 cups boiling water. Add to the jell-o mixture the juice of both oranges, the zest of one orange, chopped nuts, and the entire can of crushed pineapple. Shred apples and cranberries. Add to jell-o. Mix well. Chill overnight or until set."
624,"Preheat oven to 400 degrees. Mix spaghetti sauce, tomatoes and water. Spoon 1 cup onto bottom of 13 x 9 inch baking dish. Layer half the ravioli and 1 cup shredded cheese over sauce mixture. Top with remaining ravioli and sauce mixture. Sprinkle with parmesan cheese. Cover. Bake 30 minutes. Uncover. Bake 15 minutes or until ravioli is tender and heated through. Let stand 10 minutes."
625,"In a small saucepan over low heat, saut the solid white tuna in olive oil for 5 minutes, stirring frequently. While the tuna is cooking, mince the onion and chop the crystallized ginger. In a medium bowl, add the mayonnaise, rice vinegar and dijon mustard. Whisk to blend. Add the cooked curry powder, crystallized ginger, onion, pecans and cayenne pepper. Whisk again to thoroughly blend. Add the tuna and mix with a fork until tuna is well blended and coated with the dressing. Serve and enjoy."
626,"Heat oil in a wok or large frying pan over medium high heat, saute the spinach and garlic in the oil for 2 minutes, stirring constantly. Transfer to a platter in the same pan, heat the wine and saute the celery or bok choy and mushrooms, stirring constantly, for 3 minutes. Add the rice, scallions and spinach. Heat through. Season with soy sauce or tamari."
627,Preheat oven to 350 degrees f. Butter a casserole dish or baking pan enough to hold the ingredients. Mix all ingredients together adjust salt and pepper to taste. Transfer to a buttered casserole dish. Bake for 40-45 minutes.
628,"Preheat oven to 375 degrees f. In a mixing bowl, beat your butter, sugar, egg, vanilla, salt until light and fluffy. In another bowl combine flour and finely ground walnuts. Mix until thoroughly combined. Cover your dough and refrigerate it for at least 1 hour. Take a quarter of your dough at a time out of your refrigerator, and roll it out to a quarter inch thickness. With a lightly floured glass rim, or any other desired shape you wish to use, and cut your cookies out and place on an parchment lined cookie sheet and bake in preheated oven for 8-10 minutes until they are just lightly browned. Remove the tray from the oven and immediately remove the cookies to a wire rack to cool completely."
629,Preheat oven to 350f degrees. Layer the first 4 ingredients in a large casserole. Lightly mix. Spread mashed potatoes evenly over the top. Sprinkle the cheese evenly over and sprinkle the pepper over the cheese. Bake on middle oven rack for approximately 45 minutes or until hot and bubbly. Alternately place in 4 to 6 small single serving casseroles. Either way these casseroles freeze well.
630,"Preheat oven to 350 degrees F. Spray the chicken breasts with olive oil spray and sprinkle with salt and pepper. Broil the chicken breasts for 7 minutes on each side or until cooked through. Chop chicken breasts and put in refrigerator to cool. While oven is still hot, spread your almond flakes on a cookie sheet and toast on the broiling rack. Please keep an eye on them because they toast quickly, and you dont want burnt almonds. Once the chicken is cooled, mix in the almonds, celery, onion, mustard and mayo. You can either put the salad straight onto your choice of bread and add whatever you like on your sandwiches or can be eaten out of iceburg lettuce leaves for a no carb version."
631,"Preheat oven to 350 degrees fahrenheit or 175 degrees celsius. Mix the flour, baking powder, baking soda, butter, sugar, egg, vanilla extract, cornmeal, baking powder, salt, flour. Add to the creamed mixture. Drop by teaspoonfuls onto a greased cookie sheet. Bake in a preheated 350 degree oven about 15 minutes or until lightly brown."
632,"Heat 2 quarts of soy sauce in a large saut pan, add the onions and garlic, and saut until opaque. Add beef and saut, turning often with tongs, for 7 to 10 minutes. Stir together the oil, vinegar, and ginger and add to the saut mixture. Blanch broccoli in the boiling water. Add to the meat mixture and keep warm. Prepare soba noodles according to package directions. Drain, toss with the beef and broccoli, and serve."
633,"Preheat oven to 350 degrees. Line a large glass baking dish with foil,. Put the ground beef in a large bowl and add the onion and garlic, knead together, add bread crumbs and italian seasoning -- mix all together. Add the egg and milk -- knead together well with hands --. Form pieces of meat into 1 inch balls, place in baking dish -- bake for about 20-30 minutes --. I usually put them in a large pan on the stove and cover with spaghetti sauce for a few minutes at medium heat, but thats optional."
634,"Heat oven to 375f. Arrange baguette slices on large ungreased cookie sheet. Brush with olive oil. Bake 5 to 7 minutes or until lightly toasted and crisp. Place on 2 serving plates and cool 1 minute. Spread each with about tablespoon alouette crme de brie. In small bowl, combine chutney, and cranberries. Spoon small dollops over cheese. Garnish sparingly with mint."
635,"Preheat oven to 350 degrees. Lightly grease a 13 x 9 inch baking dish. Drain spinach well. Saute onion and garlic in 2 tbsp of the melted butter until onion is translucent. Mix spinach with the eggs, cottage cheese, cheddar cheese, flour, and the remaining butter. Add the sauteed onions and garlic. Season with salt and pepper. Pour into prepared dish and bake for 1 hour."
636,"Heat oil in a large skillet over medium-high heat. Lightly season mustard seeds with salt and pepper, then, two to four at a time, depending on the size of your skillet, brown well on each side, removing to warm oven. Deglaze the skillet with the wine, scraping up brown bits, reduce heat to medium and stir in the mustard, then add the cherries. Season to taste with salt and pepper. When the sauce begins to bubble, add all the chicken thighs back into the skillet, spooning sauce over them to coat, cover and reduce heat to medium low. Cook over medium low about 5 minutes, then rearrange thighs so those on the bottom are now on the top, and spoon sauce over. Cover and cook an additional 5 minutes or more, until chops are cooked through, but still very slightly pink inside. Remove chops to serving platter or individual plates. Melt butter into remaining sauce in skillet, heat and spoon over chops."
637,"Preheat oven to 350 degrees fahrenheit. Grease and flour a 9 x 9-inch pan. In a bowl, beat together the butter and sugar. Add eggs and vanilla. Mix well. Combine the cocoa, sugar, salt, and cocoa in a bowl until they are blended well. Cut the shortening into the dry ingredients as you would into a pie crust dough. Add the eggs and vanilla and mix until dough is moist. The batter will be stiff. Pour into a greased pan and bake at 350 until a toothpick comes out clean."
638,"Preheat oven to 190c grease a patty tin or use paper cups. Sift flour and baking powder. Cream fat and sugar until mixture is light and creamy. Add in vanilla essence. Beat egg and add it gradually to the mixture, beating well after each addition. Fold in the sifted flour with a metal spoon. Add a little milk if necessary to give it a soft dropping consistency. Mix in the raisins. Fill greased patty tin or paper cups half full with the mixture. Bake for 20 minutes."
639,"Preheat oven to 375f and butter and flour a 9-inch cake pan with high sides, line bottom with parchment paper. Finely grind almonds with 2 tablespoons of sugar in food processor. Mix yolks, 2 tablespoons sugar, lemon zest, cinnamon and a pinch of salt in a bowl until thick and smooth. Add almond mixture, stir. Separately beat egg whites until soft peaks form, then gradually add 4 tablespoons sugar, beating until egg whites are stiff but not dry. Fold half of egg whites gently into almond mixture, then add other half and finish folding in gently. Transfer to prepared pan. Bake until toothpick inserted in center comes out clean, about 30-35 minutes. Cool on rack, turn out onto serving platter."
640,"Heat water in a large nonstick saucepan over medium-high heat. Add the cauliflower, water, leeks, butter, salt and pepper, parmesan cheese, nutmeg, parsley, chives and cook until softened, not browned, about 5 minutes. Add the parmesan and cook, stirring occasionally, until softened, not browned, about 5 minutes. Remove from heat. In batches or with a blender stick, puree to desired texture. You may want to spoon out and reserve some cauliflower pieces for added texture. Stir in half & half and nutmeg and blend. Top with grated cheddar cheese."
641,"In a stock pot, place chicken parts, onion, carrot, celery ribs, garlic cloves, parsley, whole cloves, dried thyme, salt and pepper, long grain white rice. Cover with water. Boil for thirty to forty minutes, remove chicken from pot. Allow chicken to cool remove skin and bones, then chop chicken into bite-size pieces. Add chicken back to soup, add parsley, pasta, salt and pepper. Allow to simmer until noodles are cooked. You may need to add water to keep soup soupy after pasta has cooked. Use your own judgment."
642,"In large, resealable plastic bag, or shallow glass container, combine the first seven ingredients and mix well. Add beef, turn to coat. Seal bag, or cover container, and refrigerate for 8 hours or overnight, turning occasionally. Drain and discard marinade. Grill, covered, over medium-hot coals for 6-8 minutes on each side, or until meat reaches desired doneness."
643,"Heat oil in a large skillet over medium heat. Stir in the onion, garlic, and bay leaf, and saute until onion is lightly browned. Mix tomatoes, curry powder, and salt into the skillet, and continue cooking about 5 minutes. Mix in the chicken, and cook 15 to 20 minutes, until no longer pink and juices run clear. Reduce skillet heat to low. Stirring constantly, gradually blend in the coconut milk over a period of about 10 minutes. Mix in the chicken,"
644,"Preheat oven to 375 degrees fahrenheit. In large skillet, brown beef and onion then drain. Return meat to pan. Add spaghetti sauce. Meanwhile, in a medium bowl combine mozzarella cheese and sour cream. Pour hot meat into an ungreased 12 x 8 inch dish. Spoon cheese mixture over meat. Unroll crescent roll dough over the top of the mixture. Mix parmesan cheese and butter together, then spread over the top of the dough. Bake 18-25 minutes or until golden brown."
645,"In a large pot of boiling salted water, heat the cream in a large pot of boiling salted water until al dente. Bring to boiling. Reduce heat. Simmer covered for 15 minutes. Stir in cooked sausage, kale or spinach simmer for about 5 minutes more or until kale is tender. Season to taste with pepper."
646,"Preheat oven to 375 degrees f. In a mixing bowl, beat your powdered sugar, flour, walnuts, salt, cinnamon, butter, vanilla, and salt until light and fluffy. In another bowl combine powdered sugar, flour, walnuts, salt, cinnamon, butter, vanilla, and salt. Mix until thoroughly combined. Cover your dough and refrigerate it for at least 1 hour. Take a quarter of your dough at a time out of your refrigerator, and roll it out to a quarter inch thickness. With a lightly floured glass rim, or any other desired shape you wish to use, and cut your cookies out and place on an parchment lined cookie sheet and bake in preheated oven for 8-10 minutes until they are just lightly browned. Remove the tray from the oven and immediately remove the cookies to a wire rack to cool completely. Remove the tray from the oven"
647,"In a large frying pan, fry bacon until crisp. Remove bacon and drain. Add salt and pepper to taste maybe a little more butter, not much. Slice sausage and lay on top of cabbage. Continue to cook a little longer to warm the sausage. Crumble bacon over all. Yummmy -- great with black eyed-peas and cornbread."
648,"Preheat oven to 450 degrees f. A half-hour before cooking, remove steak from refrigerator. Heat a large skillet over high heat. Pat steak dry and season generously with salt and pepper. Add oil to hot skillet and when it begins to smoke add steak. Reduce heat slightly and cook steak until browned, about 4 minutes on each side. Transfer steak to a cutting board and let it rest for 10 minutes. Roast until an instant-read thermometer inserted sideways into the steak registers 120 degrees f for medium-rare, about 6 to 8 minutes. Transfer steak to a cutting"
649,"To make the crust, mix the flour, sugar, and salt in a medium bowl. Using a pastry blender, cut in the shortening and butter until the mixture resembles coarse meal. Stirring with a fork, add just enough of the egg yolk mixture to moisten the dough so it holds together when pinched between the thumb and forefinger. Gather up into a thick disk and wrap in waxed paper. Refrigerate at least 30 minutes, or up to overnight."
650,Preheat oven to 350 degrees. Place all the ingredients into one large mixing bowl. Mix all the ingredients into one large mixing bowl
651,"Preheat oven to 450 degrees. In a small saucepan over medium heat, combine the butter, white wine, lemon juice, garlic, and parsley. When the butter melts completely, remove from heat. Arrange shrimp in a shallow baking dish. Pour the butter mixture over the shrimp. Bake in preheated oven for 10 minutes or until the shrimp are pink and opaque, reduce heat. Add shrimp back into sauce, add parsley, and season to taste with salt and pepper. Sprinkle with grated parmesan cheese."
652,"Preheat oven to 400f and lightly grease baking sheet. Unfold puff pastry on lightly floured surface, roll out into 12-inch square. Crimp edges. Spread pesto evenly over top, sprinkle with cheese. Top with thin tomato slices, top with rest of cheese. Bake 17 to 20 minutes or until golden brown."
653,"Heat oil in a nonstick skillet, add one tortilla. Layer with half the cheese, all of the chicken and mushrooms and half the monterey jack cheese. Top with the second tortilla. Cover and heat until cheese melts and bottom tortilla is crisp and golden brown. Turn over. Sprinkle remaining cheese on top. Cook until bottom tortilla is crisp and golden brown and cheese is melted. Cut into wedges and serve with sour cream and salsa if desired."
654,Preheat oven to 350 degrees. Spray muffin pan with cooking spray. Beat sugar and eggs together until thickened. Add melted butter and almond extract. Beat well. Add flour. Stir in cranberries and pecans. Fill muffin pan. Since these do not raise much fill the cups to the top. Bake at 350 degrees for 45 minutes or until browned on top and done in center. Cool on wire rack.
655,"Preheat oven to 400f and lightly grease baking sheet. Unfold puff pastry on lightly floured surface, roll out into 12-inch square. Crimp edges. Spread pesto evenly over top, sprinkle with cheese. Top with thin tomato slices, top with rest of cheese. Bake 17 to 20 minutes or until golden brown."
656,"Preheat oven to 350 degrees fahrenheit. Unroll squares into 4 rectangles and place in a 13 x 9 inch baking dish. Press up sides slightly and press perforations together. Layer cooked sausage, cooked bacon, hash browns, and cheese. At this point you can make it ahead and refrigerate for up to 24 hours. Mix together eggs, milk, salt and pepper. Pour mixture over the dish. Bake for 20 to 25 minutes."
657,Heat the oil in a large skillet over medium-high heat. Add the mushrooms and sauté for about 5 minutes. Add the butter and sauté for another 5 minutes. Add the zucchini and cook for another 5 minutes. Add
658,"Drain and reserve liquid from fruit. Add enough water to make two cups of liquid. Pour pudding mix & liquid into a pan. Cook until thickened, stir in dry jello. Mix in pineapple and oranges. Chill."
659,"In 4-quart saucepan, melt butter over medium heat. Cook onion and garlic in butter 2 to 3 minutes, stirring frequently, until tender. Stir in flour, salt and pepper. Cook, stirring constantly, 1 minute. Stir in broth, broccoli and corn. Heat to boiling over high heat. Reduce heat. Simmer 5 to 7 minutes, stirring occasionally, until vegetables are tender. Stir in half-and-half. Cook 2 to 3 minutes, stirring occasionally, until hot."
660,"Preheat oven to 375 degrees f. Melt the butter in a skillet over medium heat. Stir in the mushrooms and onion, and cook until tender. Sprinkle with the flour. Reduce heat to low, and continue cooking 5 minutes. Mix in sour cream and lemon juice, and season with salt and pepper transfer to a small casserole dish, and top with parmesan cheese. Bake 15 minutes in the preheated oven, until bubbly."
661,Whip cream cheese until fluffy. Gradually beat in sweetened condensed milk and blend. Blend in reallemon lemon juice and vanilla extract. Pour into pie crust and chill until firm. Top with chilled chocolate mousse filling and chill for at least 2 hours.
662,"Place potatoes in a saucepan, add water to cover and bring to a boil over high heat. Reduce the heat to medium and cook, uncovered, until the potatoes are tender, 15 to 20 minutes. Drain and let stand until just cool enough to handle. Cut each potato in half and place in a warmed serving dish. In a small bowl, whisk together the mustards, the vinegars and the shallot until well blended. While whisking, slowly drizzle in the olive oil to make a thick dressing. Pour the dressing over the warm potatoes, mix gently and serve immediately."
663,"Wtih processor running, drop garlic through feed tube and mince. Scrape down sides of work bowl. Add chickpeas, tahini and lemon juice. Process until mixture is smooth. Add roasted peppers. Process until peppers are finely chopped. Season with salt and pepper. Transfer hummus to small bowl."
664,"Preheat oven to 400f. In a large bowl, whisk together flour, brown sugar, baking powder and soda. In another bowl stir together oats and yogurt, stirring in banana, oil and egg. Stir mixture into flour mixture and stir until moistened. Put in muffin pans and bake for 20-25 minute until done."
665,"Preheat oven to 450f. Cut chicken in half. Arrange, skin side up, in a roasting pan. Combine butter, lemon juice, and spices in a small bowl and mix well. Brush chicken with mixture. Roast until juices run clear. Broil 6 inches from heat for 3 minutes."
666,"Preheat oven to 400f. In a large skillet over medium high heat, saute the beef and onion for 5 to 10 minutes, or until meat is browned and onion is tender. Drain fat. Add the celery, chili, tomatoes, taco sauce and corn. Heat thoroughly, reduce heat to low and allow to simmer. Meanwhile, prepare the noodles according to package directions. When cooked, place them in a 9x13 inch baking dish. Pour the meat mixture over the noodles, stirring well. Top with the cheese. Bake at 400 degrees f for 25 minutes, or until cheese is completely melted and bubbly."
667,"To make the dressing, in a small bowl, combine the lemon juice and garlic. Slowly whisk in olive oil until the mixture is creamy. Season with salt and pepper. Place arugula in a serving bowl and add dressing to taste. Mix well. Top with avocado slices, drizzle a bit more dressing over them and season with a pinch of salt. Using a vegetable peeler, shave slivers of parmesan over the top."
668,"Preheat oven to 375f. Slice apricots in half and discard stone. Cover bottom of a shallow, buttered oven proof dish with two layers of turkish apricots. Place flour, walnuts, sugar, butter, cloves, cardamom, and ground cinnamon into a food processor and blend until it is like breadcrumbs. Spread mixture on top of apricots. Bake in preheated 375f oven for approximately 50 minutes or until lightly browned on top. Serve with custard or cream."
669,"Heat oven to 350 degrees. Using solid shortening, grease and flour bottom only of 9 x 5 inch loaf pan. In large bowl, blend all ingredients at low speed until moistened. Beat 2 minutes at medium speed. Pour batter into prepared pan. Bake at 350 degrees for 50 to 60 minutes or until toothpick inserted in center comes out clean. Cool 15 minutes. Remove from pan. Wrap tightly and store in refrigerator."
670,"Heat oil in a large nonstick skillet over medium-high heat. Add dillsas dill sauce. Cook 4-5 minutes on each side or until fish flakes easily with a fork. Remove from skillet, cover and keep warm. Add broth and lemon juice to the pan. Cook 3 minutes, until it is reduced by half, stirring frequently with a whisk. Add cream cheese and cook until melted, stirring constantly. Pour over fish, sprinkle with parsley."
671,"Combine all ingredients in a 4-quart or larger crock pot. Cover and cook on low-heat for 8-10 hours. Stir once or twice during cooking. To serve as an entree, spoon over hot cooked white rice or egg noodles. Sauteed sugar snap or snow peas make a good side dish."
672,"Preheat oven to 375 degrees f. In medium bowl, combine eggs, butter or margarine, flour, garlic salt, parsley flakes, onion salt, refrigerated crescent dinner rolls, french-fried onionspreparation:Preheat oven to 375 degrees f. In medium bowl, combine eggs, butter or margarine, flour, garlic salt, parsley flakes, onion salt, refrigerated"
673,Preheat oven to 350f. In a large mixing bowl combine all ingredients until well combined. Spoon into a 1 quart glass casserole dish. Bake for 28-32 minutes until dip is hot bubbly and slightly browning on the top. Serve warm with chips.
674,"Place cucumbers in bowl. Add salt, toss and chill 1 hour. Drain cucumbers and return to bowl. Combine remaining ingredients in another bowl. Pour over cucumbers and toss to coat. Can be prepared 1 day ahead and refrigerated."
675,"In a large saucepan, saute the onions and garlic in 3 tablespoons of oil for 5 minutes, until limp, then add the last tablespoon of oil and the potatoes and stir-fry for a minute. Add the stock, cover, and simmer for 45 minutes, until the potatoes are mushy. Remove from heat and puree. Return the soup to the pot, season with salt and cayenne, and stir in the chopped cilantro. You can serve the soup cold--or reheat by slowly bringing it to a simmer. Ladle into soup plates and top with a sprinkling of cilantro or chives."
676,"Preheat grill on high for 10 minutes. Meanwhile, in a small saucepan, over medium heat, combine brown sugar, apple juice, canola oil, soy sauce, ginger, salt and pepper to taste, bring to a boil. In a measuring cup or small bowl, whisk cornstarch into the water and mix into brown sugar mixture. Cook, stirring constantly until bubbling and thickened. Reduce grill to medium-high heat. Grill chops on oiled grill, brushing often with brown sugar glaze, about 6-8 minutes per side, or until digital thermometer inserted sideways into the center of each chop reads 160f do not over cook."
677,"Heat oil and butter in a large skillet. Add onion, flour, of fresh mint, oil, salt and black pepper, water, and cook over low heat for 1 minute. Add flour, of fresh mint, oil, salt and black pepper, water, and cook over low heat for 1 minute. Add flour, of fresh mint, oil, salt and black pepper, water,"
678,Preheat oven to 375 degrees fahrenheit. Place rolls on ungreased baking sheet try to flatten rolls so they resemble flat circles. Take a spoonful of sauce and spread ontop of each rolls. Then cut up cheese into small bits and garnish. Add meat ontop of cheese and then place remaining cheese ontop of meat. Cook for about 15 min of until rolls are golden.
679,"Mix all ingredients except the butter, caster sugar, eggs, self raising flour, gingerroot, orange, juice and zest of, ground ginger, fresh cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries, dried cranberries"
680,"Heat oil on medium high heat in large skillet or frying pan. Preheat oven to 300 degrees. Combine dry ingredients. Moisten chicken pieces with water. Dredge chicken in flour and crumb mixture. Quickly fry chicken on all sides until browned and crisp. Place in covered baking dish and bake additional 20-30 minutes to re-crisp chicken, serve."
681,"Place the beans in a saucepan and cover with water. Bring to a boil. Cook for 3-4 minutes or until crisp-tender. Drain. In a small skillet, saute onion in oil for 3 minutes. Add the beans. Saute for 5 minutes or until tender. Reduce heat. Add the tomato, oregano, salt and pepper. Cook 1 minute longer or until heated through."
