response,target_recipe
Heat a wok over a high heat until hot and add the oil. Add the peas and stir fry for 2 minutes. Add the rice and stir until heated. Remove from the heat and stir in the eggs until cooked. Stir in the spring onions and the bean sprouts and season with salt and pepper. Serve hot.,403417
Heat a pan on medium heat. Fry up your ham & cheese on both sides (don't press down too much or the eggs will crack). Cut tomatoes in half & put on each ham slice. Break one egg in each ham & cheese sandwich. When eggs are almost cooked (about 5 min) put a pat of butter on top to finish cooking & then flip over (don't burn butter). Serve & Enjoy!,505659
Preheat oven to 350 degrees f. Slice the carrot lengthwise and arrange on a cookie sheet in a single layer. Drizzle with olive oil. Slice the onion lengthwise as well and place in a single layer on the carrots. Season with salt and pepper. Sprinkle the garlic evenly on the carrots as well as the onion. Bake for about 30 minutes or until the carrots are tender. Sprinkle the carrots with the vinegar and chives. Serve hot or cold.,24156
Cook tortellini according to package directions. Drain well. Toss cooked pasta with pesto and asparagus. Sprinkle with pine nuts. Toss gently. Season with salt and lemon rind to taste.,216049
Heat extra virgin olive oil in a large skillet over medium heat. Add the garlic and cook until golden brown. Add the vegetables and cook until crisp tender. Sprinkle the salt and sugar over the vegetables. Add the rosemary leaves and cook until the vegetables are crisp tender and the rosemary is fragrant. Remove from heat and add the Parmesan cheese. Serve immediately.,269942
"Preheat oven to 400 degrees f. Spray muffin tin with vegetable oil. Beat together butter and brown sugar. In a separate bowl beat together milk, egg and flour. Stir flour mixture into butter mixture. Fold in blueberries. Spoon into muffin tin. Bake for 15 to 18 minutes or until a toothpick inserted in the center of a muffin comes out clean.",199222
Prepare chicken breast by cutting down the length of each breast to make them skinny and then cut across to make thin strips. Prepare italian dressing by adding all ingredients to a bowl. Place chicken in large ziploc bag or medium bowl. Pour dressing over chicken. Marinate at least 4 hours or up to 1 day. Grill or bake as desired. Serve with vegetables of choice.,292693
Combine broccoli and water in a saucepan. Bring to a boil and cook until tender. Drain in a colander. Combine broccoli and milk in a bowl. Add the soup and rice. Heat thoroughly. Stir in broccoli and cheese. Serve with a salad.,317258
"Cut bread into 1-inch slices. Place egg whites, milk, spices & vanilla extract into blender & pulse for 10 seconds. Place bread slices into a 9-inch square pan or dish. Pour egg mixture over bread. Cover & refrigerate for 3 hours. Remove & drain. Place slices into an 8-inch square pan. Top with slices of banana. Drizzle with syrup. Bake at 350f for 30 minutes. Serve warm.",153246
Peel garlic. Cut in half. Place tomatoes in a large glass baking dish. Drizzle olive oil over tomatoes. Sprinkle garlic and dried italian herb seasoning over tomatoes. Place tomatoes in the oven for 1 hour or until softened. Place tomatoes in a blender. Add sugar and salt. Blend until smooth. Strain through a sieve. Stir in pepper. Return sauce to the oven and cook until thick and reduced. Serve over pasta.,209601
Prepare chicken base. Bring 1 qt chicken broth to a boil. Add base. Simmer 45 min. Stir in flour. Add heavy cream. Simmer 10 min. Add salt and paprika. Chop onions. Saute in olive oil until tender. Add garlic. Add sweet onion and saute. Add mushrooms. Add cream mixture. Cook until thickened. Add salt and pepper. Add sour cream. Adjust seasonings. Stir in cooked chicken. Serve over rice. Serves 8.,282384
"Combine dill weed, lemon-pepper seasoning, salt, garlic powder and brown sugar in a small bowl. Place salmon in a plastic bag and coat with lemon-pepper mixture. Marinate for at least 1 hour. Preheat grill for medium-high heat. Place salmon skin side down on grill. Brush with oil and cook until just done. Turn and brush with oil and cook for additional 2-3 minutes. Place salmon on a platter and serve.",83165
"Preheat oven to 350 degrees. Cook broccoli florets according to package directions. Drain well. In a large bowl beat eggs lightly. Mix in milk and onion. Add mushroom soup. Mix well. Combine broccoli, cheese, salt and pepper. Pour mixture into a 2 quart baking dish. Sprinkle evenly with Cheez-It crackers. Pour broccoli mixture on top. Bake 45 minutes. Makes 6 servings.",275158
"Wash red potatoes. Cut into wedges and place in a bowl. Whisk together olive oil, garlic, salt and pepper. Drizzle over potatoes. Tear fresh mint leaves into pieces. Garnish each plate with a sprinkle of fresh mint leaves. Serve immediately.",64809
"Melt butter in a small saucepan over medium heat. Add the semi-sweet chocolate chips. Cook for 2 minutes, stirring constantly. Add half-and-half. Bring to a boil, stirring constantly. Reduce heat to low. Cook for 1 minute. Remove from the heat. Add salt and vanilla. Pour into individual mugs. Serve immediately. Makes about 3/4 cup.",60030
Melt butter and saute onion and garlic in a skillet over medium heat for 2-3 minutes. Add beef and brown on both sides. Add scotch whiskey and simmer for 2 minutes. Add cream and simmer for 1 minute. Add salt and pepper to taste. Serve over hot steamed rice.,18722
Blend ice and vodka with strawberries and basil sprig. Pour into glasses and top with soda water. Garnish with basil sprig and serve.,383519
Spread cream cheese on the surface of the bagel. Slice the pineapple. Put it in the middle of the cream cheese and sprinkle some sugar and cinnamon. Place under the broiler until the cheese melts and the pineapple is warm.,63050
Separate the eggs. Beat the egg whites until they are fluffy. In a separate bowl beat the egg yolks and the remaining whole egg. In a separate bowl beat the egg whites until they are fluffy. Pour the egg yolk mixture into the egg whites. Mix. Beat the milk and the maple syrup. Pour into the bowl with the egg mixture. Whisk. Add the salt and the vanilla. Whisk. Dip each piece of bread into the egg mixture and then into the pan. Fry until golden brown. Turn over and fry until golden brown. Serve hot with maple syrup.,364186
Melt oleo. Combine cereal and pretzels. Add peanuts. Pour over oleo. Add brown sugar and honey. Stir until coated. Let stand for 2 to 3 hours. Spread on waxed paper to cool. Stir in vanilla. Roll into balls.,22050
Melt rice krispies treats. Pour oil over the rice krispies. Stir rice krispies into the oil until they are well coated. Place a small amount of powdered sugar on your hand so that the treats will stick better to your hand. Take a handful of rice krispies treats and roll them into a ball between your palms. Roll them in the powdered sugar until they are completely covered on the outside with powdered sugar. Roll them around until they are smooth. Dip each rice krispies treat into a small amount of chocolate until they are covered completely with chocolate. Repeat until all rice krispies treats are dipped completely into chocolate. Place on parchment paper and place into the fridge to set.,221504
"Blend tahini with garlic, chili pepper, lemon juice and 1/4 cup of water to form a smooth paste. Whisk in remaining 2/4 cup of water and salt to taste. Whisk in parsley leaves and set aside for 15 minutes. Place dressing in airtight container for up to 2 weeks in refrigerator. Serve as salad dressing over fresh salad greens or toss with grilled fish or chicken. Makes about 1 cup dressing.",133207
Boil potatoes in water until tender. Drain and place in food processor or blender. Add onion and celery. Blend. Add broth and blend. Add chicken and beef broth and blend until smooth. Add kielbasa and blend again. Add condensed cream of chicken soup and blend. Season to taste. Serve hot.,259600
"In a small saucepan, heat the water to a boil. Add the cinnamon stick, cardamom seeds, coffee grounds, sugar, rum extract, and a pinch of salt. Reduce the heat to medium-low, cover, and simmer for 15 minutes. Strain through a fine-mesh sieve into a large measuring cup or heatproof pitcher. Discard the solids. Add the milk and stir to combine. Add more sugar if desired. Serve hot.",444697
"Preheat oven to 400 degrees F (200 degrees C). In a large bowl, mix cornmeal, flour, sugar, baking powder and salt together with a whisk. Make a well in the center of the dry ingredients. In a separate bowl combine milk, eggs, butter and pork rinds. Pour the wet mixture into the well and mix together with a whisk. Pour batter into a well-greased 9x13 inch baking pan. Bake at 400 degrees F (200 degrees C) for 40 minutes or until a toothpick inserted into the center comes out clean. Let cool 10 minutes before serving. Enjoy!",342553
Place chicken breasts in a large pot. Cover with sesame oil and enough chicken stock to cover. Bring to a boil. Reduce heat and simmer until chicken is very tender. Remove chicken and reserve. Remove bay leaf. Discard chicken skin. Transfer chicken to cutting board and cut into cubes. Add mushrooms and parsley to broth. Simmer until mushrooms are tender. Return chicken to pot. Cook until heated through. Season with salt and white pepper. Serve hot.,7455
"In a medium saucepan over low heat, combine zucchini and juice. Cook until the zucchini is soft (about 20 minutes). Stir in sugar and food coloring. Let stand until the mixture thickens. Refrigerate until serving. Makes about 8 servings.",96738
"Cook chicken. Chop into bite-size pieces. Place chicken in large mixing bowl. Add apple, celery and walnuts. Mix well. In small mixing bowl, combine mayonnaise, mustard and cream. Mix well. Add to chicken mixture. Mix well. Cover and refrigerate 2 to 24 hours. Just before serving, add lettuce. Mix well. Serve cold.",57989
Mix flour and salt together in a large bowl and set aside. Beat egg with vanilla extract until frothy. Add brown sugar and beat until combined. Add flour and baking powder and mix until combined. Stir in sesame seeds and toasted sesame seeds. Add cooking oil to the batter in a thin stream. Drop batter by teaspoons onto a greased baking sheet or into lightly greased paper-lined muffin tins. Bake at 400 degrees F until golden brown and cooked through (about 15 minutes). Cool slightly and serve with milk or coffee.,107425
Cut dough into squares. Place squares on ungreased baking sheet. Make small hole in each square. Place a dollop of pudding in each hole. Sprinkle with sugar and cinnamon. Bake at 400 for 10-12 minutes or until golden brown.,220817
"Drain artichoke hearts in a colander. Place in a bowl. Add mayonnaise, cheeses, lemon juice, garlic powder and old bay. Mix until well combined. Serve with crackers or veggies.",125590
"In a small bowl, stir together 1/2 cup soy sauce, 1/2 cup oyster sauce, creamy peanut butter, crushed red pepper flakes, 1 teaspoon grated gingerroot, 2 tablespoons minced shallot, 1 tablespoon minced gingerroot and 1 1/2 tablespoons oil. In a large saucepan of boiling water, cook beans until crisp-tender but still bright green, about 4 minutesdrain well. Transfer to a large bowltoss with 1/2 cup dressing and 1/3 cup roasted peanuts. In a small bowl, stir together the remaining 1/2 cup dressing with cilantrotoss with beans. Sprinkle with more roasted peanuts to taste.",179660
Beat eggs and sugar together until thick and lemon-colored. Add milk and chocolate and beat until well blended. Remove from the heat and add vanilla and butter. Pour into pie crusts and bake for 45 minutes at 350f. Serve warm or cold.,357944
"In a small saucepan, combine the water and soy sauce and bring to a boil over medium heat. Remove from the heat and add the garlic, brown sugar and ginger to the saucepan. In a large skillet over medium heat, heat the oil and add the steak. Cook until browned and transfer to the saucepan and continue cooking until tender (about 20-30 min). Add salt and pepper to taste. Pour sauce over steak and serve immediately.",180986
Preheat oven to 350 degrees fahrenheit. Brush pierogies with egg white then dip into breadcrumbs and parmesan cheese mix. Place on greased baking pan. Bake for 15 minutes or until golden brown.,60894
Heat oil in large heavy saucepan over medium heat. Add bell peppers. Cook 8 to 10 minutes or until tender. Add sausage. Cook 5 minutes. Add wine. Bring to a boil. Cook for 2 minutes. Add onions. Cook 3 minutes. Stir in Italian seasoning. Cook 1 minute. Add peppers. Cook for 2 minutes. Add 1 cup water. Bring to a boil. Add oregano. Simmer for 15 minutes or until thickened. Serve over hot cooked pasta. Serve hot.,156702
"Place whole chickens on a large plate. In a small bowl, combine seasoning salt and pepper. Sprinkle evenly over each chicken. Place chickens in slow cooker. Cover and cook on low for 6 hours. Remove chickens from slow cooker and place on a large cutting board. Place slow cooker back over low heat and add butter and Tabasco sauce. Stir until butter has melted and sauce is smooth. Return chickens to slow cooker. Cover and cook on low heat for 1 hour. Remove chickens from slow cooker and let rest for 10 minutes. Carve and serve.",254568
Pour thai tea into large container. Stir in water and evaporated milk. Add sugar and stir to dissolve. Add more thai tea to desired strength. Pour into tall glasses and serve.,63207
Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13 inch pan and set aside. Peel and core apples. Cut in half and scoop out the center part of the apple so that you are left with the skins on. Place apple halves cut side down in the prepared pan and pour the juice over the apples until they are about half submerged. Bake for 20 minutes. Remove the apples from the oven and add 1 tbsp of the granola to each apple half. Place apples back in the oven and bake for another 10 minutes or until apples are soft and juice has thickened and syrupy consistency. Remove from the oven and let cool for 5 minutes before serving.,389745
"In a pitcher, combine water and all the spices. Bring to a boil over high heat. Remove from heat. Stir in mint. Let stand for 15 minutes. Strain. Serve hot or cold.",25433
"Heat oil in a soup pot and sautee garlic until it turns a light brown color, stirring often. Stir in chicken stock and tomato puree and bring to a boil over medium high heat. Reduce heat and simmer for 10 minutes. Add diced tomatoes and lime juice and cook for 10 more minutes. Adjust seasoning with salt and pepper and stir in cilantro just before serving. Serve with crusty bread or pita chips.",260842
"Preheat grill. In large bowl, mash together mushrooms& garlic. Stir in sunflower oil. Form mixture into 4 patties. Wrap buns in aluminum foil to keep them warm. Grill patties until cooked through& browned. Place patties between buns. Sprinkle with gruyere. Serve with lettuce.",395769
Cut the onions into 1/2-inch slices. Place them into boiling water for 1 to 2 minutes. Remove and drain. Place the onions into a bowl with 1/4 cup of water and the honey. Toss the mixture until it's completely coated. Place the bowl into the microwave. Cook at 50 percent power for 5 minutes. Stir the mixture every 1 minute and cook for another 5 minutes. Allow to cool completely before serving.,80377
"In a large bowl combine the pecans, almonds and walnuts. Add oil and stir to coat lightly. Add maple syrup and stir to coat nuts evenly. Place herbs on a paper towel and roll in nuts, pressing gently to help the nuts absorb the herbs. Transfer to a wax paper covered cookie sheet and bake for about 10 minutes at 350 degrees until the nuts are lightly toasted. Place nuts on a cooling rack and allow to cool completely. Just before serving place nuts back into the cookie sheet and mix together the remaining ingredients, cayenne pepper and salt and pepper to taste. Add the herbed nuts back into the bowl and toss lightly to coat evenly and then serve.",321672
"Combine seasoning and salt&pepper. Drizzle with olive oil, and grill or broil for 5 minutes on each side. Serve with lemon wedges.",322508
Heat butter in a skillet. Saute onions until soft. Add sausage and cook through. Set aside. Slice the bread. Spread a thin layer of bocconcini cheese on each slice. Top with a small portion of the sausage mixture. Place one egg over each slice and top with the other slice of bread. Cover with plastic wrap and place on a baking sheet in the oven. Bake for 20 minutes until eggs are set. Cut into four pieces. Top each with a pecan.,387761
Season the chicken with 1 teaspoon of the soy sauce and the oil. Cover the bottom of the casserole with a thin layer of the honey. Lay the legs on the honey with the thighs up. Cover with the remaining honey. Bake for 40 minutes at 350 degrees.,107432
In large saut pan cook mushrooms in the oil over medium heat for 5-7 minutes or until tender and golden brown. Add white wine and cook for 2-3 minutes more. Sprinkle the rosemary into the pan and let the rosemary infuse the wine for 1-2 minutes. Add the chicken and cook for 2-3 minutes or until golden brown on one side. Turn the chicken and cook for 2-3 minutes more or until golden brown on the other side. Add salt and pepper to taste and serve immediately.,37765
Bring a pan of water to boil and cook the potatoes until just done. Drain and rinse under cold water. Melt the butter in a frying pan. Fry the bacon until crisp. Remove the bacon and keep warm. Fry the spring onions with the bacon fat until soft. Add the potatoes and fry until golden brown. Combine the vinegar with the mustard and pour over the potatoes. Add the honey and toss. Serve the potatoes warm.,32225
"Place chicken stock, fresh ginger, star anise, orange zest and five-spice into a saucepan over medium heat and simmer until reduced by half. Remove from heat and set aside. Season salmon fillets with salt and pepper. Heat sunflower oil in a skillet and saute salmon until golden brown on both sides. Place salmon fillets on a platter and drizzle with sauce from the pan. Top salmon fillets with bok choy and serve immediately.",457256
"Bring a large pot of water to a boil. Add rice and return to a boil. Reduce the heat to medium-low and simmer uncovered for 40-45 minutes. Remove the rice from the pot with a slotted spoon. Discard the liquid. In a skillet, cook the bacon until crisp. Drain the bacon. In a small saucepan, melt the butter. Add the onions and cook over medium heat until soft. Stir in the bacon, rice, green peppers, tomato soup, chili powder, sugar, and 2 cups of water. Bring to a boil. Reduce the heat to low and simmer uncovered for 30 minutes. Serve with enchiladas.",216327
"Spray an 8 inch square pan or a 9 inch round cake pan with cooking spray. Mix the peaches, oats, flour, cornstarch, cinnamon, nutmeg and brown sugar in a medium bowl. Stir in the honey. Pour the mixture into the prepared pan. Bake for about 30 minutes, until the crisp is golden brown. Serve warm.",183218
"In a large bowl, whisk together sugar, soda, salt and buttermilk until smooth. Stir in butter until well blended. In a large skillet over medium heat, melt 4 tablespoons of butter. Add pecans and brown sugar to skilletstirring constantly until sugar is melted and pecans are coated with caramel. Remove from heat and pour over butter mixturestir until combined. Pour batter onto greased cookie sheet. Bake 10 minutes. Cool slightly before removing from cookie sheet to cooling rack. Let stand until completely cool, then break into pieces. Store in an air-tight container.",40800
"Drain the peas and place them into a big pot. Add the water and the onions. Add the celery and the carrot. Bring to a boil. Cover and cook for about 1 hour. Remove the onions. Add the ham bone, the bay leaf and salt and pepper to taste. Bring to boil again and cook covered for about 2 hours. Add the thyme and cook for another hour. When cooked you should have about one cup of broth.",256890
"Put peaches in a large bowl. Add cloves, cinnamon sticks and sugar. Toss gently. Let stand at room temperature for about two hours. Add vinegar and toss gently. Refrigerate until serving. Serve with yogurt and fresh mint.",48200
Combine watermelon and cantaloupe in bowl. Add mint and basil and toss. Add lemon juice and simple syrup. Stir. Pour in Amaretto. Chill for several hours. Serve with thin slices of prosciutto.,481312
"Cut the cinnamon-swirl bread into 3-inch pieces. Place the bread in a shallow dish. In a small bowl, whisk together the eggs and half & half. Pour over the bread. In another small bowl, combine the brown sugar and vanilla extract. Sprinkle half of this mixture evenly over the bread. In another small bowl, combine the butter and the remaining brown sugar mixture. Spoon this mixture evenly over the bread. Bake in the preheated oven until the bread is golden brown, about 20 minutes. Serve with syrup or jam.",302861
Mix cream cheese and anchovy paste together. Add lemon juice. Add minced onion and chopped chives. Serve with crackers or bread.,158051
"Put sugar, corn syrup, cinnamon & salt into a small bowl. Add egg yolks & beat until thickened. Gradually beat in 1/4 cup of flour to make a paste. Pour into 2 crusts. Bake at 350 degrees for 10 minutes. While still warm, pour hot melted butter over top. In a small bowl, beat egg whites until stiff. Beat in 1/4 cup of flour & vanilla. Spread evenly over warm pie. Sprinkle with quick-cooking oatmeal. Bake for 12 minutes or until golden brown. Serve warm. Serves 6.",11757
"In small saucepan, combine orange juice concentrate, wine, mustard, honey and rosemarycook over low heat 10 minutes or until slightly thickened. Add soy sauce, tabasco sauce, garlic and hickory chips. Cook until heated through. Arrange chicken thighs skin-side down on broiler pansprinkle with 1/4 teaspoon of the seasoning mixture per side. Broil 3 1/2 inches from the heat 20 minutes or until golden brown and tenderturn chicken. Broil 10 minutes longer or until thoroughly heated. Transfer chicken to serving plattergarnish with parsley. Serve with warm vegetables or rice.",95582
"In a skillet over medium-high heat, heat olive oil. Add breadcrumbs, seasoning, parmesan cheese and stir to mix. When heated through, add frozen spinach and stir to incorporate. Cook until spinach is tender. Season to taste with salt and freshly ground black pepper. Serve warm or cold.",327530
"Bring a large pot of salted water to a boil. Add shell pasta and cook according to package directions. Meanwhile, in a large skillet over medium heat, melt butter. Add the minced garlic and saute for 1 minute. Add the tomato sauce and bring to a simmer. Add the broccoli and simmer until tender. Drain the pasta. Add the sauce and the mushrooms to the pasta and toss. Add the cheese and toss until the cheese has melted. Serve with additional cheese on top.",316646
"Rice Preparation: Bring rice and vegetable stock to a boil. Then reduce heat to low. Cover and simmer until rice is tender but still firm. Drain off any excess liquid. Vegetable Preparation: Cook onion and garlic in vegetable oil until tender. Add bell peppers, carrot and corn. Saute until tender. Add to rice mixture. Stir together. Serve immediately or cover and refrigerate until ready to serve.",310161
"Preheat oven to 350 degrees. In a large saucepan or stock pot, melt butter and cook macaroni and cheese mix for about five minutes, stirring often. Add the cream of celery soup and tuna and continue to cook until the macaroni and cheese is completely tender. Pour mixture into a greased 2 quart square baking dish and top with cheese. Bake for about 25 minutes or until cheese is melted and bubbly. Serves four.",159590
"Remove corn from the cob and cut into thirds. Place in a freezer bag. Add about 3 cups of water. Place the bag in the freezer. When the corn is frozen, remove bag from freezer. Add about 1/2 cup of sugar. Add 2 cups of ice to the bag. Shake bag vigorously. Repeat this process 2 more times. Place in a freezer bag. Place in freezer to store. To serve, remove corn from bag. Shake bag again to thaw corn. To use corn without thawing, remove the corn from bag, place in microwave-safe dish. Cook for 4 minutes. Shake bag again to thaw corn. Remove corn from bag. Serve with your favorite condiments.",315141
"Cook pasta according to package instructions (al dente). While pasta is cooking, in a skillet, heat oil over medium heat and add shallot and tomatoes. Cook and stir for 2 minutes. Stir in cream, pepper and nutmeg and simmer for 2 minutes. Add smoked salmon and heat through, stirring constantly for 2 minutes. Stir in pasta and toss to coat. Season with salt and pepper and serve immediately. Serves 4.",171748
"Combine all of the salad ingredients together in a large bowl. In a small bowl, whisk together the white wine vinegar and olive oil. Pour dressing over the salad mixture. Add cumin to taste. Toss together. Serve immediately.",281026
"Remove the skin and bone from 4 boneless chicken breasts. Cut into 8 pieces. Place 4 of the pieces in the center of 4 slices of bacon. Roll up and secure with 4 wooden toothpicks. Drizzle with olive oil. Place in a greased 9x13 baking dish. Bake in a 350 oven for 20-25 minutes. Meanwhile, cut 2 small cheddar cheese blocks in half. Place 1 piece of cheese in the center of each breast. Top with slices of tomato. Roll up and secure with 4 wooden toothpicks. Bake with the chicken for 20-25 minutes. Serve with a salad.",150574
Cook beef with salt and water until tender. Remove beef and drain well. Cut into bite-size pieces. Place ghee in saucepan and cook on medium-low heat for one minute. Add curry powder and stir well. Add water and red chili powder. Bring to boil. Reduce heat to a simmer and cook for 10 minutes. Return beef to saucepan and simmer for 10 minutes more. Add remaining ingredients and cook for 10 more minutes. Stir well. Serve over rice.,483011
Drain tuna. Cut into bite sized pieces. Add tomatoes and onion. Combine with cilantro. Add lime juice. Stir in jalapeno peppers. Season with salt. Top with lettuce. Serve on tortilla chips.,32736
"Mix breadcrumbs, coriander, garlic and ginger into ground chicken. Shape into small bites. Dip into beaten egg. Roll in breadcrumbs. Deep fry until golden brown. Serve hot.",110626
"Remove the skin and bones from the cooked chicken. Cut into bite sized pieces. Put the chicken pieces in a 1 1/2 quart baking dish. Pour the soup into the dish. Add the crackers, almonds and celery. Sprinkle with water chestnuts and season with salt and pepper to taste. Bake at 350f for 30 to 40 minutes. Remove and serve.",295640
"Mix together sugar and 2 cups of the crushed pineapple. Boil 5 minutes or until sugar is dissolved. Cool completely. Add orange jell-o mix to boiling waterstirring constantly until completely dissolved. Add remaining 1 1/4 cups of the crushed pineapplemix well. Fold in Cool Whiprefrigerate until firm. Spread half of the cream cheese over the bottom of a 9 x 13 inch pan. Add half of the orange jello mixturetop with remaining cream cheese mixture. Add remaining orange jello mixturetop with remaining cream cheese mixture. Freeze until firmthaw 1 hour before serving. If desired, garnish with fresh orange slices. Serves 16.",462350
Whisk together pudding mix and milk until completely smooth. Spoon over angel food cake in a 9x13 pan. Add strawberries over the top. Allow to set before serving with cool whip.,90365
In a medium saucepan over medium heat combine the unsweetened chocolate and the butter. Bring to a boil. Boil for 2 minutes stirring constantly. Add the salt. Add the sugar and whisk until dissolved. Add the whipping cream. Whisk until blended. Cook until it begins to boil. Boil for 2 minutes more. Remove from heat. Stir in the vanilla extract and walnuts. Cool to room temperature. Transfer to a bowl. Chill for at least an hour. Use as desired.,503104
Mix all ingredients. Toss lightly and serve.,148810
Place chicken in a roasting pan with a rack. Season with salt and pepper. Pour the honey over the chicken and rub the honey all over the chicken. Place the apple cider and dry mustard in a bowl and mix well. Pour the mustard mixture over the chicken and rub it all over the chicken. Roast in preheated oven for about 40 minutes. In a saucepan bring the apple cider and honey to a boil. Cook for about 3 minutes. Whisk in the heavy cream and brandy and cook for 3 minutes. Add the butter and cook until the mixture thickens. Add salt and pepper to taste. Transfer the sauce to a bowl and place in the refrigerator until chilled. Remove the chicken from the oven and let it rest for about 10 minutes before carving. Serve with the apple cream sauce.,308570
I made this for a 4th of July party I was having and it was a huge hit! It's so easy to make and so good! Mix 1/2 cup of vanilla instant pudding mix into 1 cup of cold milk (I used 2% milk). Then add 1/2 cup of vanilla ice cream and 1/2 cup of crackers to the milk and pudding mix and stir until the crackers are softened and the milk and pudding mix are well blended into the ice cream. Then add 1/2 cup of margarine and 1/4 cup of sugar and mix well until the mixture is smooth and creamy. Add the mixture to a large bowl and top it off with whipped topping and sprinkles. Yum! You can also add a small amount of cream to the milk before adding the ice cream if you want your ice cream to be even creamier! This recipe is great for summer parties or any time of the year! Enjoy!,104690
Let thaw rolls in refrigerator overnight. Preheat oven to 350 degrees f. Unroll rolls and place on greased cookie sheet. Cut rolls in half. Spread each roll with about 2 tbsp butterscotch pudding mix. Top each half with about 2 tbsp brown sugar and 1 tsp cinnamon. Place a handful of nuts on top. Roll each half up and secure with a toothpick. Place rolls in the oven and bake for 10 minutes. Serve warm with butter.,268273
"Boil rice in 6 cups of water until tender (about 20 minutes). Drain water completely, rinse with cold water to cool down the rice completely. In a pan heat oil add whole spices to it. Add the spices to the rice (if the rice is not well cooked you can add it to the spice mixture). Garnish with coriander leaves (cilantro). Serve hot with raita or salad or curry dish of your choice.",485080
"Preheat oven to 250f. Wash and trim the mushrooms and place them in a roasting pan with the bacon and green beans. Cook for about 20 minutes. Mix mustard and vinegar together and pour over the mushrooms. Place in the oven for about 5 minutes. Remove from oven and allow to cool. Place mushrooms in a large salad bowl with the beans and bacon. Whisk together oil, vinegar and mustard. Drizzle over mushrooms and toss. Garnish with parsley. Serve.",40611
"Combine water and carrots in a large saucepan. Bring to a boil. Reduce heat to medium-low and cook 4 minutes. Add pea pods and cook 5 minutes. Add butter and cornstarch to carrots and stir with a wire whisk until cornstarch is dissolved. Bring to a boil. Stirring constantly, bring to a boil again. Reduce heat to low and cook 3-5 minutes or until thickened. Stir in honey. Remove from heat. Cool. Serve.",62549
"In a large shallow dish, combine lemon juice and garlic. Add the chicken and turn to coat. Cover and marinate in the refrigerator for at least one hour. Thread the chicken on the skewers and grill on a medium hot grill for about 7 minutes per side or until done. Sprinkle with herbs and serve hot.",378970
"Add olive oil to skillet over medium heat. Add the onions, bell peppers, and butter to the pan. Cook until the veggies are tender. Add the eggs and salt/pepper to the pan. Continue to cook the eggs until they are set. In another bowl combine cream and salsa. Pour over the eggs while still cooking. Sprinkle with Parmesan cheese. Remove from the heat and let cool. Slice the eggs into quarters and serve with tortillas.",25892
In a mixing bowl toss spinach with vinegar and oil. Add all other ingredients and toss again. Let sit for 10-15 minutes. Add macadamia nuts. Toss well. Serve.,115522
"Preheat oven to 350 degrees F (175 degrees C). Grease muffin cups with shortening. Mix butter and sugar. Add eggs, one at a time. Stir in vanilla. Sift together flour and baking powder. Add dry to wet ingredients. Fill muffin cups two-thirds full. Bake in preheated oven for 20 minutes.",215703
Prepare teriyaki glaze by combining first six ingredients. Bring to boil and simmer for about 10 minutes. Remove from heat and cool slightly. Whisk in cornstarch until smooth and then stir in remaining ingredients until well blended. Brush teriyaki sauce over steak and then grill to your liking. Serve steak with dipping sauce for extra flavor and enjoy!,435351
Prepare cake mix according to package directions. Pour into greased and floured 9x13 pan. Bake at 350 degrees for 30 minutes. Remove from oven and poke holes throughout the cake. Make sure the holes go all the way through the cake. Pour the cold water into the holes. Pour the cold ricotta cheese over the entire cake. Sprinkle with almonds. Place back in the oven and bake for another 30 minutes. Remove from oven and cool completely. This cake will be moist and delicious. Serve with fresh fruit.,219741
Preheat oven to 350 degrees f. Heat olive oil in a large sauce pan over medium heat. Add onions and garlic. Saute until softened. Stir in the rosemary. Add pearl barley and cook 3 to 5 minutes. Add stock and bring to a boil. Reduce heat to medium-low and simmer 25 to 30 minutes or until barley is tender. Add sweet potatoes. Cook an additional 5 to 10 minutes. Turn crock pot to low. Transfer soup to a large slow cooker.,149708
"Cook noodles as directed on the package. Meanwhile, in a large saucepan, heat 2 tablespoons of the oil over medium heat. Add the scallions and ginger and cook, stirring often until softened, for about 1 minute. Add the broth and soy sauce and bring to a boil. Reduce the heat and simmer until the broth is reduced by half. Add the mushrooms and continue cooking until they are softened. Add the cooked noodles and the remaining vegetables. Toss to combine. Serve immediately.",72328
"Prepare seasoning by blending all dry ingredients together in a medium bowl. Place pork chops in a ziplock bag with marinade for 1 hour before cooking. Dry off pork chops with paper towels before dipping in seasoning/flour mixture to coat. In a large skillet with high sides over medium heat, heat 1 tbsp oil. Dip each pork chop in beaten egg before placing in skillet. Cook chops in oil 3-4 minutes per side or until a thermometer inserted into center of chop reads 155f. Serve pork chops with hot sauce on the side. Enjoy!",148990
"Brown bacon over medium heat until crisp. Drain all but 3 tbsp of grease from pan. Add corn, lima beans, garlic powder, celery salt, butter and milk to pan. Bring to a boil over medium heat then reduce heat to low. Cover pan and simmer for 15 minutes until lima beans are tender. Remove pan from heat and stir in mushrooms. Sprinkle with paprika and romano cheese.",436951
