response,target_recipe
Melt margarine in a large pan over low heat. Stir in vanilla wafer crumbs and mix until well coated. Press mixture onto the bottom and sides of an 8 inch square pan. Bake at 350 for 10 minutes. Combine chocolate chips and walnuts. Spread over top of crust. Bake for 5 more minutes. Combine flaked coconut and condensed milk. Spread over chocolate layer. Bake for another 5 minutes. Cool in pan. Cut into squares and enjoy!,84336
"In a small saucepan, combine the cranberries and water. Bring to a boil. Lower the heat to low and simmer for 10 minutes. Remove from heat. Stir in the orange juice. Add the sugar and stir until dissolved. Stir in the cinnamon sticks. Cool before serving.",502752
"Preheat oven broiler. In a small bowl combine vinegar, soy sauce and pepper. With a paring knife make several small cuts into the skin on both sides of each chicken breast and rub with the vinegar mixture. Season with salt. Place chicken on broiler pan coated with cooking spray, skin side down. Broil about 4 inches from heat until skin is golden brown on both sides. Turn once. Remove from oven and let stand about 3 minutes before serving. Serve with rice, if desired.",251050
"Preheat oven to 325f. Grease a 9 x 13 inch baking pan. In a large bowl, mix the flour and splenda. In a large bowl with an electric mixer, beat the pumpkin, applesauce and egg whites. In a separate bowl, combine the cinnamon, pumpkin pie spice and baking soda. Add to the pumpkin mixture and beat well. Pour into the prepared pan. Bake 50 minutes or until a toothpick inserted in the center comes out clean. Cool. Top with the topping. Store in the refrigerator.",96352
"Preheat oven to 375f. In a shallow bowl, combine flour and soup mix, stirring until well blended. Dip each chicken piece in the mixture, coating evenly. Place in an ungreased 13x9x2 inch pan. Bake for 1 hour, turning once and basting with mushroom soup during the last 30 minutes of baking time.",131372
In a large pot bring the water to a boil. Add the blackberries and simmer 10 minutes. Strain through a food mill into a bowl. In a small pot combine the tartaric acid and sugar. Stir to dissolve. Add to the strained blackberries. Skim off the foam. Ladle into hot sterile jars. Process in a water bath 20 minutes.,42123
"Wash mushrooms. Remove stems and slice. Blend breadcrumbs with margarine. Add lemon juice, parsley and dill weed and mix well. Add mushrooms and season with salt and pepper to taste. Beat eggs lightly. Spoon mixture into mushrooms, pressing lightly to fill. Sprinkle with cheese. Place in greased casserole dish. Dot with margarine and bake in a preheated oven at 350F for about 45 minutes. Serve hot or cold. Yield: 4 servings.",93750
"Preheat oven to 400 degrees F. Cook rice mix according to package directions. Add celery ribs, onion and butter. Cook until tender. Stir in soup. Add mushroom stems and piecesheat through. Place hens in shallow roasting pan. Spoon rice mixture into hens. Bake uncovered for 1 hour. Sprinkle with salt and pepper to taste. Serve with your favorite vegetables.",393972
Brown the ground beef. Add taco seasoning. Add salsa and cook for one minute. Mix in salad dressing and colby-monterey jack cheese. Pour into a 9x13 inch baking dish. Top with tortilla chips. Bake at 350 degrees for 20 minutes. Top with tomato and lettuce.,252144
"Preheat oven to 400 degrees F (200 degrees C).Cut cauliflower into medium florets. In a large bowl, toss cauliflower florets in fat free mayonnaise. In a small bowl, combine remaining ingredients. Mix well. Pour over cauliflower florets, and toss until all cauliflower is coated. Spread cauliflower into an ungreased 11x7 inch (28x18 cm) baking dish. Bake for 10 minutes in preheated oven. Stir gently. Bake another 10 minutes. Serve hot or cold.",34800
Halve jalapenos. Remove seeds and stems. Place in a saucepan with water to cover and bring to a boil. Boil for 10 to 15 minutes until softened. Drain and cool. Stuff jalapenos with queso fresco. Garnish with mint and cilantro. Serve with guacamole.,138699
Melt chocolate over double boiler. Add cream cheese and mix. Add vanilla and mix. Add powdered sugar and mix. Add extracts and mix. Roll into balls. Put in fridge for 1 hour. Roll balls in nuts. Place in fridge for 1 hour. Melt chocolate in microwave for 1 minute. Pour over truffles. Put in fridge for 1 hour.,146655
"Place sugar in a heavy bottom saucepan over medium heat, stirring to dissolve sugar completely. Add the strawberries and basil. Bring to a boil and reduce heat to a simmer for 30 minutes. Remove from heat and allow mixture to cool slightly. Transfer to a serving dish and top with oranges and syrup. Chill until ready to serve. Serve over ice cream or cake.",120303
Sift dry ingredients together. Cut in lard until crumbly. Add raisins and orange peel. Stir to mix. Add milk to make dough easy to handle. Knead dough 10 times. Roll out to 1/4-inch thickness. Cut into desired shapes and sprinkle with sugar. Bake at 350 degrees for 12 minutes.,251550
"Marinade: combine oil, vinegar, basil and salt in a large bowl. Add bocconcini and toss gently to combine. Leave to marinate for a few hours or overnight. Appetizers: arrange tomato halves on a plate. Add rocket and place the marinated cheese in the middle of the tomatoes. Serve with toothpicks. Cheers, doreen. Doreen randal, wanganui. New zealand.",233619
Pour sake over cherries. Let sit at least 5 minutes. Stir gently. Strain cherry mixture into glasses. Fill each glass with ice. Add a splash of ginger ale to each glass. Stir gently. Garnish with mint leaves. Serve chilled.,522941
"In large skillet or pot, brown meat and drain. Add potatoes and carrots and water. Salt and pepper to taste. Bring to boil and then reduce heat and simmer till potatoes are tender. Add onion and ketchup. Add cabbage and cook 5 minutes. Serve over mashed potatoes or rice.",237299
"Preheat the oven to 350 degrees f. Line 2 large cookie sheets with wax paper. In the bowl of an electric mixer, beat the butter with the sugar until well blended. Beat in the molasses. Add the eggs, one at a time, beating well after each addition. Combine the flour, soda and spicesstir into the molasses mixture. Cover the bowl and refrigerate for 1 hour. On a lightly floured surface, roll the dough to 1/4 inch thickness. Cut with a floured 2-inch cookie cutter. Place 1 inch apart onto the prepared cookie sheets. Bake for 10 to 12 minutes or until lightly browned. Cool for 2 minutes before removing to wire racks to cool completely. Yield: 2 1/2 dozen.",43142
"Place water and apple juice in a small saucepan. Stir in tea and bring to a boil over high heat. Remove from heat and add cinnamon stick, clove and ginger. Cover and let stand for 10 minutes. Strain and serve over ice.",403251
"Bring balsamic vinegar and sugar to a boil in a small saucepan. Remove from heat. Cool. Add walnuts and stir well. Refrigerate until ready to use. In a large bowl, combine greens and zucchini. Toss with dressing and serve topped with shrimp, strawberries, feta and hard-boiled eggs.",378839
Marinade chicken in pineapple juice mixture in plastic bag or dish for 1 hour. Grill or bake chicken. Serve over rice.,19886
"Cut up chicken into bite-sized pieces. Place in a large bowl. Add the sugar, soy sauce and butter. Stir gently until the sugar is dissolved. Spread the chicken out onto a cookie sheet. Roast in a 375-degree oven for 25-35 minutes.",322085
"In a small bowl mix soy sauce, green onion, brown sugar, garlic cloves, ground ginger, pepper, salt. Mix well. Remove any fat from the surface of the steaks. Place each steak in a zip-lock bag and pour marinade over the steaks. Seal bag and refrigerate overnight. Remove steaks from bag. Place steaks on a hot grill. Grill until desired doneness. Serve.",33811
Combine 1/2 cup water and beer in a Dutch oven. Bring to a boil. Add all remaining ingredients to beer mixture except ham. Stir well. Place ham in slow cooker. Pour liquid mixture over ham. Cover and cook on high for 4 hours. Reduce heat to low and cook for 2 more hours. Let stand for 10 minutes. Slice and serve.,127530
"Place 4 cups fresh or frozen cranberries in a saucepan with 1/4 cup water. Bring to a boil. Simmer for 5 minutes, stirring occasionally. Stir in 1/3 cup sugar. Continue to cook until mixture thickens and cranberries pop. Stir in 3/4 cup cranberry-grape juice. Cool. Cut 4 pears in half lengthwise. Remove seeds. Cut each half into 6 wedges. Arrange pears in a lightly-buttered baking dish. Cover with the sauce. Bake at 350 degrees for 1 hour, or until pears are tender. Stir in 1/2 cup dried cherries and 1/2 teaspoon ground cinnamon. Bake 15 minutes more. Serve warm. Makes 6 servings.",338999
In an electric mixer combine graham cracker crumbs with sugar and butter. Press mixture onto bottom and up sides of an ungreased 10-inch pie plate. Bake at 350°F for 10 minutes. Cool completely on a wire rack. In an electric mixer beat heavy whipping cream and milk until soft peaks form. Add brown sugar and cinnamon. Beat until stiff but not dry. Spread over crust. Refrigerate. In an electric mixer combine chocolate and 1 tablespoon butter. Beat until smooth. Add orange juice and zest. Beat until smooth. Spread over whipped cream layer. Refrigerate at least 4 hours or overnight. Top with whipped cream and garnish with orange zest.,396463
"Preheat oven to 350 degrees Fahrenheit. Grease 13""x9"" baking pan with cooking spray, line with wax paper and grease again. In a mixing bowl, stir together the flour, baking soda and salt until evenly mixed. In another mixing bowl, cream together the margarine and sugar until light and fluffy. Add the tofu and continue to beat until the mixture is light and fluffy. Beat in the eggs one at a time until they are fully incorporated into the mixture. Beat the vanilla into the mixture and then beat in the cocoa powder and flour mixture alternately with the milk until just blended and smooth. Spread the batter evenly into the pan and bake until the center is set and the edges begin to pull away from the pan. Cool on a wire rack for about 2 hours or until the brownies are completely cooled and set. Dust the brownies with chocolate shavings and serve immediately.",55583
"In a saute pan, heat olive oil. Add garlic and saute. Add onions and saute until tender. Add zucchini and saute until tender. Add string beans and saute until tender. Add tomatoes and cook until tomatoes are tender. Season with salt and pepper. Remove from heat. Add okra and parsley. Serve with fresh lemon slices.",125232
Wash the potatoes and cut into small cubes. In a pan heat oil and add mustard seeds. When it starts spluttering add hing and chili powder and turmeric and coriander powder and fry for 1 minute. Add the cut potatoes and fry for 2-3 minutes. Add salt and mix well. Garnish with chopped cilantro and serve.,184000
Prepare barbecue sauce by adding all ingredients to a saucepan and cooking over low heat for 10 minutes. Preheat your grill to high heat. Slice chicken breasts in half and season each side with 1 teaspoon seasoning salt and 1 teaspoon seasoning pepper. Place chicken and veggies in a large zip-top bag. Pour 2 cups barbecue sauce in bag. Seal bag and refrigerate for 30 minutes. Remove chicken and vegetables from bag. Place chicken in a 9-inch-square aluminum foil pan. Place vegetables in a 9-inch-square aluminum foil pan. Drizzle each chicken breast and each vegetable pan with barbecue sauce. Fold foil up and down over chicken and vegetables. Grill 25-30 minutes.,202107
"Heat the oil in a medium saucepan over medium heat. Add the flour, stirring until smooth. Whisk in the water gradually. Continue whisking until the gravy is smooth. Stir in the soy sauce, nutritional yeast, pepper and salt to taste. Serve on top of mashed potatoes.",35838
"Preheat oven to 375.In a mixing bowl combine flour, molasses, baking powder and salt. Beat together shortening and brown sugar until light and fluffy. Add egg and mix well. Stir in peach jam and raisins. Add to flour mixture and mix well. Drop by rounded tablespoons onto an ungreased cookie sheet. Bake at 375 for 8 to 10 minutes or until golden brown. Remove to wire rack to cool.",35526
Mix together cottage cheese and lemon juice. Add dill. Blend until smooth. Add scallops. Chill in refrigerator for 1 hour. Fill pasta shells with scallop mixture. Place shells in shallow baking pan. Toss with dressing. Bake at 375 degrees for 20 minutes. Serve with fresh sliced tomatoes.,21979
"Chop onions. Heat olive oil in a large skillet over medium heat. Add onions and saute until they are translucent. Add water, green bell peppers, hot peppers, fresh tomatoes. Cover skillet. Simmer over low heat for 20 minutes. Add salt. Serve over noodles or rice.",196141
Heat oil in skillet. Add onion and green pepper. Cook about 5 minutes stirring frequently until vegetables are soft but not browned. Add rice and continue to stir for 5 minutes. Add chicken broth and herbs and continue to stir for 3 minutes or until rice begins to look like it is cooking. Cover and cook on low heat for 20 minutes or until rice is tender and has absorbed all of the liquid. Let stand covered for 5 minutes before serving. Stir in parsley. Serve with your favorite vegetables.,39490
"Boil potatoes in salted water until just tender. Drain. Mash potatoes, stir in cream cheese until smooth. Mix in sour cream, parmesan cheese, green onion. Serve warm.",386664
"Heat up 1 to 2 inches of canola oil to 360-370 degrees. In a bowl combine powdered sugar, cinnamon and granulated sugar. Cut biscuits into quarters. Dip each quarter into sugar mixture and place on a paper towel until all quarters are dipped. Then place them into hot oil and cook until they are golden brown on both sides. Then place them into the sugar mixture until all doughnuts are coated.",53452
"Place shallot in bowl with sherry vinegar and red wine vinegar. Cover with plastic wrap. Let stand 10 minutes. Stir in oil, salt, and pepper. Reserve 1 tablespoon of dressing in separate bowl. Add tomato wedges to remaining dressing in bowl. Sprinkle with fresh basil leaves. Toss to coat. Arrange tomato salad on plate. Drizzle reserved dressing over top. Garnish with basil sprig.",227445
Preheat oven to 400 degrees f. Sift the dry ingredients into a bowl and add the butter and buttermilk. Mix together until it forms into a soft dough and knead lightly. Divide the mixture into 8 pieces and roll into balls. Place the balls onto a lightly greased baking tray and push them out slightly with the palm of the hand so that they are flat. Brush each with the beaten egg and then sprinkle the caster sugar on top. Bake the biscuits in the oven for about 10 minutes or until they are golden brown. Leave on the tray for 5 minutes before transferring them onto wire racks to cool completely. Serve with butter and honey or jam.,300451
"Preheat oven to 425 f. Combine shrimp and crabmeat in a bowl and set aside. In a large saute pan over medium heat, heat butter, garlic and green onions until garlic is golden. Season to taste with salt and pepper. Stir in shrimp and crab meat and combine well. Spoon mixture onto a baking sheet. In a bowl, combine panko and Parmesan cheese, season to taste with salt and pepper. Sprinkle over top of shrimp and crab mixture and bake for 5 minutes in a 425 f oven until shrimp is opaque and topping is golden brown.",235562
"Preheat the oven to 450 degrees F (230 degrees C). Grease 2 cookie sheets.In a medium bowl, stir together the biscuit mix, milk, parmesan cheese, butter, parsley flakes, garlic powder and Italian seasonings.On the prepared cookie sheets, shape the dough into 1 inch strips. Place in the preheated oven. Bake in the preheated oven for 7 minutes. Cool slightly before serving.",82717
"Cream butter and sugar. Add egg and vanilla. Mix well. Add cornmeal. Sift together and add flour, baking powder and salt. Mix well. Chill dough 1 hour. Heat oven to 350. Drop dough by rounded tablespoon 2 inches apart onto ungreased baking sheets. Bake 10 to 12 minutes or until lightly browned. Cool 1 minuteremove from pan. Cool completely.",71241
"Preheat oven to 350 degrees f. Grease and flour three 9-inch round baking pans. In a large bowl, combine the flour, sugar, baking soda and salt. In another bowl, combine the milk, oil and vanilla. Stir the milk mixture into the flour mixture and stir until just moistened. Stir in the vinegar. Pour into the prepared pans. Bake for 25-30 minutes or until golden and a toothpick inserted into the center of the cake comes out clean. Cool the cake on wire racks. When the cake is completely cool, ice the top. In a small bowl, combine the milk and vanilla and frosting. Spread over the top of the cooled cakes. Decorate with walnuts or pecans.",473899
"Cook fettuccine in boiling water for 6 minutes or until al dentedrain. In a small bowl toss butter with ham. Add fettuccine, 1/2 cup of the cream, limoncello, and 1/4 teaspoon of the pepper. Transfer to a serving bowltop with parsley and remaining cream and sprinkle with Parmesan. Serve with the remaining pepper sprinkled over the top.",60983
"In a large pot, cover potatoes with cold water. Bring to a boil over high heat. Reduce heat to medium-lowcook until potatoes are very tender when pierced with a fork, about 25 minutes. Drain potatoesreturn them to pot. Mash potatoes with a potato masher or the back of a wooden spoon until smooth. Beat in milk, butter and sour cream until smooth. Beat in garlic and cheese until blendedseason with salt and pepper. Transfer potatoes to a serving bowltop with scallions. Makes 4 servings.",82867
Mix dressing ingredients in a medium bowl. Add greens to the bowl and toss to coat. Divide among four plates. Add snow peas and grapes to each plate. Sprinkle with feta cheese and serve.,244604
"In a small bowl, combine ham, bell pepper, onion, cheese and flourset aside.In a medium bowl combine eggs and half-and-halfmix well. Add ham mixturemix well.Pour into prepared pie crusts.Bake at 425 for 25 minutesreduce heat to 350 for 25 minutes more.Let stand for a few minutes before slicing into wedges.",60557
"Preheat oven to 400 degrees fahrenheit. Peel potatoes and cut into chunks. Place in a large baking pan, cover with olive oil and garlic cloves. Add dried oregano and sprinkle with salt and black pepper to taste. Cover with aluminum foil and bake for 1 hour or until the potatoes are tender and soft. Add the beef stock and allow the potatoes to steam for another 10 minutes or so. Stir in the lemon juice and sprinkle with fresh oregano leaves. Serve warm or at room temperature.",169828
Heat oven to 400 degrees. Toss red onions with oil and spread on a rimmed cookie sheet. Add the squash and peppers. Season with salt and pepper. Roast until tender and golden brown.,374520
"Melt butter in a saucepan and add the caster sugar. Stir until melted and amber in colour. Beat the egg and add to the mixture. Stir and continue heating for 2 minutes. Remove from heat and allow to cool. Sift the self raising flour and add the milk. Stir and add the passionfruit syrup. Stir and add the boiling water. Pour the mixture into a 20cm round lined sponge tin and bake at 180 degrees C for 25 minutes. To make the sauce, combine the passionfruit syrup, butter and cream. Pour over the hot sponge.",124679
"Slice zucchini into half-inch rounds. Chop mushrooms. In a small skillet, melt butter and saut mushrooms and zucchini with the garlic for a few minutes. Add the soy sauce and continue cooking until mushrooms are tender. Serve over pasta or rice.",433373
Mix all dry ingredients. Add the butter. Add the eggs and milk. Mix well. Heat the griddle. Pour batter. Cook until bubbles form in the middle. Flip. Serve. Serve with whipped cream and blueberries.,157638
Slice avocados in half and remove seeds. Place one avocado half in the blender and process until smooth. Add the remaining ingredients and process until desired consistency. Repeat with other half. Serve with tortilla chips.,251715
"Heat oil in small saucepan over medium heat until oil is hot but not smoking. Add red chili pepper flakes, cumin seeds, snow peas, and red bell peppers. Cover saucepan. Cook 1 to 2 minutes or until snow peas are crisp-tender. Remove saucepan from heat. Stir snow peas mixture with spoon to mix with oil mixture. Serve immediately.",34867
"In large bowl combine first three ingredients. In small bowl combine flour, baking soda, salt. Add honey, butter, buttermilk. Beat until smooth. Pour into large bowl with oats. Stir until blended. Pour onto lightly greased baking sheet. Bake at 375 for 10 minutes or until light brown. Remove from baking sheet. Cool completely. Cut into squares or rectangles with pizza cutter. Makes about 6 dozen cookies.",56152
Place pork chops in crock pot with all remaining ingredients. Cook on low for 6-8 hours. Remove pork chops from sauce and shred meat with forks. Mix meat back into sauce. Serve over rice or mashed potatoes. Enjoy.,311178
Heat a large skillet over medium heat. Add bacon to skillet and cook until browned. Remove bacon from pan. Add olive oil. Cook potatoes in skillet until golden brown. Remove potatoes. In the same skillet cook the sliced mushrooms. Stir in cooked bacon. Heat through. Beat eggs in a bowl. Season the eggs with salt and pepper. Add chopped rosemary. Add cooked vegetables. Add the potatoes and bacon. Place pan into preheated oven. Bake for 30 to 40 minutes until egg is set. Garnish with fresh rosemary. Cut into wedges. Serve hot.,160926
Cut tomatoes in half lengthwise and remove seeds and pulp. Sprinkle insides with salt and pepper. Spread with mayonnaise and top with cheese. Bake at 350 degrees for 10 minutes or until cheese is melted. Garnish with parsley.,178823
"Heat the oil in a frying pan over a medium heat. Add the mushrooms and fry for 2-3 minutes. Remove from the pan and set aside to cool slightly. Mix together the flour, baking powder and salt. In a bowl, beat the eggs with the buttermilk until combined. Add the flour mixture and the cooled mushrooms, then stir until just combined. Heat a frying pan over a medium heat with 1 tbsp olive oil. Using an ice cream scoop or 1/4 cup measure, drop the mixture onto the pan and fry for 2 minutes on each side or until golden brown. Serve hot with sour cream and chives.",264539
Heat oil in large skillet on medium heat. Brown chicken in hot oil for 1 minute on each side. Add soup and milk. Bring to boil. Cook for 1 minute. Stir in parmesan cheese and basil. Pour into a serving dish. Serve over hot pasta.,122480
"Sift flour, baking soda and cinnamon together in a large mixing bowl. In a separate bowl, mix egg, molasses, buttermilk and melted butter. Stir molasses mixture into the sifted ingredients. Beat well until dough is smooth and moist. Roll out to 1/2 thickness on floured surface and cut into circles with a biscuit cutter or drinking glass. Bake for 10 to 12 minutes at 400 degrees. Cool on wire racks. Makes 2 dozen cookies.",124639
"Preheat oven to 375 degrees F (190 degrees C). In a small bowl, stir together the chili powder, cumin, paprika, and oreganoset aside. Beat the sugar and egg together in a small bowl, and stir into the chili powder mixture until well blended. In another bowl, combine the flour, bread crumbs, and salt. Dip each fillet into the egg mixture and coat with the flour mixture. Spray a baking dish with cooking spray. Place fillets into the baking dishspray tops of fillets with cooking spray. Bake for 12 to 15 minutes in the preheated oven, or until the salmon flakes easily with a fork and is cooked through. Meanwhile, cook the spinach according to package directions and drain. Serve the salmon topped with spinach and drizzle with the olive oil.",135146
"In a skillet heat 1 tablespoon of oil over medium heat. Cook the onion in oil until translucent. Add garlic cloves and cook for 2-3 minutes. Add mushrooms and cook until tender. Add spinach and cook until wilted. Add red pepper flakes and chili-garlic sauce, cook until fragrant for 2-3 minutes. Add beef broth and bring to a boil. Simmer until thickened. Season with salt and pepper to taste. Serve on top of mashed potatoes garnished with sour cream.",170071
Place the roast in the crock pot. Add the pickles and chili sauce. Add the garlic cloves. Sprinkle with the pepper. Pour in the water. Cover and cook on low for 10 to 12 hours. Shred the meat and serve on the bun. Makes 6 servings.,306958
 Preheat oven to 350 degrees f. Spread bread cubes on baking sheet and bake 5 minutes or until dry and crisp. Remove from oven and stir. Bake 5-10 minutes more or until golden brown. Transfer to a bowl and mix in seasonings. Stir in parmesan cheese.,120329
"Preheat the oven to 450. Place the sweet potatoes in a large bowl. In a small bowl, whisk together the olive oil, lemon juice, lemon zest and salt and pepper to taste. Pour the oil mixture over the potatoes and toss until coated. Spread the potatoes onto a lightly greased baking sheet. Roast until soft and brown around the edges. Drizzle with melted butter and sprinkle with brown sugar. Roast for a couple minutes longer until the glaze is caramelized.",141656
While marshmallows are toasting add heavy cream to the saucepan and heat over medium-high heat until it begins to boil. Add the semisweet and dark chocolate and let it melt into the cream mixture. Add the toasted marshmallows and stir until the marshmallows are melted and the mixture is completely smooth. Serve in mugs or in a bowl with graham cracker sticks or cookies for dipping.,406522
"Cook hot dogs and set aside. Fry the onions in butter until translucent and soft. Add the ketchup, mustard, relish, and chili and simmer until thick. Combine the hot dogs with the mixture and heat through. Serve in hot dog buns with a sprinkling of cheese and a pickle slice.",258062
"Preheat the oven to 425 degrees F. In a large bowl, toss the beets with the butter, honey and ginger until everything is evenly coated with the butter mixture. Spread the beets evenly on a large baking pan and sprinkle with the salt and pepper. Roast the beets until tender when pierced with a knife or skewer, about 45 minutes. Serve warm with your favorite accompaniments, such as goat cheese and salad greens.",260311
Line a 9x13 inch pan with waxed paper. Melt butter and cocoa in a large pot over low heat. Remove from heat and stir in honey and water until combined. Stir in rice bubbles until well coated. Pour into prepared pan and refrigerate for at least an hour until set. Cut into squares and store in an airtight container. These are really rich and chocolatey so you don't need a lot at a time. I also found if I didn't have waxed paper in the cupboard I used baking paper and they came out just fine.,353523
"Preheat oven to 375f. Coat a 9x13x2 inch baking pan with cooking spray. Melt butter in a large skillet over medium heat. Add potatoes and garlic powder. Cook and stir until the potatoes are golden brown, 5 to 6 minutes. Sprinkle with parmesan cheese and the remaining butter and garlic powder. In a small bowl, combine oil and salt and pepper. Drizzle over potatoes. Toss to coat. Transfer potatoes to the pan. Bake for 15 minutes. Stir the potatoes and bake for 10 to 15 minutes more or until the potatoes are crisp and brown.",168140
"Line 2 baking sheets with parchment paper. In a medium bowl, whisk together honey, cocoa and salt. Add coconut oil and milk. Whisk to combine. Fold in peanut butter and vanilla. Fold in oats. Form into 1 inch balls. Place on prepared sheets. Refrigerate until set. Makes 32 balls.",508933
"Beat eggs and sugar together for 5 minutes or until light and fluffy. Add oil and vanilla and beat well. Add flour, baking soda and salt. Mix well. Stir in oats and mandarin oranges. Pour into a greased loaf pan and bake for 1 hour at 350 degrees. After baking, mix together mandarin orange gelatin and boiling water and pour over bread. Refrigerate overnight and serve the next day. Great for Easter, Mother’s Day or any other time you want a delicious bread.",45968
Pour all the ingredients into a cocktail shaker with ice cubes. Shake well for about 30 seconds or until the outside of the shaker is very cold. Pour into a cocktail glass and garnish with a lime slice.,428320
"In large bowl, combine all ingredients. Refrigerate 24 hours. Serve chilled.",293378
"Spread each slice of bread with butter and top each slice with 1 slice of cheese. Place on grill and cook 2-3 minutes on each side until cheese is melted and bread is golden brown. Assemble sandwiches using 1/2 of each sandwich, chicken, raisins, almonds and celery on one slice of bread and cheese on the other slice of bread. Spread mayonnaise on outside of bread and press together. Cut in half and enjoy.",233500
"Pour couscous into a large bowl. Add tea bag. Stir in water and chicken broth. Cover and let stand until liquid is absorbed and couscous is tender, about 5 minutes. Fluff with a fork. Stir in raisins and almonds. Sprinkle with cumin. Serve hot.",415734
"Preheat oven broiler. Slice bread into 1-inch slices. In small bowl combine cheese and seasonings. Spread each slice with cheese mixture. Top with red onion, olives, tomatoes and ham. Broil until cheese is melted and bubbly. Serve immediately. Makes 4 servings.",388104
"Grease 9 x 13 pan. Crush graham crackers. Melt margarine. Add cake mix. Press into pan. Bake at 350 degrees for 10 minutes. Combine buttermilk, eggs and vanilla. Pour over crust. Sprinkle with crackers. Bake 30 minutes. Cool. Spread with cream cheese. Dust with powdered sugar.",181389
Cut pineapple into 1-inch slices. Brush with butter. Combine brown sugar and rum. Grill over medium heat until pineapple is tender and sugar begins to caramelize. Top with mint leaves and basil leaves. Serve with vanilla ice cream.,358376
"Beat egg whites until stiff. Add vanilla. Set aside. Mix together the flour, baking powder, and salt. Add the sugar and egg yolks. Beat until smooth. Add the milk. Add the butter. Beat until smooth. Add the egg whites and mix lightly. Pour into a greased and floured 9x13 inch pan. Bake at 350 degrees for about 30 minutes. When cool, spread frosting over top. Cut into squares. Frosting: Combine the butter, milk and sugar. Heat until the butter melts. Cool slightly. Beat in vanilla. Spread over the cooled cake.",333167
Preheat oven to 350 degrees. Pound each chicken breast until it is 1/4 inch thick. In a mixing bowl combine the butter and white sugar. Add the onions and cook over medium heat. Add the parsley and cook for 3 more minutes. Sprinkle with lemon pepper. Spread the mixture over the chicken breasts and roll up. Place in a 9x13 pan. Mix together the lemon juice and garlic salt. Pour over the chicken breasts. Bake at 350 for 45 minutes. Serve with rice.,293060
"Preheat oven to 350 degrees f. Grease a 9-inch springform pan. In a medium bowl combine the splenda and cake flour. Stir in the salt. Add the egg whites and beat with an electric mixer until smooth and foamy. Gradually beat in the nonfat milk. Spread over bottom of springform pan. Bake for 15 minutes or until lightly browned. Meanwhile, combine the fat free cream cheese and vanilla in a bowl. Stir until smooth. Spread over baked crust. Bake 15 to 20 minutes more or until set. Remove from oven and cool. Refrigerate. Remove sides of springform pan. Makes 8 servings.",201453
Tear the toast into small pieces. Sprinkle with the shrimp and sprinkle with the cheese. Broil until the cheese is melted and the shrimp turn pink. Sprinkle with the onion rings and sesame seeds. Serves 2.,385900
Combine all dressing ingredients in small bowl. Add onion. Toss to coat. Add greens. Toss to combine. Divide between 2 individual salad bowls. Garnish each with plum tomato. Serve immediately.,85886
Clean the fish and cut in thin pieces. Heat oil in a fry pan. Add turmeric and red chili powders and ginger-garlic paste and stir for few seconds. Then add fish pieces and saute for few seconds. Now add black pepper and lemon juice and mix well. Close the lid of the fry pan and cook for 2-3 minutes on low heat. Serve hot with rice or chappathi.,474058
"Place honey in small saucepan. Stir in lemon juice. Bring to a boil over medium heatcook 1 minute. Stir in mustard, curry powder, onion. Reduce heatsimmer 3 to 5 minutes or until thickened slightly. Remove from heatstir in almonds. Combine with chicken. Place in baking dish. Bake at 350 for 30 to 45 minutes. Serve hot.",37826
Cut salmon into bite size chunks. Cut potatoes into bite size chunks. Melt butter in skillet. Add salmon. Cook for about 5 minutes. Add potatoes. Cook for about 10 minutes or until salmon and potatoes are brown. Season with salt and pepper. Serve with salad or vegetables of your choice.,70587
"Soak konbu and shiitake mushrooms in water for 30 minutes. Meanwhile, cut beef into 1/2 inch strips. Add water to pot and bring to a boil. Add beef and konbu mixture. Cover and cook for 1 minute. Add shiitake mixture, watercress, tofu, enoki mushrooms, and pasta. Cook for 5 minutes. Serve in bowls with dipping sauce.",119254
Mix cheesecake mix and filling together in large bowl. Add 1/2 cup cherry pie filling to the mixture. Spread the mixture into 6 parfait glasses. Top with lemon rind and almonds. Store in the fridge until ready to serve. Chill thoroughly. Serve with the remaining cherry pie filling.,63257
"Preheat the oven to 350 degrees F. In a large skillet heat the oil over medium heat. Season the pork on both sides with the salt and pepper. Add the pork to the pan and saute until browned on both sides. Add the potatoes to the pan, cook for 5 minutes or until the potatoes are soft. Pour the wine over the pork and potatoes, bring to a boil, cover and bake for 20 minutes or until pork is cooked through. Remove from the oven and set aside to cool for 5 minutes. In another skillet heat the butter over medium heat. Add the cabbage and saute until wilted. Add the cooked pork to the cabbage mixture and toss together.",312657
"In a shallow dish, combine the honey, mustards and lemon juice. Dip each chicken breast into the mixture and allow the excess to drip off. In a shallow bowl, combine the breadcrumbs and butter. Dip each breast in the crumbs to coat. Place the brie slices on the breast. Broil until the cheese is melted and the crumbs are golden.",168266
"Preheat oven to 425 degrees. In a shallow dish, combine the breadcrumbs, cheddar cheese, ancho powder, garlic powder and 1/2 teaspoon salt. Whisk egg in another shallow dish. Dip each piece of chicken into the egg, then into the breadcrumb mixture to coat. Place on a baking sheet. Bake for 15 minutes or until crust is golden brown. Turn over and bake for another 10 minutes or until chicken is cooked through. Makes 4 servings.",82888
