response,target_recipe
Heat oil in large pan. Saute onion and ginger until tender. Stir in garlic and spices and saute 1 minute longer. Add carrots and parsnips and saute 5 minutes. Stir in stock and bring to a boil. Cover and simmer 20 minutes until vegetables are tender. Cool slightly and puree in blender. Return puree to pan and stir in sour cream. Heat through and season with salt and pepper to taste.,232078
"Place ham in 4 quart crock pot. Add cloves and juices. Mix brown sugar with cornstarch in a small bowl to make a paste. Stir into juices in crock pot. Cover and cook on low heat for 8-10 hours or high heat for 4-5 hours. Remove ham from crock pot. Strain juices into a saucepan. Add mustard to taste. Bring to a boil over medium heat, stirring constantly, until sauce is thickened. Pour sauce over ham and serve.",247383
"Cut off the woody ends of the asparagus spears and cook them in boiling water for 2 minutes or until tender-crisp. Drain. In a small bowl, whisk together the wine vinegar, Dijon mustard, shallots, parsley, and peanut oil. Pour the vinaigrette over the asparagus spears, tossing to coat well. Season with salt to taste. Serve at room temperature or chilled.",360722
Preheat oven to 350 degrees F. Combine first four ingredients and mix well with hands. Shape mixture into 4 patties and place onto a baking sheet lined with foil. Bake for 20 minutes or until browned.,137825
"In a large pot of boiling water, cook the orzo until al dente according to package directions. Drain and rinse under cold water. Heat the oil in a medium non-stick skillet over medium-high heat. Add the shallot and garlic and saute until they begin to soften, about 1-2 minutes. Stir in the ham and cook until it is heated through. Add the half-and-half and cook until the half-and-half is warm. Add the orzo and peas and mix to combine. Add the parmesan cheese and season with salt and pepper. Toss to combine. Transfer to a large serving bowl. Serve at once. Serves 8.",144220
Trim the excess fat from the lamb leg. Wash the lamb thoroughly and pat dry. Rub the lamb with olive oil and season with salt and pepper. Heat the olive oil in a large heavy skillet over medium-high heat. Add the onions and garlic and cook until the onions are translucent. Add the lamb and brown on all sides. Add the thyme and sprinkle with the flour. Add the wine and bring to a boil. Reduce heat and simmer for 20 minutes. Add enough water so that the lamb is covered by 2 inches. Add the parsley. Cover and simmer on low for 3 hours. Remove the lamb from the broth and allow it to rest for 30 minutes. Strain the broth and reduce by half. Strain the broth again through cheesecloth. Serve the lamb sliced with the broth on the side. Garnish with fresh parsley. Serves 4-6.,207863
"Heat oil in a large saucepan over medium heat. Add onion and cook, stirring frequently until softened about 8 minutes. Add tomatoes, sugar, vinegar, molasses, garlic, cumin, paprika and allspice. Stir until sugar is dissolved. Bring to a boil over medium-high heat. Add cranberries, reduce heat to low and simmer, stirring occasionally until cranberries burst about 10 minutes. Remove from heat and let cool. Transfer to a bowl. Cover and refrigerate until ready to serve. Serve as a side dish with roast chicken or turkey.",449342
"In a large saucepan over medium heat, melt butter and saute onion until tender. Add flour and stir until blended. Gradually add broth and mix well. Add cream of chicken soup and stir until smooth and well blended. Add half-and-half cream and mix well. Add ham and cauliflower and continue cooking until vegetables are tender. Stir in cornstarch mixed with cold water and bring to a boil, stirring constantly until thickened. Add chives and pepper and stir well. Serve in individual bowls and sprinkle with parsley if desired.",159440
"In a medium sized sauce pan, combine sugar, minute tapioca and milk. Bring to a boil over medium heat. Boil for 2 minutes. Remove from heat and stir in egg yolks. Return to medium heat, stirring constantly until mixture thickens, about 5 minutes. Remove from heat and add vanilla and salt. Pour into a greased 9 x 9 x 3 inch baking pan or 3 individual baking dishes. Bake for 35 to 40 minutes at 350 degrees f or until set. Cool. Serve warm or cold.",278100
"Preheat oven to 400 degrees F. In a large bowl, combine biscuit mix, cheddar cheese, sesame seeds and half-and-half or milk with a pastry blender or two knives until well-blended. Add butter and work into the mixture with your hands just until well-blended. On a lightly-floured surface, roll dough into a 1/2-inch-thick rectangle. Cut into rounds with a 2-inch cutter or glass. Place biscuits on ungreased baking sheets. Bake in a preheated 400 degree F oven for 12-15 minutes or until lightly browned. Makes 2 dozen.",108752
"Beat the cake mix, eggs and vegetable oil in a mixing bowl. Stir in the chocolate chips. Form into small balls and place on a greased baking sheet. Bake at 350 for 8-10 minutes. Remove from the oven and let cool for about 2 minutes before removing from the baking sheet. Store in an airtight container for up to 2 weeks or freeze for up to 3 months.",428585
"Brown chicken breasts in butter or margarine. In a small bowl combine soup and rotel tomatoes. Set aside. In a greased casserole dish, layer 1/2 of the chicken, then 1/2 of the soup mixture, then 1/2 of the corn, then 1/2 of the pepper cheese. Repeat layering process ending with pepper cheese on top. Sprinkle with green onions. Bake at 350 for 45 minutes or until heated through and browned on top. Remove from oven and sprinkle with doritos. Return to oven for another five minutes.",120097
Boil the potatoes until they are done. Cut the leeks and saute them in butter for about ten minutes until tender. In the meantime mix the flour and nutmeg with the milk. When the potatoes are done add them to the leeks and mix well. Add the milk mixture and cook until thickened. Add the salt and pepper and pour into a pie dish. Bake at 375° for about 30 minutes or until the pie is lightly browned.,51943
"1. Preheat oven to 350 degrees f. Grease a 9-inch square baking pan.2. In a large saucepan combine brown sugar, flour, vanilla, butter, sugar, milk, salt and baking powder. Mix well.3. Pour into baking pan. Bake 25 to 35 minutes.4. Sprinkle with powdered sugar.5. Serves 10.",223857
"Preheat oven to 350 degrees F (175 degrees C). Season the roast with salt, pepper, thyme, rosemary and vinegar. Rub the olive oil over the roast. Roast in the preheated oven for about 1 hour. Check for doneness after 1 hour of cooking by inserting a meat thermometer into thickest part of roast. It should read 140 degrees F (60 degrees C). Allow to rest for 10 minutes before carving.",61718
"Puree onions and garlic in blender until smooth. Strain through a sieve and discard solids. Add orange, lemon and lime juices and water. Add oregano and cumin. Chill for at least an hour. Season with salt.",502870
"Heat a large heavy skillet over medium high heat and add butter. Place chicken in skillet and brown both sides. Sprinkle with parmesan and garlic and pepper to taste. In a separate bowl, combine cornflakes and ranch dressing mix and sprinkle over chicken. Drizzle with additional butter and serve. Serves 3 - 4.",228085
"Place the tilapia fillets into a greased baking dish. In a bowl combine the onion, tomatoes, garlic and basil. Sprinkle with the salt and pepper and pour the mixture over the tilapia fillets. Bake at 450 for 12 minutes or until fish flakes easily with a fork. Serve with rice and steamed vegetables.",420896
"In a medium bowl, toss together the walnuts, shallot, vinegar, walnut oil, extra-virgin olive oil, salt, and pepper. Add celery and dates. Add cheese, tossing gently to combine. Let stand for at least 30 minutes.",338014
Heat a non-stick pan over medium heat and add the sprouts and garlic clove. Saute until sprouts are bright green and garlic is golden. Add the vinegar and water and stir until the liquid is reduced by half and the sprouts are tender crisp. Remove from heat and stir in the parmesan cheese and the salt and pepper to taste. Serve immediately while still hot.,135982
Mix herbs with crumbs in shallow dish. Press fillets in herb crumbs on both sides. Beat egg yolks in shallow bowl until frothybeat in flourstir in enough milk to make a smooth batter. Dip fish in battercoat with breadcrumbs. Heat oil in heavy skillet over medium heat until hot but not smoking. Add fishfry 3 minutes or until golden on both sides. Remove fishdrain on paper towels. Yield 4 servings,216217
"In a microwaveable bowl, melt peanut butter on high for 30 seconds. Stir in banana pieces. In a glass bowl, combine peanut butter mixture with ice cream. Top with chocolate syrup, caramel sauce and whipped topping.",317880
Heat broth to a simmer in a medium saucepan. Add red cabbage and cook for 2 minutes. Remove from heat and let stand for 10 minutes. Drain cabbage and puree in a blender until smooth. Return puree to pan. Stir in lemon juice and season to taste with salt and pepper. Serves 4,141100
"Heat vegetable oil in a 10-inch nonstick skillet over medium-high heat. Add scallions and cook until softened, about 2 minutes. Add eggs. Sprinkle with salt and pepper. Cook until eggs are just set, about 3 minutes. Transfer eggs to a plate. Dip tortillas into egg mixture, then coat both sides with flour. Add tortillas to hot skillet. Cook until crisp on both sides, about 1 minute per side. Spread tortilla with salsa. Top with eggs. Roll up. Cut into quarters.",106831
"Preheat oven to 180 c. Wash beets and slice thinly. Place in an ovenproof dish. Drizzle with 2 tbsp of the oil, season with salt, pepper and garlic. Roast for 30 minutes. Place salad leaves in serving bowl. Drizzle over 2 tbsp of oil. Scatter onions and beetroots. Toss well. Drizzle over remaining oil. Sprinkle with lemon juice. Serve.",10956
Melt cream cheese in microwave. Mix together all ingredients. Add ice cubes. Blend in mixer. Makes 2 servings.,314463
"In a shaker, combine ginger ale and orange wedges. Pour into a glass. Add coffee liqueur. Add ice cubes. Top with vanilla vodka. Stir. Serve.",147816
Place the chicken breast halves in the crock pot and add the red peppers. Sprinkle with the garlic powder and dried rosemary. Add the olive oil. Add 1 cup of water to the crock pot. Sprinkle with salt and pepper to taste. Cook on low for 6 to 7 hours.,387226
"Soak 3 to 4 onions in warm water for 10 minutes to reduce tearing. In pressure cooker, saute the onions and green peppers in cooking oil until tender. Add tomato juice and bring to a boil. Place steaks in cooking pot and cover with tomato juice mixture. Sprinkle steaks with salt and pepper. Place lid on cooker and bring to high pressure. Cook for 15 minutesreduce heat to low and cook for 10 minutes more. Remove lid from cooker and drain off liquid. Serve over rice or mashed potatoes.",16739
Rub both sides of lamb chops with apricot jam. Combine ketchup and garlic powderspread on both sides of chops. Combine ketchup and garlic powderspread on both sides of chops. Let stand at least 1 hour and up to 24 hours. Place lamb chops on a broiler panspray with cooking spray. Broil about 4 inches from heat for 3 minutes on each side or until desired doneness. Serve with desired amount of ketchup-garlic powder mixture and remaining apricot jam.,110746
"Puree mangoes in food processor. Add ice and puree again. Strain through cheesecloth to remove seeds. Combine lime juice, lemongrass and sugar. Pour over mango puree. Refrigerate at least one hour before serving. Serve with a scoop of ice cream or sorbet. Garnish with mint.",422083
"Boil potatoes until tender. Drain and put in a large salad bowl. In a separate bowl combine dijon mustard, white wine vinegar, and olive oil. Stir to mix well and add to potatoes. Add parsley to top before serving.",360260
"Wash & dry berries. Mash berries in a large bowl with a potato masher until juice flows. Add sugar, lemon juice & water. Bring to a boil over medium-high heat, stirring occasionally until sugar dissolves (about 5 minutes). Add pectin & bring back to a boil. Stir constantly for 1 minute until thickened & clear. Ladle into warm sterilized jars, leaving 1/4 inch headspace. Wipe jar rims with damp paper towels & cover with lids & bands. Process in a boiling water bath canner for 5 minutes. Makes 4 pints.",412141
"In skillet brown beef and onion over medium-high heat for 5 minutes or until no longer pinkdrain. Stir in seasoning mix and water. Bring to boilreduce heat. Coversimmer for 5 minutes or until beef is tender. Serve taco filling with taco shells. Top with lettuce, tomatoes and cheese.",517213
"Preheat oven to 220C/Gas 7. Pull out the basil leaves from their stalks and chop finely. Put them into a bowl with the garlic, olive oil and some seasoning (salt and black pepper) and mix. Take the tomatoes and cut them into quarters. Put them into a roasting tray and add the olive oil and seasoning. Roast for 20 minutes or until they begin to soften. Once they are cool enough to handle, place them in a food processor with the horseradish. Blitz until smooth. Add the vodka and blitz again. Add the vinegar and blitz again. Pour into a bowl and add the basil mixture and mix well. Serve with cold beetroot.",320279
"Blend strawberries, banana and tangelo in blender until smooth. Add splenda sugar substitute and ice cubes and blend until smooth again. Serve immediately.",110420
"Wash tomatoes and remove core from each tomato. Salt tomatoes and leave in fridge for half hour. Fry bacon until crisp. Chop bacon into small pieces. Chop onion into small pieces. Place breadcrumbs in a bowl. Mix together tomato pulp and breadcrumbs. Add bacon, onion and parsley. Season. Place mixture into each tomato and cook in oven for 20 minutes.",220314
In a large bowl beat together butter and sugars until light and fluffy. Beat in egg and vanilla essence. In a separate bowl sift together flour and salt. Add flour mixture to butter mixture and combine until dough forms. Divide dough in half and wrap each half in cling film. Refrigerate for at least one hour or overnight. Preheat oven to 180C/350F/Gas Mark 4. Remove one half of the dough from fridge and roll out on a floured surface about a quarter of an inch thick. Using a floured cookie cutter cut out cookies and place on a lined baking tray. Repeat with remaining dough. Bake for about 12 minutes or until golden. Cool on a wire rack. Store in an airtight container.,218316
"Slice zucchini into 1/4-inch thick pieces, and place in a large bowl. Toss with 2 tablespoons of basil-garlic-oregano seasoning and 1 teaspoon garlic salt. Heat cooking spray in a large skillet over medium-high heat. Add onion and cook 2 minutes or until golden brown. Add zucchini mixture and remaining 2 tablespoons basil-garlic-oregano seasoning and 1 teaspoon garlic saltcook and stir 3 minutes or until zucchini is tender and onion is golden brown. Divide evenly among 4 serving platessprinkle each serving with 1 tablespoon Parmesan cheese and basil.",63975
Combine first three ingredients. Mix well with ham and marinate for a day. Remove ham from marinade. Bake at 375 for 35-45 minutes. Baste with marinade every 15 minutes. Cook until done (155 internal temperature).,50890
Mix all ingredients except onion soup mix together with your hands. Add the soup mix to the meat mix and mix with your hands until combined. Form into a loaf shape and place on a lightly greased cookie sheet. Bake at 350 degrees for 30 minutes. Cook to an internal temperature of 160 degrees with a meat thermometer.,308401
"Preheat oven to 375 degrees. Mix flour, margarine and milk. Crumble mixture over fish. Sprinkle with frozen peas. Season to taste with salt and pepper. Bake for 10 minutes. Serve on toast.",441758
Put honey snap biscuits into a food processor with the butter. Process until the biscuits are finely crushed. Remove about a third of the crushed biscuits. Mix the gelatin with the water. Heat the cream cheese and the caster sugar in a saucepan until the cheese is melted. Stir over a low heat. Remove from the heat and stir in the gelatin mixture. Stir in the remaining crushed biscuits. Pour into a 22cm round springform tin. Refrigerate for 6 hours or overnight. Meanwhile make the chocolate mixture. Put the chocolate candy bars into a bowl. Heat the cream until boiling. Pour over the chocolate candy bars. Stir until the candy bars have melted. Leave the mixture for 1 minute until it thickens. Pour over the set cheesecake. Refrigerate for a further 4 hours. Remove the sides of the springform tin and transfer the cheesecake onto a cake board. Decorate with a few extra chocolate candy bars.,108302
Mix cream cheese and cheddar cheese together until smooth. Stir in imitation crabmeat. Spread over tortilla and roll up burrito style. Top with salsa and enjoy.,203297
Add all ingredients together. Sprinkle with cheddar cheese on top. Bake at 350f degrees for 20 minutes.,154527
Bring water to boil and cook the noodles for 3 minutes. Rinse with cold water. Combine soy sauce and mirin in a small bowl. Combine ginger and leeks in another small bowl. Divide noodles into two bowls. Divide soy sauce mixture and ginger mixture evenly. Top each serving with nori and wasabi.,242419
Mix spices together. Dip chicken tenders in egg then roll in spices. Fry chicken in butter and cream for 15 minutes. Serve with rice.,519029
"Combine achiote seeds with salt to taste in a dry skillet. Heat until aroma develops. Remove from heat. Combine rice with 2 cups water in a pot to soak overnight (can leave out on counter). The next day, heat oil in a separate pot. Add onion, cooking until translucent. Add rice, bacon, 3 cups water, achiote mixture and salt to taste. Bring to boil. Reduce heat and simmer until all liquid is absorbed (about 45 minutes). Do not stir once rice starts to boil. Remove from heat. Fluff rice with a fork before serving. Serves 4-6.",457836
"Heat 2 tbs canola oil in a large saucepan over medium heat. Add onion and cook until translucent, about 5 minutes. Add garlic, carrot and rice and cook until rice is golden, about 10 minutes. Add chicken stock, cover and bring to a boil over high heat. Reduce heat, cover and simmer until rice is tender, about 20 minutes. Add green chiles and lime juice. Season with salt. Serve hot.",93509
Preheat oven to 350 degrees. In saucepan cook onion in 1 TBS butter until tender. Add soup and milk. Heat to boiling. Stir in mustard. Add sauerkraut and noodles. Cook 1 minute. Stir in sausage and cheese. Pour into greased 1 1/2 quart baking dish. Topping: In saucepan melt remaining butter. Stir in breadcrumbs. Sprinkle over top of mixture. Bake 30 minutes or until golden. Serve with coleslaw or potato salad.,245409
"Preheat oven to 350 degrees. Heat 1 tbs. butter in a skillet. Add the salad dressing, lemon juice, Worcestershire sauce and garlic. Cook until heated through. Dip both sides of the chicken in the mixture. Place chicken in a lightly greased 11x7 inch baking dish. Bake for 45 minutes or until juices run clear when the thickest part of the chicken is cut. Sprinkle the top with parsley.",168506
"Peel and wash the potatoes. Cut them into halves or quarters. Cook them in the boiling water until the potatoes are tender. Drain and set aside. In a small nonstick skillet over medium high heat, crumble the bacon into the skillet. Cook the bacon until the fat is rendered and the bacon is crisp. Drain the bacon onto paper towel. Remove all but 2 tablespoons of the bacon grease. Add the onions. Cook over medium heat until the onions are tender and golden. Add the potatoes to the skillet. Add the chicken stock. Mix well. Add the bacon and salt and pepper to taste. Stir well. Serve hot.",423239
Place the chicken breasts in a plastic bag. Mix the yogurt and mustard together and pour over the chicken. Refrigerate for several hours. Preheat the oven to 400f. Grease a shallow baking dish with butter or cooking spray. Slice the muffins in half and lay them cut side up in the pan. Add the chicken and spread it out to cover the muffins. Sprinkle the cheese evenly over the chicken. Bake for 20 minutes. Sprinkle with the parsley and serve.,17161
"Preheat oven to 400 degrees F. Prick sweet potatoes with a fork a few times. Place on a foil lined baking sheet. Bake in preheated oven for about 1 hour or until very soft when poked with a fork. Remove from oven and let cool for about 5 minutes. While sweet potatoes are cooking, place sour cream in a bowl. Whisk in maple syrup. Add salt and cinnamon. Spread evenly over top of sweet potatoes. Sprinkle with pecans and drizzle with melted butter. Place back in the oven for about 10 minutes until potatoes are heated through and the sour cream mixture is golden brown.",91021
"Preheat oven to 350 degrees. Spray a 6 x 8 inch glass or ceramic baking dish with nonstick cooking spray. Break potatoes into small pieces and place in dish. Melt butter. In a large bowl combine the remaining ingredients and toss with potatoes. Pour over the potatoes. Bake for 45 minutes. To serve, place on a platter and sprinkle with extra cheese. Makes 6 servings.",43501
"Combine eggs and buttermilk. Add buttermilk and mix well. Add the remaining dry ingredients and mix well. Heat a skillet or griddle over medium low heat. Add a little butter or oil. Using a 1/4 cup measuring cup, drop batter by the scoop onto the griddle. Cook until the edges are set and the bottoms are browned, then flip and cook the other side. Serve with butter and real maple syrup.",173284
"In a bowl combine romaine lettuce, corn, black beans, tomatoes, and green onionsset aside. In another bowl add the cheddar cheese and ranch dressing and stir together. Serve the salad on a plate or bowl and top with the ranch dressing/cheddar mixture and salsa.",323333
"Grease baking sheets. Sift flour into medium bowl. In another bowl combine butter, sugar, milk, baking soda and vanilla. Stir well. Add flour mixture to wet mixture. Stir well. Shape into rounds. Bake in preheated 350 degree F. oven for about 10 minutes. Cool. Dust with powdered sugar.",380091
"Preheat oven to 375 degrees. Lightly grease 9x13 inch baking pan. In a small bowl combine 1/2 cup sugar and 1/4 cup cinnamon. In a large bowl combine 2 cups all purpose flour, 1 cup sugar, 1 teaspoon baking powder and 1/2 teaspoon salt. Mix well. In another bowl combine egg and milk. Add to flour mixture and beat with electric mixer on low speed just till moistened. In another bowl combine 1/2 cup sugar and 2 tablespoons cinnamon. In another bowl combine blueberries and 1/4 cup flour. Spoon half of batter into prepared baking pan. Sprinkle with 1/2 of sugar/cinnamon mixture. Top with half of blueberries. Repeat layers. Bake 40-45 minutes or till golden brown. Cool 10 minutes on wire rack. Serve warm.",257999
"In a 12-inch skillet or frying pan, melt the bacon grease. Add the onion and fry until golden brown. Add the garlic and fry until fragrant. Add the whole tomatoes and their juice and the water. Add the salt and pepper. Bring the mixture to a boil. Lower the heat and simmer for 40 minutes. Add the ancho chili and chili powder and stir. Stir in the sugar and simmer for 30 minutes. Store in the refrigerator for up to 2 weeks.",400187
"In a large Dutch oven or other heavy pot combine the chicken broth and butter and bring to a boil over high heat. Add the onion and cook until tender but not browned, about 15 minutes. Stir in the honey and the lemon zest and juice and bring the mixture back to a boil. Reduce the heat and simmer uncovered for about 20 minutes or until the onion is soft and the liquid is reduced by half. Transfer the onions into the baking dish and top with the paprika and cheese. Bake in the preheated oven until the cheese is melted and browned on top, about 15 minutes. Garnish with parsley before serving.",33521
"Soak dates in wine overnight. Next day, place in a heavy skillet and add almonds, walnuts & honey. Cook over medium heat until dates are soft. Add lemon juice & lemon rind. Stir. Cook for another minute. Serve with cheese & sea salt.",246759
Place the beans and broth in a saucepan over high heat and bring to a boil. Cover the pot and simmer for 30 minutes or until the beans are very tender. Add the remaining ingredients and simmer for another 10 minutes or until thickened. Garnish each serving with a dollop of sour cream and a sprinkling of green onion.,157959
"Heat a large frying pan over medium-high heat. Add 1 1/2 tablespoons of the oil, the garlic and gingerroot and saute until fragrant, about 30 seconds. Add the green beans and cook, stirring occasionally, until crisp-tender, about 3 minutes. Season with the salt and pepper. Remove from the heat. Transfer to a plate. Heat the remaining 1 tablespoon of the oil in the frying pan over medium-high heat. Add the black bean sauce and stir until smooth. Add the green beans and saute until the sauce coats the green beans but is not too thick, about 30 seconds. Transfer to a platter. Sprinkle the white sesame seeds on top. Makes 2 servings.",318166
"On a pizza pan, arrange the pizza crust as desired. Sprinkle with the barbecue beef and top with the red onions. Sprinkle with the smoked cheddar cheese. Bake for 5 to 10 minutes or until the crust is golden brown and the cheese is melted.",302130
"Slice off the crust from the bread. Spread the inside of each slice with Miracle Whip. Spread one slice of bread with ham and the other slice with cheese. Place the cheese on the bottom half of the bread and the ham on the top half. Place the lettuce leaf in the middle. Press the two halves of bread together. Wrap the sandwich in plastic wrap and refrigerate. To serve, cut the sandwich into 10 bite-sized pieces. Arrange the pieces in the shape of a coffin.",172219
"Soak 125g (4½oz) of couscous in 1 litre (1¾ pints) of boiling water for 5 minutes. Fluff with a fork. Drain excess liquid, reserving 3 tablespoons of water. Heat 2 tablespoons of olive oil in a large frying pan with 1 medium onion, peeled and sliced. Cook for 2-3 minutes or until softened then add 2 cloves of garlic, finely chopped. Cook for another minute or two until golden then add 1 bunch of fresh coriander, chopped, 100g (3½oz) of cherry tomatoes, halved, 12 medium prawns (shells on) and 3 avocadoes, diced into 1cm chunks. Cook for a further 2-3 minutes before adding 1 lime, zested and juiced. Stir in 1 teaspoon of honey, 2 tablespoons of fresh coriander leaves and season with salt and black pepper to taste. Fold in drained couscous and drizz",153119
"Dissolve cornstarch in broth. Place chicken in broth and cook for 10 minutes. Add garlic and cook for 10 more minutes. Add soy sauce and brown sugar and cook for 10 more minutes. Add broccoli, carrots and peas and cook for another 5 minutes. Thicken sauce with cornstarch and broth. Serve over cooked rice.",58347
"Preheat the oven to 200c/400f/gas mark 6. Cut the fish fillets into pieces about 2cm thick, then put them on a baking tray with the breadcrumbs, garlic, parsley, lemon zest and lemon juice. Pour over the olive oil and season well with coarse salt and black pepper, then mix well. Bake the fish for 15-20 minutes or until browned and cooked through. Serve hot with potatoes or rice, or with salad leaves.",133718
"Trim asparagus and peel strawberries. Combine asparagus, strawberries, lemon juice and vegetable oil in salad bowl. Toss lightly. Sprinkle with honey. Serve on lettuce leaves.",122587
"In a medium bowl combine the egg and sugar. Stir to combine. Add the corn, flour, baking powder, milk and butter and mix together. Heat the oil to 350 degrees F (175 degrees C). Drop batter by tablespoons into the hot oil and fry 3 to 4 minutes or until golden brown. Remove with slotted spoon to paper towels to drain.",272193
"Chop carrot and cabbage very fine. Grate apple. In a large bowl toss cabbage, carrot, and apple together. In a medium bowl combine mayonnaise and yogurt. Stir in lemon juice and sugar. Season with salt and pepper. Add the dressing to the cabbage mixture and toss to coat evenly. Chill until serving time.",334066
"Preheat oven to 325f. Combine sugar, paprika, chili powder, garlic powder and salt in a bowl. In another bowl, mix together the ground allspice and ground black pepper. Rub 1/2 of the spice mixture onto both sides of ribs. Place ribs in shallow dish. Drizzle with vinegar and turn ribs to coat with vinegarrub the remaining 1/2 spice mixture onto both sides of the ribs. Place in a shallow dish and roast until meat is tender and easily falls off the bone, about 2 hours. Serve with the barbecue sauce.",212952
"Preheat oven to 375F. Combine flour, baking soda and salt. In another bowl combine the butter, peanut butter and sugars until smooth. Add the egg and vanilla. Mix until blended. Gradually beat in the flour mixture. Fold in the chocolate chips and oats. Drop by rounded teaspoonfuls onto ungreased baking sheets. Bake for 8 to 10 minutes or until lightly browned around edges. Cool for 1 minute before removing from the baking sheets to wire racks. Cool completely. Makes about 3 dozen.",89096
"Wash potatoes well. Cut into wedges. Put in bowl with 1 tbs. olive oil. Sprinkle with garlic powder, salt, and red pepper. Toss gently. Bake in preheated 400 f. oven for 45 minutes. Turn once.",302147
"In large bowl, beat cream cheese and sour cream until light and fluffy. Add sugar, vanilla and eggs. Beat well. Stir in melted butter. Pour mixture into 9-inch pie plate. Bake 15 minutes. Spread with Cinnamon Spread. Cut rolls in half and arrange over Cinnamon Spread. Bake 15 minutes longer.",135854
"Heat olive oil in large frying pan. Add onions and saut until they are translucent. Add herbs and saut another 30 seconds. Beat eggs together, season with salt and pepper and pour over onions. Cook until eggs are just set in the middle. Serve immediately.",305395
"Preheat oven to 350 degrees. Peel potatoes and cut into 1/4 inch cubes. Add orange juice, butter, brown sugar, cranberries, orange zest and salt to a bowl. Toss together. Place into a baking dish. Sprinkle with slivered almonds. Bake for 45 minutes, or until potatoes are cooked through. Serve warm.",104815
"Preheat oven to 400 degrees f. In large bowl, stir together brown sugar and flour. Stir in chocolate chips and nuts. In separate bowl, beat eggs and half-and-half cream with electric mixer until blended. Stir into flour mixture until just moistened. Pour into 10 inch pie plate coated with cooking spray. Bake for 20 minutes or until puffed and golden brown. Drizzle with maple syrup and sprinkle with cinnamon-nutmeg. Serve immediately.",332831
"Fry bacon until crisp. Cut pork chops into 1 1/2-inch strips. Cook pork until no longer pink. Add onion, garlic, sauerkraut, paprika, sugar and salt and pepper to taste. Cook until sauerkraut is tender-crisp about 5 minutes. Pour in beerstirring until well blended. Cook until liquid is reduced by half about 10 minutes. Makes 4 servings.",84403
Sift together the flours and baking soda. Cut in the butter until the mixture resembles fine breadcrumbs. Add the sugar and salt. Add the buttermilk gradually until the mixture comes together in a soft dough. Turn out onto a floured surface and knead gently for about 5 minutes. Add more flour if the dough is too sticky. Roll out into a circle about half an inch thick. Cut into triangular wedges with a sharp knife and put on a greased baking sheet. Brush with a little milk. Bake in a preheated oven at 180 C / Gas 4 for about 35 minutes until golden brown and sounding hollow when tapped. Serve warm with butter.,151078
"Mix dry ingredients together. Add bananas and nuts. Mix well. Add margarine and mix until crumbly. Add eggs one at a time. Beat until smooth. Pour into greased and floured loaf pan. Bake at 350 degrees for about 1 hour. Check after 50 minutes. If done, take out and cool. If not done, bake at 325 degrees until done.",123543
Crack 1 egg into a small bowl and beat. Coat a 10-inch skillet with cooking spray and place over medium heat. Place a 4x4 piece of matzoh in the skillet and spoon the egg over it. Top with 1 tablespoon of grated yellow cheese. Cook until the egg is set and the matzoh is golden brown. Repeat with the remaining matzoh and egg. Serve immediately.,164535
"Preheat oven to 350 degrees. Cut tomatoes in half lengthwise and sprinkle with basil and pepper. Place in a glass baking dish and bake for 30 minutes or until softened and slightly browned. Serve over pasta or rice, or use as a topping for bruschetta or pizza.",191796
"Beat together cheese, mayonnaise, ketchup, and worcestershire sauce. Add 2 tablespoons of tabasco sauce. Chill. Combine all ingredients and spread in a 10-inch pie plate. Chill. Serves 4-6.",21146
"In a small saucepan over low heat, combine cocoa and cornstarch. Stir until smooth. In a medium saucepan over medium heat, combine milk and sugar. Stir until boiling and thick. Add cocoa and stir until thick. Add vanilla and stir until blended. Remove from heat and stir in nonfat milk. Stir in frozen whipped topping. Cool to room temperature. Pour into chocolate mold or 12 paper cups. Place in refrigerator to chill overnight. Unmold. Garnish with chocolate shavings. Serve chilled.",204202
Heat olive oil in medium saute pan over medium heat. Add onion and cook until tender. Add mushrooms and cook 4 minutes or until tender. Add spinach and cook 2 minutes. Add blue cheese and garlic and stir to combine. Remove from heat and let cool for 5 minutes. Spoon mixture into mushroom caps and serve.,434860
Melt butter in large pot. Add onion and garlic and cook over medium heat until onions are soft. Stir in ground beef and cook until no longer pink. Add pork and beans. Stir in tomato sauce. Bring to boil. Reduce heat and simmer for 10 minutes. Add mustard and brown sugar. Cook an additional 5 minutes. Serve with hot dog buns.,497962
"Place potatoes and juice in a saucepan. Bring to a boil, reduce heat and simmer until potatoes are tender. Remove from heat. Add sugar and cranberries and mash. Season with salt and pepper.",181263
"Heat a skillet over medium heat. Add chicken, fish sauce, lime juice and green onions. Stir-fry until chicken is cooked through and green onions are soft. Add red onions. Stir-fry a few more minutes until red onions are soft. Transfer mixture to a plate. Prepare rice powder by mixing it with 1 tsp of fish sauce. Set aside. Add remaining fish sauce to a bowl with green chilies. Set aside. Add lettuce to a plate. Serve larb over rice powder in a lettuce cup. Garnish with mint leaf and chili.",11375
"Combine sugar, salt and eggs in a bowl. Beat with electric mixer until well blended. Beat in coconut milk, pineapple juice and rum. Divide into glasses. Top with whipped topping and garnish with cherries.",267934
